7	Число избирательных бюллетеней в переносных ящиках для голосования	2862	64	30	212	39	23	39	13	12	30	25	27	31	22	25	7	23	21	9	10	14	19	29	88	16	11	15	34	30	23	24	100	134	30	42	21	23	19	16	22	29	13	4	64	19	26	24	19	22	16	11	6	13	17	44	12	19	30	40	15	27	65	33	37	25	14	27	22	19	68	12	30	19	38	23	6	37	5	18	21	14	23	18	24	10	7	9	13	6	4	3	232	88	50									
8	Число бюллетеней в стационарных ящиках для голосования	102649	787	1015	1031	877	1066	1372	876	693	1205	890	1366	882	767	1087	740	657	1394	1025	849	625	1625	1318	1138	731	1011	1126	936	825	1199	885	897	1073	701	1170	758	1347	1187	1281	1070	1514	1133	908	1023	1563	1404	1466	1687	1421	1573	1565	1191	811	1512	1401	1017	1299	1321	1188	1242	1393	1465	1543	1446	1343	1649	1289	867	1121	1200	1120	1063	1441	1222	1390	762	1533	719	1046	984	912	1133	962	1168	847	722	1054	1260	869	1164	365	298	161	1417									
9	Число недействительных избирательных бюллетеней	1329	9	90	24	15	15	14	12	16	10	5	24	12	4	17	9	4	15	11	7	5	20	14	24	2	13	11	13	14	20	4	8	8	9	18	30	15	17	10	18	9	21	10	14	10	17	23	18	20	27	25	20	8	14	10	7	13	14	16	11	15	16	22	17	10	24	20	3	5	14	9	8	19	17	15	4	21	8	17	1	10	15	11	15	9	45	19	13	6	8	4	4	4	8									
10	Число действительных избирательных бюллетеней	104182	842	955	1219	901	1074	1397	877	689	1225	910	1369	901	785	1095	738	676	1400	1023	852	634	1624	1333	1202	745	1009	1130	957	841	1202	905	989	1199	722	1194	749	1355	1189	1287	1074	1534	1125	902	1073	1572	1413	1467	1688	1423	1562	1551	1177	816	1515	1435	1022	1305	1337	1212	1246	1405	1514	1554	1466	1358	1639	1296	886	1135	1254	1123	1085	1441	1243	1398	764	1549	716	1047	1004	916	1141	969	1177	848	684	1044	1260	869	1160	364	526	245	1459									
11	Число полученных открепительных  удостоверений	3419	110	30	30	60	30	30	40	30	30	30	40	30	30	30	50	30	50	30	40	30	70	30	30	30	30	30	30	30	50	30	30	30	30	50	30	30	30	40	40	50	30	60	69	40	30	50	60	40	30	60	30	30	55	50	30	30	30	50	30	30	40	30	50	40	60	40	40	30	40	30	30	30	30	30	30	45	30	30	30	30	40	30	30	30	30	30	30	30	90	30	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2361	95	20	17	45	16	26	31	10	25	16	27	27	19	27	32	20	30	15	21	14	61	22	8	12	11	21	20	11	29	18	14	21	21	40	19	27	22	31	31	43	24	49	59	34	23	36	45	32	26	50	25	17	33	29	22	21	19	30	25	26	30	26	32	35	59	32	13	16	32	22	22	20	25	24	13	26	19	24	11	18	28	18	24	11	15	16	20	13	71	6	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1680	38	27	24	24	15	40	10	12	24	21	10	10	9	24	13	23	39	13	10	13	21	19	14	6	8	12	20	15	21	14	14	12	10	11	12	14	35	21	22	12	11	26	17	25	20	15	20	15	16	20	19	13	18	10	14	18	10	11	13	17	20	36	20	20	30	20	21	12	16	16	21	21	19	10	7	15	12	7	22	7	16	27	7	12	21	14	14	11	19	24	75	35	13									
14	Число неиспользованных открепительных удостоверений	1058	15	10	13	15	14	4	9	20	5	14	13	3	11	3	18	10	20	15	19	16	9	8	22	18	19	9	10	19	21	12	16	9	9	10	11	3	8	9	9	7	6	11	10	6	7	14	15	8	4	10	5	13	22	21	8	9	11	20	5	4	10	4	18	5	1	8	27	14	8	8	8	10	5	6	17	19	11	6	19	12	12	12	6	19	15	14	10	17	19	24	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	111	0	2	1	1	1	1	1	0	1	1	0	1	1	6	1	0	3	1	5	1	5	0	1	1	0	1	2	0	1	1	2	2	2	2	0	1	0	0	0	4	0	0	1	0	0	1	7	1	3	2	2	1	1	1	1	1	1	2	1	1	0	1	1	0	5	3	2	2	0	0	0	1	1	3	1	3	0	0	0	1	3	0	1	0	1	0	0	2	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																								
19	Жириновский Владимир Вольфович	6583	69	59	121	51	62	84	46	48	68	50	87	63	67	57	45	41	102	91	79	54	143	95	116	86	74	84	66	54	80	48	71	93	49	65	41	94	79	76	59	71	60	55	88	79	82	70	83	50	74	99	68	59	86	81	54	63	64	58	61	101	89	93	103	69	106	72	58	73	79	88	75	85	63	88	48	97	48	81	49	64	96	68	72	39	44	60	74	81	78	15	27	12	66									
		6.24%	8.11%	5.65%	9.73%	5.57%	5.69%	5.95%	5.17%	6.81%	5.51%	5.46%	6.25%	6.90%	8.49%	5.13%	6.02%	6.03%	7.21%	8.80%	9.20%	8.45%	8.70%	7.05%	9.46%	11.51%	7.24%	7.36%	6.80%	6.32%	6.55%	5.28%	7.12%	7.71%	6.70%	5.36%	5.26%	6.86%	6.55%	5.86%	5.40%	4.60%	5.24%	6.03%	8.10%	4.99%	5.73%	4.70%	4.87%	3.47%	4.66%	6.28%	5.68%	7.16%	5.62%	5.61%	5.25%	4.78%	4.74%	4.72%	4.85%	7.11%	5.82%	5.90%	6.95%	5.04%	6.37%	5.47%	6.52%	6.40%	6.23%	7.77%	6.86%	5.82%	5.00%	6.23%	6.25%	6.18%	6.63%	7.61%	4.88%	6.91%	8.30%	6.94%	6.04%	4.55%	6.04%	5.64%	5.81%	9.26%	6.68%	4.08%	5.09%	4.82%	4.50%									
20	Зюганов Геннадий Андреевич	22872	183	224	276	208	259	309	253	148	301	217	330	204	177	307	157	175	306	228	173	128	347	316	118	130	203	248	192	157	248	184	225	239	185	289	178	311	252	266	235	338	250	141	65	343	328	284	381	298	365	323	266	180	354	363	243	320	323	310	271	305	326	369	322	334	380	295	195	251	292	248	233	369	270	374	150	383	150	244	256	215	276	209	262	205	161	236	290	211	147	73	110	41	58									
		21.68%	21.50%	21.44%	22.20%	22.71%	23.78%	21.90%	28.46%	20.99%	24.37%	23.72%	23.69%	22.34%	22.43%	27.61%	21.02%	25.74%	21.63%	22.05%	20.14%	20.03%	21.11%	23.46%	9.62%	17.40%	19.86%	21.74%	19.79%	18.36%	20.29%	20.24%	22.57%	19.80%	25.31%	23.84%	22.85%	22.70%	20.90%	20.51%	21.52%	21.91%	21.82%	15.46%	5.98%	21.68%	22.94%	19.06%	22.33%	20.65%	22.97%	20.49%	22.22%	21.84%	23.15%	25.12%	23.62%	24.28%	23.91%	25.24%	21.56%	21.48%	21.31%	23.41%	21.71%	24.42%	22.85%	22.42%	21.93%	22.02%	23.03%	21.91%	21.32%	25.27%	21.43%	26.47%	19.53%	24.39%	20.72%	22.93%	25.47%	23.22%	23.88%	21.33%	21.98%	23.92%	22.09%	22.20%	22.78%	24.11%	12.59%	19.84%	20.75%	16.47%	3.95%									
21	Миронов Сергей Михайлович	5084	46	54	65	48	61	56	56	34	76	47	85	50	37	51	37	35	71	64	46	26	77	73	31	32	37	50	54	31	52	42	32	69	40	56	34	54	58	60	50	69	73	39	22	70	62	60	76	75	93	84	71	30	68	74	42	85	82	73	59	73	79	86	73	63	68	63	56	30	43	45	47	74	74	77	42	68	47	51	59	57	46	52	71	38	42	54	80	48	39	17	18	4	16									
		4.82%	5.41%	5.17%	5.23%	5.24%	5.60%	3.97%	6.30%	4.82%	6.15%	5.14%	6.10%	5.48%	4.69%	4.59%	4.95%	5.15%	5.02%	6.19%	5.36%	4.07%	4.68%	5.42%	2.53%	4.28%	3.62%	4.38%	5.57%	3.63%	4.26%	4.62%	3.21%	5.72%	5.47%	4.62%	4.36%	3.94%	4.81%	4.63%	4.58%	4.47%	6.37%	4.28%	2.02%	4.42%	4.34%	4.03%	4.45%	5.20%	5.85%	5.33%	5.93%	3.64%	4.45%	5.12%	4.08%	6.45%	6.07%	5.94%	4.69%	5.14%	5.16%	5.46%	4.92%	4.61%	4.09%	4.79%	6.30%	2.63%	3.39%	3.98%	4.30%	5.07%	5.87%	5.45%	5.47%	4.33%	6.49%	4.79%	5.87%	6.16%	3.98%	5.31%	5.96%	4.43%	5.76%	5.08%	6.28%	5.49%	3.34%	4.62%	3.40%	1.61%	1.09%									
22	Прохоров Михаил Дмитриевич	10540	111	146	171	105	108	147	101	66	123	90	139	86	75	148	67	76	100	76	67	52	176	119	100	46	98	115	75	87	83	91	94	125	64	118	76	161	137	119	98	124	160	116	67	159	151	192	190	220	168	197	117	101	184	144	136	158	137	115	139	105	146	163	147	167	176	162	98	120	118	101	100	126	112	135	62	114	56	91	108	98	97	103	119	83	59	107	100	115	116	36	32	21	36									
		9.99%	13.04%	13.97%	13.76%	11.46%	9.92%	10.42%	11.36%	9.36%	9.96%	9.84%	9.98%	9.42%	9.51%	13.31%	8.97%	11.18%	7.07%	7.35%	7.80%	8.14%	10.71%	8.83%	8.16%	6.16%	9.59%	10.08%	7.73%	10.18%	6.79%	10.01%	9.43%	10.36%	8.76%	9.74%	9.76%	11.75%	11.36%	9.18%	8.97%	8.04%	13.96%	12.72%	6.16%	10.05%	10.56%	12.89%	11.14%	15.25%	10.57%	12.50%	9.77%	12.26%	12.03%	9.97%	13.22%	11.99%	10.14%	9.36%	11.06%	7.39%	9.54%	10.34%	9.91%	12.21%	10.58%	12.31%	11.02%	10.53%	9.31%	8.92%	9.15%	8.63%	8.89%	9.55%	8.07%	7.26%	7.73%	8.55%	10.75%	10.58%	8.39%	10.51%	9.98%	9.68%	8.09%	10.07%	7.86%	13.14%	9.93%	9.78%	6.04%	8.43%	2.45%									
23	Путин Владимир Владимирович	59103	433	472	586	489	584	801	421	393	657	506	728	498	429	532	432	349	821	564	487	374	881	730	837	451	597	633	570	512	739	540	567	673	384	666	420	735	663	766	632	932	582	551	831	921	790	861	958	780	862	848	655	446	823	773	547	679	731	656	716	821	874	843	821	725	909	704	479	661	722	641	630	787	724	724	462	887	415	580	532	482	626	537	653	483	378	587	716	414	780	223	339	167	1283									
		56.02%	50.88%	45.17%	47.14%	53.38%	53.63%	56.77%	47.36%	55.74%	53.20%	55.30%	52.26%	54.55%	54.37%	47.84%	57.83%	51.32%	58.02%	54.55%	56.69%	58.53%	53.59%	54.19%	68.27%	60.37%	58.41%	55.48%	58.76%	59.88%	60.47%	59.41%	56.87%	55.76%	52.53%	54.95%	53.92%	53.65%	54.98%	59.06%	57.88%	60.40%	50.79%	60.42%	76.45%	58.22%	55.24%	57.79%	56.15%	54.05%	54.25%	53.81%	54.72%	54.13%	53.83%	53.49%	53.16%	51.52%	54.11%	53.42%	56.96%	57.82%	57.12%	53.49%	55.36%	52.99%	54.66%	53.50%	53.88%	57.98%	56.94%	56.63%	57.64%	53.90%	57.46%	51.24%	60.16%	56.50%	57.32%	54.51%	52.94%	52.05%	54.15%	54.80%	54.78%	56.36%	51.85%	55.22%	56.25%	47.31%	66.78%	60.60%	63.96%	67.07%	87.46%									
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
																																																																																																								
