Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																												
Дата голосования: 18.09.2016																																																												
																																																												
Наименование Избирательной комиссии:    Аларская																																																												
																																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																																												
																																																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49									
		0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.60%	0.58%	0.00%	0.00%	1.82%	0.00%	1.03%	0.50%	0.46%	2.02%	1.60%	0.00%	0.55%	0.00%	4.08%	0.00%	1.49%	0.14%	0.00%	1.72%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.46%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	4									
		0.22%	0.22%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.30%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.46%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.75%	0.00%	0.00%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1390	18	0	5	0	35	7	10	8	2	37	7	5	39	27	4	76	5	2	26	22	44	9	28	13	51	68	18	21	29	94	53	16	21	24	7	27	10	35	15	32	5	9	3	6	5	46	4	39	323									
		14.78%	4.03%	0.00%	4.13%	0.00%	18.72%	11.11%	3.69%	17.02%	9.09%	12.76%	7.61%	9.43%	11.64%	15.70%	9.09%	20.65%	9.09%	2.94%	26.80%	11.00%	20.18%	9.09%	22.40%	28.26%	27.87%	21.38%	12.24%	18.58%	14.36%	12.72%	15.87%	27.59%	30.43%	17.52%	17.07%	29.03%	19.61%	17.86%	17.86%	13.97%	6.85%	4.76%	5.00%	2.11%	12.20%	17.23%	3.45%	13.31%	21.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	0	0	0	1	1	1	6	2	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	9									
		0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	1.50%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.88%	0.50%	0.81%	0.60%	0.00%	0.00%	0.00%	0.00%	1.08%	1.96%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.60%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	3	0	1	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	6									
		0.29%	0.67%	0.00%	0.83%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.68%	0.00%	1.49%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.37%	0.00%	0.34%	0.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2									
		0.17%	0.22%	0.00%	0.83%	0.00%	0.00%	1.59%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.80%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	1.45%	0.73%	0.00%	0.00%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	1	2	1	1	0	1	0	1	0	0	0	1	9									
		0.35%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	1.02%	1.19%	0.44%	0.00%	0.53%	0.00%	0.35%	0.00%	0.00%	0.00%	0.34%	0.60%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1650	155	18	14	13	56	12	31	7	3	63	11	5	55	6	2	98	4	14	25	36	66	20	18	5	18	83	47	7	53	186	80	4	10	25	10	10	10	29	5	63	7	18	8	49	9	14	18	26	124									
		17.55%	34.68%	19.78%	11.57%	20.00%	29.95%	19.05%	11.44%	14.89%	13.64%	21.72%	11.96%	9.43%	16.42%	3.49%	4.55%	26.63%	7.27%	20.59%	25.77%	18.00%	30.28%	20.20%	14.40%	10.87%	9.84%	26.10%	31.97%	6.19%	26.24%	25.17%	23.95%	6.90%	14.49%	18.25%	24.39%	10.75%	19.61%	14.80%	5.95%	27.51%	9.59%	9.52%	13.33%	17.19%	21.95%	5.24%	15.52%	8.87%	8.22%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	0	0	0	0	0	2	0	0	2	0	0	1	1	0	2	0	0	0	2	1	2	0	1	0	0	2	1	1	4	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	3									
		0.33%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.69%	0.00%	0.00%	0.30%	0.58%	0.00%	0.54%	0.00%	0.00%	0.00%	1.00%	0.46%	2.02%	0.00%	2.17%	0.00%	0.00%	1.36%	0.88%	0.50%	0.54%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.44%	0.00%	0.53%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	225	16	2	5	5	5	1	5	0	0	4	0	0	15	5	0	6	0	1	0	12	9	4	9	2	1	3	1	1	7	33	16	1	1	2	0	2	0	5	1	4	0	0	4	5	2	6	3	0	21									
		2.39%	3.58%	2.20%	4.13%	7.69%	2.67%	1.59%	1.85%	0.00%	0.00%	1.38%	0.00%	0.00%	4.48%	2.91%	0.00%	1.63%	0.00%	1.47%	0.00%	6.00%	4.13%	4.04%	7.20%	4.35%	0.55%	0.94%	0.68%	0.88%	3.47%	4.47%	4.79%	1.72%	1.45%	1.46%	0.00%	2.15%	0.00%	2.55%	1.19%	1.75%	0.00%	0.00%	6.67%	1.75%	4.88%	2.25%	2.59%	0.00%	1.39%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
