Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Эртильская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	6	7	2	2	2	1	1	2	1	1	1	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	19	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	6	5	1	0	1	0	0	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	37	4	2	2	0	3	0	0	1	1	1	0	0	0	0	0	1	2	0	0	4	1	0	1	0	0	2	0	1	1	0	2	1	3	0	1	0	0	1	1	0	0	0	1					
14	Число погашенных открепительных удостоверений	40	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	2	0	2	1	2	1	1	1	2	1	0	1	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	186	1	3	4	4	6	5	2	8	1	2	7	6	0	0	0	13	1	9	1	14	2	4	1	0	2	7	2	3	0	0	11	5	9	4	6	5	2	7	8	2	4	8	7					
		1.38%	0.45%	1.07%	0.50%	1.25%	2.21%	3.18%	1.6%	4.76%	1.36%	0.53%	9.33%	2.57%	0.0%	0.0%	0.0%	2.70%	1.04%	2.18%	1.29%	2.20%	1.66%	1.90%	0.37%	0.0%	1.48%	1.47%	1.65%	0.87%	0.0%	0.0%	1.17%	0.66%	1.44%	0.93%	1.11%	1.45%	0.75%	2.28%	1.47%	0.49%	0.95%	2.02%	2.30%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	86	1	1	1	3	5	0	3	0	0	1	0	1	0	0	0	3	0	3	3	5	0	0	3	0	0	7	6	5	0	1	7	1	3	2	1	4	2	1	5	1	5	1	1					
		0.64%	0.45%	0.35%	0.12%	0.94%	1.84%	0.0%	2.4%	0.0%	0.0%	0.26%	0.0%	0.42%	0.0%	0.0%	0.0%	0.62%	0.0%	0.72%	3.89%	0.78%	0.0%	0.0%	1.13%	0.0%	0.0%	1.47%	4.95%	1.45%	0.0%	0.90%	0.75%	0.13%	0.48%	0.46%	0.18%	1.16%	0.75%	0.32%	0.92%	0.24%	1.19%	0.25%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	211	6	0	5	8	0	4	1	3	2	11	2	5	0	1	0	9	1	9	4	12	1	4	4	2	1	7	6	4	6	3	11	14	16	4	9	5	2	5	10	3	7	3	1					
		1.57%	2.71%	0.0%	0.62%	2.50%	0.0%	2.54%	0.8%	1.78%	2.73%	2.91%	2.66%	2.14%	0.0%	0.81%	0.0%	1.87%	1.04%	2.18%	5.19%	1.89%	0.83%	1.90%	1.50%	1.66%	0.74%	1.47%	4.95%	1.16%	2.95%	2.70%	1.17%	1.84%	2.56%	0.93%	1.66%	1.45%	0.75%	1.62%	1.84%	0.73%	1.67%	0.75%	0.32%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	118	0	1	3	3	0	1	0	3	0	1	0	6	0	1	1	3	0	6	1	3	0	0	3	0	0	8	3	1	0	0	14	13	2	6	4	3	3	6	7	3	6	3	0					
		0.87%	0.0%	0.35%	0.37%	0.94%	0.0%	0.63%	0.0%	1.78%	0.0%	0.26%	0.0%	2.57%	0.0%	0.81%	1.40%	0.62%	0.0%	1.45%	1.29%	0.47%	0.0%	0.0%	1.13%	0.0%	0.0%	1.69%	2.47%	0.29%	0.0%	0.0%	1.50%	1.71%	0.32%	1.40%	0.74%	0.87%	1.13%	1.95%	1.29%	0.73%	1.43%	0.75%	0.0%					
22	"5. ""За Русь Святую"""	76	4	1	1	0	1	0	2	5	2	4	0	1	0	1	0	1	1	4	1	0	1	1	1	0	0	2	0	4	0	0	5	1	2	6	4	2	2	2	4	4	2	4	0					
		0.56%	1.80%	0.35%	0.12%	0.0%	0.36%	0.0%	1.6%	2.97%	2.73%	1.06%	0.0%	0.42%	0.0%	0.81%	0.0%	0.20%	1.04%	0.97%	1.29%	0.0%	0.83%	0.47%	0.37%	0.0%	0.0%	0.42%	0.0%	1.16%	0.0%	0.0%	0.53%	0.13%	0.32%	1.40%	0.74%	0.58%	0.75%	0.65%	0.73%	0.98%	0.47%	1.01%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	4	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	0	1	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	2					
		0.17%	1.80%	0.0%	0.12%	0.0%	0.0%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.41%	0.0%	0.24%	0.0%	0.15%	1.66%	0.0%	0.37%	0.0%	0.0%	0.42%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.49%	0.0%	0.25%	0.65%					
24	"7. ""Новый курс - Автомобильная Россия"""	45	0	1	4	0	0	1	0	0	0	0	0	0	0	2	0	6	0	0	1	2	0	0	0	0	0	1	0	0	0	0	3	1	3	2	4	5	1	1	2	1	2	1	1					
		0.33%	0.0%	0.35%	0.50%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.62%	0.0%	1.25%	0.0%	0.0%	1.29%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.32%	0.13%	0.48%	0.46%	0.74%	1.45%	0.37%	0.32%	0.36%	0.24%	0.47%	0.25%	0.32%					
25	"8. ""Народно-республиканская партия России"""	21	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	6	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1					
		0.15%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	1.33%	0.42%	0.0%	0.0%	0.0%	1.25%	1.04%	0.0%	1.29%	0.15%	0.0%	0.47%	0.37%	0.0%	0.0%	0.0%	0.0%	0.29%	0.49%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.29%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1					
		0.08%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	1.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.23%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.25%	0.32%					
27	"10. ""Аграрная партия России"""	549	4	20	61	23	9	7	4	15	8	14	0	7	3	3	4	46	2	20	5	25	2	14	4	0	1	16	1	6	30	5	20	15	14	8	12	36	17	17	3	5	22	9	12					
		4.09%	1.80%	7.16%	7.68%	7.21%	3.32%	4.45%	3.2%	8.92%	10.95%	3.71%	0.0%	3.00%	4.54%	2.43%	5.63%	9.58%	2.08%	4.85%	6.49%	3.94%	1.66%	6.66%	1.50%	0.0%	0.74%	3.38%	0.82%	1.74%	14.77%	4.50%	2.14%	1.98%	2.24%	1.87%	2.22%	10.46%	6.43%	5.53%	0.55%	1.22%	5.27%	2.27%	3.94%					
28	"11. ""Истинные патриоты России"""	67	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	6	0	0	1	1	11	6	0	10	0	1	0	0	0	0	0	0	0	0	9	14	2	0	0	2	0					
		0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	1.45%	0.0%	0.0%	0.83%	0.47%	4.15%	5.0%	0.0%	2.11%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.40%	4.56%	0.36%	0.0%	0.0%	0.50%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	93	0	1	0	4	6	1	1	1	0	3	1	2	0	0	2	3	1	8	0	1	2	0	2	5	0	5	0	0	2	3	5	9	3	1	1	0	1	3	1	5	3	3	4					
		0.69%	0.0%	0.35%	0.0%	1.25%	2.21%	0.63%	0.8%	0.59%	0.0%	0.79%	1.33%	0.85%	0.0%	0.0%	2.81%	0.62%	1.04%	1.94%	0.0%	0.15%	1.66%	0.0%	0.75%	4.16%	0.0%	1.05%	0.0%	0.0%	0.98%	2.70%	0.53%	1.18%	0.48%	0.23%	0.18%	0.0%	0.37%	0.97%	0.18%	1.22%	0.71%	0.75%	1.31%					
30	"13. ""Демократическая партия России"""	17	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	3	0					
		0.12%	0.45%	0.0%	0.0%	0.31%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	1.33%	0.42%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.82%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.18%	0.29%	0.37%	0.32%	0.0%	0.0%	0.0%	0.75%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	3	1	0	0	0	0	2	0	0	0	0	2	1	0	0	2	2	0	2	0	0	2	0	0	0	0	0	0					
		0.15%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.62%	1.04%	0.0%	0.0%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	1.65%	0.29%	0.0%	0.0%	0.21%	0.26%	0.0%	0.46%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	15	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0					
		0.11%	0.0%	0.0%	0.0%	0.31%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.74%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.23%	0.0%	0.0%	0.0%	0.32%	0.18%	0.24%	0.0%	0.25%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3748	54	127	181	89	84	25	50	43	21	60	8	0	5	26	17	107	29	120	14	151	28	55	112	67	43	151	26	63	43	52	270	237	181	144	153	66	63	98	130	159	167	150	79					
		27.94%	24.43%	45.51%	22.79%	27.89%	30.99%	15.92%	40.0%	25.59%	28.76%	15.91%	10.66%	0.0%	7.57%	21.13%	23.94%	22.29%	30.20%	29.12%	18.18%	23.81%	23.33%	26.19%	42.26%	55.83%	31.85%	31.92%	21.48%	18.31%	21.18%	46.84%	28.93%	31.30%	29.00%	33.72%	28.38%	19.18%	23.86%	31.92%	23.98%	39.06%	40.04%	37.97%	25.98%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	53	0	2	1	1	1	3	0	1	3	0	1	2	1	0	0	1	0	2	1	3	3	1	6	0	0	1	0	0	1	1	2	2	0	0	5	0	0	3	0	2	0	1	2					
		0.39%	0.0%	0.71%	0.12%	0.31%	0.36%	1.91%	0.0%	0.59%	4.10%	0.0%	1.33%	0.85%	1.51%	0.0%	0.0%	0.20%	0.0%	0.48%	1.29%	0.47%	2.5%	0.47%	2.26%	0.0%	0.0%	0.21%	0.0%	0.0%	0.49%	0.90%	0.21%	0.26%	0.0%	0.0%	0.92%	0.0%	0.0%	0.97%	0.0%	0.49%	0.0%	0.25%	0.65%					
35	"18. ""ЛДПР"""	1586	27	21	83	27	23	25	5	27	7	45	9	38	11	19	6	60	6	74	6	77	19	22	11	16	28	76	15	59	10	7	109	90	61	51	58	39	30	34	47	62	45	49	52					
		11.82%	12.21%	7.52%	10.45%	8.46%	8.48%	15.92%	4.0%	16.07%	9.58%	11.93%	12.0%	16.30%	16.66%	15.44%	8.45%	12.5%	6.25%	17.96%	7.79%	12.14%	15.83%	10.47%	4.15%	13.33%	20.74%	16.06%	12.39%	17.15%	4.92%	6.30%	11.68%	11.88%	9.77%	11.94%	10.76%	11.33%	11.36%	11.07%	8.67%	15.23%	10.79%	12.40%	17.10%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	153	1	5	8	4	2	2	3	0	0	7	0	1	4	1	0	4	0	3	3	0	2	1	4	0	0	2	0	5	6	0	9	12	6	6	6	7	2	3	7	11	5	6	5					
		1.14%	0.45%	1.79%	1.00%	1.25%	0.73%	1.27%	2.4%	0.0%	0.0%	1.85%	0.0%	0.42%	6.06%	0.81%	0.0%	0.83%	0.0%	0.72%	3.89%	0.0%	1.66%	0.47%	1.50%	0.0%	0.0%	0.42%	0.0%	1.45%	2.95%	0.0%	0.96%	1.58%	0.96%	1.40%	1.11%	2.03%	0.75%	0.97%	1.29%	2.70%	1.19%	1.51%	1.64%					
37	"20. ""Политическая партия ""Единая Россия"""	3142	61	43	223	91	51	24	22	38	28	95	26	62	23	49	19	143	32	80	8	142	24	38	21	12	22	95	19	129	34	20	230	172	157	102	142	76	68	54	139	75	87	69	97					
		23.42%	27.60%	15.41%	28.08%	28.52%	18.81%	15.28%	17.6%	22.61%	38.35%	25.19%	34.66%	26.60%	34.84%	39.83%	26.76%	29.79%	33.33%	19.41%	10.38%	22.39%	20.0%	18.09%	7.92%	10.0%	16.29%	20.08%	15.70%	37.5%	16.74%	18.01%	24.65%	22.72%	25.16%	23.88%	26.34%	22.09%	25.75%	17.58%	25.64%	18.42%	20.86%	17.46%	31.90%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	2	0	1	1	2	0	1	1	0	0	1	1	2	0	3	2	0	0	1	0	0	0	1	1	0	0	1	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.36%	1.27%	0.0%	0.0%	0.0%	0.0%	1.33%	0.0%	0.0%	0.0%	1.40%	0.41%	0.0%	0.24%	1.29%	0.31%	0.0%	0.47%	0.37%	0.0%	0.0%	0.21%	0.82%	0.58%	0.0%	2.70%	0.21%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.32%	0.18%	0.0%	0.0%	0.25%	0.0%					
39	"22. ""Развитие предпринимательства"""	37	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0	0	0	0	1	0	10	2	4	1	0	1	1	1	3	0	1	1	0	0					
		0.27%	0.0%	0.0%	0.37%	0.0%	0.36%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.24%	0.0%	0.31%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	9.00%	0.21%	0.52%	0.16%	0.0%	0.18%	0.29%	0.37%	0.97%	0.0%	0.24%	0.23%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2397	25	43	172	47	72	47	21	11	0	102	17	59	16	9	16	50	21	34	23	156	26	51	53	11	24	69	23	37	55	4	173	146	137	72	94	69	39	38	140	63	49	58	25					
		17.87%	11.31%	15.41%	21.66%	14.73%	26.56%	29.93%	16.8%	6.54%	0.0%	27.05%	22.66%	25.32%	24.24%	7.31%	22.53%	10.41%	21.87%	8.25%	29.87%	24.60%	21.66%	24.28%	20.0%	9.16%	17.77%	14.58%	19.00%	10.75%	27.09%	3.60%	18.54%	19.28%	21.95%	16.86%	17.43%	20.05%	14.77%	12.37%	25.83%	15.47%	11.75%	14.68%	8.22%					
																																																		
41	Против всех	330	21	5	7	10	3	2	3	0	1	14	1	32	3	7	2	6	0	10	2	7	2	2	8	1	10	10	2	8	10	2	21	15	11	10	11	7	9	4	23	7	6	11	4					
		2.46%	9.50%	1.79%	0.88%	3.13%	1.10%	1.27%	2.4%	0.0%	1.36%	3.71%	1.33%	13.73%	4.54%	5.69%	2.81%	1.25%	0.0%	2.42%	2.59%	1.10%	1.66%	0.95%	3.01%	0.83%	7.40%	2.11%	1.65%	2.32%	4.92%	1.80%	2.25%	1.98%	1.76%	2.34%	2.04%	2.03%	3.40%	1.30%	4.24%	1.71%	1.43%	2.78%	1.31%					
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
