Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Иркутская городская № 2																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	4021	90	70	70	80	90	60	80	100	70	60	80	70	80	90	100	90	70	90	130	40	80	80	90	100	80	80	80	100	75	80	90	45	90	91	60	60	50	50	55	80	70	80	60	90	100	95	90	60	70	70	70	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2564	38	44	31	67	64	45	54	57	55	28	61	53	54	54	41	60	53	57	95	22	55	60	65	59	66	40	71	47	45	47	67	28	43	62	43	56	35	26	44	48	33	54	21	51	49	75	64	28	40	43	65	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2359	48	53	28	90	33	44	10	51	22	11	183	118	69	38	22	32	16	78	41	20	23	19	72	32	52	27	69	69	70	29	40	25	166	20	0	12	62	11	90	21	16	97	15	21	67	90	16	18	34	25	32	12					
14	Число погашенных неиспользованных открепительных удостоверений	1457	52	26	39	13	26	15	26	43	15	32	19	17	26	36	59	30	17	33	35	18	25	20	25	41	14	40	9	53	30	33	23	17	47	29	17	4	15	24	11	32	37	26	39	39	51	20	26	32	30	27	5	39					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	2702	55	42	28	67	40	40	69	72	48	37	38	67	46	64	58	51	37	49	45	15	64	45	87	65	72	74	70	73	63	56	84	24	69	63	25	44	60	16	33	47	49	59	26	47	74	80	59	38	43	48	53	24					
		4.53%	4.61%	3.71%	3.36%	5.65%	3.91%	3.59%	6.08%	5.11%	4.30%	4.57%	4.46%	3.99%	4.55%	4.70%	4.40%	4.03%	4.02%	4.02%	3.05%	2.85%	5.68%	3.91%	5.84%	4.67%	5.28%	6.80%	6.21%	4.92%	5.66%	4.90%	5.51%	4.47%	4.64%	4.14%	1.51%	4.31%	4.07%	3.46%	3.73%	4.38%	5.17%	5.08%	4.13%	3.80%	5.33%	4.76%	4.51%	4.46%	4.43%	4.77%	5.04%	3.26%					
19	2.Всероссийская политическая партия «Гражданская Сила»	961	14	16	10	10	24	29	20	19	21	18	13	24	15	22	22	20	13	17	20	7	22	28	24	16	24	25	18	22	20	14	35	7	24	22	6	14	14	7	10	20	21	28	22	21	17	24	14	12	17	22	15	22					
		1.61%	1.17%	1.41%	1.20%	0.84%	2.35%	2.61%	1.76%	1.35%	1.88%	2.22%	1.53%	1.43%	1.48%	1.62%	1.67%	1.58%	1.41%	1.39%	1.36%	1.33%	1.95%	2.43%	1.61%	1.15%	1.76%	2.30%	1.60%	1.48%	1.80%	1.23%	2.30%	1.30%	1.61%	1.44%	0.36%	1.37%	0.95%	1.52%	1.13%	1.87%	2.22%	2.41%	3.49%	1.70%	1.22%	1.43%	1.07%	1.41%	1.75%	2.19%	1.43%	2.99%					
20	3.Политическая партия «Демократическая партия России»	114	1	0	0	2	3	2	2	1	1	2	0	8	0	5	0	6	5	3	2	2	2	3	3	4	2	1	2	3	3	1	2	0	3	4	2	3	1	2	2	4	2	1	1	2	2	2	1	0	0	3	2	6					
		0.19%	0.08%	0.00%	0.00%	0.17%	0.29%	0.18%	0.18%	0.07%	0.09%	0.25%	0.00%	0.48%	0.00%	0.37%	0.00%	0.47%	0.54%	0.25%	0.14%	0.38%	0.18%	0.26%	0.20%	0.29%	0.15%	0.09%	0.18%	0.20%	0.27%	0.09%	0.13%	0.00%	0.20%	0.26%	0.12%	0.29%	0.07%	0.43%	0.23%	0.37%	0.21%	0.09%	0.16%	0.16%	0.14%	0.12%	0.08%	0.00%	0.00%	0.30%	0.19%	0.82%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	8604	271	174	115	156	120	112	172	245	199	114	93	167	115	156	188	166	119	184	214	70	151	150	285	265	169	204	186	273	218	204	197	60	227	224	41	157	138	39	75	191	134	210	72	178	237	287	209	116	163	175	141	78					
		14.42%	22.73%	15.37%	13.79%	13.15%	11.73%	10.06%	15.15%	17.40%	17.83%	14.09%	10.92%	9.95%	11.36%	11.45%	14.26%	13.12%	12.93%	15.09%	14.50%	13.28%	13.40%	13.04%	19.14%	19.05%	12.40%	18.73%	16.50%	18.40%	19.57%	17.86%	12.92%	11.17%	15.27%	14.71%	2.47%	15.39%	9.36%	8.44%	8.48%	17.82%	14.15%	18.07%	11.43%	14.39%	17.06%	17.08%	15.98%	13.62%	16.80%	17.40%	13.40%	10.60%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1712	34	23	15	22	31	49	39	41	35	28	16	41	18	48	36	39	11	32	45	17	33	34	56	48	52	49	38	63	47	34	53	13	30	21	10	27	43	5	17	27	38	37	20	37	36	48	33	14	29	19	42	39					
		2.87%	2.85%	2.03%	1.80%	1.85%	3.03%	4.40%	3.44%	2.91%	3.14%	3.46%	1.88%	2.44%	1.78%	3.52%	2.73%	3.08%	1.20%	2.63%	3.05%	3.23%	2.93%	2.96%	3.76%	3.45%	3.82%	4.50%	3.37%	4.25%	4.22%	2.98%	3.48%	2.42%	2.02%	1.38%	0.60%	2.65%	2.92%	1.08%	1.92%	2.52%	4.01%	3.18%	3.17%	2.99%	2.59%	2.86%	2.52%	1.64%	2.99%	1.89%	3.99%	5.30%					
23	6.Политическая партия «Партия социальной справедливости»	222	3	3	6	3	6	6	3	3	5	2	5	11	5	4	2	7	3	6	5	2	5	6	2	0	7	4	6	4	8	3	6	2	8	12	4	8	3	1	3	5	3	3	1	2	3	5	3	3	2	4	3	3					
		0.37%	0.25%	0.27%	0.72%	0.25%	0.59%	0.54%	0.26%	0.21%	0.45%	0.25%	0.59%	0.66%	0.49%	0.29%	0.15%	0.55%	0.33%	0.49%	0.34%	0.38%	0.44%	0.52%	0.13%	0.00%	0.51%	0.37%	0.53%	0.27%	0.72%	0.26%	0.39%	0.37%	0.54%	0.79%	0.24%	0.78%	0.20%	0.22%	0.34%	0.47%	0.32%	0.26%	0.16%	0.16%	0.22%	0.30%	0.23%	0.35%	0.21%	0.40%	0.29%	0.41%					
24	7.Политическая партия «Либерально-демократическая партия России»	6614	127	165	102	153	126	124	114	152	124	110	133	174	121	153	164	158	107	153	145	57	136	157	138	158	144	91	126	124	73	129	151	60	190	189	275	117	115	72	93	99	87	114	68	162	129	170	143	94	83	80	115	70					
		11.09%	10.65%	14.58%	12.23%	12.90%	12.32%	11.14%	10.04%	10.80%	11.11%	13.60%	15.61%	10.36%	11.96%	11.23%	12.44%	12.49%	11.63%	12.55%	9.82%	10.82%	12.07%	13.65%	9.27%	11.36%	10.56%	8.36%	11.18%	8.36%	6.55%	11.30%	9.90%	11.17%	12.78%	12.41%	16.59%	11.47%	7.80%	15.58%	10.52%	9.24%	9.19%	9.81%	10.79%	13.10%	9.29%	10.12%	10.93%	11.03%	8.56%	7.95%	10.93%	9.51%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5635	127	101	88	113	116	116	131	151	88	74	75	126	95	144	107	144	100	105	106	50	110	109	119	118	132	96	91	156	133	108	141	51	124	131	57	112	104	40	88	124	112	138	58	113	143	162	133	81	129	99	102	64					
		9.44%	10.65%	8.92%	10.55%	9.53%	11.34%	10.42%	11.54%	10.72%	7.89%	9.15%	8.80%	7.50%	9.39%	10.57%	8.12%	11.38%	10.87%	8.61%	7.18%	9.49%	9.76%	9.48%	7.99%	8.48%	9.68%	8.82%	8.07%	10.51%	11.94%	9.46%	9.25%	9.50%	8.34%	8.60%	3.44%	10.98%	7.05%	8.66%	9.95%	11.57%	11.83%	11.88%	9.21%	9.14%	10.30%	9.64%	10.17%	9.51%	13.30%	9.84%	9.70%	8.70%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	686	12	14	4	11	10	10	16	13	12	5	9	17	9	19	14	13	9	13	17	7	8	9	11	12	11	15	8	30	16	20	19	3	14	17	13	12	19	4	9	17	12	14	7	16	23	21	19	17	18	20	14	4					
		1.15%	1.01%	1.24%	0.48%	0.93%	0.98%	0.90%	1.41%	0.92%	1.08%	0.62%	1.06%	1.01%	0.89%	1.40%	1.06%	1.03%	0.98%	1.07%	1.15%	1.33%	0.71%	0.78%	0.74%	0.86%	0.81%	1.38%	0.71%	2.02%	1.44%	1.75%	1.25%	0.56%	0.94%	1.12%	0.78%	1.18%	1.29%	0.87%	1.02%	1.59%	1.27%	1.20%	1.11%	1.29%	1.66%	1.25%	1.45%	1.99%	1.86%	1.99%	1.33%	0.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29810	493	541	434	615	511	561	525	621	535	373	434	982	551	674	663	605	477	617	809	276	560	551	701	649	684	473	544	675	475	515	744	309	736	793	1198	493	946	266	521	472	451	495	338	588	646	790	632	423	451	488	514	392					
		49.96%	41.36%	47.79%	52.04%	51.85%	49.95%	50.40%	46.26%	44.11%	47.94%	46.11%	50.94%	58.49%	54.45%	49.49%	50.30%	47.83%	51.85%	50.62%	54.81%	52.37%	49.69%	47.91%	47.08%	46.66%	50.18%	43.43%	48.27%	45.49%	42.64%	45.10%	48.79%	57.54%	49.50%	52.07%	72.26%	48.33%	64.14%	57.58%	58.94%	44.03%	47.62%	42.60%	53.65%	47.53%	46.51%	47.02%	48.32%	49.65%	46.49%	48.51%	48.86%	53.26%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1983	38	39	22	28	29	51	29	67	38	38	23	42	28	57	46	43	30	34	52	21	27	48	48	46	54	49	29	50	44	51	76	8	46	23	13	17	20	7	20	56	25	44	15	59	59	76	47	46	30	31	39	25					
		3.32%	3.19%	3.45%	2.64%	2.36%	2.83%	4.58%	2.56%	4.76%	3.41%	4.70%	2.70%	2.50%	2.77%	4.19%	3.49%	3.40%	3.26%	2.79%	3.52%	3.98%	2.40%	4.17%	3.22%	3.31%	3.96%	4.50%	2.57%	3.37%	3.95%	4.47%	4.98%	1.49%	3.09%	1.51%	0.78%	1.67%	1.36%	1.52%	2.26%	5.22%	2.64%	3.79%	2.38%	4.77%	4.25%	4.52%	3.59%	5.40%	3.09%	3.08%	3.71%	3.40%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
