Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
"Наименование Избирательной комиссии:    Новороссийск, Приморская"																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541	УИК №3542					
		4.35%	2.93%	4.41%	4.32%	2.85%	2.34%	4.07%	3.48%	3.27%	3.64%	3.90%	4.01%	3.58%	3.59%	8.45%	10.13%	4.36%	5.55%	3.32%	4.58%	3.75%	3.65%	4.67%	8.02%	7.23%	5.29%	3.17%	4.05%	3.54%	4.71%	3.38%	7.04%	5.20%	2.28%	4.75%	5.79%	4.35%	3.31%	3.20%	2.77%	2.97%	2.90%	5.48%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
