Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Исилькульская																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	333	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	3	3	3	3	3	5	3	3	3	3	5	3	3	3	5	3	3	5	3	3	3	3	5	3	3	3	5	3	3	5	3	3	5	3	3	3	3	3	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	1	0	0	1	1	1	8	6	3	2	1	0	0	0	9	6	0	4	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	59	5	3	2	1	5	3	3	3	3	2	0	2	2	1	1	5	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	2	1	0	0	0	2	0	0					
14	Число погашенных открепительных удостоверений	272	9	10	10	9	9	9	2	4	7	8	9	10	10	10	1	4	10	6	7	5	3	3	3	3	3	1	3	3	3	3	5	3	3	2	5	3	3	1	3	3	2	3	5	2	3	3	5	3	3	5	3	3	1	3	3	3	3	3	3	5					
15	Число открепительных удостоверений выданных ТИК	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	470	6	7	9	9	7	6	9	6	4	4	9	10	7	5	14	10	14	14	14	8	7	0	7	7	2	14	0	23	9	0	9	4	2	9	12	16	2	19	2	2	8	18	12	2	2	2	9	6	19	3	0	0	28	6	6	1	5	5	8	12					
		2.42%	1.34%	1.16%	1.83%	1.22%	2.20%	1.43%	1.91%	1.05%	1.01%	0.91%	1.91%	2.27%	1.78%	1.43%	1.88%	1.92%	4.71%	1.60%	3.76%	1.79%	6.60%	0.0%	7.95%	5.38%	4.76%	1.98%	0.0%	10.50%	4.5%	0.0%	4.45%	2.73%	0.81%	4.91%	2.43%	6.10%	2.0%	2.85%	1.21%	1.50%	3.29%	7.40%	2.80%	1.29%	2.10%	2.08%	2.08%	3.61%	6.18%	0.82%	0.0%	0.0%	3.27%	1.64%	3.82%	0.61%	2.87%	3.59%	5.63%	1.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	330	15	15	19	17	12	12	18	17	10	6	8	15	6	8	11	9	5	14	4	1	7	0	2	0	0	8	1	2	0	0	3	3	4	0	9	0	0	8	1	0	0	5	3	8	1	1	2	0	2	4	1	0	16	4	0	0	1	1	1	10					
		1.70%	3.36%	2.49%	3.87%	2.32%	3.78%	2.87%	3.82%	2.98%	2.52%	1.36%	1.70%	3.41%	1.52%	2.29%	1.47%	1.73%	1.68%	1.60%	1.07%	0.22%	6.60%	0.0%	2.27%	0.0%	0.0%	1.13%	1.85%	0.91%	0.0%	0.0%	1.48%	2.05%	1.63%	0.0%	1.82%	0.0%	0.0%	1.20%	0.60%	0.0%	0.0%	2.05%	0.70%	5.16%	1.05%	1.04%	0.46%	0.0%	0.65%	1.10%	1.17%	0.0%	1.86%	1.09%	0.0%	0.0%	0.57%	0.71%	0.70%	1.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	514	9	9	18	17	12	10	17	17	7	19	8	14	20	17	26	15	12	28	8	12	0	0	0	4	0	25	3	8	0	5	3	6	4	4	16	6	3	31	2	1	4	1	5	2	1	2	10	7	6	13	0	0	13	1	3	5	6	0	5	14					
		2.65%	2.01%	1.49%	3.67%	2.32%	3.78%	2.39%	3.60%	2.98%	1.76%	4.32%	1.70%	3.18%	5.08%	4.88%	3.49%	2.89%	4.04%	3.21%	2.15%	2.69%	0.0%	0.0%	0.0%	3.07%	0.0%	3.53%	5.55%	3.65%	0.0%	4.62%	1.48%	4.10%	1.63%	2.18%	3.25%	2.29%	3.0%	4.65%	1.21%	0.75%	1.64%	0.41%	1.16%	1.29%	1.05%	2.08%	2.31%	4.21%	1.95%	3.59%	0.0%	0.0%	1.51%	0.27%	1.91%	3.06%	3.44%	0.0%	3.52%	2.18%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	413	12	28	16	27	15	14	13	26	14	14	8	9	19	8	14	15	5	26	6	5	0	4	0	0	0	7	0	0	0	2	2	0	5	5	13	2	0	8	0	0	1	1	6	0	0	3	5	0	4	2	0	0	24	5	2	0	0	1	1	16					
		2.13%	2.69%	4.65%	3.26%	3.68%	4.73%	3.34%	2.76%	4.56%	3.53%	3.18%	1.70%	2.05%	4.83%	2.29%	1.88%	2.89%	1.68%	2.98%	1.61%	1.12%	0.0%	8.16%	0.0%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	1.85%	0.99%	0.0%	2.04%	2.73%	2.64%	0.76%	0.0%	1.20%	0.0%	0.0%	0.41%	0.41%	1.40%	0.0%	0.0%	3.12%	1.15%	0.0%	1.30%	0.55%	0.0%	0.0%	2.80%	1.37%	1.27%	0.0%	0.0%	0.71%	0.70%	2.5%					
22	"5. ""За Русь Святую"""	66	1	4	3	2	1	0	1	0	0	1	2	3	3	2	6	1	1	3	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	1	6	1	0	0	0	0	0	0	0	2	0	0	1	1	0	4	0	0	5	1	1	0	0	0	2	1					
		0.34%	0.22%	0.66%	0.61%	0.27%	0.31%	0.0%	0.21%	0.0%	0.0%	0.22%	0.42%	0.68%	0.76%	0.57%	0.80%	0.19%	0.33%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	3.70%	0.0%	0.0%	0.0%	0.0%	0.68%	0.40%	0.54%	1.21%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.23%	0.60%	0.0%	1.10%	0.0%	0.0%	0.58%	0.27%	0.63%	0.0%	0.0%	0.0%	1.40%	0.15%					
23	"6. ""Объединенная Российская партия ""Русь"""	38	0	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	1	0	0	0	0	2	0	3	0	1	0	1	2	0	1	0	2	0	0	1	0	1	0	1	2	0	0	0	1	0	1	4	0	0	2	2	0	0	0	0	1	0					
		0.19%	0.0%	0.16%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.25%	0.0%	0.13%	0.19%	0.33%	0.22%	0.26%	0.0%	0.0%	0.0%	0.0%	1.53%	0.0%	0.42%	0.0%	0.45%	0.0%	0.92%	0.99%	0.0%	0.40%	0.0%	0.40%	0.0%	0.0%	0.15%	0.0%	0.75%	0.0%	0.41%	0.46%	0.0%	0.0%	0.0%	0.23%	0.0%	0.32%	1.10%	0.0%	0.0%	0.23%	0.54%	0.0%	0.0%	0.0%	0.0%	0.70%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	105	2	4	2	4	5	0	3	5	2	1	5	5	0	1	7	5	1	4	1	7	0	0	0	0	0	2	0	3	0	0	1	0	3	0	4	1	1	2	0	2	6	0	1	0	1	0	0	1	0	0	0	0	7	2	0	0	0	2	0	2					
		0.54%	0.44%	0.66%	0.40%	0.54%	1.57%	0.0%	0.63%	0.87%	0.50%	0.22%	1.06%	1.13%	0.0%	0.28%	0.94%	0.96%	0.33%	0.45%	0.26%	1.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	1.36%	0.0%	0.0%	0.49%	0.0%	1.22%	0.0%	0.81%	0.38%	1.0%	0.30%	0.0%	1.50%	2.46%	0.0%	0.23%	0.0%	1.05%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.81%	0.54%	0.0%	0.0%	0.0%	1.43%	0.0%	0.31%					
25	"8. ""Народно-республиканская партия России"""	31	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	3	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	1	0	0	0	0	1	0	0	3	0	0	2	0	0	0	1	0	0	2					
		0.16%	0.0%	0.16%	0.0%	0.13%	0.0%	0.0%	0.21%	0.0%	0.25%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.19%	1.01%	0.22%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	1.50%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.82%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.31%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	0	0	1	1	2	0	4	1	1	0	0	2	0	1	1	1	2	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	0	0	0	1	0	0					
		0.17%	0.0%	0.0%	0.20%	0.13%	0.63%	0.0%	0.84%	0.17%	0.25%	0.0%	0.0%	0.45%	0.0%	0.28%	0.13%	0.19%	0.67%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.97%	0.27%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1350	23	16	17	13	4	18	10	31	14	16	18	10	8	13	24	7	11	49	5	54	10	1	12	9	12	53	0	20	18	5	45	18	37	22	43	0	4	98	13	4	16	15	91	10	7	13	43	17	17	30	4	0	115	75	14	21	11	6	15	45					
		6.97%	5.15%	2.66%	3.46%	1.77%	1.26%	4.30%	2.12%	5.43%	3.53%	3.64%	3.82%	2.27%	2.03%	3.73%	3.22%	1.34%	3.70%	5.63%	1.34%	12.13%	9.43%	2.04%	13.63%	6.92%	28.57%	7.49%	0.0%	9.13%	9.0%	4.62%	22.27%	12.32%	15.16%	12.02%	8.73%	0.0%	4.0%	14.71%	7.92%	3.00%	6.58%	6.17%	21.26%	6.45%	7.36%	13.54%	9.95%	10.24%	5.53%	8.28%	4.70%	0.0%	13.43%	20.60%	8.91%	12.88%	6.32%	4.31%	10.56%	7.03%					
28	"11. ""Истинные патриоты России"""	34	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	7	3	0	0	0	0	0	0	1	0	1	0	0	1	6	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1					
		0.17%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.25%	0.0%	0.21%	0.22%	0.0%	0.0%	0.13%	0.0%	0.33%	0.80%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.45%	0.0%	0.0%	0.49%	4.10%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	166	6	9	5	7	2	3	5	5	1	4	4	1	2	2	2	4	4	8	3	6	0	0	2	2	0	4	1	4	0	0	1	0	0	1	0	0	0	7	4	2	2	2	2	4	1	0	4	3	1	5	0	0	13	1	2	4	0	3	1	7					
		0.85%	1.34%	1.49%	1.02%	0.95%	0.63%	0.71%	1.06%	0.87%	0.25%	0.91%	0.85%	0.22%	0.50%	0.57%	0.26%	0.77%	1.34%	0.91%	0.80%	1.34%	0.0%	0.0%	2.27%	1.53%	0.0%	0.56%	1.85%	1.82%	0.0%	0.0%	0.49%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	1.05%	2.43%	1.50%	0.82%	0.82%	0.46%	2.58%	1.05%	0.0%	0.92%	1.80%	0.32%	1.38%	0.0%	0.0%	1.51%	0.27%	1.27%	2.45%	0.0%	2.15%	0.70%	1.09%					
30	"13. ""Демократическая партия России"""	43	1	1	1	1	1	1	0	1	0	0	0	1	3	1	2	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	8	0	0	4	0	0	0	0	2	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0					
		0.22%	0.22%	0.16%	0.20%	0.13%	0.31%	0.23%	0.0%	0.17%	0.0%	0.0%	0.0%	0.22%	0.76%	0.28%	0.26%	0.19%	0.67%	0.11%	0.26%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.40%	0.0%	1.62%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.55%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	64	2	2	0	0	0	2	0	2	2	0	0	0	2	0	1	1	1	0	1	1	0	0	0	0	0	1	0	2	0	0	3	0	3	3	0	1	0	2	0	0	3	0	1	0	0	0	1	0	0	7	3	0	3	0	0	2	0	0	0	12					
		0.33%	0.44%	0.33%	0.0%	0.0%	0.0%	0.47%	0.0%	0.35%	0.50%	0.0%	0.0%	0.0%	0.50%	0.0%	0.13%	0.19%	0.33%	0.0%	0.26%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.91%	0.0%	0.0%	1.48%	0.0%	1.22%	1.63%	0.0%	0.38%	0.0%	0.30%	0.0%	0.0%	1.23%	0.0%	0.23%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	1.93%	3.52%	0.0%	0.35%	0.0%	0.0%	1.22%	0.0%	0.0%	0.0%	1.87%					
32	"15. ""Партия СЛОН"""	24	0	2	1	0	1	0	1	1	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0					
		0.12%	0.0%	0.33%	0.20%	0.0%	0.31%	0.0%	0.21%	0.17%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.26%	0.22%	0.0%	0.0%	0.0%	0.0%	2.38%	0.28%	0.0%	0.0%	0.0%	0.92%	0.49%	0.68%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	1.20%	0.32%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	949	28	26	36	28	26	22	45	59	40	28	30	43	17	13	55	32	21	47	26	20	12	1	4	1	1	29	1	4	6	10	9	3	12	5	20	3	3	29	5	6	4	7	20	7	2	1	16	10	2	13	0	0	31	2	3	3	1	1	3	17					
		4.90%	6.27%	4.32%	7.34%	3.82%	8.20%	5.26%	9.55%	10.35%	10.10%	6.37%	6.38%	9.79%	4.32%	3.73%	7.39%	6.16%	7.07%	5.40%	6.98%	4.49%	11.32%	2.04%	4.54%	0.76%	2.38%	4.10%	1.85%	1.82%	3.0%	9.25%	4.45%	2.05%	4.91%	2.73%	4.06%	1.14%	3.0%	4.35%	3.04%	4.51%	1.64%	2.88%	4.67%	4.51%	2.10%	1.04%	3.70%	6.02%	0.65%	3.59%	0.0%	0.0%	3.62%	0.54%	1.91%	1.84%	0.57%	0.71%	2.11%	2.65%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	84	3	1	2	2	0	4	4	1	0	0	2	1	4	1	2	1	2	0	1	1	0	0	1	2	1	2	0	1	0	3	0	2	2	1	3	1	1	0	0	1	0	4	3	0	6	1	2	1	2	0	0	0	5	1	0	0	0	2	2	2					
		0.43%	0.67%	0.16%	0.40%	0.27%	0.0%	0.95%	0.84%	0.17%	0.0%	0.0%	0.42%	0.22%	1.01%	0.28%	0.26%	0.19%	0.67%	0.0%	0.26%	0.22%	0.0%	0.0%	1.13%	1.53%	2.38%	0.28%	0.0%	0.45%	0.0%	2.77%	0.0%	1.36%	0.81%	0.54%	0.60%	0.38%	1.0%	0.0%	0.0%	0.75%	0.0%	1.64%	0.70%	0.0%	6.31%	1.04%	0.46%	0.60%	0.65%	0.0%	0.0%	0.0%	0.58%	0.27%	0.0%	0.0%	0.0%	1.43%	1.40%	0.31%					
35	"18. ""ЛДПР"""	2775	66	77	58	160	51	77	54	58	43	63	57	91	70	53	167	89	54	149	61	55	6	9	12	11	2	72	4	14	16	28	4	20	50	35	78	44	20	52	25	30	46	36	50	22	14	11	43	9	27	50	19	0	69	37	25	27	40	21	25	119					
		14.34%	14.79%	12.81%	11.83%	21.85%	16.08%	18.42%	11.46%	10.17%	10.85%	14.35%	12.12%	20.72%	17.81%	15.22%	22.44%	17.14%	18.18%	17.12%	16.39%	12.35%	5.66%	18.36%	13.63%	8.46%	4.76%	10.18%	7.40%	6.39%	8.0%	25.92%	1.98%	13.69%	20.49%	19.12%	15.85%	16.79%	20.0%	7.80%	15.24%	22.55%	18.93%	14.81%	11.68%	14.19%	14.73%	11.45%	9.95%	5.42%	8.79%	13.81%	22.35%	0.0%	8.06%	10.16%	15.92%	16.56%	22.98%	15.10%	17.60%	18.59%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	285	10	7	8	13	8	9	9	7	4	13	14	3	4	8	6	13	7	10	5	9	1	3	2	3	0	3	0	6	0	0	0	0	2	0	12	2	2	13	0	2	0	0	10	1	1	3	7	2	1	4	2	1	8	2	0	2	3	4	1	15					
		1.47%	2.24%	1.16%	1.63%	1.77%	2.52%	2.15%	1.91%	1.22%	1.01%	2.96%	2.97%	0.68%	1.01%	2.29%	0.80%	2.50%	2.35%	1.14%	1.34%	2.02%	0.94%	6.12%	2.27%	2.30%	0.0%	0.42%	0.0%	2.73%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	2.43%	0.76%	2.0%	1.95%	0.0%	1.50%	0.0%	0.0%	2.33%	0.64%	1.05%	3.12%	1.62%	1.20%	0.32%	1.10%	2.35%	3.44%	0.93%	0.54%	0.0%	1.22%	1.72%	2.87%	0.70%	2.34%					
37	"20. ""Политическая партия ""Единая Россия"""	7895	188	277	185	286	98	152	184	179	129	157	219	138	124	149	262	201	95	330	124	141	48	29	39	74	9	367	27	102	94	30	72	62	104	63	210	139	62	266	100	69	104	132	141	72	38	41	119	34	181	73	41	22	392	206	82	80	96	82	72	303					
		40.80%	42.15%	46.08%	37.75%	39.07%	30.91%	36.36%	39.06%	31.40%	32.57%	35.76%	46.59%	31.43%	31.55%	42.81%	35.21%	38.72%	31.98%	37.93%	33.33%	31.68%	45.28%	59.18%	44.31%	56.92%	21.42%	51.90%	50.0%	46.57%	47.0%	27.77%	35.64%	42.46%	42.62%	34.42%	42.68%	53.05%	62.0%	39.93%	60.97%	51.87%	42.79%	54.32%	32.94%	46.45%	40.0%	42.70%	27.54%	20.48%	58.95%	20.16%	48.23%	75.86%	45.79%	56.59%	52.22%	49.07%	55.17%	58.99%	50.70%	47.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	43	0	3	2	2	0	1	0	1	0	0	1	1	3	2	1	1	0	3	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	2	0	1	2	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	1					
		0.22%	0.0%	0.49%	0.40%	0.27%	0.0%	0.23%	0.0%	0.17%	0.0%	0.0%	0.21%	0.22%	0.76%	0.57%	0.13%	0.19%	0.0%	0.34%	0.26%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	1.85%	0.45%	0.0%	0.92%	0.49%	0.0%	0.40%	0.54%	0.0%	0.0%	0.0%	0.15%	0.0%	1.50%	0.0%	0.41%	0.46%	0.0%	0.0%	1.04%	0.0%	0.60%	0.32%	0.0%	0.0%	0.0%	0.11%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%					
39	"22. ""Развитие предпринимательства"""	37	1	0	0	0	1	2	1	5	2	1	1	1	1	0	1	0	2	0	2	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	1	0	0	1	0	0	1	0	2	0	1	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0					
		0.19%	0.22%	0.0%	0.0%	0.0%	0.31%	0.47%	0.21%	0.87%	0.50%	0.22%	0.21%	0.22%	0.25%	0.0%	0.13%	0.0%	0.67%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.45%	0.0%	0.0%	0.99%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.15%	0.0%	0.0%	0.41%	0.0%	0.46%	0.0%	1.05%	0.0%	0.23%	0.0%	0.0%	0.27%	0.0%	0.0%	0.23%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2710	59	96	88	106	60	59	79	114	102	83	64	69	77	53	106	88	41	135	93	99	12	0	3	6	12	84	10	19	41	19	38	14	5	21	38	10	1	78	9	5	33	6	60	19	15	12	135	50	23	123	12	6	41	12	11	5	5	7	5	34					
