Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Солнечная																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3144	113	148	172	216	350	308	158	262	28	168	42	173	115	106	74	96	109	145	180	48	133									
		33.41%	28.18%	27.92%	31.16%	31.30%	41.97%	33.01%	34.35%	45.88%	37.33%	32.56%	31.58%	35.74%	34.85%	47.96%	40.00%	32.00%	22.24%	25.31%	27.78%	26.67%	43.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	76	2	8	3	9	11	10	1	2	0	7	1	3	1	1	0	3	2	3	5	2	2									
		0.81%	0.50%	1.51%	0.54%	1.30%	1.32%	1.07%	0.22%	0.35%	0.00%	1.36%	0.75%	0.62%	0.30%	0.45%	0.00%	1.00%	0.41%	0.52%	0.77%	1.11%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	2	1	1	3	1	0	0	1	2	0	3	0	0	2	0	0	1	1	0	0									
		0.19%	0.00%	0.38%	0.18%	0.14%	0.36%	0.11%	0.00%	0.00%	1.33%	0.39%	0.00%	0.62%	0.00%	0.00%	1.08%	0.00%	0.00%	0.17%	0.15%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2820	116	136	151	171	197	223	117	140	24	137	48	201	133	27	57	98	239	211	224	69	101									
		29.97%	28.93%	25.66%	27.36%	24.78%	23.62%	23.90%	25.43%	24.52%	32.00%	26.55%	36.09%	41.53%	40.30%	12.22%	30.81%	32.67%	48.78%	36.82%	34.57%	38.33%	33.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	0	3	3	8	3	3	3	2	0	3	0	0	1	1	0	0	3	2	3	4	1									
		0.46%	0.00%	0.57%	0.54%	1.16%	0.36%	0.32%	0.65%	0.35%	0.00%	0.58%	0.00%	0.00%	0.30%	0.45%	0.00%	0.00%	0.61%	0.35%	0.46%	2.22%	0.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	1	6	2	7	13	12	0	1	0	4	0	5	2	0	2	0	2	5	3	0	0									
		0.69%	0.25%	1.13%	0.36%	1.01%	1.56%	1.29%	0.00%	0.18%	0.00%	0.78%	0.00%	1.03%	0.61%	0.00%	1.08%	0.00%	0.41%	0.87%	0.46%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	1	1	1	3	0	0	1	0	0	4	1	0	0	1	1	2	0	0									
		0.17%	0.00%	0.00%	0.00%	0.14%	0.12%	0.11%	0.65%	0.00%	0.00%	0.19%	0.00%	0.00%	1.21%	0.45%	0.00%	0.00%	0.20%	0.17%	0.31%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	3	3	2	6	13	9	2	0	1	2	0	3	0	1	1	2	0	4	3	2	1									
		0.62%	0.75%	0.57%	0.36%	0.87%	1.56%	0.96%	0.43%	0.00%	1.33%	0.39%	0.00%	0.62%	0.00%	0.45%	0.54%	0.67%	0.00%	0.70%	0.46%	1.11%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1700	78	121	126	156	131	202	81	87	12	115	26	39	32	59	27	54	61	113	137	20	23									
		18.07%	19.45%	22.83%	22.83%	22.61%	15.71%	21.65%	17.61%	15.24%	16.00%	22.29%	19.55%	8.06%	9.70%	26.70%	14.59%	18.00%	12.45%	19.72%	21.14%	11.11%	7.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	2	1	1	1	4	7	5	1	1	0	0	1	1	0	0	1	3	1	1	1	1									
		0.35%	0.50%	0.19%	0.18%	0.14%	0.48%	0.75%	1.09%	0.18%	1.33%	0.00%	0.00%	0.21%	0.30%	0.00%	0.00%	0.33%	0.61%	0.17%	0.15%	0.56%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	249	12	14	18	29	20	34	19	18	0	12	2	5	6	4	1	5	9	11	17	6	7									
		2.65%	2.99%	2.64%	3.26%	4.20%	2.40%	3.64%	4.13%	3.15%	0.00%	2.33%	1.50%	1.03%	1.82%	1.81%	0.54%	1.67%	1.84%	1.92%	2.62%	3.33%	2.30%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
