Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Ливенская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	915	20	20	20	20	20	28	20	28	20	20	28	20	20	28	20	20	15	28	15	28	20	20	15	25	20	15	15	20	15	16	15	20	20	15	20	30	20	20	20	20	20	28	20	28									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	400	14	5	7	0	3	16	12	1	2	4	14	2	1	9	8	3	0	20	2	28	5	3	2	23	13	6	2	20	15	16	15	20	20	8	6	17	8	20	3	0	10	6	3	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	131	1	2	2	3	4	3	1	0	2	5	25	1	1	10	5	5	4	0	2	0	2	0	0	3	2	1	3	4	4	2	1	6	4	1	5	6	1	1	2	4	0	0	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	515	6	15	13	20	17	12	8	27	18	16	14	18	19	19	12	17	15	8	13	0	15	17	13	2	7	9	13	0	0	0	0	0	0	7	14	13	12	0	17	20	10	22	17	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	4	0	2	0	0	1	0	2	0	0	2	1	0	6	1	2	0	2	0	0	1	0	0	0	6	1	1	2	0	2	0	0	0	0	1	0	0	0	4	1	0	3	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	120	0	0	1	1	1	1	0	2	2	0	9	1	0	25	4	2	1	3	1	5	1	1	3	2	1	4	2	4	0	1	0	4	1	3	3	5	1	3	5	1	1	8	1	6									
		0.68%	0.00%	0.00%	0.26%	0.37%	0.33%	0.18%	0.00%	0.39%	0.37%	0.00%	1.10%	0.35%	0.00%	2.13%	1.05%	0.78%	0.52%	0.43%	0.38%	1.10%	0.18%	0.26%	1.13%	0.79%	0.22%	1.59%	0.88%	1.41%	0.00%	0.41%	0.00%	1.40%	0.32%	1.41%	1.49%	0.37%	0.52%	1.37%	0.71%	0.76%	0.22%	1.04%	0.24%	0.99%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	566	5	16	15	13	0	22	13	30	31	12	5	7	10	41	14	9	15	23	18	12	12	18	8	12	5	10	6	9	5	12	7	14	8	7	8	53	3	7	3	6	9	11	17	5									
		3.19%	1.88%	4.24%	3.96%	4.80%	0.00%	3.96%	3.69%	5.88%	5.75%	4.38%	0.61%	2.46%	4.90%	3.50%	3.68%	3.49%	7.77%	3.30%	6.87%	2.64%	2.15%	4.71%	3.01%	4.74%	1.08%	3.97%	2.63%	3.17%	1.79%	4.90%	5.38%	4.91%	2.55%	3.29%	3.96%	3.97%	1.55%	3.20%	0.43%	4.55%	1.97%	1.43%	4.15%	0.83%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	224	2	1	5	1	0	5	6	8	6	6	3	6	8	21	5	1	6	16	2	0	7	5	6	3	5	7	5	3	2	2	0	2	5	6	3	20	1	5	15	1	1	4	2	6									
		1.26%	0.75%	0.27%	1.32%	0.37%	0.00%	0.90%	1.70%	1.57%	1.11%	2.19%	0.37%	2.11%	3.92%	1.79%	1.32%	0.39%	3.11%	2.30%	0.76%	0.00%	1.25%	1.31%	2.26%	1.19%	1.08%	2.78%	2.19%	1.06%	0.71%	0.82%	0.00%	0.70%	1.59%	2.82%	1.49%	1.50%	0.52%	2.28%	2.13%	0.76%	0.22%	0.52%	0.49%	0.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10724	186	224	220	158	231	385	234	226	320	182	380	178	101	674	227	159	126	424	167	277	390	264	170	132	278	139	111	186	207	142	76	167	175	129	118	726	129	117	406	73	322	573	272	343									
		60.50%	69.92%	59.42%	58.05%	58.30%	77.00%	69.37%	66.48%	44.31%	59.37%	66.42%	46.45%	62.68%	49.51%	57.46%	59.74%	61.63%	65.28%	60.92%	63.74%	61.01%	69.89%	69.11%	63.91%	52.17%	59.91%	55.16%	48.68%	65.49%	73.93%	57.96%	58.46%	58.60%	55.73%	60.56%	58.42%	54.34%	66.49%	53.42%	57.75%	55.30%	70.31%	74.61%	66.34%	56.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	2	2	3	0	2	1	1	2	3	4	1	1	1	8	2	0	0	0	0	5	0	1	0	0	4	2	1	2	0	1	1	2	2	2	2	12	1	3	2	0	0	2	0	3									
		0.46%	0.75%	0.53%	0.79%	0.00%	0.67%	0.18%	0.28%	0.39%	0.56%	1.46%	0.12%	0.35%	0.49%	0.68%	0.53%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.26%	0.00%	0.00%	0.86%	0.79%	0.44%	0.70%	0.00%	0.41%	0.77%	0.70%	0.64%	0.94%	0.99%	0.90%	0.52%	1.37%	0.28%	0.00%	0.00%	0.26%	0.00%	0.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	0	4	0	0	1	1	0	0	0	2	0	0	1	1	1	0	6	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3	0	1	2	0	0	1	1	0									
		0.17%	0.00%	0.00%	1.06%	0.00%	0.00%	0.18%	0.28%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.09%	0.26%	0.39%	0.00%	0.86%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.46%	0.28%	0.00%	0.00%	0.13%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1878	5	63	69	43	26	55	43	95	81	40	13	40	49	161	51	41	19	94	40	74	54	39	32	42	4	56	3	40	35	36	14	55	4	39	22	15	7	4	104	28	31	55	52	5									
		10.59%	1.88%	16.71%	18.21%	15.87%	8.67%	9.91%	12.22%	18.63%	15.03%	14.60%	1.59%	14.08%	24.02%	13.73%	13.42%	15.89%	9.84%	13.51%	15.27%	16.30%	9.68%	10.21%	12.03%	16.60%	0.86%	22.22%	1.32%	14.08%	12.50%	14.69%	10.77%	19.30%	1.27%	18.31%	10.89%	1.12%	3.61%	1.83%	14.79%	21.21%	6.77%	7.16%	12.68%	0.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	0	0	0	0	0	1	2	5	0	1	0	0	0	1	0	1	1	0	1	0	1	0	2	0	0	0	1	1	1	2	1	0	0	1	0	5	0	2	1	0	0	0	0	6									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.57%	0.98%	0.00%	0.36%	0.00%	0.00%	0.00%	0.09%	0.00%	0.39%	0.52%	0.00%	0.38%	0.00%	0.18%	0.00%	0.75%	0.00%	0.00%	0.00%	0.44%	0.35%	0.36%	0.82%	0.77%	0.00%	0.00%	0.47%	0.00%	0.37%	0.00%	0.91%	0.14%	0.00%	0.00%	0.00%	0.00%	0.99%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	58	2	0	2	0	3	0	0	1	1	2	1	0	1	10	1	0	0	1	3	0	0	1	0	0	1	0	0	2	1	2	0	0	0	2	2	9	0	1	3	0	0	2	0	4									
		0.33%	0.75%	0.00%	0.53%	0.00%	1.00%	0.00%	0.00%	0.20%	0.19%	0.73%	0.12%	0.00%	0.49%	0.85%	0.26%	0.00%	0.00%	0.14%	1.15%	0.00%	0.00%	0.26%	0.00%	0.00%	0.22%	0.00%	0.00%	0.70%	0.36%	0.82%	0.00%	0.00%	0.00%	0.94%	0.99%	0.67%	0.00%	0.46%	0.43%	0.00%	0.00%	0.26%	0.00%	0.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	1	0	0	0	0	0	1	1	0	0	0	3	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3									
		0.08%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.36%	0.00%	0.00%	0.00%	0.26%	0.00%	0.39%	0.52%	0.00%	0.38%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.50%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	0	2	1	2	1	0	2	2	0	2	3	0	2	10	0	0	0	2	0	0	5	1	0	3	1	0	0	0	2	2	0	0	0	1	1	5	2	2	2	0	0	1	1	2									
		0.34%	0.00%	0.53%	0.26%	0.74%	0.33%	0.00%	0.57%	0.39%	0.00%	0.73%	0.37%	0.00%	0.98%	0.85%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.90%	0.26%	0.00%	1.19%	0.22%	0.00%	0.00%	0.00%	0.71%	0.82%	0.00%	0.00%	0.00%	0.47%	0.50%	0.37%	1.03%	0.91%	0.28%	0.00%	0.00%	0.13%	0.24%	0.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3186	57	49	44	42	30	77	38	113	69	23	345	39	23	165	58	36	19	92	23	72	60	38	31	51	133	28	87	32	22	38	29	34	109	17	35	350	47	59	148	22	91	47	59	205									
		17.97%	21.43%	12.99%	11.61%	15.50%	10.00%	13.87%	10.80%	22.16%	12.80%	8.39%	42.18%	13.73%	11.27%	14.07%	15.26%	13.95%	9.84%	13.22%	8.78%	15.86%	10.75%	9.95%	11.65%	20.16%	28.66%	11.11%	38.16%	11.27%	7.86%	15.51%	22.31%	11.93%	34.71%	7.98%	17.33%	26.20%	24.23%	26.94%	21.05%	16.67%	19.87%	6.12%	14.39%	33.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	1	0	3	1	0	1	4	3	2	1	2	0	2	5	4	0	0	3	1	0	2	0	1	0	2	0	1	0	2	0	0	0	0	0	0	3	0	0	1	0	1	0	0	2									
		0.27%	0.38%	0.00%	0.79%	0.37%	0.00%	0.18%	1.14%	0.59%	0.37%	0.36%	0.24%	0.00%	0.98%	0.43%	1.05%	0.00%	0.00%	0.43%	0.38%	0.00%	0.36%	0.00%	0.38%	0.00%	0.43%	0.00%	0.44%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.14%	0.00%	0.22%	0.00%	0.00%	0.33%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	368	3	17	7	7	4	3	8	13	16	0	34	12	7	35	8	5	3	17	4	9	22	6	7	6	18	6	9	4	1	1	1	1	3	1	1	36	2	6	8	1	2	8	2	4									
		2.08%	1.13%	4.51%	1.85%	2.58%	1.33%	0.54%	2.27%	2.55%	2.97%	0.00%	4.16%	4.23%	3.43%	2.98%	2.11%	1.94%	1.55%	2.44%	1.53%	1.98%	3.94%	1.57%	2.63%	2.37%	3.88%	2.38%	3.95%	1.41%	0.36%	0.41%	0.77%	0.35%	0.96%	0.47%	0.50%	2.69%	1.03%	2.74%	1.14%	0.76%	0.44%	1.04%	0.49%	0.66%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
