Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Амурская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438									
		1.51%	3.10%	0.79%	0.88%	1.98%	1.81%	1.61%	1.17%	2.64%	0.97%	0.50%	0.70%	1.82%	1.54%	1.62%	1.20%	0.94%	2.05%	1.07%	1.57%	1.45%	0.00%	1.14%	1.01%	1.17%	0.80%	1.41%	1.90%	0.88%	4.07%	3.30%	1.39%	0.00%	2.70%	0.72%	1.09%	1.40%	2.91%	2.19%	1.82%	1.86%	3.57%	0.00%	7.14%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	801	37	28	33	18	19	24	30	27	23	19	26	32	27	22	29	12	28	33	33	28	10	5	16	25	36	17	25	25	14	2	20	2	1	20	8	11	5	15	1	11	2	2	0									
		4.63%	5.46%	4.42%	5.84%	4.46%	3.45%	5.52%	5.03%	4.46%	3.70%	4.76%	6.07%	7.27%	5.21%	4.44%	4.96%	2.82%	4.79%	5.87%	6.50%	5.81%	8.93%	2.86%	2.70%	4.89%	4.77%	3.43%	5.94%	4.42%	2.99%	2.20%	5.54%	4.08%	2.70%	3.58%	4.35%	3.86%	4.85%	4.70%	1.82%	2.27%	1.79%	3.77%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	506	30	24	15	14	18	10	21	20	17	9	9	11	15	15	11	13	16	18	11	15	2	4	9	19	26	9	7	14	17	3	11	2	3	20	7	6	3	8	2	19	1	2	0									
		2.92%	4.42%	3.79%	2.65%	3.47%	3.27%	2.30%	3.52%	3.31%	2.74%	2.26%	2.10%	2.50%	2.90%	3.03%	1.88%	3.05%	2.74%	3.20%	2.17%	3.11%	1.79%	2.29%	1.52%	3.72%	3.45%	1.81%	1.66%	2.47%	3.64%	3.30%	3.05%	4.08%	8.11%	3.58%	3.80%	2.11%	2.91%	2.51%	3.64%	3.92%	0.89%	3.77%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5847	179	193	178	111	139	131	159	175	175	123	127	137	155	132	166	139	162	147	136	133	48	51	217	178	282	211	167	203	190	56	125	16	18	258	117	133	63	168	34	226	59	22	8									
		33.76%	26.40%	30.44%	31.50%	27.48%	25.23%	30.11%	26.63%	28.93%	28.18%	30.83%	29.67%	31.14%	29.92%	26.67%	28.38%	32.63%	27.69%	26.16%	26.77%	27.59%	42.86%	29.14%	36.66%	34.83%	37.40%	42.54%	39.67%	35.87%	40.69%	61.54%	34.63%	32.65%	48.65%	46.24%	63.59%	46.67%	61.17%	52.66%	61.82%	46.60%	52.68%	41.51%	57.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	149	8	6	7	1	8	2	8	7	4	0	3	2	1	6	3	5	8	7	3	5	0	1	7	8	10	2	3	3	2	2	2	0	0	5	0	4	0	2	1	2	0	1	0									
		0.86%	1.18%	0.95%	1.24%	0.25%	1.45%	0.46%	1.34%	1.16%	0.64%	0.00%	0.70%	0.45%	0.19%	1.21%	0.51%	1.17%	1.37%	1.25%	0.59%	1.04%	0.00%	0.57%	1.18%	1.57%	1.33%	0.40%	0.71%	0.53%	0.43%	2.20%	0.55%	0.00%	0.00%	0.90%	0.00%	1.40%	0.00%	0.63%	1.82%	0.41%	0.00%	1.89%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	2	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	4	1	3	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0									
		0.13%	0.29%	0.00%	0.00%	0.25%	0.18%	0.23%	0.17%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.18%	0.20%	0.00%	0.00%	0.57%	0.00%	0.00%	0.53%	0.20%	0.71%	0.18%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4561	169	151	126	109	134	94	139	113	134	104	108	87	134	150	158	115	170	162	154	111	25	55	204	164	221	133	123	198	158	8	112	14	11	114	24	90	16	64	13	137	27	23	5									
		26.34%	24.93%	23.82%	22.30%	26.98%	24.32%	21.61%	23.28%	18.68%	21.58%	26.07%	25.23%	19.77%	25.87%	30.30%	27.01%	26.99%	29.06%	28.83%	30.31%	23.03%	22.32%	31.43%	34.46%	32.09%	29.31%	26.81%	29.22%	34.98%	33.83%	8.79%	31.02%	28.57%	29.73%	20.43%	13.04%	31.58%	15.53%	20.06%	23.64%	28.25%	24.11%	43.40%	35.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	130	3	5	2	6	5	3	8	10	5	4	3	6	2	4	3	5	5	6	7	6	2	0	2	2	8	2	1	0	4	0	3	0	0	4	0	2	0	0	1	0	0	1	0									
		0.75%	0.44%	0.79%	0.35%	1.49%	0.91%	0.69%	1.34%	1.65%	0.81%	1.00%	0.70%	1.36%	0.39%	0.81%	0.51%	1.17%	0.85%	1.07%	1.38%	1.24%	1.79%	0.00%	0.34%	0.39%	1.06%	0.40%	0.24%	0.00%	0.86%	0.00%	0.83%	0.00%	0.00%	0.72%	0.00%	0.70%	0.00%	0.00%	1.82%	0.00%	0.00%	1.89%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	169	1	13	1	1	3	3	6	11	9	4	0	3	7	5	10	6	10	4	8	6	0	0	4	8	11	0	2	6	5	7	3	0	0	4	0	1	0	3	0	1	3	0	0									
		0.98%	0.15%	2.05%	0.18%	0.25%	0.54%	0.69%	1.01%	1.82%	1.45%	1.00%	0.00%	0.68%	1.35%	1.01%	1.71%	1.41%	1.71%	0.71%	1.57%	1.24%	0.00%	0.00%	0.68%	1.57%	1.46%	0.00%	0.48%	1.06%	1.07%	7.69%	0.83%	0.00%	0.00%	0.72%	0.00%	0.35%	0.00%	0.94%	0.00%	0.21%	2.68%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	0	0	5	0	0	0	1	0	1	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.16%	0.00%	0.23%	0.23%	0.00%	0.20%	0.00%	0.23%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.00%	0.18%	0.00%	0.00%	0.55%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.31%	0.00%	0.21%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	178	9	9	9	1	13	6	10	8	6	2	8	6	8	8	5	2	6	3	5	8	1	2	6	4	3	1	1	3	4	0	0	0	0	12	1	3	0	0	0	5	0	0	0									
		1.03%	1.33%	1.42%	1.59%	0.25%	2.36%	1.38%	1.68%	1.32%	0.97%	0.50%	1.87%	1.36%	1.54%	1.62%	0.85%	0.47%	1.03%	0.53%	0.98%	1.66%	0.89%	1.14%	1.01%	0.78%	0.40%	0.20%	0.24%	0.53%	0.86%	0.00%	0.00%	0.00%	0.00%	2.15%	0.54%	1.05%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3610	184	158	144	115	160	117	167	179	195	114	100	123	131	110	144	85	137	127	113	131	19	48	67	72	107	77	58	80	33	7	66	14	3	80	15	24	4	40	0	50	10	2	0									
		20.85%	27.14%	24.92%	25.49%	28.47%	29.04%	26.90%	27.97%	29.59%	31.40%	28.57%	23.36%	27.95%	25.29%	22.22%	24.62%	19.95%	23.42%	22.60%	22.24%	27.18%	16.96%	27.43%	11.32%	14.09%	14.19%	15.52%	13.78%	14.13%	7.07%	7.69%	18.28%	28.57%	8.11%	14.34%	8.15%	8.42%	3.88%	12.54%	0.00%	10.31%	8.93%	3.77%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	76	4	5	3	3	3	2	2	3	2	1	1	2	0	3	3	1	3	4	3	2	0	0	4	2	4	1	0	2	2	0	0	0	0	6	1	1	0	1	0	2	0	0	0									
		0.44%	0.59%	0.79%	0.53%	0.74%	0.54%	0.46%	0.34%	0.50%	0.32%	0.25%	0.23%	0.45%	0.00%	0.61%	0.51%	0.23%	0.51%	0.71%	0.59%	0.41%	0.00%	0.00%	0.68%	0.39%	0.53%	0.20%	0.00%	0.35%	0.43%	0.00%	0.00%	0.00%	0.00%	1.08%	0.54%	0.35%	0.00%	0.31%	0.00%	0.41%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	571	18	20	21	7	18	18	16	20	26	12	22	16	15	23	35	22	16	26	10	19	3	5	18	11	21	22	10	15	8	2	11	1	0	16	9	4	4	8	2	16	5	0	0									
		3.30%	2.65%	3.15%	3.72%	1.73%	3.27%	4.14%	2.68%	3.31%	4.19%	3.01%	5.14%	3.64%	2.90%	4.65%	5.98%	5.16%	2.74%	4.63%	1.97%	3.94%	2.68%	2.86%	3.04%	2.15%	2.79%	4.44%	2.38%	2.65%	1.71%	2.20%	3.05%	2.04%	0.00%	2.87%	4.89%	1.40%	3.88%	2.51%	3.64%	3.30%	4.46%	0.00%	0.00%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
