Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Коченевская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	309	3	2	1	5	6	7	2	12	1	0	16	0	0	4	1	10	1	0	19	9	8	4	4	9	1	1	1	5	5	0	1	9	0	2	2	1	6	6	6	3	1	20	7	8	14	10	17	23	25	11					
		1.63%	0.56%	1.16%	0.61%	0.74%	4.58%	2.24%	0.93%	3.39%	1.19%	0.0%	3.06%	0.0%	0.0%	1.23%	1.03%	1.92%	1.81%	0.0%	1.24%	2.75%	2.05%	2.36%	1.16%	3.79%	0.44%	0.78%	0.49%	5.49%	1.49%	0.0%	1.81%	2.31%	0.0%	1.47%	3.70%	0.86%	1.80%	1.85%	1.92%	2.72%	0.95%	2.15%	1.11%	0.68%	1.50%	1.85%	1.58%	2.21%	2.24%	1.20%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	343	7	1	5	6	2	10	0	3	0	0	4	0	1	2	0	8	0	1	33	7	5	0	1	2	11	1	1	5	7	0	0	1	3	0	1	3	5	7	2	4	0	25	10	40	20	5	17	24	20	33					
		1.81%	1.31%	0.58%	3.06%	0.89%	1.52%	3.20%	0.0%	0.84%	0.0%	0.0%	0.76%	0.0%	1.20%	0.61%	0.0%	1.53%	0.0%	1.28%	2.15%	2.14%	1.28%	0.0%	0.29%	0.84%	4.84%	0.78%	0.49%	5.49%	2.08%	0.0%	0.0%	0.25%	1.88%	0.0%	1.85%	2.60%	1.50%	2.16%	0.64%	3.63%	0.0%	2.68%	1.59%	3.42%	2.15%	0.92%	1.58%	2.31%	1.79%	3.60%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	510	6	6	5	26	5	6	12	12	2	1	6	2	1	8	2	17	1	0	38	10	8	0	16	4	8	3	8	2	8	0	1	6	1	5	2	2	20	7	12	0	3	18	20	22	25	13	39	24	39	28					
		2.70%	1.12%	3.50%	3.06%	3.85%	3.81%	1.92%	5.60%	3.39%	2.38%	2.0%	1.14%	3.57%	1.20%	2.46%	2.06%	3.26%	1.81%	0.0%	2.48%	3.05%	2.05%	0.0%	4.67%	1.68%	3.52%	2.34%	3.98%	2.19%	2.38%	0.0%	1.81%	1.54%	0.62%	3.67%	3.70%	1.73%	6.00%	2.16%	3.84%	0.0%	2.85%	1.93%	3.19%	1.88%	2.68%	2.41%	3.62%	2.31%	3.50%	3.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	397	9	0	2	10	4	4	5	12	2	0	11	0	1	3	2	8	1	0	33	5	12	0	2	2	7	1	2	2	6	0	1	8	1	2	1	1	2	1	5	0	4	28	15	32	25	20	18	15	47	25					
		2.10%	1.69%	0.0%	1.22%	1.48%	3.05%	1.28%	2.33%	3.39%	2.38%	0.0%	2.10%	0.0%	1.20%	0.92%	2.06%	1.53%	1.81%	0.0%	2.15%	1.52%	3.07%	0.0%	0.58%	0.84%	3.08%	0.78%	0.99%	2.19%	1.79%	0.0%	1.81%	2.05%	0.62%	1.47%	1.85%	0.86%	0.60%	0.30%	1.60%	0.0%	3.80%	3.01%	2.39%	2.74%	2.68%	3.71%	1.67%	1.44%	4.22%	2.73%					
22	"5. ""За Русь Святую"""	167	4	1	1	6	1	2	1	4	0	0	3	0	0	1	1	3	0	0	6	7	8	1	3	1	2	0	0	0	2	1	0	2	0	2	0	3	4	2	2	1	0	6	12	11	7	13	15	9	12	7					
		0.88%	0.75%	0.58%	0.61%	0.89%	0.76%	0.64%	0.46%	1.13%	0.0%	0.0%	0.57%	0.0%	0.0%	0.30%	1.03%	0.57%	0.0%	0.0%	0.39%	2.14%	2.05%	0.59%	0.87%	0.42%	0.88%	0.0%	0.0%	0.0%	0.59%	1.56%	0.0%	0.51%	0.0%	1.47%	0.0%	2.60%	1.20%	0.61%	0.64%	0.90%	0.0%	0.64%	1.91%	0.94%	0.75%	2.41%	1.39%	0.86%	1.07%	0.76%					
23	"6. ""Объединенная Российская партия ""Русь"""	64	0	0	1	3	0	2	3	1	0	1	0	0	0	0	0	3	0	0	1	3	1	0	0	0	2	0	0	2	5	0	0	1	0	2	0	1	3	0	1	0	0	1	2	2	2	0	4	7	4	6					
		0.33%	0.0%	0.0%	0.61%	0.44%	0.0%	0.64%	1.40%	0.28%	0.0%	2.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.06%	0.91%	0.25%	0.0%	0.0%	0.0%	0.88%	0.0%	0.0%	2.19%	1.49%	0.0%	0.0%	0.25%	0.0%	1.47%	0.0%	0.86%	0.90%	0.0%	0.32%	0.0%	0.0%	0.10%	0.31%	0.17%	0.21%	0.0%	0.37%	0.67%	0.35%	0.65%					
24	"7. ""Новый курс - Автомобильная Россия"""	124	1	0	0	3	0	2	1	0	0	0	2	0	0	2	0	3	0	1	6	4	5	0	0	1	1	1	0	0	2	1	0	0	0	1	0	1	2	1	4	1	0	14	1	13	13	6	8	10	12	1					
		0.65%	0.18%	0.0%	0.0%	0.44%	0.0%	0.64%	0.46%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.61%	0.0%	0.57%	0.0%	1.28%	0.39%	1.22%	1.28%	0.0%	0.0%	0.42%	0.44%	0.78%	0.0%	0.0%	0.59%	1.56%	0.0%	0.0%	0.0%	0.73%	0.0%	0.86%	0.60%	0.30%	1.28%	0.90%	0.0%	1.50%	0.15%	1.11%	1.39%	1.11%	0.74%	0.96%	1.07%	0.10%					
25	"8. ""Народно-республиканская партия России"""	44	0	0	1	3	0	0	1	2	0	1	4	2	1	1	0	1	0	0	1	0	2	1	0	0	2	3	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	3	4	2	1					
		0.23%	0.0%	0.0%	0.61%	0.44%	0.0%	0.0%	0.46%	0.56%	0.0%	2.0%	0.76%	3.57%	1.20%	0.30%	0.0%	0.19%	0.0%	0.0%	0.06%	0.0%	0.51%	0.59%	0.0%	0.0%	0.88%	2.34%	0.0%	2.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.85%	0.0%	0.30%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.08%	0.10%	0.18%	0.27%	0.38%	0.17%	0.10%					
26	"9. ""Российская экологическая партия ""Зеленые"""	53	1	0	0	1	0	2	0	0	0	0	1	0	0	2	0	0	0	0	3	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	2	1	0	7	0	3	1	2	1	10	8	2					
		0.28%	0.18%	0.0%	0.0%	0.14%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.25%	0.59%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.29%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.64%	0.90%	0.0%	0.75%	0.0%	0.25%	0.10%	0.37%	0.09%	0.96%	0.71%	0.21%					
27	"10. ""Аграрная партия России"""	1033	16	11	6	60	16	25	19	24	17	6	52	0	5	36	7	47	2	5	58	9	14	13	19	19	8	14	23	9	19	1	8	29	11	13	7	3	28	17	40	10	9	22	33	35	45	14	49	31	45	24					
		5.47%	3.01%	6.43%	3.68%	8.90%	12.21%	8.01%	8.87%	6.79%	20.23%	12.0%	9.96%	0.0%	6.02%	11.11%	7.21%	9.03%	3.63%	6.41%	3.78%	2.75%	3.58%	7.69%	5.55%	8.01%	3.52%	10.93%	11.44%	9.89%	5.67%	1.56%	14.54%	7.45%	6.91%	9.55%	12.96%	2.60%	8.40%	5.26%	12.82%	9.09%	8.57%	2.36%	5.27%	2.99%	4.83%	2.59%	4.55%	2.98%	4.04%	2.62%					
28	"11. ""Истинные патриоты России"""	23	0	0	0	0	2	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	1	7	0	2					
		0.12%	0.0%	0.0%	0.0%	0.0%	1.52%	0.0%	0.0%	0.28%	1.19%	2.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.15%	0.0%	0.0%	0.37%	0.09%	0.67%	0.0%	0.21%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	178	5	2	1	5	3	2	3	5	2	0	2	0	1	3	0	10	0	0	11	0	8	5	6	6	2	3	3	0	0	1	1	5	1	4	0	1	3	0	1	0	0	9	2	26	5	5	4	8	7	7					
		0.94%	0.94%	1.16%	0.61%	0.74%	2.29%	0.64%	1.40%	1.41%	2.38%	0.0%	0.38%	0.0%	1.20%	0.92%	0.0%	1.92%	0.0%	0.0%	0.71%	0.0%	2.05%	2.95%	1.75%	2.53%	0.88%	2.34%	1.49%	0.0%	0.0%	1.56%	1.81%	1.28%	0.62%	2.94%	0.0%	0.86%	0.90%	0.0%	0.32%	0.0%	0.0%	0.96%	0.31%	2.22%	0.53%	0.92%	0.37%	0.77%	0.62%	0.76%					
30	"13. ""Демократическая партия России"""	67	7	1	2	2	0	0	1	0	0	0	2	0	0	2	0	2	0	0	5	1	1	0	3	0	1	0	2	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	3	3	2	7	7	4	2	2					
		0.35%	1.31%	0.58%	1.22%	0.29%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.61%	0.0%	0.38%	0.0%	0.0%	0.32%	0.30%	0.25%	0.0%	0.87%	0.0%	0.44%	0.0%	0.99%	0.0%	0.0%	0.0%	0.0%	0.25%	0.62%	0.73%	0.0%	0.0%	0.30%	0.30%	0.0%	0.0%	0.0%	0.0%	0.47%	0.25%	0.21%	1.29%	0.65%	0.38%	0.17%	0.21%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	0	0	0	3	0	1	0	1	0	0	0	0	0	1	2	2	1	0	3	0	1	1	1	1	1	0	0	1	4	0	3	2	1	0	0	0	0	2	2	0	2	1	0	4	1	0	2	9	2	0					
		0.29%	0.0%	0.0%	0.0%	0.44%	0.0%	0.32%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	2.06%	0.38%	1.81%	0.0%	0.19%	0.0%	0.25%	0.59%	0.29%	0.42%	0.44%	0.0%	0.0%	1.09%	1.19%	0.0%	5.45%	0.51%	0.62%	0.0%	0.0%	0.0%	0.0%	0.61%	0.64%	0.0%	1.90%	0.10%	0.0%	0.34%	0.10%	0.0%	0.18%	0.86%	0.17%	0.0%					
32	"15. ""Партия СЛОН"""	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	3	0	1	1	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	2	1	2	0	1	1	5	0	0					
		0.14%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.87%	0.0%	0.44%	0.78%	0.0%	0.0%	0.0%	1.56%	1.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.32%	0.0%	0.0%	0.21%	0.15%	0.17%	0.0%	0.18%	0.09%	0.48%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	938	21	1	4	39	3	11	5	17	4	1	11	1	1	7	0	12	3	6	76	9	4	10	21	6	5	3	1	0	8	2	4	25	0	4	3	3	15	19	15	2	1	49	37	82	68	32	61	57	97	72					
		4.96%	3.95%	0.58%	2.45%	5.78%	2.29%	3.52%	2.33%	4.81%	4.76%	2.0%	2.10%	1.78%	1.20%	2.16%	0.0%	2.30%	5.45%	7.69%	4.96%	2.75%	1.02%	5.91%	6.14%	2.53%	2.20%	2.34%	0.49%	0.0%	2.38%	3.12%	7.27%	6.42%	0.0%	2.94%	5.55%	2.60%	4.50%	5.88%	4.80%	1.81%	0.95%	5.26%	5.91%	7.02%	7.31%	5.93%	5.67%	5.49%	8.72%	7.86%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	80	1	1	0	7	0	0	2	0	0	0	1	0	2	3	1	0	0	0	7	2	2	2	0	0	2	4	1	1	1	3	0	2	0	0	0	0	0	0	1	0	0	6	2	2	2	1	4	14	1	2					
		0.42%	0.18%	0.58%	0.0%	1.03%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	0.19%	0.0%	2.40%	0.92%	1.03%	0.0%	0.0%	0.0%	0.45%	0.61%	0.51%	1.18%	0.0%	0.0%	0.88%	3.12%	0.49%	1.09%	0.29%	4.68%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.64%	0.31%	0.17%	0.21%	0.18%	0.37%	1.34%	0.08%	0.21%					
35	"18. ""ЛДПР"""	2584	102	14	34	95	27	32	17	48	5	6	82	10	16	50	24	79	3	13	193	50	70	14	32	34	59	14	8	35	62	7	10	49	29	10	11	17	42	49	37	14	13	133	62	130	96	78	147	129	141	152					
		13.68%	19.20%	8.18%	20.85%	14.09%	20.61%	10.25%	7.94%	13.59%	5.95%	12.0%	15.70%	17.85%	19.27%	15.43%	24.74%	15.19%	5.45%	16.66%	12.60%	15.29%	17.94%	8.28%	9.35%	14.34%	25.99%	10.93%	3.98%	38.46%	18.50%	10.93%	18.18%	12.59%	18.23%	7.35%	20.37%	14.78%	12.61%	15.17%	11.85%	12.72%	12.38%	14.30%	9.90%	11.13%	10.32%	14.47%	13.67%	12.42%	12.67%	16.61%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	323	9	2	1	14	0	8	5	14	3	0	7	0	4	4	5	11	0	0	32	8	7	0	4	3	4	3	5	0	4	1	0	6	4	2	0	1	4	9	7	3	3	6	11	24	9	8	11	13	19	25					
		1.71%	1.69%	1.16%	0.61%	2.07%	0.0%	2.56%	2.33%	3.96%	3.57%	0.0%	1.34%	0.0%	4.81%	1.23%	5.15%	2.11%	0.0%	0.0%	2.09%	2.44%	1.79%	0.0%	1.16%	1.26%	1.76%	2.34%	2.48%	0.0%	1.19%	1.56%	0.0%	1.54%	2.51%	1.47%	0.0%	0.86%	1.20%	2.78%	2.24%	2.72%	2.85%	0.64%	1.75%	2.05%	0.96%	1.48%	1.02%	1.25%	1.70%	2.73%					
37	"20. ""Политическая партия ""Единая Россия"""	5974	222	57	55	123	45	87	38	77	22	5	173	18	14	72	28	205	18	31	531	105	131	49	156	50	77	30	79	9	105	8	12	139	82	27	13	40	116	90	58	25	28	339	204	455	281	180	352	370	314	229					
		31.63%	41.80%	33.33%	33.74%	18.24%	34.35%	27.88%	17.75%	21.81%	26.19%	10.0%	33.14%	32.14%	16.86%	22.22%	28.86%	39.42%	32.72%	39.74%	34.68%	32.11%	33.58%	28.99%	45.61%	21.09%	33.92%	23.43%	39.30%	9.89%	31.34%	12.5%	21.81%	35.73%	51.57%	19.85%	24.07%	34.78%	34.83%	27.86%	18.58%	22.72%	26.66%	36.45%	32.58%	38.98%	30.21%	33.39%	32.74%	35.64%	28.23%	25.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	46	4	1	0	3	0	5	2	1	2	0	0	0	0	1	0	0	0	0	2	1	1	1	2	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	5	1	0	0	1	0	1	0	1	5	1	1					
		0.24%	0.75%	0.58%	0.0%	0.44%	0.0%	1.60%	0.93%	0.28%	2.38%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.13%	0.30%	0.25%	0.59%	0.58%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.0%	0.25%	0.0%	0.73%	1.85%	0.0%	0.0%	0.0%	1.60%	0.90%	0.0%	0.0%	0.15%	0.0%	0.10%	0.0%	0.09%	0.48%	0.08%	0.10%					
39	"22. ""Развитие предпринимательства"""	53	0	0	0	0	1	0	1	1	0	0	3	0	2	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	6	0	0	0	1	1	1	1	0	4	1	0	4	5	0	2	8	3	3					
		0.28%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.46%	0.28%	0.0%	0.0%	0.57%	0.0%	2.40%	0.0%	0.0%	0.19%	0.0%	0.0%	0.06%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	1.54%	0.0%	0.0%	0.0%	0.86%	0.30%	0.30%	0.32%	0.0%	3.80%	0.10%	0.0%	0.34%	0.53%	0.0%	0.18%	0.77%	0.26%	0.32%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3767	77	55	26	185	9	52	72	85	16	19	102	18	26	91	17	66	24	17	338	65	64	48	43	61	15	33	59	5	62	36	3	59	14	55	8	16	47	73	70	39	29	156	152	191	231	86	217	147	200	188					
		19.94%	14.50%	32.16%	15.95%	27.44%	6.87%	16.66%	33.64%	24.07%	19.04%	38.0%	19.54%	32.14%	31.32%	28.08%	17.52%	12.69%	43.63%	21.79%	22.07%	19.87%	16.41%	28.40%	12.57%	25.73%	6.60%	25.78%	29.35%	5.49%	18.50%	56.25%	5.45%	15.16%	8.80%	40.44%	14.81%	13.91%	14.11%	22.60%	22.43%	35.45%	27.61%	16.77%	24.28%	16.36%	24.83%	15.95%	20.18%	14.16%	17.98%	20.54%					
																																																									
41	Против всех	1096	21	6	11	51	7	17	14	19	6	7	27	1	5	14	4	18	1	3	104	22	15	11	20	23	14	10	3	4	14	2	3	22	6	5	1	9	22	26	22	2	8	62	35	60	55	29	56	61	87	51					
		5.80%	3.95%	3.50%	6.74%	7.56%	5.34%	5.44%	6.54%	5.38%	7.14%	14.0%	5.17%	1.78%	6.02%	4.32%	4.12%	3.46%	1.81%	3.84%	6.79%	6.72%	3.84%	6.50%	5.84%	9.70%	6.16%	7.81%	1.49%	4.39%	4.17%	3.12%	5.45%	5.65%	3.77%	3.67%	1.85%	7.82%	6.60%	8.04%	7.05%	1.81%	7.61%	6.66%	5.59%	5.14%	5.91%	5.38%	5.20%	5.87%	7.82%	5.57%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
