Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Дубенская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	9	4	3	5	3	2	0	0	1	0	1	1	1	3	1									
		0.64%	0.95%	0.38%	0.97%	0.71%	0.81%	0.89%	0.00%	0.00%	0.64%	0.00%	0.92%	0.53%	0.87%	1.34%	0.36%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	5	1	4	5	0	0	1	0	0	0	0	1	0	0	2									
		0.36%	0.53%	0.09%	1.30%	0.71%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.71%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	740	146	120	62	87	66	35	21	27	27	33	11	33	9	33	30									
		13.92%	15.43%	11.35%	20.13%	12.27%	17.74%	15.63%	10.40%	12.86%	17.20%	15.21%	10.09%	17.55%	7.83%	14.73%	10.71%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	24	9	3	3	3	2	1	0	0	0	1	0	1	0	0	1									
		0.45%	0.95%	0.28%	0.97%	0.42%	0.54%	0.45%	0.00%	0.00%	0.00%	0.46%	0.00%	0.53%	0.00%	0.00%	0.36%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	5	5	0	13	0	0	0	1	3	1	0	0	2	1	1									
		0.60%	0.53%	0.47%	0.00%	1.83%	0.00%	0.00%	0.00%	0.48%	1.91%	0.46%	0.00%	0.00%	1.74%	0.45%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	2	0	3	0	0	0	0	0	1	0	0	0	0	1	2									
		0.17%	0.21%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.45%	0.71%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	11	9	0	5	1	0	0	1	1	1	3	2	1	1	2									
		0.71%	1.16%	0.85%	0.00%	0.71%	0.27%	0.00%	0.00%	0.48%	0.64%	0.46%	2.75%	1.06%	0.87%	0.45%	0.71%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	591	145	133	19	67	43	34	20	19	18	16	3	20	6	25	23									
		11.11%	15.33%	12.58%	6.17%	9.45%	11.56%	15.18%	9.90%	9.05%	11.46%	7.37%	2.75%	10.64%	5.22%	11.16%	8.21%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	2	3	0	1	0	0	0	0	0	1	0	0	0	0	0									
		0.13%	0.21%	0.28%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	156	32	42	2	17	14	12	0	4	4	9	4	1	1	6	8									
		2.93%	3.38%	3.97%	0.65%	2.40%	3.76%	5.36%	0.00%	1.90%	2.55%	4.15%	3.67%	0.53%	0.87%	2.68%	2.86%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
