Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    территориальная избирательная комиссия округа Муром																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	1828	18	21	30	33	44	45	35	27	14	37	28	26	25	32	30	42	30	48	48	37	33	31	23	29	38	28	35	38	23	32	28	40	36	32	40	35	35	12	26	13	18	44	37	56	49	47	40	36	41	6	21	33	16	15	29	22	18	43					
		2.37%	2.16%	2.07%	2.19%	2.50%	2.77%	2.48%	2.62%	2.05%	1.47%	2.43%	1.90%	1.61%	1.79%	2.41%	2.05%	2.97%	2.26%	3.07%	2.78%	2.29%	2.33%	2.53%	3.20%	1.84%	2.58%	1.77%	2.44%	2.31%	1.84%	2.63%	2.05%	2.88%	2.35%	1.96%	2.44%	2.37%	2.56%	0.85%	2.06%	1.61%	1.53%	3.01%	2.90%	2.87%	3.77%	4.07%	2.67%	2.81%	2.46%	1.29%	2.80%	2.37%	4.47%	1.67%	1.83%	1.87%	1.76%	3.28%					
19	2.Всероссийская политическая партия «Гражданская Сила»	636	5	3	8	10	14	11	9	12	7	12	12	19	20	16	9	10	19	11	13	13	17	12	7	17	19	13	22	17	9	19	12	20	11	14	9	6	7	14	15	2	9	13	5	12	7	8	7	9	20	6	4	16	2	4	2	7	5	5					
		0.82%	0.60%	0.30%	0.58%	0.76%	0.88%	0.61%	0.67%	0.91%	0.74%	0.79%	0.81%	1.18%	1.43%	1.20%	0.62%	0.71%	1.43%	0.70%	0.75%	0.80%	1.20%	0.98%	0.97%	1.08%	1.29%	0.82%	1.53%	1.03%	0.72%	1.56%	0.88%	1.44%	0.72%	0.86%	0.55%	0.41%	0.51%	0.99%	1.19%	0.25%	0.77%	0.89%	0.39%	0.61%	0.54%	0.69%	0.47%	0.70%	1.20%	1.29%	0.53%	1.15%	0.56%	0.44%	0.13%	0.60%	0.49%	0.38%					
20	3.Политическая партия «Демократическая партия России»	104	1	0	2	2	5	2	2	4	1	2	3	3	1	3	0	1	3	3	1	2	1	4	0	2	1	5	0	0	2	2	3	3	2	2	3	2	0	3	0	1	0	1	2	4	2	2	1	2	2	1	1	2	0	0	1	2	1	3					
		0.13%	0.12%	0.00%	0.15%	0.15%	0.32%	0.11%	0.15%	0.30%	0.11%	0.13%	0.20%	0.19%	0.07%	0.23%	0.00%	0.07%	0.23%	0.19%	0.06%	0.12%	0.07%	0.33%	0.00%	0.13%	0.07%	0.32%	0.00%	0.00%	0.16%	0.16%	0.22%	0.22%	0.13%	0.12%	0.18%	0.14%	0.00%	0.21%	0.00%	0.12%	0.00%	0.07%	0.16%	0.20%	0.15%	0.17%	0.07%	0.16%	0.12%	0.22%	0.13%	0.14%	0.00%	0.00%	0.06%	0.17%	0.10%	0.23%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11519	83	117	189	203	276	259	230	218	143	192	219	264	231	189	225	242	207	223	215	227	226	176	76	274	221	232	258	249	188	187	207	216	229	245	264	239	265	152	162	87	115	269	247	361	182	189	239	180	222	91	94	183	26	130	187	131	138	230					
		14.93%	9.94%	11.53%	13.81%	15.36%	17.39%	14.29%	17.20%	16.58%	15.04%	12.60%	14.83%	16.40%	16.56%	14.23%	15.39%	17.09%	15.62%	14.24%	12.46%	14.02%	15.97%	14.39%	10.57%	17.41%	15.02%	14.66%	17.95%	15.15%	15.08%	15.39%	15.14%	15.56%	14.94%	15.02%	16.10%	16.17%	19.36%	10.78%	12.81%	10.75%	9.80%	18.39%	19.33%	18.49%	13.99%	16.36%	15.93%	14.05%	13.29%	19.61%	12.52%	13.13%	7.26%	14.46%	11.83%	11.14%	13.53%	17.54%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	444	6	5	8	9	3	7	3	9	7	13	4	10	6	10	5	8	6	10	8	11	6	16	7	14	14	9	8	8	6	11	7	18	12	9	16	6	10	8	5	4	9	3	10	7	4	7	7	9	9	2	2	6	2	2	6	2	8	7					
		0.58%	0.72%	0.49%	0.58%	0.68%	0.19%	0.39%	0.22%	0.68%	0.74%	0.85%	0.27%	0.62%	0.43%	0.75%	0.34%	0.56%	0.45%	0.64%	0.46%	0.68%	0.42%	1.31%	0.97%	0.89%	0.95%	0.57%	0.56%	0.49%	0.48%	0.91%	0.51%	1.30%	0.78%	0.55%	0.98%	0.41%	0.73%	0.57%	0.40%	0.49%	0.77%	0.21%	0.78%	0.36%	0.31%	0.61%	0.47%	0.70%	0.54%	0.43%	0.27%	0.43%	0.56%	0.22%	0.38%	0.17%	0.78%	0.53%					
23	6.Политическая партия «Партия социальной справедливости»	188	2	4	3	5	6	4	3	4	2	6	6	3	1	3	3	3	2	1	4	6	5	7	1	2	3	2	6	2	2	4	5	4	2	1	4	3	4	1	2	2	0	3	4	6	1	3	9	5	5	0	0	5	0	4	4	0	3	3					
		0.24%	0.24%	0.39%	0.22%	0.38%	0.38%	0.22%	0.22%	0.30%	0.21%	0.39%	0.41%	0.19%	0.07%	0.23%	0.21%	0.21%	0.15%	0.06%	0.23%	0.37%	0.35%	0.57%	0.14%	0.13%	0.20%	0.13%	0.42%	0.12%	0.16%	0.33%	0.37%	0.29%	0.13%	0.06%	0.24%	0.20%	0.29%	0.07%	0.16%	0.25%	0.00%	0.21%	0.31%	0.31%	0.08%	0.26%	0.60%	0.39%	0.30%	0.00%	0.00%	0.36%	0.00%	0.44%	0.25%	0.00%	0.29%	0.23%					
24	7.Политическая партия «Либерально-демократическая партия России»	7649	84	122	123	134	151	206	131	131	101	167	160	164	126	123	128	115	119	131	193	169	140	139	55	134	152	178	174	196	123	129	137	142	142	177	146	140	116	206	144	113	128	147	107	162	87	102	144	110	161	45	69	160	33	81	142	87	125	98					
		9.92%	10.06%	12.02%	8.98%	10.14%	9.51%	11.36%	9.80%	9.96%	10.62%	10.96%	10.83%	10.19%	9.03%	9.26%	8.76%	8.12%	8.98%	8.37%	11.19%	10.44%	9.89%	11.37%	7.65%	8.51%	10.33%	11.24%	12.11%	11.92%	9.86%	10.62%	10.02%	10.23%	9.26%	10.85%	8.90%	9.47%	8.47%	14.61%	11.38%	13.97%	10.90%	10.05%	8.37%	8.30%	6.69%	8.83%	9.60%	8.59%	9.64%	9.70%	9.19%	11.48%	9.22%	9.01%	8.98%	7.40%	12.25%	7.48%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7574	75	69	112	127	141	178	118	137	74	146	139	170	134	161	142	163	132	188	195	189	123	128	79	193	169	146	124	155	146	116	130	139	162	172	148	170	133	108	102	67	82	119	148	196	109	91	161	109	160	37	62	149	23	119	209	101	94	105					
		9.82%	8.98%	6.80%	8.18%	9.61%	8.88%	9.82%	8.83%	10.42%	7.78%	9.58%	9.41%	10.56%	9.61%	12.12%	9.71%	11.51%	9.96%	12.01%	11.30%	11.67%	8.69%	10.47%	10.99%	12.26%	11.49%	9.22%	8.63%	9.43%	11.71%	9.55%	9.51%	10.01%	10.57%	10.55%	9.02%	11.50%	9.72%	7.66%	8.06%	8.28%	6.98%	8.13%	11.58%	10.04%	8.38%	7.88%	10.73%	8.51%	9.58%	7.97%	8.26%	10.69%	6.42%	13.24%	13.22%	8.59%	9.22%	8.01%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	1306	12	16	26	23	29	35	19	19	7	27	24	35	37	31	33	19	25	42	36	26	26	27	13	34	39	18	23	32	24	11	15	22	26	36	29	24	28	23	22	7	18	26	22	22	23	11	25	23	34	5	6	23	3	6	16	4	17	22					
		1.69%	1.44%	1.58%	1.90%	1.74%	1.83%	1.93%	1.42%	1.44%	0.74%	1.77%	1.62%	2.17%	2.65%	2.33%	2.26%	1.34%	1.89%	2.68%	2.09%	1.61%	1.84%	2.21%	1.81%	2.16%	2.65%	1.14%	1.60%	1.95%	1.92%	0.91%	1.10%	1.59%	1.70%	2.21%	1.77%	1.62%	2.05%	1.63%	1.74%	0.87%	1.53%	1.78%	1.72%	1.13%	1.77%	0.95%	1.67%	1.80%	2.04%	1.08%	0.80%	1.65%	0.84%	0.67%	1.01%	0.34%	1.67%	1.68%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	44217	535	640	822	749	888	1028	768	717	570	892	857	877	782	732	847	784	746	855	965	902	800	653	433	824	784	913	746	919	698	679	800	752	869	908	955	819	739	848	752	498	777	824	677	1093	809	671	840	762	976	264	487	788	253	520	961	799	595	776					
		57.32%	64.07%	63.05%	60.04%	56.66%	55.95%	56.70%	57.44%	54.52%	59.94%	58.53%	58.02%	54.47%	56.06%	55.12%	57.93%	55.37%	56.30%	54.60%	55.94%	55.71%	56.54%	53.39%	60.22%	52.35%	53.30%	57.68%	51.91%	55.90%	55.97%	55.88%	58.52%	54.18%	56.69%	55.67%	58.23%	55.41%	53.98%	60.14%	59.45%	61.56%	66.18%	56.32%	52.97%	55.99%	62.18%	58.10%	56.00%	59.48%	58.44%	56.90%	64.85%	56.53%	70.67%	57.84%	60.78%	67.94%	58.33%	59.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	838	8	9	19	12	18	19	11	17	16	18	13	14	13	19	27	22	24	31	25	26	22	12	16	27	11	15	19	19	13	15	11	19	23	19	14	23	15	15	17	2	10	3	8	14	12	6	13	15	13	3	2	9	0	7	9	9	8	9					
		1.09%	0.96%	0.89%	1.39%	0.91%	1.13%	1.05%	0.82%	1.29%	1.68%	1.18%	0.88%	0.87%	0.93%	1.43%	1.85%	1.55%	1.81%	1.98%	1.45%	1.61%	1.55%	0.98%	2.23%	1.72%	0.75%	0.95%	1.32%	1.16%	1.04%	1.23%	0.80%	1.37%	1.50%	1.16%	0.85%	1.56%	1.10%	1.06%	1.34%	0.25%	0.85%	0.21%	0.63%	0.72%	0.92%	0.52%	0.87%	1.17%	0.78%	0.65%	0.27%	0.65%	0.00%	0.78%	0.57%	0.77%	0.78%	0.69%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
