Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Тобольская городская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2400	50	60	50	60	50	60	70	70	60	60	60	70	70	70	50	60	50	50	60	60	50	70	70	70	70	70	50	60	60	30	30	30	30	30	30	30	30	30	20	30	30	30	40	40	40	30	30	30	20	10	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	816	8	26	14	25	12	17	30	16	22	19	13	23	33	24	18	13	13	10	20	21	12	16	26	23	22	23	9	14	28	2	4	9	12	2	13	11	11	9	3	15	5	20	40	21	19	9	30	22	0	1	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	867	30	37	24	23	27	20	113	16	17	12	17	27	17	9	7	13	35	11	11	16	3	17	15	21	22	38	22	18	21	7	13	4	11	20	13	3	6	10	1	5	5	9	4	7	7	10	32	18	14	3	6					
14	Число погашенных неиспользованных открепительных удостоверений	1584	42	34	36	35	38	43	40	54	38	41	47	47	37	46	32	47	37	40	40	39	38	54	44	47	48	47	41	46	32	28	26	21	18	28	17	19	19	21	17	15	25	10	0	19	21	21	0	8	20	9	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	0	2	1	0	0	2	2	2	0	0	1	0	2	0	1	0	0	0	0	3	0	1	2	2	2	1	0	1	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
18	1.Политическая партия «Аграрная партия России»	1376	22	45	29	66	37	22	25	30	32	21	35	46	32	49	20	66	22	11	37	38	20	43	51	43	49	59	24	38	38	6	9	14	16	8	17	19	7	15	3	5	8	22	30	34	21	12	35	19	1	1	24					
		2.41%	2.15%	2.82%	2.68%	3.99%	3.31%	1.81%	1.58%	2.41%	2.76%	2.01%	3.36%	2.80%	2.33%	2.67%	1.93%	4.68%	2.07%	1.27%	2.74%	2.70%	2.33%	2.86%	2.59%	2.05%	2.75%	2.86%	1.90%	2.71%	2.61%	1.08%	1.22%	1.95%	1.77%	1.18%	1.74%	2.17%	1.00%	1.60%	1.42%	1.00%	1.75%	2.58%	2.15%	2.63%	1.68%	1.60%	2.95%	1.64%	0.99%	1.35%	4.36%					
19	2.Всероссийская политическая партия «Гражданская Сила»	440	6	20	20	12	6	5	14	7	13	3	9	14	19	22	3	10	3	6	8	15	6	11	16	19	17	23	16	6	10	0	5	1	4	4	3	2	3	3	5	0	0	2	11	13	15	11	6	5	2	1	5					
		0.77%	0.59%	1.25%	1.85%	0.73%	0.54%	0.41%	0.89%	0.56%	1.12%	0.29%	0.86%	0.85%	1.38%	1.20%	0.29%	0.71%	0.28%	0.69%	0.59%	1.06%	0.70%	0.73%	0.81%	0.90%	0.96%	1.11%	1.27%	0.43%	0.69%	0.00%	0.68%	0.14%	0.44%	0.59%	0.31%	0.23%	0.43%	0.32%	2.37%	0.00%	0.00%	0.23%	0.79%	1.01%	1.20%	1.47%	0.51%	0.43%	1.98%	1.35%	0.91%					
20	3.Политическая партия «Демократическая партия России»	65	0	1	2	2	1	3	0	1	2	4	2	1	2	1	1	2	0	1	1	0	0	1	3	0	2	5	3	2	3	0	1	3	0	1	2	2	0	1	0	2	0	0	4	0	1	0	0	2	0	0	0					
		0.11%	0.00%	0.06%	0.18%	0.12%	0.09%	0.25%	0.00%	0.08%	0.17%	0.38%	0.19%	0.06%	0.15%	0.05%	0.10%	0.14%	0.00%	0.12%	0.07%	0.00%	0.00%	0.07%	0.15%	0.00%	0.11%	0.24%	0.24%	0.14%	0.21%	0.00%	0.14%	0.42%	0.00%	0.15%	0.20%	0.23%	0.00%	0.11%	0.00%	0.40%	0.00%	0.00%	0.29%	0.00%	0.08%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7071	114	280	161	246	166	137	153	157	148	120	130	200	222	250	169	177	154	79	205	191	140	169	229	256	192	220	188	201	173	37	103	78	98	78	99	92	61	111	13	53	31	130	177	150	112	102	116	112	21	7	63					
		12.41%	11.13%	17.54%	14.88%	14.89%	14.86%	11.25%	9.68%	12.63%	12.76%	11.51%	12.46%	12.20%	16.18%	13.62%	16.30%	12.54%	14.49%	9.12%	15.21%	13.55%	16.32%	11.24%	11.65%	12.19%	10.79%	10.65%	14.90%	14.33%	11.87%	6.65%	13.98%	10.88%	10.86%	11.54%	10.14%	10.53%	8.74%	11.87%	6.16%	10.60%	6.78%	15.26%	12.66%	11.62%	8.95%	13.64%	9.76%	9.66%	20.79%	9.46%	11.45%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	391	6	18	11	15	12	11	9	7	4	4	5	16	11	5	5	15	3	2	15	7	8	9	7	13	9	19	11	11	9	1	6	4	3	2	3	3	5	4	1	7	4	7	6	15	11	5	6	8	0	0	13					
		0.69%	0.59%	1.13%	1.02%	0.91%	1.07%	0.90%	0.57%	0.56%	0.34%	0.38%	0.48%	0.98%	0.80%	0.27%	0.48%	1.06%	0.28%	0.23%	1.11%	0.50%	0.93%	0.60%	0.36%	0.62%	0.51%	0.92%	0.87%	0.78%	0.62%	0.18%	0.81%	0.56%	0.33%	0.30%	0.31%	0.34%	0.72%	0.43%	0.47%	1.40%	0.88%	0.82%	0.43%	1.16%	0.88%	0.67%	0.51%	0.69%	0.00%	0.00%	2.36%					
23	6.Политическая партия «Партия социальной справедливости»	99	1	3	3	3	1	1	2	4	2	2	1	3	3	7	2	4	3	4	1	2	2	2	5	6	4	2	0	6	5	0	0	2	0	0	0	0	2	0	0	1	1	1	3	0	1	0	2	1	0	0	1					
		0.17%	0.10%	0.19%	0.28%	0.18%	0.09%	0.08%	0.13%	0.32%	0.17%	0.19%	0.10%	0.18%	0.22%	0.38%	0.19%	0.28%	0.28%	0.46%	0.07%	0.14%	0.23%	0.13%	0.25%	0.29%	0.22%	0.10%	0.00%	0.43%	0.34%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.20%	0.22%	0.12%	0.21%	0.00%	0.08%	0.00%	0.17%	0.09%	0.00%	0.00%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	7120	121	176	134	188	127	149	162	170	143	137	110	207	190	240	134	174	132	105	159	183	114	229	280	293	229	242	137	134	170	75	75	85	82	81	141	115	81	120	40	80	70	97	156	177	168	98	179	150	14	8	59					
		12.49%	11.82%	11.03%	12.38%	11.38%	11.37%	12.23%	10.25%	13.68%	12.33%	13.14%	10.55%	12.62%	13.85%	13.08%	12.92%	12.33%	12.42%	12.12%	11.80%	12.98%	13.29%	15.23%	14.24%	13.95%	12.87%	11.72%	10.86%	9.55%	11.66%	13.49%	10.18%	11.85%	9.09%	11.98%	14.45%	13.16%	11.60%	12.83%	18.96%	16.00%	15.32%	11.38%	11.16%	13.71%	13.43%	13.10%	15.07%	12.93%	13.86%	10.81%	10.73%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3269	63	101	66	99	71	86	82	86	66	61	62	101	80	112	52	90	79	30	81	84	58	87	103	144	103	149	71	78	93	25	30	19	43	30	45	40	30	31	14	25	26	69	74	77	81	28	57	59	2	0	26					
		5.74%	6.15%	6.33%	6.10%	5.99%	6.36%	7.06%	5.19%	6.92%	5.69%	5.85%	5.94%	6.16%	5.83%	6.10%	5.01%	6.38%	7.43%	3.46%	6.01%	5.96%	6.76%	5.78%	5.24%	6.86%	5.79%	7.22%	5.63%	5.56%	6.38%	4.50%	4.07%	2.65%	4.77%	4.44%	4.61%	4.58%	4.30%	3.32%	6.64%	5.00%	5.69%	8.10%	5.29%	5.96%	6.47%	3.74%	4.80%	5.09%	1.98%	0.00%	4.73%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	502	20	7	12	20	23	9	16	13	14	5	8	12	9	9	8	10	18	7	14	7	7	14	18	15	17	23	5	22	14	4	7	4	10	4	7	2	6	5	2	2	2	2	10	12	10	1	8	14	1	2	11					
		0.88%	1.95%	0.44%	1.11%	1.21%	2.06%	0.74%	1.01%	1.05%	1.21%	0.48%	0.77%	0.73%	0.66%	0.49%	0.77%	0.71%	1.69%	0.81%	1.04%	0.50%	0.82%	0.93%	0.92%	0.71%	0.96%	1.11%	0.40%	1.57%	0.96%	0.72%	0.95%	0.56%	1.11%	0.59%	0.72%	0.23%	0.86%	0.53%	0.95%	0.40%	0.44%	0.23%	0.72%	0.93%	0.80%	0.13%	0.67%	1.21%	0.99%	2.70%	2.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35449	644	904	617	967	652	774	1090	742	707	664	655	998	761	1087	621	822	621	596	794	843	484	916	1206	1273	1108	1271	779	876	907	401	488	501	631	461	648	585	493	630	127	320	313	515	908	794	811	479	754	767	59	55	330					
		62.21%	62.89%	56.64%	57.02%	58.54%	58.37%	63.55%	68.99%	59.69%	60.95%	63.66%	62.80%	60.85%	55.47%	59.24%	59.88%	58.26%	58.42%	68.82%	58.90%	59.79%	56.41%	60.90%	61.34%	60.62%	62.28%	61.55%	61.73%	62.44%	62.21%	72.12%	66.21%	69.87%	69.96%	68.20%	66.39%	66.93%	70.63%	67.38%	60.19%	64.00%	68.49%	60.45%	64.95%	61.50%	64.83%	64.04%	63.47%	66.12%	58.42%	74.32%	60.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	584	13	20	11	19	9	14	12	14	14	5	11	25	21	24	9	18	16	3	18	29	14	11	22	22	23	27	14	16	19	3	3	1	5	4	1	9	3	4	4	2	0	3	7	14	10	1	10	12	0	0	15					
		1.02%	1.27%	1.25%	1.02%	1.15%	0.81%	1.15%	0.76%	1.13%	1.21%	0.48%	1.05%	1.52%	1.53%	1.31%	0.87%	1.28%	1.51%	0.35%	1.34%	2.06%	1.63%	0.73%	1.12%	1.05%	1.29%	1.31%	1.11%	1.14%	1.30%	0.54%	0.41%	0.14%	0.55%	0.59%	0.10%	1.03%	0.43%	0.43%	1.90%	0.40%	0.00%	0.35%	0.50%	1.08%	0.80%	0.13%	0.84%	1.03%	0.00%	0.00%	2.73%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
