Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Тобольская городская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2680	50	50	40	70	50	50	50	50	50	50	50	50	50	70	50	50	50	50	70	80	40	50	50	80	70	80	70	80	50	40	50	40	50	40	70	40	50	50	40	40	40	40	70	50	50	40	50	50	40	50	40	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	672	7	14	8	21	13	16	28	19	18	15	17	16	13	17	15	8	9	8	24	19	6	16	11	28	15	24	12	23	16	6	13	8	10	8	14	4	3	7	5	7	5	10	35	9	8	9	19	18	1	13	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	722	21	32	7	14	8	13	36	16	5	22	21	8	18	20	15	22	30	10	11	20	13	6	14	21	14	29	9	13	25	9	13	5	22	6	16	12	16	8	7	2	9	7	13	7	8	7	30	11	4	13	4	0					
14	Число погашенных неиспользованных открепительных удостоверений	2008	43	36	32	49	37	34	22	31	32	35	33	34	37	53	35	42	41	42	46	61	34	34	39	52	55	56	58	57	34	34	37	32	40	32	56	36	47	43	35	33	35	30	35	41	42	31	31	32	39	37	36	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	2	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	5	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5288	75	114	89	215	120	147	29	155	132	103	127	154	123	159	36	147	71	19	97	209	98	96	112	250	173	234	53	271	50	35	34	65	87	52	0	50	61	92	81	67	43	89	22	157	142	101	130	99	14	116	70	23					
		10.41%	9.35%	9.75%	12.99%	11.81%	13.44%	13.26%	2.18%	14.60%	12.01%	9.36%	11.36%	13.81%	13.49%	12.55%	3.68%	12.99%	7.40%	3.02%	5.79%	11.52%	13.28%	13.01%	12.96%	13.35%	14.65%	13.25%	4.10%	15.06%	5.48%	13.57%	4.34%	11.15%	11.25%	9.04%	0.00%	8.79%	10.32%	11.34%	11.25%	15.16%	11.41%	10.21%	1.29%	14.03%	12.60%	15.12%	12.86%	10.22%	17.72%	10.65%	11.93%	9.54%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10065	143	129	126	388	172	210	294	229	160	221	199	251	209	272	220	238	190	127	373	376	150	157	190	405	262	406	73	369	80	54	182	157	123	135	188	120	119	172	166	90	94	184	110	274	258	139	224	255	14	241	108	39					
		19.81%	17.83%	11.04%	18.39%	21.32%	19.26%	18.94%	22.12%	21.56%	14.56%	20.07%	17.80%	22.51%	22.92%	21.47%	22.47%	21.04%	19.81%	20.19%	22.28%	20.72%	20.33%	21.27%	21.99%	21.63%	22.18%	22.99%	5.65%	20.50%	8.77%	20.93%	23.21%	26.93%	15.91%	23.48%	17.99%	21.09%	20.14%	21.21%	23.06%	20.36%	24.93%	21.10%	6.47%	24.49%	22.89%	20.81%	22.16%	26.32%	17.72%	22.13%	18.40%	16.18%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	568	18	26	8	31	11	14	9	7	10	12	11	18	9	18	10	10	9	2	23	9	18	13	17	21	20	25	10	15	1	2	8	7	8	4	9	4	4	4	7	4	1	8	16	12	12	8	10	7	2	13	12	1					
		1.12%	2.24%	2.22%	1.17%	1.70%	1.23%	1.26%	0.68%	0.66%	0.91%	1.09%	0.98%	1.61%	0.99%	1.42%	1.02%	0.88%	0.94%	0.32%	1.37%	0.50%	2.44%	1.76%	1.97%	1.12%	1.69%	1.42%	0.77%	0.83%	0.11%	0.78%	1.02%	1.20%	1.03%	0.70%	0.86%	0.70%	0.68%	0.49%	0.97%	0.90%	0.27%	0.92%	0.94%	1.07%	1.06%	1.20%	0.99%	0.72%	2.53%	1.19%	2.04%	0.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8721	131	255	120	356	163	168	188	217	207	207	218	227	171	277	166	202	178	91	278	352	162	132	141	345	207	279	193	306	101	35	142	88	128	111	149	96	97	114	154	57	47	127	180	172	199	118	157	154	16	191	112	39					
		17.16%	16.33%	21.81%	17.52%	19.56%	18.25%	15.15%	14.15%	20.43%	18.84%	18.80%	19.50%	20.36%	18.75%	21.86%	16.96%	17.86%	18.56%	14.47%	16.61%	19.39%	21.95%	17.89%	16.32%	18.43%	17.53%	15.80%	14.94%	17.00%	11.07%	13.57%	18.11%	15.09%	16.56%	19.30%	14.26%	16.87%	16.41%	14.06%	21.39%	12.90%	12.47%	14.56%	10.59%	15.37%	17.66%	17.66%	15.53%	15.89%	20.25%	17.54%	19.08%	16.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1208	37	36	24	61	23	27	33	26	24	21	17	16	39	43	22	29	22	4	47	51	15	14	31	63	42	61	15	62	15	4	13	8	16	11	14	3	12	8	18	7	3	2	15	24	20	8	25	13	1	24	38	1					
		2.38%	4.61%	3.08%	3.50%	3.35%	2.58%	2.43%	2.48%	2.45%	2.18%	1.91%	1.52%	1.43%	4.28%	3.39%	2.25%	2.56%	2.29%	0.64%	2.81%	2.81%	2.03%	1.90%	3.59%	3.37%	3.56%	3.45%	1.16%	3.44%	1.64%	1.55%	1.66%	1.37%	2.07%	1.91%	1.34%	0.53%	2.03%	0.99%	2.50%	1.58%	0.80%	0.23%	0.88%	2.14%	1.77%	1.20%	2.47%	1.34%	1.27%	2.20%	6.47%	0.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	23952	389	562	301	723	391	526	752	407	547	509	537	428	340	469	501	472	481	368	845	803	283	310	346	746	453	707	928	729	656	122	391	239	393	252	675	289	281	402	271	210	171	445	1343	452	471	281	442	419	31	487	241	135					
		47.13%	48.50%	48.08%	43.94%	39.73%	43.78%	47.43%	56.58%	38.32%	49.77%	46.23%	48.03%	38.39%	37.28%	37.02%	51.17%	41.73%	50.16%	58.51%	50.48%	44.24%	38.35%	42.01%	40.05%	39.85%	38.36%	40.03%	71.83%	40.50%	71.93%	47.29%	49.87%	40.99%	50.84%	43.83%	64.59%	50.79%	47.55%	49.57%	37.64%	47.51%	45.36%	51.03%	79.05%	40.39%	41.79%	42.07%	43.72%	43.24%	39.24%	44.72%	41.06%	56.02%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	248	5	7	4	12	3	5	7	4	7	7	4	7	3	7	0	7	1	4	6	6	5	5	9	7	7	23	5	15	3	2	5	3	1	2	2	2	4	1	4	3	1	4	8	4	7	2	1	1	0	3	3	0					
		0.49%	0.62%	0.60%	0.58%	0.66%	0.34%	0.45%	0.53%	0.38%	0.64%	0.64%	0.36%	0.63%	0.33%	0.55%	0.00%	0.62%	0.10%	0.64%	0.36%	0.33%	0.68%	0.68%	1.04%	0.37%	0.59%	1.30%	0.39%	0.83%	0.33%	0.78%	0.64%	0.51%	0.13%	0.35%	0.19%	0.35%	0.68%	0.12%	0.56%	0.68%	0.27%	0.46%	0.47%	0.36%	0.62%	0.30%	0.10%	0.10%	0.00%	0.28%	0.51%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
