Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Глазуновская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №795	УИК №796					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	61	10	3	7	1	0	1	1	1	3	4	5	0	5	2	2	2	2	2	4	6					
		0.71%	1.07%	0.53%	1.14%	0.34%	0.0%	0.52%	0.19%	0.27%	0.94%	1.19%	1.31%	0.0%	1.55%	0.68%	0.76%	0.85%	0.36%	0.60%	0.53%	1.19%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	103	15	8	9	1	5	3	8	5	8	1	3	4	3	5	2	2	3	5	6	7					
		1.20%	1.61%	1.41%	1.46%	0.34%	1.53%	1.56%	1.52%	1.35%	2.52%	0.29%	0.78%	0.89%	0.93%	1.70%	0.76%	0.85%	0.55%	1.50%	0.80%	1.39%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	65	19	4	6	1	0	3	6	1	2	0	1	3	0	1	1	2	4	0	6	5					
		0.76%	2.05%	0.70%	0.97%	0.34%	0.0%	1.56%	1.14%	0.27%	0.63%	0.0%	0.26%	0.67%	0.0%	0.34%	0.38%	0.85%	0.73%	0.0%	0.80%	0.99%					
22	"5. ""За Русь Святую"""	36	6	5	2	1	0	0	0	1	0	2	4	0	1	1	2	0	2	1	4	4					
		0.42%	0.64%	0.88%	0.32%	0.34%	0.0%	0.0%	0.0%	0.27%	0.0%	0.59%	1.05%	0.0%	0.31%	0.34%	0.76%	0.0%	0.36%	0.30%	0.53%	0.79%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	1	2	1	0	0	0	1	0	0	1	2	0	0	0	1	1	5	0	1	0					
		0.18%	0.10%	0.35%	0.16%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.29%	0.52%	0.0%	0.0%	0.0%	0.38%	0.42%	0.91%	0.0%	0.13%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	55	4	9	5	2	0	1	2	1	3	1	5	1	0	0	0	1	0	0	15	5					
		0.64%	0.43%	1.59%	0.81%	0.69%	0.0%	0.52%	0.38%	0.27%	0.94%	0.29%	1.31%	0.22%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	2.00%	0.99%					
25	"8. ""Народно-республиканская партия России"""	6	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0					
		0.07%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.31%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	20	6	3	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	3	2	0					
		0.23%	0.64%	0.53%	0.16%	0.34%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.44%	0.31%	0.0%	0.0%	0.0%	0.0%	0.90%	0.26%	0.0%					
27	"10. ""Аграрная партия России"""	239	19	18	9	7	9	4	24	11	23	14	14	4	20	13	12	1	9	8	13	7					
		2.80%	2.05%	3.19%	1.46%	2.42%	2.76%	2.08%	4.56%	2.98%	7.25%	4.17%	3.68%	0.89%	6.21%	4.43%	4.59%	0.42%	1.65%	2.40%	1.74%	1.39%					
28	"11. ""Истинные патриоты России"""	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.03%	0.0%	0.17%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	7	6	4	0	2	0	5	0	5	2	0	2	3	6	2	0	0	2	15	8					
		0.81%	0.75%	1.06%	0.65%	0.0%	0.61%	0.0%	0.95%	0.0%	1.57%	0.59%	0.0%	0.44%	0.93%	2.04%	0.76%	0.0%	0.0%	0.60%	2.00%	1.59%					
30	"13. ""Демократическая партия России"""	18	3	2	0	1	0	1	2	0	1	3	0	1	0	0	0	0	0	1	1	2					
		0.21%	0.32%	0.35%	0.0%	0.34%	0.0%	0.52%	0.38%	0.0%	0.31%	0.89%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.13%	0.39%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	1	2	0	1	0	0	0	1	0	0	1	2	0	0	1	0	1	1	3	0					
		0.16%	0.10%	0.35%	0.0%	0.34%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.26%	0.44%	0.0%	0.0%	0.38%	0.0%	0.18%	0.30%	0.40%	0.0%					
32	"15. ""Партия СЛОН"""	15	5	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	2	1					
		0.17%	0.53%	0.17%	0.32%	0.0%	0.0%	0.52%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.26%	0.19%					
33	"16. ""Родина"" (народно-патриотический союз)"""	469	77	46	49	27	12	13	22	13	17	17	21	15	1	13	8	17	13	21	38	29					
		5.50%	8.31%	8.15%	7.99%	9.34%	3.68%	6.77%	4.18%	3.53%	5.36%	5.07%	5.52%	3.36%	0.31%	4.43%	3.06%	7.29%	2.38%	6.30%	5.08%	5.78%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	1	0	0	1	1	0	1	1	2	4	0	0	2	1	3	0	4	1	1	2					
		0.29%	0.10%	0.0%	0.0%	0.34%	0.30%	0.0%	0.19%	0.27%	0.63%	1.19%	0.0%	0.0%	0.62%	0.34%	1.14%	0.0%	0.73%	0.30%	0.13%	0.39%					
35	"18. ""ЛДПР"""	1140	138	101	78	40	20	17	63	64	42	60	68	62	30	47	22	15	40	42	135	56					
		13.38%	14.90%	17.90%	12.72%	13.84%	6.13%	8.85%	11.97%	17.39%	13.24%	17.91%	17.89%	13.90%	9.31%	16.04%	8.42%	6.43%	7.33%	12.61%	18.07%	11.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	120	10	10	10	3	1	4	11	3	8	3	7	14	1	5	2	3	5	8	8	4					
		1.40%	1.07%	1.77%	1.63%	1.03%	0.30%	2.08%	2.09%	0.81%	2.52%	0.89%	1.84%	3.13%	0.31%	1.70%	0.76%	1.28%	0.91%	2.40%	1.07%	0.79%					
37	"20. ""Политическая партия ""Единая Россия"""	4120	349	213	273	111	232	101	274	198	102	179	175	265	184	121	145	165	378	125	312	218					
		48.37%	37.68%	37.76%	44.53%	38.40%	71.16%	52.60%	52.09%	53.80%	32.17%	53.43%	46.05%	59.41%	57.14%	41.29%	55.55%	70.81%	69.35%	37.53%	41.76%	43.51%					
38	"21. ""Российская Конституционно-демократическая партия"""	28	4	2	2	0	0	1	5	0	1	0	3	3	2	1	1	0	0	1	2	0					
		0.32%	0.43%	0.35%	0.32%	0.0%	0.0%	0.52%	0.95%	0.0%	0.31%	0.0%	0.78%	0.67%	0.62%	0.34%	0.38%	0.0%	0.0%	0.30%	0.26%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	1	2	1	2	2	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0					
		0.16%	0.10%	0.35%	0.16%	0.69%	0.61%	0.0%	0.38%	0.0%	0.63%	0.0%	0.26%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1487	205	94	122	77	32	34	64	56	79	25	49	50	57	69	44	18	64	99	141	108					
		17.45%	22.13%	16.66%	19.90%	26.64%	9.81%	17.70%	12.16%	15.21%	24.92%	7.46%	12.89%	11.21%	17.70%	23.54%	16.85%	7.72%	11.74%	29.72%	18.87%	21.55%					
																											
41	Против всех	254	33	20	20	10	6	2	17	10	12	11	14	17	11	3	6	2	6	5	27	22					
		2.98%	3.56%	3.54%	3.26%	3.46%	1.84%	1.04%	3.23%	2.71%	3.78%	3.28%	3.68%	3.81%	3.41%	1.02%	2.29%	0.85%	1.10%	1.50%	3.61%	4.39%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
