Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Омская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1325	УИК №1326	УИК №1327	УИК №1335	УИК №1336	УИК №1337	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1383	УИК №1384	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1395									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	137	8	3	1	7	2	3	13	1	0	1	8	2	5	4	2	1	2	4	7	5	1	14	3	2	2	8	2	4	8	4	7	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	559	27	28	15	14	23	9	22	10	8	10	23	25	23	20	18	23	10	19	14	25	15	6	16	10	12	18	10	15	7	15	23	15	31									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	3	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	188	9	3	3	10	5	0	5	0	1	1	13	12	6	10	3	11	2	8	12	4	7	14	5	0	1	9	3	11	8	0	6	2	4									
		1.31%	1.46%	0.82%	2.70%	0.99%	0.96%	0.00%	0.66%	0.00%	0.54%	1.37%	1.89%	1.58%	1.19%	1.92%	1.12%	2.44%	0.57%	1.22%	4.38%	0.47%	2.12%	1.49%	1.67%	0.00%	0.74%	1.18%	3.13%	1.54%	1.15%	0.00%	1.23%	1.94%	1.09%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	638	26	16	6	45	19	3	21	2	10	1	17	32	19	27	15	20	17	41	13	42	14	40	18	5	5	32	4	43	32	6	29	2	16									
		4.46%	4.23%	4.36%	5.41%	4.46%	3.66%	2.40%	2.76%	3.57%	5.38%	1.37%	2.47%	4.21%	3.78%	5.17%	5.62%	4.43%	4.87%	6.23%	4.74%	4.95%	4.24%	4.26%	6.00%	4.46%	3.68%	4.21%	4.17%	6.02%	4.61%	4.69%	5.95%	1.94%	4.36%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	291	16	11	5	22	4	0	11	0	2	0	21	25	9	10	4	11	7	10	7	10	6	18	7	3	1	10	1	12	10	7	14	1	16									
		2.03%	2.60%	2.99%	4.50%	2.18%	0.77%	0.00%	1.45%	0.00%	1.08%	0.00%	3.05%	3.29%	1.79%	1.92%	1.50%	2.44%	2.01%	1.52%	2.55%	1.18%	1.82%	1.91%	2.33%	2.68%	0.74%	1.32%	1.04%	1.68%	1.44%	5.47%	2.87%	0.97%	4.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5294	301	152	56	457	241	72	337	30	91	19	198	224	139	140	85	149	112	245	107	277	101	321	104	45	71	312	61	195	220	59	173	37	163									
		36.99%	48.94%	41.42%	50.45%	45.25%	46.44%	57.60%	44.34%	53.57%	48.92%	26.03%	28.78%	29.47%	27.63%	26.82%	31.84%	33.04%	32.09%	37.23%	39.05%	32.63%	30.61%	34.15%	34.67%	40.18%	52.21%	41.05%	63.54%	27.31%	31.70%	46.09%	35.52%	35.92%	44.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	99	7	2	0	7	3	0	4	0	2	1	4	5	3	2	0	7	5	2	4	7	1	7	5	0	1	2	0	7	7	1	1	1	1									
		0.69%	1.14%	0.54%	0.00%	0.69%	0.58%	0.00%	0.53%	0.00%	1.08%	1.37%	0.58%	0.66%	0.60%	0.38%	0.00%	1.55%	1.43%	0.30%	1.46%	0.82%	0.30%	0.74%	1.67%	0.00%	0.74%	0.26%	0.00%	0.98%	1.01%	0.78%	0.21%	0.97%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	2	2	0	2	0	0	0	0	0	0	2	1	0	3	0	2	1	1	1	1	1	0	0	0	2	0	1	1	2	0	1	2	1									
		0.20%	0.33%	0.54%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.13%	0.00%	0.57%	0.00%	0.44%	0.29%	0.15%	0.36%	0.12%	0.30%	0.00%	0.00%	0.00%	1.47%	0.00%	1.04%	0.14%	0.29%	0.00%	0.21%	1.94%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2587	86	66	17	152	86	28	149	14	40	11	118	186	116	94	69	77	63	80	60	139	78	184	49	27	18	154	11	142	104	20	78	23	48									
		18.08%	13.98%	17.98%	15.32%	15.05%	16.57%	22.40%	19.61%	25.00%	21.51%	15.07%	17.15%	24.47%	23.06%	18.01%	25.84%	17.07%	18.05%	12.16%	21.90%	16.37%	23.64%	19.57%	16.33%	24.11%	13.24%	20.26%	11.46%	19.89%	14.99%	15.63%	16.02%	22.33%	13.08%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	74	3	2	1	5	1	0	2	0	0	0	4	3	1	1	0	2	6	5	0	7	1	6	2	0	1	3	0	7	5	0	0	0	6									
		0.52%	0.49%	0.54%	0.90%	0.50%	0.19%	0.00%	0.26%	0.00%	0.00%	0.00%	0.58%	0.39%	0.20%	0.19%	0.00%	0.44%	1.72%	0.76%	0.00%	0.82%	0.30%	0.64%	0.67%	0.00%	0.74%	0.39%	0.00%	0.98%	0.72%	0.00%	0.00%	0.00%	1.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	221	10	6	0	13	8	2	10	0	0	1	15	12	6	6	1	7	4	14	8	11	6	15	6	2	0	8	0	11	17	1	12	3	6									
		1.54%	1.63%	1.63%	0.00%	1.29%	1.54%	1.60%	1.32%	0.00%	0.00%	1.37%	2.18%	1.58%	1.19%	1.15%	0.37%	1.55%	1.15%	2.13%	2.92%	1.30%	1.82%	1.60%	2.00%	1.79%	0.00%	1.05%	0.00%	1.54%	2.45%	0.78%	2.46%	2.91%	1.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	1	0	0	3	0	0	1	0	0	0	0	1	1	0	1	3	1	0	2	0	0	1	1	0	1	0	0	2	2	1	2	0	1									
		0.17%	0.16%	0.00%	0.00%	0.30%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.13%	0.20%	0.00%	0.37%	0.67%	0.29%	0.00%	0.73%	0.00%	0.00%	0.11%	0.33%	0.00%	0.74%	0.00%	0.00%	0.28%	0.29%	0.78%	0.41%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	183	4	3	0	9	8	2	6	0	1	0	11	4	8	8	2	12	7	4	7	13	4	19	2	0	0	4	1	12	18	0	10	2	2									
		1.28%	0.65%	0.82%	0.00%	0.89%	1.54%	1.60%	0.79%	0.00%	0.54%	0.00%	1.60%	0.53%	1.59%	1.53%	0.75%	2.66%	2.01%	0.61%	2.55%	1.53%	1.21%	2.02%	0.67%	0.00%	0.00%	0.53%	1.04%	1.68%	2.59%	0.00%	2.05%	1.94%	0.54%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3492	125	76	16	199	104	14	171	5	30	38	208	183	135	161	69	111	82	202	40	269	84	232	81	20	27	169	9	204	200	16	119	20	73									
		24.40%	20.33%	20.71%	14.41%	19.70%	20.04%	11.20%	22.50%	8.93%	16.13%	52.05%	30.23%	24.08%	26.84%	30.84%	25.84%	24.61%	23.50%	30.70%	14.60%	31.68%	25.45%	24.68%	27.00%	17.86%	19.85%	22.24%	9.38%	28.57%	28.82%	12.50%	24.44%	19.42%	19.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	52	1	3	0	2	0	0	1	0	0	0	2	2	3	2	2	0	1	2	2	3	1	5	3	0	1	3	0	7	4	0	0	0	2									
		0.36%	0.16%	0.82%	0.00%	0.20%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.29%	0.26%	0.60%	0.38%	0.75%	0.00%	0.29%	0.30%	0.73%	0.35%	0.30%	0.53%	1.00%	0.00%	0.74%	0.39%	0.00%	0.98%	0.58%	0.00%	0.00%	0.00%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	689	23	11	3	42	20	0	23	2	5	1	43	52	41	41	3	27	28	38	6	33	15	43	12	6	3	27	0	36	50	7	25	8	15									
		4.81%	3.74%	2.99%	2.70%	4.16%	3.85%	0.00%	3.03%	3.57%	2.69%	1.37%	6.25%	6.84%	8.15%	7.85%	1.12%	5.99%	8.02%	5.78%	2.19%	3.89%	4.55%	4.57%	4.00%	5.36%	2.21%	3.55%	0.00%	5.04%	7.20%	5.47%	5.13%	7.77%	4.09%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
