Выборы Президента Российской Федерации																																																																			
																																																																			
"Наименование Избирательной комиссии:    Ростов-на-Дону, Первомайская"																																																																			
																																																																			
Итоги голосования 																																																																			
																																																																			
		Сумма	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1490	УИК №1491	УИК №1492	УИК №2485					
		1.64%	1.86%	1.99%	2.06%	1.56%	2.01%	1.37%	1.88%	1.42%	2.42%	1.90%	1.77%	1.50%	1.65%	2.22%	1.36%	2.38%	1.61%	0.90%	0.93%	2.37%	1.17%	1.16%	1.59%	1.18%	2.81%	1.59%	1.50%	1.56%	1.14%	1.46%	1.78%	1.98%	2.19%	1.17%	1.06%	1.13%	0.94%	1.83%	1.71%	1.49%	2.04%	2.79%	2.15%	1.53%	1.88%	0.53%	1.50%	1.15%	1.92%	1.46%	1.02%	1.90%	1.64%	1.60%	1.44%	2.06%	2.11%	1.22%	1.04%	2.76%					
20	. Миронов Сергей Михайлович	631	13	13	20	18	6	7	11	14	12	12	7	11	6	6	5	10	8	6	8	18	8	2	13	6	7	17	12	14	9	9	20	14	11	13	17	6	9	18	7	8	8	14	6	5	14	6	6	9	5	10	9	1	4	11	12	8	17	15	24	16					
		0.76%	0.93%	0.66%	1.42%	0.88%	0.45%	0.48%	0.98%	0.83%	1.04%	0.79%	0.38%	0.92%	0.35%	0.34%	0.42%	1.03%	0.68%	0.38%	0.50%	1.19%	0.55%	0.17%	0.77%	0.34%	0.76%	0.87%	0.75%	0.73%	0.85%	0.66%	1.23%	0.75%	0.65%	0.69%	1.12%	0.62%	0.60%	1.22%	0.75%	0.52%	0.58%	1.40%	0.54%	0.64%	1.55%	0.64%	0.50%	0.86%	0.46%	0.91%	0.66%	0.21%	0.50%	0.71%	0.87%	0.92%	0.90%	0.91%	1.47%	1.00%					
21	. Путин Владимир Владимирович	58937	1054	1351	1070	1434	983	1151	722	1308	765	1138	1367	732	1192	1336	904	741	780	1199	1236	1146	1075	960	1264	1325	607	1542	1137	1302	750	967	1136	1295	1099	1376	1121	565	1025	892	667	1024	959	656	677	464	600	691	867	797	655	635	859	294	540	1137	903	546	1433	1178	1138	1170					
		70.67%	75.23%	69.07%	75.89%	69.75%	73.03%	79.00%	64.64%	77.35%	66.06%	74.57%	73.34%	61.15%	70.32%	75.91%	76.61%	76.55%	66.05%	76.76%	76.63%	75.54%	73.88%	79.87%	74.53%	74.56%	65.62%	79.28%	70.93%	67.88%	71.02%	70.74%	69.69%	69.14%	65.15%	73.31%	73.94%	58.19%	68.47%	60.56%	71.26%	66.15%	69.95%	65.40%	60.55%	59.03%	66.30%	73.20%	72.19%	76.05%	59.87%	57.78%	62.70%	62.03%	67.92%	72.98%	65.20%	62.61%	75.54%	71.61%	69.77%	73.31%					
22	. Хакамада Ирина Муцуовна	4028	58	105	58	99	64	53	63	53	81	58	85	57	73	93	45	39	51	66	61	62	62	32	57	74	50	65	61	72	34	47	61	75	104	74	58	39	75	80	43	87	86	67	76	90	44	48	58	78	89	95	97	38	38	88	105	62	79	68	83	65					
		4.83%	4.14%	5.37%	4.11%	4.82%	4.75%	3.64%	5.64%	3.13%	6.99%	3.80%	4.56%	4.76%	4.31%	5.28%	3.81%	4.03%	4.32%	4.23%	3.78%	4.09%	4.26%	2.66%	3.36%	4.16%	5.41%	3.34%	3.81%	3.75%	3.22%	3.44%	3.74%	4.00%	6.16%	3.94%	3.83%	4.02%	5.01%	5.43%	4.59%	5.62%	6.27%	6.68%	6.80%	11.45%	4.86%	5.08%	4.83%	7.44%	8.14%	8.64%	7.08%	8.02%	4.78%	5.65%	7.58%	7.11%	4.16%	4.13%	5.09%	4.07%					
23	. Харитонов Николай Михайлович	10383	126	215	118	290	152	103	194	129	129	178	206	195	250	131	114	91	194	171	132	144	185	152	184	236	118	166	206	246	162	182	213	259	253	210	197	225	221	270	122	215	147	132	189	108	134	114	132	100	185	213	224	76	125	167	200	130	152	186	227	158					
		12.45%	8.99%	10.99%	8.37%	14.11%	11.29%	7.07%	17.37%	7.63%	11.14%	11.66%	11.05%	16.29%	14.75%	7.44%	9.66%	9.40%	16.43%	10.95%	8.18%	9.49%	12.71%	12.65%	10.85%	13.28%	12.76%	8.53%	12.85%	12.83%	15.34%	13.31%	13.07%	13.83%	15.00%	11.19%	12.99%	23.17%	14.76%	18.33%	13.03%	13.89%	10.72%	13.16%	16.91%	13.74%	14.81%	12.08%	10.99%	9.54%	16.91%	19.38%	16.35%	16.03%	15.72%	10.72%	14.44%	14.91%	8.01%	11.31%	13.92%	9.90%					
																																																																			
24	Против всех	3530	65	112	57	85	51	89	51	83	86	52	90	101	70	64	33	34	47	40	70	34	45	14	59	17	36	39	78	88	36	74	71	78	77	60	38	69	53	60	35	74	86	45	66	45	33	32	48	16	66	56	72	33	43	55	40	51	92	88	69	79					
		4.23%	4.64%	5.73%	4.04%	4.13%	3.79%	6.11%	4.57%	4.91%	7.43%	3.41%	4.83%	8.44%	4.13%	3.64%	2.80%	3.51%	3.98%	2.56%	4.34%	2.24%	3.09%	1.16%	3.48%	0.96%	3.89%	2.01%	4.87%	4.59%	3.41%	5.41%	4.36%	4.16%	4.56%	3.20%	2.51%	7.11%	3.54%	4.07%	3.74%	4.78%	6.27%	4.49%	5.90%	5.73%	3.65%	3.39%	4.00%	1.53%	6.03%	5.10%	5.26%	6.96%	5.41%	3.53%	2.89%	5.85%	4.85%	5.35%	4.23%	4.95%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
