Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Ессентукская городская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №1281	УИК №1282	УИК №1283	УИК №1284	УИК №1285									
		0.15%	0.00%	0.17%	0.15%	0.00%	0.14%	0.00%	0.00%	0.00%	0.14%	0.25%	0.11%	0.12%	0.22%	0.25%	0.13%	0.22%	0.36%	0.23%	0.20%	0.52%	0.00%	0.24%	0.28%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4932	155	116	129	160	134	167	161	203	179	175	217	104	195	165	159	199	245	197	228	230	204	174	175	161	212	172	176	97	6	9	12	8	8									
		21.46%	22.93%	20.00%	19.60%	19.37%	18.85%	23.82%	25.20%	26.50%	25.83%	22.29%	24.60%	12.73%	21.71%	20.94%	21.20%	22.11%	29.77%	22.39%	22.24%	23.78%	20.40%	20.79%	16.57%	22.55%	23.82%	18.63%	20.78%	17.26%	13.64%	16.67%	13.19%	8.51%	7.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	184	15	0	10	6	2	4	5	3	4	3	5	2	4	6	5	10	9	20	10	17	12	7	3	5	6	0	5	2	0	0	0	1	3									
		0.80%	2.22%	0.00%	1.52%	0.73%	0.28%	0.57%	0.78%	0.39%	0.58%	0.38%	0.57%	0.24%	0.45%	0.76%	0.67%	1.11%	1.09%	2.27%	0.98%	1.76%	1.20%	0.84%	0.28%	0.70%	0.67%	0.00%	0.59%	0.36%	0.00%	0.00%	0.00%	1.06%	2.91%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	324	13	2	6	10	10	8	9	12	10	14	7	10	13	20	7	15	10	16	15	16	23	3	5	11	14	0	19	9	1	3	4	3	6									
		1.41%	1.92%	0.34%	0.91%	1.21%	1.41%	1.14%	1.41%	1.57%	1.44%	1.78%	0.79%	1.22%	1.45%	2.54%	0.93%	1.67%	1.22%	1.82%	1.46%	1.65%	2.30%	0.36%	0.47%	1.54%	1.57%	0.00%	2.24%	1.60%	2.27%	5.56%	4.40%	3.19%	5.83%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	0	0	0	0	0	0	3	0	2	2	0	0	1	0	0	2	1	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0									
		0.08%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.25%	0.23%	0.00%	0.00%	0.13%	0.00%	0.00%	0.24%	0.11%	0.10%	0.00%	0.00%	0.12%	0.09%	0.00%	0.22%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	381	9	3	9	24	9	10	11	19	13	14	18	11	28	22	9	13	14	15	14	21	15	11	8	14	7	0	9	10	1	0	8	6	6									
		1.66%	1.33%	0.52%	1.37%	2.91%	1.27%	1.43%	1.72%	2.48%	1.88%	1.78%	2.04%	1.35%	3.12%	2.79%	1.20%	1.44%	1.70%	1.70%	1.37%	2.17%	1.50%	1.31%	0.76%	1.96%	0.79%	0.00%	1.06%	1.78%	2.27%	0.00%	8.79%	6.38%	5.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3143	105	81	99	131	69	76	88	99	111	124	149	66	107	126	101	144	100	91	141	131	157	129	117	96	147	21	121	123	7	18	26	18	24									
		13.68%	15.53%	13.97%	15.05%	15.86%	9.70%	10.84%	13.77%	12.92%	16.02%	15.80%	16.89%	8.08%	11.92%	15.99%	13.47%	16.00%	12.15%	10.34%	13.76%	13.55%	15.70%	15.41%	11.08%	13.45%	16.52%	2.28%	14.29%	21.89%	15.91%	33.33%	28.57%	19.15%	23.30%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	5	6	2	7	2	2	5	7	2	5	7	0	1	1	3	2	3	6	10	0	1	7	3	4	2	0	3	2	0	0	0	0	2									
		0.44%	0.74%	1.03%	0.30%	0.85%	0.28%	0.29%	0.78%	0.91%	0.29%	0.64%	0.79%	0.00%	0.11%	0.13%	0.40%	0.22%	0.36%	0.68%	0.98%	0.00%	0.10%	0.84%	0.28%	0.56%	0.22%	0.00%	0.35%	0.36%	0.00%	0.00%	0.00%	0.00%	1.94%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1474	41	26	47	72	53	22	36	36	41	44	47	39	64	60	62	67	47	50	79	86	74	68	68	59	66	12	49	30	1	3	7	11	7									
		6.41%	6.07%	4.48%	7.14%	8.72%	7.45%	3.14%	5.63%	4.70%	5.92%	5.61%	5.33%	4.77%	7.13%	7.61%	8.27%	7.44%	5.71%	5.68%	7.71%	8.89%	7.40%	8.12%	6.44%	8.26%	7.42%	1.30%	5.79%	5.34%	2.27%	5.56%	7.69%	11.70%	6.80%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
