Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Людиновская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК  413	УИК  414	УИК  415	УИК  416	УИК  417	УИК  418	УИК  419	УИК  420	УИК  421	УИК  422	УИК  423	УИК  424	УИК  425	УИК  426	УИК  427	УИК  428	УИК  429	УИК  430	УИК  431	УИК  432	УИК  433	УИК  434	УИК  435	УИК  436	УИК  437	УИК  438	УИК  439	УИК  440	УИК  441	УИК  442	УИК  443	УИК  444	УИК  445	УИК  446	УИК  447	УИК  448					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	301	15	10	10	10	15	15	15	10	15	20	10	5	5	5	10	10	10	15	10	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	148	12	7	4	1	15	15	14	4	14	19	0	2	1	0	4	5	5	4	4	1	5	0	0	6	3	0	0	0	2	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	95	8	1	1	1	5	3	4	5	2	5	2	6	0	2	3	1	1	0	2	0	4	2	4	3	4	1	1	3	3	2	3	3	3	4	2	1					
14	Число погашенных открепительных удостоверений	153	3	3	6	9	0	0	1	6	1	1	10	3	4	5	6	5	5	11	6	4	0	5	5	0	2	5	5	5	3	4	5	5	5	5	5	5					
15	Число открепительных удостоверений выданных ТИК	24	0	3	1	2	0	1	1	1	0	1	0	1	0	0	2	2	0	0	2	2	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	183	6	2	4	7	10	12	6	11	9	11	5	1	2	13	9	8	9	8	6	4	4	1	5	3	2	1	0	3	3	4	2	1	2	0	2	7					
		0.95%	0.41%	0.29%	0.56%	0.99%	1.06%	0.80%	0.76%	1.43%	0.58%	0.79%	0.79%	0.27%	0.59%	3.34%	0.95%	1.05%	1.09%	0.70%	0.88%	0.76%	2.43%	0.42%	4.76%	2.02%	1.81%	1.40%	0.0%	1.28%	1.91%	3.03%	3.12%	0.81%	2.56%	0.0%	1.68%	2.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	300	35	14	11	9	20	26	14	17	25	20	6	2	4	4	20	5	13	22	9	7	4	2	1	1	0	0	1	5	1	1	0	0	1	0	0	0					
		1.56%	2.42%	2.05%	1.56%	1.28%	2.13%	1.73%	1.79%	2.22%	1.62%	1.43%	0.95%	0.54%	1.19%	1.02%	2.11%	0.65%	1.58%	1.92%	1.32%	1.34%	2.43%	0.85%	0.95%	0.67%	0.0%	0.0%	1.75%	2.13%	0.63%	0.75%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	470	29	11	20	25	24	39	25	22	20	28	14	5	12	15	24	29	19	27	22	12	1	11	4	1	3	0	1	3	6	2	4	5	1	2	0	4					
		2.44%	2.01%	1.61%	2.83%	3.56%	2.56%	2.60%	3.20%	2.87%	1.29%	2.01%	2.22%	1.36%	3.57%	3.85%	2.53%	3.82%	2.31%	2.36%	3.24%	2.30%	0.60%	4.68%	3.80%	0.67%	2.72%	0.0%	1.75%	1.28%	3.82%	1.51%	6.25%	4.09%	1.28%	3.84%	0.0%	1.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	524	39	10	19	12	22	39	22	21	71	55	14	8	5	7	15	9	41	32	27	5	4	6	0	6	1	0	0	14	7	5	1	1	0	1	0	5					
		2.72%	2.70%	1.47%	2.69%	1.70%	2.34%	2.60%	2.82%	2.74%	4.60%	3.95%	2.22%	2.19%	1.48%	1.79%	1.58%	1.18%	4.99%	2.80%	3.98%	0.95%	2.43%	2.55%	0.0%	4.05%	0.90%	0.0%	0.0%	5.98%	4.45%	3.78%	1.56%	0.81%	0.0%	1.92%	0.0%	1.52%					
22	"5. ""За Русь Святую"""	120	7	3	8	5	4	16	2	7	5	6	2	0	3	3	7	7	6	4	2	5	3	1	1	0	1	2	1	3	0	0	1	1	2	0	0	2					
		0.62%	0.48%	0.44%	1.13%	0.71%	0.42%	1.06%	0.25%	0.91%	0.32%	0.43%	0.31%	0.0%	0.89%	0.77%	0.73%	0.92%	0.73%	0.35%	0.29%	0.95%	1.82%	0.42%	0.95%	0.0%	0.90%	2.81%	1.75%	1.28%	0.0%	0.0%	1.56%	0.81%	2.56%	0.0%	0.0%	0.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	68	4	0	2	3	3	4	0	0	4	3	6	0	5	1	1	2	2	4	2	3	1	4	3	3	1	0	0	0	0	1	0	2	0	0	0	4					
		0.35%	0.27%	0.0%	0.28%	0.42%	0.32%	0.26%	0.0%	0.0%	0.25%	0.21%	0.95%	0.0%	1.48%	0.25%	0.10%	0.26%	0.24%	0.35%	0.29%	0.57%	0.60%	1.70%	2.85%	2.02%	0.90%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	1.63%	0.0%	0.0%	0.0%	1.22%					
24	"7. ""Новый курс - Автомобильная Россия"""	81	9	3	4	4	1	7	6	3	3	3	2	0	1	8	2	3	3	6	2	2	2	2	0	2	0	0	0	0	0	1	0	1	0	1	0	0					
		0.42%	0.62%	0.44%	0.56%	0.56%	0.10%	0.46%	0.76%	0.39%	0.19%	0.21%	0.31%	0.0%	0.29%	2.05%	0.21%	0.39%	0.36%	0.52%	0.29%	0.38%	1.21%	0.85%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.81%	0.0%	1.92%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	20	1	0	1	0	1	1	0	0	2	3	0	0	0	0	0	0	1	3	0	0	2	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1					
		0.10%	0.06%	0.0%	0.14%	0.0%	0.10%	0.06%	0.0%	0.0%	0.12%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.26%	0.0%	0.0%	1.21%	0.42%	0.0%	0.0%	0.0%	0.0%	1.75%	0.42%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.30%					
26	"9. ""Российская экологическая партия ""Зеленые"""	46	2	1	5	0	1	1	3	1	3	5	2	0	1	1	8	2	2	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2					
		0.23%	0.13%	0.14%	0.70%	0.0%	0.10%	0.06%	0.38%	0.13%	0.19%	0.35%	0.31%	0.0%	0.29%	0.25%	0.84%	0.26%	0.24%	0.08%	0.0%	0.57%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%					
27	"10. ""Аграрная партия России"""	660	41	19	19	22	33	54	22	21	38	35	32	17	8	20	22	30	42	32	12	26	12	13	2	4	3	1	3	14	18	3	0	5	4	7	4	22					
		3.43%	2.84%	2.79%	2.69%	3.13%	3.52%	3.60%	2.82%	2.74%	2.46%	2.51%	5.08%	4.65%	2.38%	5.14%	2.32%	3.95%	5.11%	2.80%	1.77%	4.99%	7.31%	5.53%	1.90%	2.70%	2.72%	1.40%	5.26%	5.98%	11.46%	2.27%	0.0%	4.09%	5.12%	13.46%	3.36%	6.72%					
28	"11. ""Истинные патриоты России"""	25	2	0	1	0	3	1	0	0	2	1	1	0	0	0	2	0	0	1	1	2	0	1	0	0	1	0	0	3	0	0	0	0	3	0	0	0					
		0.13%	0.13%	0.0%	0.14%	0.0%	0.32%	0.06%	0.0%	0.0%	0.12%	0.07%	0.15%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.08%	0.14%	0.38%	0.0%	0.42%	0.0%	0.0%	0.90%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	3.84%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	194	22	6	5	13	9	19	5	7	18	15	9	9	1	2	3	6	4	12	7	3	2	1	0	0	0	1	0	1	3	4	0	0	4	0	0	3					
		1.01%	1.52%	0.88%	0.70%	1.85%	0.96%	1.26%	0.64%	0.91%	1.16%	1.07%	1.43%	2.46%	0.29%	0.51%	0.31%	0.79%	0.48%	1.05%	1.03%	0.57%	1.21%	0.42%	0.0%	0.0%	0.0%	1.40%	0.0%	0.42%	1.91%	3.03%	0.0%	0.0%	5.12%	0.0%	0.0%	0.91%					
30	"13. ""Демократическая партия России"""	32	0	1	2	0	2	1	1	1	2	2	1	1	0	1	1	0	1	3	1	0	1	1	0	1	2	0	0	1	1	0	0	0	1	0	0	3					
		0.16%	0.0%	0.14%	0.28%	0.0%	0.21%	0.06%	0.12%	0.13%	0.12%	0.14%	0.15%	0.27%	0.0%	0.25%	0.10%	0.0%	0.12%	0.26%	0.14%	0.0%	0.60%	0.42%	0.0%	0.67%	1.81%	0.0%	0.0%	0.42%	0.63%	0.0%	0.0%	0.0%	1.28%	0.0%	0.0%	0.91%					
31	"14. ""Великая Россия - Евразийский Союз"""	38	0	0	3	2	4	1	3	2	4	2	0	1	1	0	3	0	2	4	0	2	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0					
		0.19%	0.0%	0.0%	0.42%	0.28%	0.42%	0.06%	0.38%	0.26%	0.25%	0.14%	0.0%	0.27%	0.29%	0.0%	0.31%	0.0%	0.24%	0.35%	0.0%	0.38%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	1.75%	0.42%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	33	4	3	1	0	4	2	1	0	2	3	0	1	1	1	0	1	0	2	1	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0					
		0.17%	0.27%	0.44%	0.14%	0.0%	0.42%	0.13%	0.12%	0.0%	0.12%	0.21%	0.0%	0.27%	0.29%	0.25%	0.0%	0.13%	0.0%	0.17%	0.14%	0.19%	0.0%	0.42%	0.0%	0.0%	0.90%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1801	166	63	58	80	83	123	89	82	198	165	47	15	33	27	92	84	78	105	76	48	14	9	2	11	7	1	7	11	4	2	1	5	3	4	1	7					
		9.38%	11.51%	9.26%	8.22%	11.39%	8.85%	8.21%	11.41%	10.71%	12.84%	11.85%	7.47%	4.10%	9.82%	6.94%	9.71%	11.06%	9.50%	9.20%	11.22%	9.21%	8.53%	3.82%	1.90%	7.43%	6.36%	1.40%	12.28%	4.70%	2.54%	1.51%	1.56%	4.09%	3.84%	7.69%	0.84%	2.14%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	48	2	2	3	0	3	1	0	1	7	3	2	1	2	0	0	2	2	0	2	1	1	0	0	2	1	1	1	3	1	2	0	1	0	0	1	0					
		0.25%	0.13%	0.29%	0.42%	0.0%	0.32%	0.06%	0.0%	0.13%	0.45%	0.21%	0.31%	0.27%	0.59%	0.0%	0.0%	0.26%	0.24%	0.0%	0.29%	0.19%	0.60%	0.0%	0.0%	1.35%	0.90%	1.40%	1.75%	1.28%	0.63%	1.51%	0.0%	0.81%	0.0%	0.0%	0.84%	0.0%					
35	"18. ""ЛДПР"""	2730	190	94	108	94	118	218	115	116	222	231	89	46	37	60	153	106	125	213	91	69	10	16	4	10	8	5	8	23	33	10	7	17	8	10	11	55					
		14.21%	13.18%	13.82%	15.31%	13.39%	12.59%	14.56%	14.74%	15.16%	14.40%	16.59%	14.14%	12.60%	11.01%	15.42%	16.15%	13.96%	15.22%	18.66%	13.44%	13.24%	6.09%	6.80%	3.80%	6.75%	7.27%	7.04%	14.03%	9.82%	21.01%	7.57%	10.93%	13.93%	10.25%	19.23%	9.24%	16.81%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	610	36	24	15	16	27	53	26	26	45	48	14	7	9	7	31	38	51	42	37	14	3	9	2	1	1	0	3	6	2	8	1	4	0	1	1	2					
		3.17%	2.49%	3.52%	2.12%	2.27%	2.88%	3.54%	3.33%	3.39%	2.92%	3.44%	2.22%	1.91%	2.67%	1.79%	3.27%	5.00%	6.21%	3.68%	5.46%	2.68%	1.82%	3.82%	1.90%	0.67%	0.90%	0.0%	5.26%	2.56%	1.27%	6.06%	1.56%	3.27%	0.0%	1.92%	0.84%	0.61%					
37	"20. ""Политическая партия ""Единая Россия"""	6009	346	212	234	190	289	437	215	255	401	400	220	156	92	109	327	222	242	328	199	116	59	117	63	88	53	47	19	98	63	68	29	57	30	16	66	146					
		31.29%	24.01%	31.17%	33.19%	27.06%	30.84%	29.19%	27.56%	33.33%	26.02%	28.73%	34.97%	42.73%	27.38%	28.02%	34.53%	29.24%	29.47%	28.74%	29.39%	22.26%	35.97%	49.78%	60.0%	59.45%	48.18%	66.19%	33.33%	41.88%	40.12%	51.51%	45.31%	46.72%	38.46%	30.76%	55.46%	44.64%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	1	1	2	2	5	0	0	0	1	5	0	2	2	0	2	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	1					
		0.16%	0.06%	0.14%	0.28%	0.28%	0.53%	0.0%	0.0%	0.0%	0.06%	0.35%	0.0%	0.54%	0.59%	0.0%	0.21%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	1.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.30%					
39	"22. ""Развитие предпринимательства"""	73	11	4	3	8	4	7	2	2	6	6	0	0	2	1	2	3	2	2	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1					
		0.38%	0.76%	0.58%	0.42%	1.13%	0.42%	0.46%	0.25%	0.26%	0.38%	0.43%	0.0%	0.0%	0.59%	0.25%	0.21%	0.39%	0.24%	0.17%	0.44%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	1.92%	0.0%	0.30%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3954	388	157	135	165	219	363	170	146	357	243	124	70	88	83	167	167	126	209	133	149	38	33	14	8	21	7	6	33	7	11	16	18	15	7	31	30					
		20.59%	26.92%	23.08%	19.14%	23.50%	23.37%	24.24%	21.79%	19.08%	23.16%	17.45%	19.71%	19.17%	26.19%	21.33%	17.63%	22.00%	15.34%	18.31%	19.64%	28.59%	23.17%	14.04%	13.33%	5.40%	19.09%	9.85%	10.52%	14.10%	4.45%	8.33%	25.0%	14.75%	19.23%	13.46%	26.05%	9.17%					
																																											
41	Против всех	857	76	40	24	37	41	59	45	17	78	87	31	13	19	15	43	25	41	47	35	35	1	3	1	5	1	2	0	3	6	4	2	2	3	1	1	14					
		4.46%	5.27%	5.88%	3.40%	5.27%	4.37%	3.94%	5.76%	2.22%	5.06%	6.25%	4.92%	3.56%	5.65%	3.85%	4.54%	3.29%	4.99%	4.11%	5.16%	6.71%	0.60%	1.27%	0.95%	3.37%	0.90%	2.81%	0.0%	1.28%	3.82%	3.03%	3.12%	1.63%	3.84%	1.92%	0.84%	4.28%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
