Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    район Ново-Переделкино																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695	УИК №2696	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №3759									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	470	19	26	6	3	10	11	11	14	7	17	12	12	17	12	2	17	15	16	14	19	12	9	27	10	10	14	20	13	19	17	14	12	11	10	7	5	0									
		1.87%	1.95%	2.83%	0.89%	0.53%	1.37%	1.59%	1.52%	2.03%	1.05%	2.11%	1.74%	1.96%	2.95%	1.69%	0.52%	2.05%	1.97%	2.51%	2.18%	2.76%	1.69%	2.12%	3.10%	2.16%	1.56%	2.10%	2.87%	1.73%	2.30%	2.32%	1.87%	1.45%	1.34%	1.40%	1.46%	0.69%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	778	29	39	6	15	3	18	24	26	14	22	17	23	16	25	17	39	27	22	16	22	22	14	25	14	16	18	31	34	15	22	28	37	16	16	16	34	0									
		3.10%	2.98%	4.25%	0.89%	2.63%	0.41%	2.59%	3.31%	3.77%	2.10%	2.73%	2.47%	3.76%	2.78%	3.51%	4.42%	4.71%	3.55%	3.45%	2.49%	3.20%	3.10%	3.30%	2.87%	3.02%	2.50%	2.70%	4.45%	4.52%	1.82%	3.01%	3.73%	4.47%	1.95%	2.24%	3.33%	4.70%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10725	340	354	371	296	378	353	312	332	336	338	284	275	224	289	153	326	290	255	265	275	345	179	540	169	266	250	278	267	434	285	298	301	315	282	214	245	11									
		42.70%	34.94%	38.56%	54.80%	51.93%	51.64%	50.86%	42.98%	48.12%	50.45%	41.94%	41.22%	44.93%	38.89%	40.59%	39.74%	39.37%	38.16%	39.97%	41.21%	39.97%	48.66%	42.22%	62.07%	36.50%	41.56%	37.48%	39.94%	35.51%	52.54%	38.93%	39.73%	36.40%	38.32%	39.44%	44.49%	33.89%	30.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	413	21	16	5	8	4	6	10	14	7	13	12	10	10	15	13	15	8	16	6	11	7	11	9	8	15	11	8	10	11	9	13	12	27	15	10	17	0									
		1.64%	2.16%	1.74%	0.74%	1.40%	0.55%	0.86%	1.38%	2.03%	1.05%	1.61%	1.74%	1.63%	1.74%	2.11%	3.38%	1.81%	1.05%	2.51%	0.93%	1.60%	0.99%	2.59%	1.03%	1.73%	2.34%	1.65%	1.15%	1.33%	1.33%	1.23%	1.73%	1.45%	3.28%	2.10%	2.08%	2.35%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	72	4	2	1	0	3	3	0	1	1	1	0	3	1	0	0	2	2	2	2	1	7	2	3	1	1	3	3	0	1	3	2	2	1	3	4	6	1									
		0.29%	0.41%	0.22%	0.15%	0.00%	0.41%	0.43%	0.00%	0.14%	0.15%	0.12%	0.00%	0.49%	0.17%	0.00%	0.00%	0.24%	0.26%	0.31%	0.31%	0.15%	0.99%	0.47%	0.34%	0.22%	0.16%	0.45%	0.43%	0.00%	0.12%	0.41%	0.27%	0.24%	0.12%	0.42%	0.83%	0.83%	2.78%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3626	156	165	98	82	99	102	120	111	78	113	92	37	118	104	61	123	150	97	81	115	111	61	98	67	60	126	107	106	99	102	108	155	88	93	57	83	3									
		14.44%	16.03%	17.97%	14.48%	14.39%	13.52%	14.70%	16.53%	16.09%	11.71%	14.02%	13.35%	6.05%	20.49%	14.61%	15.84%	14.86%	19.74%	15.20%	12.60%	16.72%	15.66%	14.39%	11.26%	14.47%	9.38%	18.89%	15.37%	14.10%	11.99%	13.93%	14.40%	18.74%	10.71%	13.01%	11.85%	11.48%	8.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	493	13	20	12	6	10	3	5	4	8	13	13	15	9	8	10	24	7	12	14	16	16	8	11	12	24	14	21	14	22	16	11	12	40	25	11	14	0									
		1.96%	1.34%	2.18%	1.77%	1.05%	1.37%	0.43%	0.69%	0.58%	1.20%	1.61%	1.89%	2.45%	1.56%	1.12%	2.60%	2.90%	0.92%	1.88%	2.18%	2.33%	2.26%	1.89%	1.26%	2.59%	3.75%	2.10%	3.02%	1.86%	2.66%	2.19%	1.47%	1.45%	4.87%	3.50%	2.29%	1.94%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	834	34	21	19	12	21	13	12	21	22	20	23	18	12	17	15	27	25	20	25	23	19	9	18	23	18	20	22	25	30	32	25	31	58	56	16	31	1									
		3.32%	3.49%	2.29%	2.81%	2.11%	2.87%	1.87%	1.65%	3.04%	3.30%	2.48%	3.34%	2.94%	2.08%	2.39%	3.90%	3.26%	3.29%	3.13%	3.89%	3.34%	2.68%	2.12%	2.07%	4.97%	2.81%	2.99%	3.16%	3.32%	3.63%	4.37%	3.33%	3.75%	7.06%	7.83%	3.33%	4.29%	2.78%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	74	4	6	3	0	1	2	5	2	2	3	1	1	4	5	3	1	1	5	0	3	0	1	4	3	0	1	2	0	2	3	1	3	0	2	0	0	0									
		0.29%	0.41%	0.65%	0.44%	0.00%	0.14%	0.29%	0.69%	0.29%	0.30%	0.37%	0.15%	0.16%	0.69%	0.70%	0.78%	0.12%	0.13%	0.78%	0.00%	0.44%	0.00%	0.24%	0.46%	0.65%	0.00%	0.15%	0.29%	0.00%	0.24%	0.41%	0.13%	0.36%	0.00%	0.28%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1395	61	33	30	20	33	26	40	38	36	41	49	26	31	35	23	40	35	33	39	39	29	14	19	17	46	36	39	62	25	39	39	37	82	61	27	112	3									
		5.55%	6.27%	3.59%	4.43%	3.51%	4.51%	3.75%	5.51%	5.51%	5.41%	5.09%	7.11%	4.25%	5.38%	4.92%	5.97%	4.83%	4.61%	5.17%	6.07%	5.67%	4.09%	3.30%	2.18%	3.67%	7.19%	5.40%	5.60%	8.24%	3.03%	5.33%	5.20%	4.47%	9.98%	8.53%	5.61%	15.49%	8.33%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3395	168	139	76	75	111	91	90	56	79	123	87	115	83	100	54	111	108	98	103	79	65	65	35	65	110	102	87	112	89	101	107	139	93	84	69	112	14									
		13.52%	17.27%	15.14%	11.23%	13.16%	15.16%	13.11%	12.40%	8.12%	11.86%	15.26%	12.63%	18.79%	14.41%	14.04%	14.03%	13.41%	14.21%	15.36%	16.02%	11.48%	9.17%	15.33%	4.02%	14.04%	17.19%	15.29%	12.50%	14.89%	10.77%	13.80%	14.27%	16.81%	11.31%	11.75%	14.35%	15.49%	38.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	168	9	7	1	1	3	6	5	3	6	5	4	5	3	6	3	6	6	3	8	4	3	2	3	6	3	2	5	3	5	5	7	9	6	6	2	7	0									
		0.67%	0.92%	0.76%	0.15%	0.18%	0.41%	0.86%	0.69%	0.43%	0.90%	0.62%	0.58%	0.82%	0.52%	0.84%	0.78%	0.72%	0.79%	0.47%	1.24%	0.58%	0.42%	0.47%	0.34%	1.30%	0.47%	0.30%	0.72%	0.40%	0.61%	0.68%	0.93%	1.09%	0.73%	0.84%	0.42%	0.97%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1462	59	43	18	27	26	29	51	42	40	48	62	46	25	70	15	59	56	36	36	42	39	30	16	41	41	47	39	78	41	52	49	42	41	26	27	21	2									
		5.82%	6.06%	4.68%	2.66%	4.74%	3.55%	4.18%	7.02%	6.09%	6.01%	5.96%	8.99%	7.52%	4.34%	9.83%	3.90%	7.13%	7.37%	5.64%	5.60%	6.10%	5.50%	7.08%	1.84%	8.86%	6.41%	7.05%	5.60%	10.37%	4.96%	7.10%	6.53%	5.08%	4.99%	3.64%	5.61%	2.90%	5.56%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
