Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Верхнепышминская городская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	469	16	11	14	17	16	18	24	13	9	24	27	13	21	11	16	14	30	20	19	12	3	5	8	11	5	16	2	20	2	1	5	1	20	3	7	15									
		1.93%	1.29%	0.95%	2.31%	2.04%	2.30%	1.59%	2.13%	1.39%	2.07%	2.32%	2.65%	1.59%	2.06%	1.54%	1.47%	1.61%	2.38%	1.73%	1.85%	2.85%	3.26%	0.72%	3.39%	2.04%	2.62%	2.87%	3.70%	2.62%	1.60%	0.70%	2.72%	1.27%	3.21%	1.90%	1.28%	1.98%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	607	14	23	17	22	16	32	36	26	13	22	33	15	22	17	41	14	19	27	37	11	6	13	8	14	9	19	1	11	2	6	5	3	14	6	13	20									
		2.49%	1.12%	1.98%	2.81%	2.64%	2.30%	2.83%	3.19%	2.78%	2.99%	2.13%	3.24%	1.84%	2.15%	2.37%	3.77%	1.61%	1.51%	2.34%	3.60%	2.61%	6.52%	1.88%	3.39%	2.60%	4.71%	3.41%	1.85%	1.44%	1.60%	4.23%	2.72%	3.80%	2.24%	3.80%	2.37%	2.64%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10374	594	534	242	364	259	443	401	375	170	414	362	356	447	307	453	417	675	525	373	193	41	274	103	232	78	274	30	366	52	58	58	33	256	80	240	295									
		42.64%	47.71%	45.96%	40.00%	43.75%	37.16%	39.24%	35.55%	40.15%	39.17%	40.00%	35.59%	43.63%	43.78%	42.88%	41.64%	48.10%	53.57%	45.45%	36.28%	45.84%	44.57%	39.71%	43.64%	43.04%	40.84%	49.19%	55.56%	47.97%	41.60%	40.85%	31.52%	41.77%	41.03%	50.63%	43.80%	38.87%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	344	15	12	11	10	11	20	19	18	1	20	11	14	5	14	22	11	20	24	8	4	2	9	2	10	2	4	0	8	2	1	3	0	12	2	11	6									
		1.41%	1.20%	1.03%	1.82%	1.20%	1.58%	1.77%	1.68%	1.93%	0.23%	1.93%	1.08%	1.72%	0.49%	1.96%	2.02%	1.27%	1.59%	2.08%	0.78%	0.95%	2.17%	1.30%	0.85%	1.86%	1.05%	0.72%	0.00%	1.05%	1.60%	0.70%	1.63%	0.00%	1.92%	1.27%	2.01%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	96	11	2	5	4	1	10	4	6	1	5	3	3	4	1	2	2	5	3	1	1	1	1	0	0	0	1	0	10	0	0	0	2	4	1	0	2									
		0.39%	0.88%	0.17%	0.83%	0.48%	0.14%	0.89%	0.35%	0.64%	0.23%	0.48%	0.29%	0.37%	0.39%	0.14%	0.18%	0.23%	0.40%	0.26%	0.10%	0.24%	1.09%	0.14%	0.00%	0.00%	0.00%	0.18%	0.00%	1.31%	0.00%	0.00%	0.00%	2.53%	0.64%	0.63%	0.00%	0.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3558	156	180	98	109	94	153	172	132	44	125	139	95	142	101	150	128	224	209	143	54	21	124	42	82	29	107	5	121	22	26	28	14	92	27	69	101									
		14.62%	12.53%	15.49%	16.20%	13.10%	13.49%	13.55%	15.25%	14.13%	10.14%	12.08%	13.67%	11.64%	13.91%	14.11%	13.79%	14.76%	17.78%	18.10%	13.91%	12.83%	22.83%	17.97%	17.80%	15.21%	15.18%	19.21%	9.26%	15.86%	17.60%	18.31%	15.22%	17.72%	14.74%	17.09%	12.59%	13.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	236	11	10	10	8	4	5	13	11	8	14	11	9	13	3	11	10	9	4	14	4	0	8	5	0	1	2	1	9	2	1	6	0	3	0	7	9									
		0.97%	0.88%	0.86%	1.65%	0.96%	0.57%	0.44%	1.15%	1.18%	1.84%	1.35%	1.08%	1.10%	1.27%	0.42%	1.01%	1.15%	0.71%	0.35%	1.36%	0.95%	0.00%	1.16%	2.12%	0.00%	0.52%	0.36%	1.85%	1.18%	1.60%	0.70%	3.26%	0.00%	0.48%	0.00%	1.28%	1.19%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	386	26	14	13	9	15	11	21	34	6	16	18	9	12	27	14	8	11	15	13	10	0	10	2	7	4	6	0	15	2	1	10	4	4	1	6	12									
		1.59%	2.09%	1.20%	2.15%	1.08%	2.15%	0.97%	1.86%	3.64%	1.38%	1.55%	1.77%	1.10%	1.18%	3.77%	1.29%	0.92%	0.87%	1.30%	1.26%	2.38%	0.00%	1.45%	0.85%	1.30%	2.09%	1.08%	0.00%	1.97%	1.60%	0.70%	5.43%	5.06%	0.64%	0.63%	1.09%	1.58%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	48	3	3	2	0	1	1	2	2	1	0	2	2	2	1	1	2	5	3	2	1	0	1	0	0	0	1	0	5	0	0	0	0	2	0	2	1									
		0.20%	0.24%	0.26%	0.33%	0.00%	0.14%	0.09%	0.18%	0.21%	0.23%	0.00%	0.20%	0.25%	0.20%	0.14%	0.09%	0.23%	0.40%	0.26%	0.19%	0.24%	0.00%	0.14%	0.00%	0.00%	0.00%	0.18%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.36%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	649	40	20	22	14	13	25	31	37	12	44	28	11	23	22	22	17	24	31	44	19	0	20	4	7	7	4	3	15	12	4	13	0	11	1	21	28									
		2.67%	3.21%	1.72%	3.64%	1.68%	1.87%	2.21%	2.75%	3.96%	2.76%	4.25%	2.75%	1.35%	2.25%	3.07%	2.02%	1.96%	1.90%	2.68%	4.28%	4.51%	0.00%	2.90%	1.69%	1.30%	3.66%	0.72%	5.56%	1.97%	9.60%	2.82%	7.07%	0.00%	1.76%	0.63%	3.83%	3.69%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2644	107	102	72	101	59	135	138	98	45	104	139	77	90	113	114	86	93	128	108	54	6	61	28	57	20	70	6	89	12	30	31	14	93	21	59	84									
		10.87%	8.59%	8.78%	11.90%	12.14%	8.46%	11.96%	12.23%	10.49%	10.37%	10.05%	13.67%	9.44%	8.81%	15.78%	10.48%	9.92%	7.38%	11.08%	10.51%	12.83%	6.52%	8.84%	11.86%	10.58%	10.47%	12.57%	11.11%	11.66%	9.60%	21.13%	16.85%	17.72%	14.90%	13.29%	10.77%	11.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	114	8	5	2	2	2	12	6	6	2	5	1	3	6	3	3	6	10	3	2	0	0	3	3	4	0	1	0	5	1	0	3	0	1	0	4	2									
		0.47%	0.64%	0.43%	0.33%	0.24%	0.29%	1.06%	0.53%	0.64%	0.46%	0.48%	0.10%	0.37%	0.59%	0.42%	0.28%	0.69%	0.79%	0.26%	0.19%	0.00%	0.00%	0.43%	1.27%	0.74%	0.00%	0.18%	0.00%	0.66%	0.80%	0.00%	1.63%	0.00%	0.16%	0.00%	0.73%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3754	197	191	67	139	161	204	226	143	103	192	213	177	201	66	176	117	88	125	209	47	9	130	21	90	29	29	2	73	10	9	13	5	44	10	86	152									
		15.43%	15.82%	16.44%	11.07%	16.71%	23.10%	18.07%	20.04%	15.31%	23.73%	18.55%	20.94%	21.69%	19.69%	9.22%	16.18%	13.49%	6.98%	10.82%	20.33%	11.16%	9.78%	18.84%	8.90%	16.70%	15.18%	5.21%	3.70%	9.57%	8.00%	6.34%	7.07%	6.33%	7.05%	6.33%	15.69%	20.03%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
