Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Катав-Ивановская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №2304	УИК №2305	УИК №2306	УИК №2307									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	674	26	33	16	29	14	55	17	27	10	13	17	27	4	23	19	12	29	17	22	29	26	26	24	12	25	7	13	10	8	18	7	7	2	1	12	5	12	11	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	597	26	32	13	24	10	54	17	25	10	12	16	27	2	19	16	10	29	7	19	29	20	23	22	6	20	7	13	8	8	18	7	6	0	1	8	4	12	11	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	561	19	16	78	35	13	13	16	21	9	14	12	10	14	5	5	14	10	16	11	10	13	13	12	9	9	14	11	10	13	23	8	11	6	7	12	22	10	11	6									
14	Число погашенных неиспользованных открепительных удостоверений	77	0	1	3	5	4	1	0	2	0	1	1	0	2	4	3	2	0	10	3	0	6	3	2	6	5	0	0	2	0	0	0	1	2	0	4	1	0	0	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	193	10	15	12	12	4	30	9	8	5	2	5	2	0	10	6	6	3	3	1	1	6	5	2	4	0	3	7	1	0	0	1	4	0	0	0	2	2	9	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	169	5	4	7	7	1	13	6	1	2	1	11	3	1	8	5	4	1	11	11	10	9	6	7	2	4	1	2	1	7	0	0	4	2	2	0	4	1	2	3									
		1.21%	1.11%	0.73%	1.45%	1.12%	0.33%	1.25%	1.23%	0.18%	0.83%	0.43%	2.28%	1.30%	0.94%	1.47%	0.94%	0.70%	0.21%	3.24%	1.74%	1.53%	1.58%	1.04%	1.36%	0.70%	1.34%	1.39%	1.32%	0.39%	4.17%	0.00%	0.00%	2.13%	2.38%	3.28%	0.00%	2.30%	0.68%	0.80%	1.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	371	9	16	12	22	11	26	17	16	8	7	11	2	2	15	11	15	14	8	20	11	9	15	15	7	9	2	2	6	4	4	6	7	8	2	1	8	2	4	7									
		2.66%	1.99%	2.90%	2.48%	3.52%	3.62%	2.51%	3.49%	2.90%	3.33%	2.99%	2.28%	0.87%	1.89%	2.75%	2.07%	2.64%	2.99%	2.36%	3.16%	1.68%	1.58%	2.60%	2.91%	2.44%	3.01%	2.78%	1.32%	2.35%	2.38%	2.76%	2.45%	3.72%	9.52%	3.28%	2.56%	4.60%	1.36%	1.59%	3.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	287	6	13	12	8	9	29	15	13	5	5	3	8	2	13	10	6	8	3	17	16	10	16	6	1	12	0	5	1	1	2	7	9	0	0	1	2	5	4	4									
		2.06%	1.33%	2.36%	2.48%	1.28%	2.96%	2.80%	3.08%	2.36%	2.08%	2.14%	0.62%	3.48%	1.89%	2.39%	1.88%	1.06%	1.71%	0.88%	2.69%	2.44%	1.76%	2.77%	1.16%	0.35%	4.01%	0.00%	3.29%	0.39%	0.60%	1.38%	2.86%	4.79%	0.00%	0.00%	2.56%	1.15%	3.40%	1.59%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5259	171	197	184	240	106	371	178	223	94	97	198	79	27	208	190	218	184	124	219	220	180	185	197	138	110	33	66	113	92	79	99	73	41	27	14	60	47	102	75									
		37.68%	37.83%	35.75%	38.10%	38.40%	34.87%	35.81%	36.55%	40.40%	39.17%	41.45%	41.08%	34.35%	25.47%	38.17%	35.71%	38.38%	39.32%	36.58%	34.65%	33.59%	31.69%	32.01%	38.18%	48.08%	36.79%	45.83%	43.42%	44.31%	54.76%	54.48%	40.41%	38.83%	48.81%	44.26%	35.90%	34.48%	31.97%	40.64%	36.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	98	3	7	2	2	3	7	0	4	0	1	1	1	0	4	6	7	3	4	5	2	2	10	0	1	1	0	3	4	6	1	1	2	0	0	0	2	0	2	1									
		0.70%	0.66%	1.27%	0.41%	0.32%	0.99%	0.68%	0.00%	0.72%	0.00%	0.43%	0.21%	0.43%	0.00%	0.73%	1.13%	1.23%	0.64%	1.18%	0.79%	0.31%	0.35%	1.73%	0.00%	0.35%	0.33%	0.00%	1.97%	1.57%	3.57%	0.69%	0.41%	1.06%	0.00%	0.00%	0.00%	1.15%	0.00%	0.80%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	1	0	2	1	2	1	3	2	0	1	2	0	0	1	0	1	0	1	0	2	0	0	1	1	0	0	0	1	0	2	1	1	0	0	0	1	0	0	1									
		0.21%	0.22%	0.00%	0.41%	0.16%	0.66%	0.10%	0.62%	0.36%	0.00%	0.43%	0.41%	0.00%	0.00%	0.18%	0.00%	0.18%	0.00%	0.29%	0.00%	0.31%	0.00%	0.00%	0.19%	0.35%	0.00%	0.00%	0.00%	0.39%	0.00%	1.38%	0.41%	0.53%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.48%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3236	102	94	98	119	66	168	118	130	53	48	138	60	50	102	122	147	134	76	130	157	175	196	153	80	72	18	29	66	27	27	54	15	11	11	9	46	40	46	49									
		23.18%	22.57%	17.06%	20.29%	19.04%	21.71%	16.22%	24.23%	23.55%	22.08%	20.51%	28.63%	26.09%	47.17%	18.72%	22.93%	25.88%	28.63%	22.42%	20.57%	23.97%	30.81%	33.91%	29.65%	27.87%	24.08%	25.00%	19.08%	25.88%	16.07%	18.62%	22.04%	7.98%	13.10%	18.03%	23.08%	26.44%	27.21%	18.33%	23.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	82	5	5	7	2	3	6	0	2	0	0	1	1	0	2	6	6	3	1	3	5	3	1	5	9	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2									
		0.59%	1.11%	0.91%	1.45%	0.32%	0.99%	0.58%	0.00%	0.36%	0.00%	0.00%	0.21%	0.43%	0.00%	0.37%	1.13%	1.06%	0.64%	0.29%	0.47%	0.76%	0.53%	0.17%	0.97%	3.14%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.96%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	91	2	7	2	3	2	8	1	2	2	0	2	2	2	5	1	7	4	4	4	10	5	1	5	1	1	1	1	0	0	1	0	0	0	0	0	0	1	3	1									
		0.65%	0.44%	1.27%	0.41%	0.48%	0.66%	0.77%	0.21%	0.36%	0.83%	0.00%	0.41%	0.87%	1.89%	0.92%	0.19%	1.23%	0.85%	1.18%	0.63%	1.53%	0.88%	0.17%	0.97%	0.35%	0.33%	1.39%	0.66%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	1.20%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	0	0	1	4	0	2	0	1	1	1	1	1	1	2	1	1	0	0	1	0	2	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	3	1									
		0.21%	0.00%	0.00%	0.21%	0.64%	0.00%	0.19%	0.00%	0.18%	0.42%	0.43%	0.21%	0.43%	0.94%	0.37%	0.19%	0.18%	0.00%	0.00%	0.16%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.39%	0.00%	0.69%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.48%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	141	4	5	5	4	2	24	8	2	0	0	2	2	0	5	2	4	4	5	13	12	4	4	8	3	3	0	2	5	1	1	0	0	0	0	0	1	2	3	1									
		1.01%	0.88%	0.91%	1.04%	0.64%	0.66%	2.32%	1.64%	0.36%	0.00%	0.00%	0.41%	0.87%	0.00%	0.92%	0.38%	0.70%	0.85%	1.47%	2.06%	1.83%	0.70%	0.69%	1.55%	1.05%	1.00%	0.00%	1.32%	1.96%	0.60%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	1.36%	1.20%	0.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1848	67	85	66	79	37	163	55	61	35	33	59	11	12	91	90	73	56	44	90	91	59	66	62	22	43	11	22	27	20	8	35	59	0	10	6	29	19	34	18									
		13.24%	14.82%	15.43%	13.66%	12.64%	12.17%	15.73%	11.29%	11.05%	14.58%	14.10%	12.24%	4.78%	11.32%	16.70%	16.92%	12.85%	11.97%	12.98%	14.24%	13.89%	10.39%	11.42%	12.02%	7.67%	14.38%	15.28%	14.47%	10.59%	11.90%	5.52%	14.29%	31.38%	0.00%	16.39%	15.38%	16.67%	12.93%	13.55%	8.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	83	1	8	1	2	0	9	4	4	1	0	4	0	0	5	2	5	5	1	3	6	3	2	4	3	0	0	0	0	1	1	1	2	0	0	0	2	0	0	3									
		0.59%	0.22%	1.45%	0.21%	0.32%	0.00%	0.87%	0.82%	0.72%	0.42%	0.00%	0.83%	0.00%	0.00%	0.92%	0.38%	0.88%	1.07%	0.29%	0.47%	0.92%	0.53%	0.35%	0.78%	1.05%	0.00%	0.00%	0.00%	0.00%	0.60%	0.69%	0.41%	1.06%	0.00%	0.00%	0.00%	1.15%	0.00%	0.00%	1.44%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1710	62	93	76	102	46	173	55	67	30	33	36	45	5	64	65	50	37	45	93	84	80	61	37	12	36	3	13	17	4	16	28	13	22	4	7	15	21	30	30									
		12.25%	13.72%	16.88%	15.73%	16.32%	15.13%	16.70%	11.29%	12.14%	12.50%	14.10%	7.47%	19.57%	4.72%	11.74%	12.22%	8.80%	7.91%	13.27%	14.72%	12.82%	14.08%	10.55%	7.17%	4.18%	12.04%	4.17%	8.55%	6.67%	2.38%	11.03%	11.43%	6.91%	26.19%	6.56%	17.95%	8.62%	14.29%	11.95%	14.42%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
