Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    район Силино																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №3258	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272	УИК №3273	УИК №3274	УИК №3275	УИК №3276	УИК №3277	УИК №3278	УИК №3279	УИК №3280	УИК №3281	УИК №3282	УИК №3792									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	10	15	20	10	10	10	10	20	20	10	10	20	20	10	10	10	20	20	15	10	10	10	20	10	10	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	162	6	10	6	6	6	6	3	8	5	10	1	5	9	9	3	4	5	15	10	3	9	3	13	2	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	325	14	8	4	13	16	11	6	1	20	20	16	15	18	3	10	10	7	9	8	9	13	14	17	15	15	33									
14	Число погашенных неиспользованных открепительных удостоверений	178	4	5	14	4	4	4	7	12	15	0	9	15	11	1	7	6	15	5	5	7	1	7	7	8	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	0	2	1	2	2	1	0	3	2	0	0	0	3	4	1	3	4	2	4	1	2	3	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	374	12	11	19	16	10	11	9	20	12	15	7	11	9	17	13	11	13	29	13	19	12	23	20	20	18	4									
		2.99%	2.66%	2.66%	3.58%	4.11%	2.39%	2.83%	2.77%	4.49%	2.43%	3.70%	1.87%	2.49%	1.10%	3.38%	3.30%	2.81%	2.26%	3.99%	2.81%	3.81%	2.80%	4.37%	2.26%	4.29%	3.80%	1.49%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	243	10	8	10	5	5	8	8	12	13	8	9	11	21	14	10	6	13	10	15	7	7	5	13	11	3	1									
		1.95%	2.22%	1.94%	1.89%	1.29%	1.20%	2.06%	2.46%	2.70%	2.64%	1.98%	2.41%	2.49%	2.56%	2.78%	2.54%	1.53%	2.26%	1.38%	3.24%	1.40%	1.63%	0.95%	1.47%	2.36%	0.63%	0.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	369	17	12	18	15	16	13	6	11	15	7	12	11	25	17	11	11	16	30	12	11	16	20	15	10	14	8									
		2.95%	3.77%	2.91%	3.40%	3.86%	3.83%	3.34%	1.85%	2.47%	3.04%	1.73%	3.21%	2.49%	3.05%	3.38%	2.79%	2.81%	2.79%	4.13%	2.59%	2.20%	3.73%	3.80%	1.70%	2.15%	2.95%	2.99%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4765	180	154	197	163	157	158	145	165	182	136	141	173	309	207	171	166	235	281	185	156	142	191	327	197	150	97									
		38.15%	39.91%	37.29%	37.17%	41.90%	37.56%	40.62%	44.62%	37.08%	36.92%	33.58%	37.70%	39.23%	37.73%	41.15%	43.40%	42.35%	40.94%	38.71%	39.96%	31.26%	33.10%	36.31%	36.99%	42.27%	31.65%	36.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	250	5	7	9	3	8	8	12	12	11	17	6	8	16	9	6	9	10	14	5	9	8	9	18	8	12	11									
		2.00%	1.11%	1.69%	1.70%	0.77%	1.91%	2.06%	3.69%	2.70%	2.23%	4.20%	1.60%	1.81%	1.95%	1.79%	1.52%	2.30%	1.74%	1.93%	1.08%	1.80%	1.86%	1.71%	2.04%	1.72%	2.53%	4.10%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	1	0	0	1	0	1	1	1	2	0	0	6	1	1	1	3	2	2	3	0	0	1	1	0	8									
		0.29%	0.00%	0.24%	0.00%	0.00%	0.24%	0.00%	0.31%	0.22%	0.20%	0.49%	0.00%	0.00%	0.73%	0.20%	0.25%	0.26%	0.52%	0.28%	0.43%	0.60%	0.00%	0.00%	0.11%	0.21%	0.00%	2.99%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1814	58	72	69	61	67	57	42	48	76	62	82	65	128	71	41	37	75	95	63	81	55	73	127	45	71	93									
		14.52%	12.86%	17.43%	13.02%	15.68%	16.03%	14.65%	12.92%	10.79%	15.42%	15.31%	21.93%	14.74%	15.63%	14.12%	10.41%	9.44%	13.07%	13.09%	13.61%	16.23%	12.82%	13.88%	14.37%	9.66%	14.98%	34.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	242	10	9	7	5	5	5	6	7	6	14	8	4	15	7	13	6	6	17	9	14	11	11	20	5	9	13									
		1.94%	2.22%	2.18%	1.32%	1.29%	1.20%	1.29%	1.85%	1.57%	1.22%	3.46%	2.14%	0.91%	1.83%	1.39%	3.30%	1.53%	1.05%	2.34%	1.94%	2.81%	2.56%	2.09%	2.26%	1.07%	1.90%	4.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	358	13	4	19	15	11	8	13	7	15	18	8	10	30	11	10	8	10	22	12	17	27	16	27	10	15	2									
		2.87%	2.88%	0.97%	3.58%	3.86%	2.63%	2.06%	4.00%	1.57%	3.04%	4.44%	2.14%	2.27%	3.66%	2.19%	2.54%	2.04%	1.74%	3.03%	2.59%	3.41%	6.29%	3.04%	3.05%	2.15%	3.16%	0.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	1	1	0	1	0	2	0	2	2	0	4	2	1	0	0	0	1	0	1	1	0	1	2	1	2	2									
		0.22%	0.22%	0.24%	0.00%	0.26%	0.00%	0.51%	0.00%	0.45%	0.41%	0.00%	1.07%	0.45%	0.12%	0.00%	0.00%	0.00%	0.17%	0.00%	0.22%	0.20%	0.00%	0.19%	0.23%	0.21%	0.42%	0.75%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	848	35	18	30	23	16	23	15	30	30	31	13	26	63	32	12	33	44	57	24	55	44	49	64	31	45	5									
		6.79%	7.76%	4.36%	5.66%	5.91%	3.83%	5.91%	4.62%	6.74%	6.09%	7.65%	3.48%	5.90%	7.69%	6.36%	3.05%	8.42%	7.67%	7.85%	5.18%	11.02%	10.26%	9.32%	7.24%	6.65%	9.49%	1.87%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1791	69	73	84	48	79	52	34	74	84	67	50	68	118	59	64	57	78	76	57	83	59	86	130	63	70	9									
		14.34%	15.30%	17.68%	15.85%	12.34%	18.90%	13.37%	10.46%	16.63%	17.04%	16.54%	13.37%	15.42%	14.41%	11.73%	16.24%	14.54%	13.59%	10.47%	12.31%	16.63%	13.75%	16.35%	14.71%	13.52%	14.77%	3.36%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	80	0	1	2	0	5	4	1	2	0	1	1	3	7	4	3	1	6	4	1	6	3	4	5	5	6	5									
		0.64%	0.00%	0.24%	0.38%	0.00%	1.20%	1.03%	0.31%	0.45%	0.00%	0.25%	0.27%	0.68%	0.85%	0.80%	0.76%	0.26%	1.05%	0.55%	0.22%	1.20%	0.70%	0.76%	0.57%	1.07%	1.27%	1.87%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1045	33	33	54	30	35	28	23	46	36	22	30	43	55	45	35	35	49	65	51	32	33	34	99	52	39	8									
		8.37%	7.32%	7.99%	10.19%	7.71%	8.37%	7.20%	7.08%	10.34%	7.30%	5.43%	8.02%	9.75%	6.72%	8.95%	8.88%	8.93%	8.54%	8.95%	11.02%	6.41%	7.69%	6.46%	11.20%	11.16%	8.23%	2.99%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
