Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Октябрьская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	227	13	10	9	34	4	5	8	6	6	17	23	0	3	10	20	5	2	3	0	6	4	5	1	8	25									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	166	7	9	3	7	9	5	5	0	1	3	10	0	1	12	1	1	1	0	0	3	56	27	0	0	5									
14	Число погашенных неиспользованных открепительных удостоверений	513	17	20	1	36	36	45	42	19	14	3	17	10	12	60	20	5	28	7	10	4	26	10	14	32	25									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	6	8	10	10	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	167	10	8	0	18	11	24	7	6	3	6	8	1	3	14	2	1	2	1	7	1	4	0	0	14	16									
		1.40%	1.56%	1.43%	0.00%	2.24%	1.51%	2.53%	0.74%	1.30%	0.48%	1.62%	1.07%	0.56%	1.61%	1.32%	0.40%	1.37%	1.07%	0.71%	9.86%	0.70%	1.40%	0.00%	0.00%	2.36%	1.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	270	16	13	1	18	20	35	35	14	10	8	7	1	8	9	10	1	2	3	0	4	5	7	0	9	34									
		2.26%	2.50%	2.33%	0.62%	2.24%	2.75%	3.69%	3.68%	3.02%	1.60%	2.16%	0.93%	0.56%	4.30%	0.85%	1.98%	1.37%	1.07%	2.14%	0.00%	2.82%	1.75%	3.89%	0.00%	1.52%	2.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	306	26	12	1	20	27	19	19	15	7	6	9	3	2	25	15	4	6	2	3	5	7	10	8	16	39									
		2.57%	4.06%	2.15%	0.62%	2.49%	3.71%	2.00%	2.00%	3.24%	1.12%	1.62%	1.20%	1.69%	1.08%	2.36%	2.96%	5.48%	3.21%	1.43%	4.23%	3.52%	2.45%	5.56%	4.82%	2.69%	3.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5162	252	233	93	359	223	304	304	165	416	182	380	87	107	396	350	47	83	67	37	50	135	92	114	209	477									
		43.28%	39.38%	41.68%	57.76%	44.71%	30.67%	32.07%	32.00%	35.64%	66.45%	49.06%	50.73%	49.15%	57.53%	37.39%	69.17%	64.38%	44.39%	47.86%	52.11%	35.21%	47.20%	51.11%	68.67%	35.19%	40.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	4	4	2	6	6	8	6	3	2	1	5	1	0	10	7	0	1	0	0	1	3	1	0	4	6									
		0.68%	0.63%	0.72%	1.24%	0.75%	0.83%	0.84%	0.63%	0.65%	0.32%	0.27%	0.67%	0.56%	0.00%	0.94%	1.38%	0.00%	0.53%	0.00%	0.00%	0.70%	1.05%	0.56%	0.00%	0.67%	0.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	2	0	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3									
		0.12%	0.00%	0.36%	0.00%	0.50%	0.14%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.17%	0.26%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3410	195	172	31	212	236	264	336	140	99	102	225	46	33	366	44	16	58	48	8	42	79	43	34	212	369									
		28.59%	30.47%	30.77%	19.25%	26.40%	32.46%	27.85%	35.37%	30.24%	15.81%	27.49%	30.04%	25.99%	17.74%	34.56%	8.70%	21.92%	31.02%	34.29%	11.27%	29.58%	27.62%	23.89%	20.48%	35.69%	31.70%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	1	2	1	4	6	6	5	1	0	3	0	0	0	1	7	0	0	1	1	0	2	1	1	1	5									
		0.41%	0.16%	0.36%	0.62%	0.50%	0.83%	0.63%	0.53%	0.22%	0.00%	0.81%	0.00%	0.00%	0.00%	0.09%	1.38%	0.00%	0.00%	0.71%	1.41%	0.00%	0.70%	0.56%	0.60%	0.17%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	115	8	5	0	5	5	8	1	5	5	4	5	2	4	7	7	0	2	2	0	1	0	0	2	8	29									
		0.96%	1.25%	0.89%	0.00%	0.62%	0.69%	0.84%	0.11%	1.08%	0.80%	1.08%	0.67%	1.13%	2.15%	0.66%	1.38%	0.00%	1.07%	1.43%	0.00%	0.70%	0.00%	0.00%	1.20%	1.35%	2.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	1	0	0	1	1	1	3	1	0	1	1	0	1	0	7	0	0	1	0	0	0	0	0	1	2									
		0.18%	0.16%	0.00%	0.00%	0.12%	0.14%	0.11%	0.32%	0.22%	0.00%	0.27%	0.13%	0.00%	0.54%	0.00%	1.38%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.17%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	5	4	0	6	5	14	15	2	4	1	4	0	0	19	0	0	1	0	0	0	5	1	0	2	10									
		0.82%	0.78%	0.72%	0.00%	0.75%	0.69%	1.48%	1.58%	0.43%	0.64%	0.27%	0.53%	0.00%	0.00%	1.79%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	1.75%	0.56%	0.00%	0.34%	0.86%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1270	69	53	16	70	135	132	138	61	41	39	61	25	19	134	26	3	13	7	12	25	20	11	6	57	97									
		10.65%	10.78%	9.48%	9.94%	8.72%	18.57%	13.92%	14.53%	13.17%	6.55%	10.51%	8.14%	14.12%	10.22%	12.65%	5.14%	4.11%	6.95%	5.00%	16.90%	17.61%	6.99%	6.11%	3.61%	9.60%	8.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	6	2	1	6	4	6	3	1	2	2	4	0	5	5	9	0	0	1	0	1	2	0	0	4	5									
		0.58%	0.94%	0.36%	0.62%	0.75%	0.55%	0.63%	0.32%	0.22%	0.32%	0.54%	0.53%	0.00%	2.69%	0.47%	1.78%	0.00%	0.00%	0.71%	0.00%	0.70%	0.70%	0.00%	0.00%	0.67%	0.43%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	25	17	2	25	26	40	41	19	13	11	22	3	1	41	16	1	10	1	3	9	12	6	1	18	45									
		3.42%	3.91%	3.04%	1.24%	3.11%	3.58%	4.22%	4.32%	4.10%	2.08%	2.96%	2.94%	1.69%	0.54%	3.87%	3.16%	1.37%	5.35%	0.71%	4.23%	6.34%	4.20%	3.33%	0.60%	3.03%	3.87%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
