Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Ярославская - 194																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №863	УИК №864									
		0.65%	0.54%	0.52%	0.43%	0.00%	0.15%	0.53%	0.54%	0.68%	1.33%	0.97%	0.46%	1.24%	1.49%	0.62%	1.23%	0.66%	2.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	341	59	11	9	7	41	29	19	26	10	7	48	9	9	12	4	35	6									
		4.89%	6.33%	2.86%	3.90%	4.40%	6.02%	5.10%	5.14%	4.45%	4.42%	3.38%	5.53%	3.72%	4.48%	3.74%	4.94%	4.60%	3.92%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
