Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
"Наименование Избирательной комиссии:    Томск, Ленинская"																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	402	14	5	15	13	7	7	27	12	14	9	9	8	9	7	10	7	6	9	16	8	6	5	2	0	10	5	5	8	9	15	8	10	11	10	9	3	11	16	4	7	5	15	16									
		1.79%	2.01%	0.92%	1.91%	1.65%	1.33%	1.36%	3.14%	1.93%	1.82%	1.26%	1.44%	1.65%	1.60%	1.36%	1.34%	1.26%	2.01%	1.60%	2.83%	2.26%	2.21%	0.78%	0.89%	0.00%	2.00%	0.95%	1.04%	1.34%	1.78%	4.90%	2.29%	2.44%	1.91%	2.19%	1.73%	0.77%	2.51%	3.27%	0.78%	2.57%	0.86%	2.19%	3.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	690	12	18	17	22	12	18	13	22	35	21	20	13	18	24	19	27	7	22	18	7	10	16	15	8	13	8	10	24	18	12	8	22	16	11	10	8	10	13	14	21	22	25	11									
		3.07%	1.72%	3.30%	2.17%	2.78%	2.29%	3.49%	1.51%	3.54%	4.56%	2.95%	3.21%	2.68%	3.20%	4.66%	2.54%	4.86%	2.34%	3.90%	3.18%	1.98%	3.69%	2.49%	6.70%	3.27%	2.60%	1.53%	2.08%	4.03%	3.55%	3.92%	2.29%	5.38%	2.77%	2.41%	1.92%	2.05%	2.28%	2.66%	2.72%	7.72%	3.77%	3.65%	2.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	416	15	11	17	22	7	7	20	9	11	10	8	12	11	12	16	13	4	14	19	8	9	20	4	5	7	6	3	10	11	7	8	7	8	4	7	3	6	8	10	4	9	11	3									
		1.85%	2.15%	2.02%	2.17%	2.78%	1.33%	1.36%	2.33%	1.45%	1.43%	1.40%	1.28%	2.47%	1.95%	2.33%	2.14%	2.34%	1.34%	2.48%	3.36%	2.26%	3.32%	3.11%	1.79%	2.04%	1.40%	1.15%	0.62%	1.68%	2.17%	2.29%	2.29%	1.71%	1.39%	0.88%	1.35%	0.77%	1.37%	1.64%	1.95%	1.47%	1.54%	1.61%	0.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7966	256	207	290	279	189	169	304	234	268	266	226	147	210	172	252	181	118	176	203	147	88	226	89	88	161	196	183	194	175	96	126	148	209	154	188	156	156	179	193	107	187	248	125									
		35.43%	36.68%	37.98%	36.94%	35.32%	36.00%	32.75%	35.39%	37.68%	34.90%	37.36%	36.22%	30.31%	37.30%	33.40%	33.69%	32.61%	39.46%	31.21%	35.87%	41.53%	32.47%	35.15%	39.73%	35.92%	32.20%	37.40%	38.05%	32.55%	34.52%	31.37%	36.00%	36.19%	36.22%	33.70%	36.15%	40.00%	35.62%	36.61%	37.55%	39.34%	32.08%	36.20%	30.49%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	518	11	9	19	26	14	16	26	22	13	18	13	14	11	10	11	6	8	15	11	7	1	6	1	2	12	10	11	12	13	8	11	9	12	15	20	14	16	7	6	5	12	22	13									
		2.30%	1.58%	1.65%	2.42%	3.29%	2.67%	3.10%	3.03%	3.54%	1.69%	2.53%	2.08%	2.89%	1.95%	1.94%	1.47%	1.08%	2.68%	2.66%	1.94%	1.98%	0.37%	0.93%	0.45%	0.82%	2.40%	1.91%	2.29%	2.01%	2.56%	2.61%	3.14%	2.20%	2.08%	3.28%	3.85%	3.59%	3.65%	1.43%	1.17%	1.84%	2.06%	3.21%	3.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	3	1	1	1	0	3	2	2	3	2	1	2	3	0	4	1	1	0	2	0	1	3	0	2	0	1	0	1	0	2	1	0	1	0	0	0	1	1	0	0	1	3	0									
		0.22%	0.43%	0.18%	0.13%	0.13%	0.00%	0.58%	0.23%	0.32%	0.39%	0.28%	0.16%	0.41%	0.53%	0.00%	0.53%	0.18%	0.33%	0.00%	0.35%	0.00%	0.37%	0.47%	0.00%	0.82%	0.00%	0.19%	0.00%	0.17%	0.00%	0.65%	0.29%	0.00%	0.17%	0.00%	0.00%	0.00%	0.23%	0.20%	0.00%	0.00%	0.17%	0.44%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4826	140	112	160	162	98	90	163	108	135	150	129	97	102	100	152	124	51	127	97	79	82	183	62	75	130	132	133	150	112	56	88	81	128	87	93	85	94	94	142	56	180	121	86									
		21.47%	20.06%	20.55%	20.38%	20.51%	18.67%	17.44%	18.98%	17.39%	17.58%	21.07%	20.67%	20.00%	18.12%	19.42%	20.32%	22.34%	17.06%	22.52%	17.14%	22.32%	30.26%	28.46%	27.68%	30.61%	26.00%	25.19%	27.65%	25.17%	22.09%	18.30%	25.14%	19.80%	22.18%	19.04%	17.88%	21.79%	21.46%	19.22%	27.63%	20.59%	30.87%	17.66%	20.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	266	7	2	4	14	11	2	10	7	13	9	9	8	6	5	13	5	8	8	6	0	0	2	1	2	10	5	5	9	7	2	3	3	6	6	12	4	6	3	9	3	3	9	9									
		1.18%	1.00%	0.37%	0.51%	1.77%	2.10%	0.39%	1.16%	1.13%	1.69%	1.26%	1.44%	1.65%	1.07%	0.97%	1.74%	0.90%	2.68%	1.42%	1.06%	0.00%	0.00%	0.31%	0.45%	0.82%	2.00%	0.95%	1.04%	1.51%	1.38%	0.65%	0.86%	0.73%	1.04%	1.31%	2.31%	1.03%	1.37%	0.61%	1.75%	1.10%	0.51%	1.31%	2.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	405	14	5	14	15	13	6	18	18	16	9	4	13	10	8	21	10	4	13	12	1	0	5	3	0	11	7	6	13	5	2	6	13	17	16	13	7	4	11	4	4	6	13	15									
		1.80%	2.01%	0.92%	1.78%	1.90%	2.48%	1.16%	2.10%	2.90%	2.08%	1.26%	0.64%	2.68%	1.78%	1.55%	2.81%	1.80%	1.34%	2.30%	2.12%	0.28%	0.00%	0.78%	1.34%	0.00%	2.20%	1.34%	1.25%	2.18%	0.99%	0.65%	1.71%	3.18%	2.95%	3.50%	2.50%	1.79%	0.91%	2.25%	0.78%	1.47%	1.03%	1.90%	3.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	0	3	1	2	0	2	1	0	1	1	1	3	0	0	2	1	1	0	2	0	1	0	0	0	0	1	0	1	0	1	0	2	0	0	1	1	0	0	1	0	0	2	0									
		0.14%	0.00%	0.55%	0.13%	0.25%	0.00%	0.39%	0.12%	0.00%	0.13%	0.14%	0.16%	0.62%	0.00%	0.00%	0.27%	0.18%	0.33%	0.00%	0.35%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.17%	0.00%	0.33%	0.00%	0.49%	0.00%	0.00%	0.19%	0.26%	0.00%	0.00%	0.19%	0.00%	0.00%	0.29%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	993	38	33	30	26	29	35	52	48	41	26	31	16	22	23	43	9	9	26	32	17	1	23	8	3	14	11	28	32	9	19	16	13	18	30	31	16	18	18	7	11	9	47	25									
		4.42%	5.44%	6.06%	3.82%	3.29%	5.52%	6.78%	6.05%	7.73%	5.34%	3.65%	4.97%	3.30%	3.91%	4.47%	5.75%	1.62%	3.01%	4.61%	5.65%	4.80%	0.37%	3.58%	3.57%	1.22%	2.80%	2.10%	5.82%	5.37%	1.78%	6.21%	4.57%	3.18%	3.12%	6.56%	5.96%	4.10%	4.11%	3.68%	1.36%	4.04%	1.54%	6.86%	6.10%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2946	95	60	72	112	68	70	123	68	102	91	96	64	69	82	97	94	41	87	79	32	41	70	23	24	65	73	55	78	75	45	42	60	76	64	82	38	55	78	52	27	86	79	56									
		13.10%	13.61%	11.01%	9.17%	14.18%	12.95%	13.57%	14.32%	10.95%	13.28%	12.78%	15.38%	13.20%	12.26%	15.92%	12.97%	16.94%	13.71%	15.43%	13.96%	9.04%	15.13%	10.89%	10.27%	9.80%	13.00%	13.93%	11.43%	13.09%	14.79%	14.71%	12.00%	14.67%	13.17%	14.00%	15.77%	9.74%	12.56%	15.95%	10.12%	9.93%	14.75%	11.53%	13.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	142	5	3	1	5	3	4	4	4	6	3	1	3	6	1	5	4	6	6	2	3	1	5	1	0	1	3	2	4	2	2	4	4	9	4	1	3	1	2	4	2	5	6	1									
		0.63%	0.72%	0.55%	0.13%	0.63%	0.57%	0.78%	0.47%	0.64%	0.78%	0.42%	0.16%	0.62%	1.07%	0.19%	0.67%	0.72%	2.01%	1.06%	0.35%	0.85%	0.37%	0.78%	0.45%	0.00%	0.20%	0.57%	0.42%	0.67%	0.39%	0.65%	1.14%	0.98%	1.56%	0.88%	0.19%	0.77%	0.23%	0.41%	0.78%	0.74%	0.86%	0.88%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2089	66	56	87	72	62	72	81	54	88	70	59	69	61	55	81	42	31	45	54	36	21	45	11	27	52	36	30	36	56	27	19	32	44	45	36	36	44	44	48	19	38	65	37									
		9.29%	9.46%	10.28%	11.08%	9.11%	11.81%	13.95%	9.43%	8.70%	11.46%	9.83%	9.46%	14.23%	10.83%	10.68%	10.83%	7.57%	10.37%	7.98%	9.54%	10.17%	7.75%	6.99%	4.91%	11.02%	10.40%	6.87%	6.24%	6.04%	11.05%	8.82%	5.43%	7.82%	7.63%	9.85%	6.92%	9.23%	10.05%	8.99%	9.34%	6.99%	6.52%	9.49%	9.02%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
