Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Олекминская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4978	14	262	139	32	98	112	170	130	34	130	116	77	135	87	213	98	249	77	77	138	101	101	193	64	162	46	64	56	97	122	250	273	216	196	93	152	175	76	78	75									
		52.34%	60.87%	55.63%	74.33%	66.67%	51.58%	56.28%	42.71%	42.76%	53.13%	50.39%	52.25%	48.13%	52.53%	49.15%	61.03%	53.26%	54.97%	50.99%	55.00%	48.76%	69.18%	63.52%	62.66%	64.65%	44.75%	46.00%	52.03%	64.37%	44.70%	56.22%	53.19%	47.81%	50.12%	45.90%	52.54%	53.33%	44.42%	52.05%	53.42%	59.06%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	0	2	0	0	1	0	4	2	0	1	1	1	2	1	1	0	2	2	0	3	1	1	2	0	1	0	0	0	1	0	7	4	0	2	0	4	1	2	1	0									
		0.53%	0.00%	0.42%	0.00%	0.00%	0.53%	0.00%	1.01%	0.66%	0.00%	0.39%	0.45%	0.63%	0.78%	0.56%	0.29%	0.00%	0.44%	1.32%	0.00%	1.06%	0.68%	0.63%	0.65%	0.00%	0.28%	0.00%	0.00%	0.00%	0.46%	0.00%	1.49%	0.70%	0.00%	0.47%	0.00%	1.40%	0.25%	1.37%	0.68%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	0	4	0	0	2	0	0	3	0	2	1	1	2	4	1	0	2	0	0	2	0	2	0	0	1	1	0	0	1	1	2	0	2	1	0	0	0	2	0	0									
		0.39%	0.00%	0.85%	0.00%	0.00%	1.05%	0.00%	0.00%	0.99%	0.00%	0.78%	0.45%	0.63%	0.78%	2.26%	0.29%	0.00%	0.44%	0.00%	0.00%	0.71%	0.00%	1.26%	0.00%	0.00%	0.28%	1.00%	0.00%	0.00%	0.46%	0.46%	0.43%	0.00%	0.46%	0.23%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	998	3	60	25	2	46	17	9	18	1	12	10	8	4	6	32	9	49	6	20	3	21	9	40	19	11	0	5	3	15	29	61	116	72	69	27	41	58	17	29	16									
		10.49%	13.04%	12.74%	13.37%	4.17%	24.21%	8.54%	2.26%	5.92%	1.56%	4.65%	4.50%	5.00%	1.56%	3.39%	9.17%	4.89%	10.82%	3.97%	14.29%	1.06%	14.38%	5.66%	12.99%	19.19%	3.04%	0.00%	4.07%	3.45%	6.91%	13.36%	12.98%	20.32%	16.71%	16.16%	15.25%	14.39%	14.72%	11.64%	19.86%	12.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	1	0	0	2	0	4	0	0	0	1	0	2	2	1	1	0	0	6	1	0	1									
		0.32%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.25%	0.33%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.35%	0.00%	0.00%	0.65%	0.00%	1.10%	0.00%	0.00%	0.00%	0.46%	0.00%	0.43%	0.35%	0.23%	0.23%	0.00%	0.00%	1.52%	0.68%	0.00%	0.79%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	47	0	2	0	0	0	1	0	2	1	0	0	0	1	1	3	0	5	2	0	1	0	0	1	1	0	0	0	0	2	0	4	5	3	1	1	0	6	1	2	1									
		0.49%	0.00%	0.42%	0.00%	0.00%	0.00%	0.50%	0.00%	0.66%	1.56%	0.00%	0.00%	0.00%	0.39%	0.56%	0.86%	0.00%	1.10%	1.32%	0.00%	0.35%	0.00%	0.00%	0.32%	1.01%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.85%	0.88%	0.70%	0.23%	0.56%	0.00%	1.52%	0.68%	1.37%	0.79%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	1	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0									
		0.14%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.39%	0.00%	1.25%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.92%	0.00%	0.18%	0.23%	0.00%	0.00%	0.35%	0.25%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	62	0	1	1	0	1	0	2	1	0	3	0	2	2	2	2	1	3	2	0	2	0	3	2	1	0	1	1	0	4	0	2	9	5	1	1	2	4	0	1	0									
		0.65%	0.00%	0.21%	0.53%	0.00%	0.53%	0.00%	0.50%	0.33%	0.00%	1.16%	0.00%	1.25%	0.78%	1.13%	0.57%	0.54%	0.66%	1.32%	0.00%	0.71%	0.00%	1.89%	0.65%	1.01%	0.00%	1.00%	0.81%	0.00%	1.84%	0.00%	0.43%	1.58%	1.16%	0.23%	0.56%	0.70%	1.02%	0.00%	0.68%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1451	3	95	7	8	22	25	118	82	12	58	45	26	37	27	50	44	59	26	16	31	5	15	18	2	85	21	18	4	48	34	70	69	53	60	22	42	60	7	15	12									
		15.26%	13.04%	20.17%	3.74%	16.67%	11.58%	12.56%	29.65%	26.97%	18.75%	22.48%	20.27%	16.25%	14.40%	15.25%	14.33%	23.91%	13.02%	17.22%	11.43%	10.95%	3.42%	9.43%	5.84%	2.02%	23.48%	21.00%	14.63%	4.60%	22.12%	15.67%	14.89%	12.08%	12.30%	14.05%	12.43%	14.74%	15.23%	4.79%	10.27%	9.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	4	2	0	1	2	1	1	0	0									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.63%	0.39%	0.56%	0.29%	0.00%	0.22%	0.66%	0.71%	0.35%	0.00%	0.00%	0.32%	0.00%	0.28%	0.00%	0.81%	1.15%	0.00%	0.00%	0.00%	0.70%	0.46%	0.00%	0.56%	0.70%	0.25%	0.68%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	910	0	11	5	5	9	21	50	42	14	39	31	30	48	40	16	17	32	24	10	72	10	13	22	6	61	16	21	17	26	13	24	28	30	28	15	12	33	11	3	5									
		9.57%	0.00%	2.34%	2.67%	10.42%	4.74%	10.55%	12.56%	13.82%	21.88%	15.12%	13.96%	18.75%	18.68%	22.60%	4.58%	9.24%	7.06%	15.89%	7.14%	25.44%	6.85%	8.18%	7.14%	6.06%	16.85%	16.00%	17.07%	19.54%	11.98%	5.99%	5.11%	4.90%	6.96%	6.56%	8.47%	4.21%	8.38%	7.53%	2.05%	3.94%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
