Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
"Наименование Избирательной комиссии:    Красноярск, Октябрьская"																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №2296	УИК №2297					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8429	62	210	199	48	194	367	198	217	101	184	139	185	167	171	119	119	86	193	125	171	160	167	169	231	206	141	195	177	164	201	179	167	162	154	100	202	168	226	252	53	99	51	36	198	171	309	202	182	169	102	121	60					
		14.81%	20.88%	16.48%	17.86%	3.43%	18.28%	25.97%	15.70%	15.94%	12.12%	14.81%	12.29%	13.38%	13.70%	16.95%	12.11%	11.15%	12.95%	13.12%	7.97%	12.88%	22.13%	14.50%	15.60%	16.64%	15.20%	13.73%	16.22%	15.15%	15.31%	14.09%	14.83%	12.72%	14.67%	14.57%	10.89%	18.02%	11.19%	17.32%	15.25%	17.04%	14.35%	18.96%	15.65%	17.44%	14.10%	19.25%	15.99%	14.99%	16.46%	13.25%	12.46%	15.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	595	11	10	19	2	16	12	12	15	8	15	16	19	15	5	17	13	9	13	18	10	8	14	9	23	16	10	14	14	7	17	12	12	11	15	13	8	9	15	9	6	5	2	1	9	19	13	8	10	11	2	13	5					
		1.05%	3.70%	0.78%	1.71%	0.14%	1.51%	0.85%	0.95%	1.10%	0.96%	1.21%	1.41%	1.37%	1.23%	0.50%	1.73%	1.22%	1.36%	0.88%	1.15%	0.75%	1.11%	1.22%	0.83%	1.66%	1.18%	0.97%	1.16%	1.20%	0.65%	1.19%	0.99%	0.91%	0.99%	1.42%	1.42%	0.71%	0.60%	1.15%	0.54%	1.93%	0.72%	0.74%	0.43%	0.79%	1.57%	0.81%	0.63%	0.82%	1.07%	0.26%	1.34%	1.31%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	13887	85	335	261	335	210	261	302	346	230	302	297	367	271	215	234	288	167	345	479	349	138	256	276	323	341	255	292	286	270	383	328	350	257	251	214	264	302	335	347	87	162	76	57	286	325	354	349	290	277	170	228	79					
		24.39%	28.62%	26.30%	23.43%	23.96%	19.79%	18.47%	23.95%	25.42%	27.61%	24.32%	26.26%	26.54%	22.23%	21.31%	23.80%	26.99%	25.15%	23.45%	30.53%	26.28%	19.09%	22.22%	25.48%	23.27%	25.17%	24.83%	24.29%	24.49%	25.21%	26.84%	27.17%	26.66%	23.28%	23.75%	23.31%	23.55%	20.11%	25.67%	21.00%	27.97%	23.48%	28.25%	24.78%	25.20%	26.79%	22.06%	27.63%	23.89%	26.97%	22.08%	23.48%	20.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3550	15	84	86	50	39	125	84	77	68	62	89	105	80	45	65	82	47	182	221	167	60	99	59	85	58	46	67	70	21	78	55	79	46	61	53	44	58	57	100	23	18	7	8	48	75	85	65	73	70	16	75	18					
		6.24%	5.05%	6.59%	7.72%	3.58%	3.68%	8.85%	6.66%	5.66%	8.16%	4.99%	7.87%	7.59%	6.56%	4.46%	6.61%	7.69%	7.08%	12.37%	14.09%	12.58%	8.30%	8.59%	5.45%	6.12%	4.28%	4.48%	5.57%	5.99%	1.96%	5.47%	4.56%	6.02%	4.17%	5.77%	5.77%	3.93%	3.86%	4.37%	6.05%	7.40%	2.61%	2.60%	3.48%	4.23%	6.18%	5.30%	5.15%	6.01%	6.82%	2.08%	7.72%	4.72%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17372	79	349	282	781	416	323	364	394	215	376	280	354	384	346	274	300	188	347	321	264	222	335	305	354	475	324	353	448	354	364	361	375	353	334	343	354	681	389	632	75	280	74	86	299	346	527	327	383	246	300	287	149					
		30.51%	26.60%	27.39%	25.31%	55.87%	39.21%	22.86%	28.87%	28.95%	25.81%	30.27%	24.76%	25.60%	31.50%	34.29%	27.87%	28.12%	28.31%	23.59%	20.46%	19.88%	30.71%	29.08%	28.16%	25.50%	35.06%	31.55%	29.37%	38.36%	33.05%	25.51%	29.91%	28.56%	31.97%	31.60%	37.36%	31.58%	45.34%	29.81%	38.26%	24.12%	40.58%	27.51%	37.39%	26.34%	28.52%	32.83%	25.89%	31.55%	23.95%	38.96%	29.56%	39.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	785	2	23	13	11	12	26	16	24	12	23	13	17	21	10	12	13	8	27	25	24	7	20	11	28	16	8	17	23	19	25	17	17	16	17	10	9	20	18	20	3	9	0	4	15	11	23	12	15	11	3	24	5					
		1.38%	0.67%	1.81%	1.17%	0.79%	1.13%	1.84%	1.27%	1.76%	1.44%	1.85%	1.15%	1.23%	1.72%	0.99%	1.22%	1.22%	1.20%	1.84%	1.59%	1.81%	0.97%	1.74%	1.02%	2.02%	1.18%	0.78%	1.41%	1.97%	1.77%	1.75%	1.41%	1.29%	1.45%	1.61%	1.09%	0.80%	1.33%	1.38%	1.21%	0.96%	1.30%	0.00%	1.74%	1.32%	0.91%	1.43%	0.95%	1.24%	1.07%	0.39%	2.47%	1.31%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
