Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Чебоксарская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1099	25	10	15	20	15	5	10	20	15	20	10	15	10	5	15	5	70	10	15	10	5	65	60	45	54	20	10	20	15	35	10	15	10	10	15	20	20	15	10	10	15	30	10	45	15	20	15	25	10	10	30	10	25	20	20	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	293	8	3	7	5	4	1	2	4	4	12	6	3	1	0	2	1	28	3	1	1	2	26	13	21	19	6	1	9	7	14	4	0	1	0	9	4	0	0	1	1	3	3	1	5	1	7	4	4	4	1	7	2	10	2	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	324	10	4	2	3	2	58	5	11	11	8	1	2	6	2	5	3	6	0	3	3	6	12	4	1	4	2	2	25	5	5	1	4	3	5	5	10	3	2	7	5	3	3	2	2	0	5	5	6	1	2	4	7	4	13	8	3					
14	Число погашенных открепительных удостоверений	806	17	7	8	15	11	4	8	16	11	8	4	12	9	5	13	4	42	7	14	9	3	39	47	24	35	14	9	11	8	21	6	15	9	10	6	16	20	15	9	9	12	27	9	40	14	13	11	21	6	9	23	8	15	18	16	14					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	556	11	7	7	4	5	4	6	15	11	11	5	8	10	5	10	2	19	8	6	13	3	21	22	13	27	9	6	14	27	11	14	8	2	9	8	17	10	5	6	5	15	13	5	16	11	8	11	10	3	2	15	4	7	9	9	14					
		2.49%	2.40%	3.09%	2.54%	1.14%	1.61%	3.36%	2.15%	3.00%	3.65%	2.35%	1.95%	2.48%	3.41%	4.42%	3.20%	1.36%	1.52%	4.67%	2.88%	5.03%	2.15%	1.79%	2.12%	1.28%	2.69%	2.41%	2.97%	2.31%	7.71%	1.68%	5.46%	2.12%	1.19%	3.40%	2.46%	3.26%	2.68%	1.88%	3.97%	3.42%	5.39%	2.36%	3.14%	1.73%	4.50%	1.66%	4.15%	2.25%	1.50%	1.19%	2.15%	2.72%	1.19%	1.92%	1.88%	5.71%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	523	8	4	3	8	6	3	6	4	2	4	3	3	3	4	7	3	43	6	3	2	1	38	33	32	28	11	3	3	6	17	4	5	2	1	2	7	10	5	3	3	4	14	2	38	12	15	5	14	12	1	24	2	10	16	10	5					
		2.34%	1.75%	1.76%	1.09%	2.29%	1.93%	2.52%	2.15%	0.80%	0.66%	0.85%	1.17%	0.93%	1.02%	3.53%	2.24%	2.04%	3.46%	3.50%	1.44%	0.77%	0.71%	3.25%	3.19%	3.16%	2.79%	2.94%	1.48%	0.49%	1.71%	2.60%	1.56%	1.32%	1.19%	0.37%	0.61%	1.34%	2.68%	1.88%	1.98%	2.05%	1.43%	2.55%	1.25%	4.12%	4.91%	3.12%	1.88%	3.16%	6.03%	0.59%	3.45%	1.36%	1.70%	3.42%	2.09%	2.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	391	7	6	8	12	7	6	5	7	5	9	3	6	5	1	7	2	18	3	4	2	1	19	20	12	13	9	1	12	3	12	6	2	2	2	11	9	10	4	3	2	2	10	1	12	7	8	8	5	2	6	14	7	2	6	17	8					
		1.75%	1.53%	2.65%	2.90%	3.44%	2.25%	5.04%	1.79%	1.40%	1.66%	1.92%	1.17%	1.86%	1.70%	0.88%	2.24%	1.36%	1.44%	1.75%	1.92%	0.77%	0.71%	1.62%	1.93%	1.18%	1.29%	2.41%	0.49%	1.98%	0.85%	1.83%	2.34%	0.53%	1.19%	0.75%	3.38%	1.73%	2.68%	1.50%	1.98%	1.36%	0.71%	1.82%	0.62%	1.30%	2.86%	1.66%	3.01%	1.12%	1.00%	3.59%	2.01%	4.76%	0.34%	1.28%	3.56%	3.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	293	4	1	2	5	10	1	7	5	2	5	4	0	0	1	4	2	11	2	3	6	0	26	9	14	22	4	3	6	3	6	5	5	2	1	0	4	4	1	2	5	3	5	3	13	10	9	1	7	4	2	13	1	5	4	11	5					
		1.31%	0.87%	0.44%	0.72%	1.43%	3.22%	0.84%	2.50%	1.00%	0.66%	1.06%	1.56%	0.0%	0.0%	0.88%	1.28%	1.36%	0.88%	1.16%	1.44%	2.32%	0.0%	2.22%	0.87%	1.38%	2.19%	1.07%	1.48%	0.99%	0.85%	0.91%	1.95%	1.32%	1.19%	0.37%	0.0%	0.76%	1.07%	0.37%	1.32%	3.42%	1.07%	0.91%	1.88%	1.41%	4.09%	1.87%	0.37%	1.58%	2.01%	1.19%	1.87%	0.68%	0.85%	0.85%	2.30%	2.04%					
22	"5. ""За Русь Святую"""	97	0	0	2	3	0	1	2	0	1	1	0	2	1	0	2	2	3	2	1	1	1	7	6	2	5	4	0	3	1	3	0	0	1	0	1	6	1	1	2	0	0	1	1	2	3	2	0	6	0	0	2	1	2	3	1	5					
		0.43%	0.0%	0.0%	0.72%	0.86%	0.0%	0.84%	0.71%	0.0%	0.33%	0.21%	0.0%	0.62%	0.34%	0.0%	0.64%	1.36%	0.24%	1.16%	0.48%	0.38%	0.71%	0.59%	0.58%	0.19%	0.49%	1.07%	0.0%	0.49%	0.28%	0.45%	0.0%	0.0%	0.59%	0.0%	0.30%	1.15%	0.26%	0.37%	1.32%	0.0%	0.0%	0.18%	0.62%	0.21%	1.22%	0.41%	0.0%	1.35%	0.0%	0.0%	0.28%	0.68%	0.34%	0.64%	0.20%	2.04%					
23	"6. ""Объединенная Российская партия ""Русь"""	45	1	0	1	2	2	0	1	0	1	0	2	1	0	0	0	1	0	1	0	2	0	1	2	1	0	3	0	0	1	1	0	0	0	1	1	3	1	1	0	0	0	0	0	0	3	0	1	1	1	1	1	0	0	2	2	2					
		0.20%	0.21%	0.0%	0.36%	0.57%	0.64%	0.0%	0.35%	0.0%	0.33%	0.0%	0.78%	0.31%	0.0%	0.0%	0.0%	0.68%	0.0%	0.58%	0.0%	0.77%	0.0%	0.08%	0.19%	0.09%	0.0%	0.80%	0.0%	0.0%	0.28%	0.15%	0.0%	0.0%	0.0%	0.37%	0.30%	0.57%	0.26%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.22%	0.0%	0.37%	0.22%	0.50%	0.59%	0.14%	0.0%	0.0%	0.42%	0.41%	0.81%					
24	"7. ""Новый курс - Автомобильная Россия"""	117	2	2	1	4	2	1	2	1	1	3	3	0	1	0	0	0	3	1	0	2	0	5	4	8	4	0	2	2	4	3	0	2	0	2	2	2	3	1	0	0	4	4	4	6	3	1	1	7	1	0	4	0	3	2	4	0					
		0.52%	0.43%	0.88%	0.36%	1.14%	0.64%	0.84%	0.71%	0.20%	0.33%	0.64%	1.17%	0.0%	0.34%	0.0%	0.0%	0.0%	0.24%	0.58%	0.0%	0.77%	0.0%	0.42%	0.38%	0.79%	0.39%	0.0%	0.99%	0.33%	1.14%	0.45%	0.0%	0.53%	0.0%	0.75%	0.61%	0.38%	0.80%	0.37%	0.0%	0.0%	1.43%	0.72%	2.51%	0.65%	1.22%	0.20%	0.37%	1.58%	0.50%	0.0%	0.57%	0.0%	0.51%	0.42%	0.83%	0.0%					
25	"8. ""Народно-республиканская партия России"""	72	4	0	2	0	0	0	3	0	0	1	4	1	0	0	0	0	1	1	1	0	0	2	2	3	1	1	0	3	3	1	1	1	0	2	3	1	2	1	1	0	0	1	0	5	0	0	2	2	1	1	6	4	1	1	1	1					
		0.32%	0.87%	0.0%	0.72%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.21%	1.56%	0.31%	0.0%	0.0%	0.0%	0.0%	0.08%	0.58%	0.48%	0.0%	0.0%	0.17%	0.19%	0.29%	0.09%	0.26%	0.0%	0.49%	0.85%	0.15%	0.39%	0.26%	0.0%	0.75%	0.92%	0.19%	0.53%	0.37%	0.66%	0.0%	0.0%	0.18%	0.0%	0.54%	0.0%	0.0%	0.75%	0.45%	0.50%	0.59%	0.86%	2.72%	0.17%	0.21%	0.20%	0.40%					
26	"9. ""Российская экологическая партия ""Зеленые"""	61	3	0	1	3	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	8	5	2	3	0	2	0	1	3	1	0	1	1	1	0	3	0	0	1	1	1	0	1	0	1	3	3	0	0	1	1	1	1	0	1					
		0.27%	0.65%	0.0%	0.36%	0.86%	0.0%	0.0%	0.0%	0.20%	0.33%	0.21%	0.0%	0.31%	0.34%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.71%	0.68%	0.48%	0.19%	0.29%	0.0%	0.99%	0.0%	0.28%	0.45%	0.39%	0.0%	0.59%	0.37%	0.30%	0.0%	0.80%	0.0%	0.0%	0.68%	0.35%	0.18%	0.0%	0.10%	0.0%	0.20%	1.13%	0.67%	0.0%	0.0%	0.14%	0.68%	0.17%	0.21%	0.0%	0.40%					
27	"10. ""Аграрная партия России"""	1912	51	21	46	40	7	3	16	29	43	47	57	128	38	15	75	15	55	7	18	37	4	67	74	57	57	19	19	40	11	16	13	58	28	52	69	22	20	14	11	14	34	53	10	98	5	15	32	21	13	11	72	10	45	43	29	8					
		8.57%	11.15%	9.29%	16.72%	11.49%	2.25%	2.52%	5.73%	5.81%	14.28%	10.04%	22.26%	39.75%	12.96%	13.27%	24.03%	10.20%	4.42%	4.09%	8.65%	14.34%	2.87%	5.73%	7.15%	5.63%	5.68%	5.09%	9.40%	6.61%	3.14%	2.45%	5.07%	15.38%	16.76%	19.69%	21.23%	4.23%	5.37%	5.28%	7.28%	9.58%	12.23%	9.65%	6.28%	10.64%	2.04%	3.12%	12.07%	4.74%	6.53%	6.58%	10.35%	6.80%	7.69%	9.20%	6.07%	3.26%					
28	"11. ""Истинные патриоты России"""	50	1	0	0	1	0	0	2	0	3	0	1	1	3	0	2	1	0	0	0	2	0	2	0	1	1	2	1	0	2	3	2	0	1	0	1	2	0	0	0	0	1	0	0	0	0	1	1	1	2	2	1	1	3	1	0	1					
		0.22%	0.21%	0.0%	0.0%	0.28%	0.0%	0.0%	0.71%	0.0%	0.99%	0.0%	0.39%	0.31%	1.02%	0.0%	0.64%	0.68%	0.0%	0.0%	0.0%	0.77%	0.0%	0.17%	0.0%	0.09%	0.09%	0.53%	0.49%	0.0%	0.57%	0.45%	0.78%	0.0%	0.59%	0.0%	0.30%	0.38%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.20%	0.37%	0.22%	1.00%	1.19%	0.14%	0.68%	0.51%	0.21%	0.0%	0.40%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	473	12	4	2	6	3	1	6	2	9	6	6	2	4	2	7	3	32	3	9	4	1	33	21	16	22	7	8	6	9	7	11	6	0	1	2	11	10	3	4	0	8	12	5	17	5	5	10	15	5	4	37	4	10	8	17	10					
		2.12%	2.62%	1.76%	0.72%	1.72%	0.96%	0.84%	2.15%	0.40%	2.99%	1.28%	2.34%	0.62%	1.36%	1.76%	2.24%	2.04%	2.57%	1.75%	4.32%	1.55%	0.71%	2.82%	2.03%	1.58%	2.19%	1.87%	3.96%	0.99%	2.57%	1.07%	4.29%	1.59%	0.0%	0.37%	0.61%	2.11%	2.68%	1.13%	2.64%	0.0%	2.87%	2.18%	3.14%	1.84%	2.04%	1.04%	3.77%	3.38%	2.51%	2.39%	5.32%	2.72%	1.70%	1.71%	3.56%	4.08%					
30	"13. ""Демократическая партия России"""	60	1	2	0	0	0	0	2	0	0	1	0	1	0	0	0	1	4	0	2	0	0	5	4	2	3	1	0	1	1	2	0	1	0	1	0	1	0	2	2	1	1	1	0	1	1	2	3	0	2	1	0	1	1	2	1	2					
		0.26%	0.21%	0.88%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.21%	0.0%	0.31%	0.0%	0.0%	0.0%	0.68%	0.32%	0.0%	0.96%	0.0%	0.0%	0.42%	0.38%	0.19%	0.29%	0.26%	0.0%	0.16%	0.28%	0.30%	0.0%	0.26%	0.0%	0.37%	0.0%	0.19%	0.0%	0.75%	1.32%	0.68%	0.35%	0.18%	0.0%	0.10%	0.40%	0.41%	1.13%	0.0%	1.00%	0.59%	0.0%	0.68%	0.17%	0.42%	0.20%	0.81%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	0	2	1	1	1	0	1	0	0	0	1	1	2	0	1	0	1	0	1	0	0	1	2	1	2	1	0	2	0	1	1	2	2	0	1	0	1	1	1	0	1	2	0	1	0	0	1	2	1	1	1	0	0	2	0	0					
		0.19%	0.0%	0.88%	0.36%	0.28%	0.32%	0.0%	0.35%	0.0%	0.0%	0.0%	0.39%	0.31%	0.68%	0.0%	0.32%	0.0%	0.08%	0.0%	0.48%	0.0%	0.0%	0.08%	0.19%	0.09%	0.19%	0.26%	0.0%	0.33%	0.0%	0.15%	0.39%	0.53%	1.19%	0.0%	0.30%	0.0%	0.26%	0.37%	0.66%	0.0%	0.35%	0.36%	0.0%	0.10%	0.0%	0.0%	0.37%	0.45%	0.50%	0.59%	0.14%	0.0%	0.0%	0.42%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	37	0	1	1	1	0	0	2	0	0	2	0	1	1	0	0	1	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	1	4	0	3	1	0	1	0	2	0	1	2					
		0.16%	0.0%	0.44%	0.36%	0.28%	0.0%	0.0%	0.71%	0.0%	0.0%	0.42%	0.0%	0.31%	0.34%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.77%	0.0%	0.08%	0.0%	0.19%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.40%	0.83%	0.0%	0.67%	0.50%	0.0%	0.14%	0.0%	0.34%	0.0%	0.20%	0.81%					
33	"16. ""Родина"" (народно-патриотический союз)"""	936	17	1	15	18	31	11	4	5	3	23	5	2	8	3	6	1	42	2	5	4	3	76	48	76	48	8	5	23	11	38	25	6	5	9	2	18	20	12	4	5	12	19	5	44	7	34	5	24	8	3	34	9	27	27	20	10					
		4.19%	3.71%	0.44%	5.45%	5.17%	10.0%	9.24%	1.43%	1.00%	0.99%	4.91%	1.95%	0.62%	2.73%	2.65%	1.92%	0.68%	3.38%	1.16%	2.40%	1.55%	2.15%	6.50%	4.64%	7.51%	4.78%	2.14%	2.47%	3.80%	3.14%	5.81%	9.76%	1.59%	2.99%	3.40%	0.61%	3.46%	5.37%	4.52%	2.64%	3.42%	4.31%	3.46%	3.14%	4.77%	2.86%	7.08%	1.88%	5.41%	4.02%	1.79%	4.89%	6.12%	4.61%	5.78%	4.19%	4.08%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	99	2	4	2	1	1	0	3	1	2	1	0	5	1	0	1	1	4	0	3	0	0	0	0	1	3	0	1	4	5	3	1	1	1	1	1	1	0	4	4	1	3	0	2	2	2	2	2	2	2	0	3	0	5	3	3	4					
		0.44%	0.43%	1.76%	0.72%	0.28%	0.32%	0.0%	1.07%	0.20%	0.66%	0.21%	0.0%	1.55%	0.34%	0.0%	0.32%	0.68%	0.32%	0.0%	1.44%	0.0%	0.0%	0.0%	0.0%	0.09%	0.29%	0.0%	0.49%	0.66%	1.42%	0.45%	0.39%	0.26%	0.59%	0.37%	0.30%	0.19%	0.0%	1.50%	2.64%	0.68%	1.07%	0.0%	1.25%	0.21%	0.81%	0.41%	0.75%	0.45%	1.00%	0.0%	0.43%	0.0%	0.85%	0.64%	0.62%	1.63%					
35	"18. ""ЛДПР"""	1959	69	14	18	39	21	19	25	23	20	31	21	14	17	7	21	9	102	7	9	16	7	121	94	99	96	33	9	29	14	65	24	24	19	20	22	46	26	35	14	18	18	50	24	98	30	39	26	53	18	15	64	9	63	43	64	28					
		8.78%	15.09%	6.19%	6.54%	11.20%	6.77%	15.96%	8.96%	4.60%	6.64%	6.62%	8.20%	4.34%	5.80%	6.19%	6.73%	6.12%	8.21%	4.09%	4.32%	6.20%	5.03%	10.35%	9.09%	9.79%	9.57%	8.84%	4.45%	4.79%	4.0%	9.95%	9.37%	6.36%	11.37%	7.57%	6.76%	8.84%	6.98%	13.20%	9.27%	12.32%	6.47%	9.10%	15.09%	10.64%	12.29%	8.12%	9.81%	11.96%	9.04%	8.98%	9.20%	6.12%	10.76%	9.20%	13.41%	11.42%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	514	14	3	6	23	17	3	2	2	8	13	4	2	3	3	4	1	18	3	3	5	3	36	36	26	29	8	2	16	9	7	8	3	0	10	3	9	10	4	7	3	5	15	1	27	5	10	2	8	6	9	18	4	6	11	11	10					
		2.30%	3.06%	1.32%	2.18%	6.60%	5.48%	2.52%	0.71%	0.40%	2.65%	2.77%	1.56%	0.62%	1.02%	2.65%	1.28%	0.68%	1.44%	1.75%	1.44%	1.93%	2.15%	3.07%	3.48%	2.57%	2.89%	2.14%	0.99%	2.64%	2.57%	1.07%	3.12%	0.79%	0.0%	3.78%	0.92%	1.73%	2.68%	1.50%	4.63%	2.05%	1.79%	2.73%	0.62%	2.93%	2.04%	2.08%	0.75%	1.80%	3.01%	5.38%	2.58%	2.72%	1.02%	2.35%	2.30%	4.08%					
37	"20. ""Политическая партия ""Единая Россия"""	8554	141	99	95	106	132	32	115	278	118	235	72	84	134	43	67	38	488	81	91	93	89	396	481	381	405	130	71	322	181	296	93	171	70	77	102	257	160	73	48	49	82	212	37	306	88	169	92	168	65	76	233	22	221	152	170	67					
		38.34%	30.85%	43.80%	34.54%	30.45%	42.58%	26.89%	41.21%	55.71%	39.20%	50.21%	28.12%	26.08%	45.73%	38.05%	21.47%	25.85%	39.29%	47.36%	43.75%	36.04%	64.02%	33.87%	46.51%	37.68%	40.37%	34.85%	35.14%	53.22%	51.71%	45.32%	36.32%	45.35%	41.91%	29.16%	31.38%	49.42%	43.01%	27.54%	31.78%	33.56%	29.49%	38.61%	23.27%	33.22%	36.06%	35.20%	34.71%	37.92%	32.66%	45.50%	33.52%	14.96%	37.77%	32.54%	35.63%	27.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	95	3	1	2	0	0	0	2	0	1	2	2	1	2	0	2	0	3	0	0	1	0	3	4	1	2	2	6	1	1	1	0	0	0	3	0	2	0	1	0	0	1	0	1	1	2	3	0	3	0	3	2	22	0	3	3	2					
		0.42%	0.65%	0.44%	0.72%	0.0%	0.0%	0.0%	0.71%	0.0%	0.33%	0.42%	0.78%	0.31%	0.68%	0.0%	0.64%	0.0%	0.24%	0.0%	0.0%	0.38%	0.0%	0.25%	0.38%	0.09%	0.19%	0.53%	2.97%	0.16%	0.28%	0.15%	0.0%	0.0%	0.0%	1.13%	0.0%	0.38%	0.0%	0.37%	0.0%	0.0%	0.35%	0.0%	0.62%	0.10%	0.81%	0.62%	0.0%	0.67%	0.0%	1.79%	0.28%	14.96%	0.0%	0.64%	0.62%	0.81%					
39	"22. ""Развитие предпринимательства"""	50	1	0	1	0	0	1	2	1	3	0	0	1	1	0	0	1	2	0	0	1	1	1	0	4	0	2	1	1	0	3	1	1	0	2	1	1	0	3	1	0	1	2	0	3	0	1	0	0	0	1	2	1	0	0	1	0					
		0.22%	0.21%	0.0%	0.36%	0.0%	0.0%	0.84%	0.71%	0.20%	0.99%	0.0%	0.0%	0.31%	0.34%	0.0%	0.0%	0.68%	0.16%	0.0%	0.0%	0.38%	0.71%	0.08%	0.0%	0.39%	0.0%	0.53%	0.49%	0.16%	0.0%	0.45%	0.39%	0.26%	0.0%	0.75%	0.30%	0.19%	0.0%	1.13%	0.66%	0.0%	0.35%	0.36%	0.0%	0.32%	0.0%	0.20%	0.0%	0.0%	0.0%	0.59%	0.28%	0.68%	0.0%	0.0%	0.20%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3984	82	44	47	48	43	29	52	91	47	54	56	34	39	19	78	54	334	26	30	37	18	220	105	209	184	98	44	95	40	98	22	57	16	53	69	67	51	76	21	23	67	98	42	168	24	126	49	61	26	22	121	38	130	95	67	40					
		17.85%	17.94%	19.46%	17.09%	13.79%	13.87%	24.36%	18.63%	18.23%	15.61%	11.53%	21.87%	10.55%	13.31%	16.81%	25.0%	36.73%	26.89%	15.20%	14.42%	14.34%	12.94%	18.81%	10.15%	20.67%	18.34%	26.27%	21.78%	15.70%	11.42%	15.00%	8.59%	15.11%	9.58%	20.07%	21.23%	12.88%	13.70%	28.67%	13.90%	15.75%	24.10%	17.85%	26.41%	18.24%	9.83%	26.25%	18.49%	13.76%	13.06%	13.17%	17.41%	25.85%	22.22%	20.34%	14.04%	16.32%					
																																																															
41	Против всех	621	8	3	5	8	9	1	6	12	3	10	2	3	2	0	6	4	36	8	4	4	3	51	38	39	25	8	4	5	3	26	11	6	4	1	7	13	12	4	3	3	0	16	4	44	7	18	7	18	10	5	22	6	36	6	17	5					
		2.78%	1.75%	1.32%	1.81%	2.29%	2.90%	0.84%	2.15%	2.40%	0.99%	2.13%	0.78%	0.93%	0.68%	0.0%	1.92%	2.72%	2.89%	4.67%	1.92%	1.55%	2.15%	4.36%	3.67%	3.85%	2.49%	2.14%	1.98%	0.82%	0.85%	3.98%	4.29%	1.59%	2.39%	0.37%	2.15%	2.5%	3.22%	1.50%	1.98%	2.05%	0.0%	2.91%	2.51%	4.77%	2.86%	3.75%	2.64%	4.06%	5.02%	2.99%	3.16%	4.08%	6.15%	1.28%	3.56%	2.04%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
