Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Новохоперская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	105	2	2	10	3	1	14	5	6	10	0	0	1	0	3	0	0	0	0	1	2	0	0	0	0	1	2	0	13	4	2	0	0	0	0	0	3	6	7	0	7									
		0.42%	0.16%	0.20%	1.04%	0.52%	0.42%	1.11%	0.32%	1.21%	0.99%	0.00%	0.00%	0.21%	0.00%	1.52%	0.00%	0.00%	0.00%	0.00%	0.15%	0.14%	0.00%	0.00%	0.00%	0.00%	0.19%	0.27%	0.00%	1.90%	0.24%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.84%	0.39%	0.00%	0.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	363	27	15	16	93	0	39	0	15	12	0	0	5	0	0	0	0	2	0	5	21	8	0	0	13	4	12	0	0	16	1	0	3	0	0	0	3	12	24	0	17									
		1.44%	2.12%	1.48%	1.67%	16.23%	0.00%	3.09%	0.00%	3.02%	1.19%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.76%	1.46%	1.66%	0.00%	0.00%	3.19%	0.74%	1.60%	0.00%	0.00%	0.97%	0.25%	0.00%	1.23%	0.00%	0.00%	0.00%	0.88%	1.68%	1.35%	0.00%	2.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	152	1	10	20	7	0	24	8	17	2	0	0	0	0	0	0	0	0	0	12	3	5	0	0	1	3	4	0	0	1	0	0	2	0	0	3	3	7	7	0	12									
		0.60%	0.08%	0.99%	2.08%	1.22%	0.00%	1.90%	0.52%	3.42%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.82%	0.21%	1.04%	0.00%	0.00%	0.25%	0.56%	0.53%	0.00%	0.00%	0.06%	0.00%	0.00%	0.82%	0.00%	0.00%	1.04%	0.88%	0.98%	0.39%	0.00%	1.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17591	801	679	596	360	195	850	1011	227	618	250	413	350	424	136	81	340	316	339	397	1006	351	260	132	331	388	524	311	395	1206	300	78	199	203	280	245	239	511	1294	418	537									
		69.86%	62.87%	67.03%	62.08%	62.83%	81.59%	67.35%	65.52%	45.67%	61.49%	68.49%	65.56%	72.16%	84.29%	68.69%	75.70%	79.07%	74.88%	74.83%	60.24%	70.06%	72.82%	80.00%	85.71%	81.13%	71.99%	70.05%	84.74%	57.83%	73.05%	75.57%	80.41%	81.56%	77.48%	88.05%	85.07%	70.09%	71.57%	72.66%	76.42%	68.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	79	1	5	12	4	1	5	0	2	3	0	0	2	0	0	0	0	0	0	4	3	3	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	3	22	0	4									
		0.31%	0.08%	0.49%	1.25%	0.70%	0.42%	0.40%	0.00%	0.40%	0.30%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.21%	0.62%	0.00%	0.00%	0.00%	0.19%	0.13%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.42%	1.24%	0.00%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	2	10	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0									
		0.10%	0.16%	0.99%	0.63%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.06%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1127	18	36	60	62	23	110	48	94	82	22	5	7	4	4	7	11	6	9	19	32	57	5	4	40	23	26	3	7	31	14	3	22	10	7	5	17	67	47	5	75									
		4.48%	1.41%	3.55%	6.25%	10.82%	9.62%	8.72%	3.11%	18.91%	8.16%	6.03%	0.79%	1.44%	0.80%	2.02%	6.54%	2.56%	1.42%	1.99%	2.88%	2.23%	11.83%	1.54%	2.60%	9.80%	4.27%	3.48%	0.82%	1.02%	1.88%	3.53%	3.09%	9.02%	3.82%	2.20%	1.74%	4.99%	9.38%	2.64%	0.91%	9.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	49	1	6	7	2	1	14	0	5	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0									
		0.19%	0.08%	0.59%	0.73%	0.35%	0.42%	1.11%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.21%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.11%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	2	0	5	4	0	6	0	1	2	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	1	0	4									
		0.14%	0.16%	0.00%	0.52%	0.70%	0.00%	0.48%	0.00%	0.20%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.07%	0.41%	0.00%	0.00%	0.00%	0.37%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.28%	0.06%	0.00%	0.51%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	3	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1									
		0.05%	0.24%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.06%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	5	0	4	4	0	5	5	4	2	0	0	3	1	0	0	0	1	0	0	10	1	2	1	2	1	0	0	0	1	2	0	0	0	0	3	0	0	5	0	3									
		0.26%	0.39%	0.00%	0.42%	0.70%	0.00%	0.40%	0.32%	0.80%	0.20%	0.00%	0.00%	0.62%	0.20%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.70%	0.21%	0.62%	0.65%	0.49%	0.19%	0.00%	0.00%	0.00%	0.06%	0.50%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.28%	0.00%	0.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1827	147	48	176	12	17	140	108	98	56	33	112	13	31	15	7	9	6	12	55	23	36	15	2	16	15	36	3	74	139	17	5	15	23	6	12	33	53	89	22	98									
		7.26%	11.54%	4.74%	18.33%	2.09%	7.11%	11.09%	6.99%	19.72%	5.57%	9.04%	17.78%	2.68%	6.16%	7.58%	6.54%	2.09%	1.42%	2.65%	8.35%	1.60%	7.47%	4.62%	1.30%	3.92%	2.78%	4.81%	0.82%	10.83%	8.42%	4.28%	5.15%	6.15%	8.78%	1.89%	4.17%	9.68%	7.42%	4.99%	4.02%	12.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	191	9	2	4	4	0	3	4	5	7	0	0	2	3	0	1	0	21	13	16	2	0	3	0	0	10	10	0	53	1	1	1	0	5	5	0	0	1	3	0	2									
		0.76%	0.71%	0.20%	0.42%	0.70%	0.00%	0.24%	0.26%	1.01%	0.70%	0.00%	0.00%	0.41%	0.60%	0.00%	0.93%	0.00%	4.98%	2.87%	2.43%	0.14%	0.00%	0.92%	0.00%	0.00%	1.86%	1.34%	0.00%	7.76%	0.06%	0.25%	1.03%	0.00%	1.91%	1.57%	0.00%	0.00%	0.14%	0.17%	0.00%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3478	245	200	35	9	1	43	354	19	210	60	100	100	40	40	11	70	70	80	141	316	9	40	15	0	90	130	50	140	251	60	10	3	21	20	20	40	46	271	102	16									
		13.81%	19.23%	19.74%	3.65%	1.57%	0.42%	3.41%	22.94%	3.82%	20.90%	16.44%	15.87%	20.62%	7.95%	20.20%	10.28%	16.28%	16.59%	17.66%	21.40%	22.01%	1.87%	12.31%	9.74%	0.00%	16.70%	17.38%	13.62%	20.50%	15.20%	15.11%	10.31%	1.23%	8.02%	6.29%	6.94%	11.73%	6.44%	15.22%	18.65%	2.05%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
