Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Гусь-Хрустальная																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7040	94	38	56	87	159	70	139	136	100	221	152	167	105	75	112	58	437	156	60	389	394	143	67	183	188	86	173	84	238	53	251	154	53	318	217	227	280	227	231	348	73	137	104									
		51.45%	42.73%	40.00%	52.83%	46.52%	54.64%	58.33%	62.90%	61.26%	41.32%	71.52%	64.41%	58.60%	61.40%	58.59%	44.80%	51.33%	47.71%	49.68%	53.57%	51.80%	55.81%	72.96%	66.34%	41.22%	46.88%	52.12%	57.86%	41.18%	55.61%	46.49%	42.83%	56.83%	41.73%	45.11%	39.31%	41.35%	52.73%	62.19%	55.40%	55.15%	50.00%	50.18%	56.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	73	2	0	2	1	0	0	2	1	1	0	0	2	0	1	3	2	1	3	1	2	7	0	0	2	1	0	4	2	2	1	6	0	1	2	8	5	2	2	1	1	0	2	0									
		0.53%	0.91%	0.00%	1.89%	0.53%	0.00%	0.00%	0.90%	0.45%	0.41%	0.00%	0.00%	0.70%	0.00%	0.78%	1.20%	1.77%	0.11%	0.96%	0.89%	0.27%	0.99%	0.00%	0.00%	0.45%	0.25%	0.00%	1.34%	0.98%	0.47%	0.88%	1.02%	0.00%	0.79%	0.28%	1.45%	0.91%	0.38%	0.55%	0.24%	0.16%	0.00%	0.73%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	1	1	0	1	1	0	1	0	0	1	0	1	2	0	0	0	1	2	0	1	3	1	0	3	2	0	1	2	1	0	3	1	0	3	1	1	2	1	0	1	0	0	0									
		0.29%	0.45%	1.05%	0.00%	0.53%	0.34%	0.00%	0.45%	0.00%	0.00%	0.32%	0.00%	0.35%	1.17%	0.00%	0.00%	0.00%	0.11%	0.64%	0.00%	0.13%	0.42%	0.51%	0.00%	0.68%	0.50%	0.00%	0.33%	0.98%	0.23%	0.00%	0.51%	0.37%	0.00%	0.43%	0.18%	0.18%	0.38%	0.27%	0.00%	0.16%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2656	58	38	19	61	27	20	31	35	66	37	27	38	21	25	38	15	205	51	12	141	173	22	17	83	80	25	41	55	75	29	121	50	31	164	115	157	70	50	87	106	33	72	35									
		19.41%	26.36%	40.00%	17.92%	32.62%	9.28%	16.67%	14.03%	15.77%	27.27%	11.97%	11.44%	13.33%	12.28%	19.53%	15.20%	13.27%	22.38%	16.24%	10.71%	18.77%	24.50%	11.22%	16.83%	18.69%	19.95%	15.15%	13.71%	26.96%	17.52%	25.44%	20.65%	18.45%	24.41%	23.26%	20.83%	28.60%	13.18%	13.70%	20.86%	16.80%	22.60%	26.37%	19.13%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	1	1	0	1	1	0	3	0	1	0	1	0	1	0	1	0	7	0	2	0	1	1	0	2	3	0	3	0	3	0	4	0	0	1	3	5	3	1	1	3	1	0	0									
		0.40%	0.45%	1.05%	0.00%	0.53%	0.34%	0.00%	1.36%	0.00%	0.41%	0.00%	0.42%	0.00%	0.58%	0.00%	0.40%	0.00%	0.76%	0.00%	1.79%	0.00%	0.14%	0.51%	0.00%	0.45%	0.75%	0.00%	1.00%	0.00%	0.70%	0.00%	0.68%	0.00%	0.00%	0.14%	0.54%	0.91%	0.56%	0.27%	0.24%	0.48%	0.68%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	0	0	0	0	2	0	1	1	1	0	1	4	0	0	2	1	12	2	1	4	0	0	2	1	0	1	0	2	4	0	5	7	1	10	8	6	5	1	2	6	1	2	1									
		0.71%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.45%	0.45%	0.41%	0.00%	0.42%	1.40%	0.00%	0.00%	0.80%	0.88%	1.31%	0.64%	0.89%	0.53%	0.00%	0.00%	1.98%	0.23%	0.00%	0.61%	0.00%	0.98%	0.93%	0.00%	0.85%	2.58%	0.79%	1.42%	1.45%	1.09%	0.94%	0.27%	0.48%	0.95%	0.68%	0.73%	0.55%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.14%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	105	1	2	0	0	2	1	1	1	1	0	2	3	1	0	3	0	15	3	0	12	4	1	0	4	4	5	2	2	3	1	0	0	1	6	4	5	4	0	5	4	2	0	0									
		0.77%	0.45%	2.11%	0.00%	0.00%	0.69%	0.83%	0.45%	0.45%	0.41%	0.00%	0.85%	1.05%	0.58%	0.00%	1.20%	0.00%	1.64%	0.96%	0.00%	1.60%	0.57%	0.51%	0.00%	0.90%	0.99%	3.03%	0.67%	0.98%	0.70%	0.88%	0.00%	0.00%	0.79%	0.85%	0.72%	0.91%	0.75%	0.00%	1.20%	0.63%	1.37%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1667	28	7	14	8	46	12	22	16	28	19	30	24	22	13	43	26	107	55	15	98	55	12	9	103	63	18	32	39	51	12	91	21	18	86	83	69	66	33	41	85	19	21	7									
		12.18%	12.73%	7.37%	13.21%	4.28%	15.81%	10.00%	9.95%	7.21%	11.57%	6.15%	12.71%	8.42%	12.87%	10.16%	17.20%	23.01%	11.68%	17.52%	13.39%	13.05%	7.79%	6.12%	8.91%	23.20%	15.71%	10.91%	10.70%	19.12%	11.92%	10.53%	15.53%	7.75%	14.17%	12.20%	15.04%	12.57%	12.43%	9.04%	9.83%	13.47%	13.01%	7.69%	3.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	0	1	1	1	0	0	0	1	1	1	1	2	2	1	0	0	4	1	1	6	3	0	0	0	0	0	2	0	2	1	2	0	1	3	1	3	4	0	2	0	0	3	2									
		0.39%	0.00%	1.05%	0.94%	0.53%	0.00%	0.00%	0.00%	0.45%	0.41%	0.32%	0.42%	0.70%	1.17%	0.78%	0.00%	0.00%	0.44%	0.32%	0.89%	0.80%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.47%	0.88%	0.34%	0.00%	0.79%	0.43%	0.18%	0.55%	0.75%	0.00%	0.48%	0.00%	0.00%	1.10%	1.09%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	519	9	2	5	12	12	6	5	12	13	7	9	15	6	6	9	3	36	10	8	19	8	7	0	17	8	7	8	2	14	5	40	20	4	26	33	21	20	17	9	21	2	15	11									
		3.79%	4.09%	2.11%	4.72%	6.42%	4.12%	5.00%	2.26%	5.41%	5.37%	2.27%	3.81%	5.26%	3.51%	4.69%	3.60%	2.65%	3.93%	3.18%	7.14%	2.53%	1.13%	3.57%	0.00%	3.83%	1.99%	4.24%	2.68%	0.98%	3.27%	4.39%	6.83%	7.38%	3.15%	3.69%	5.98%	3.83%	3.77%	4.66%	2.16%	3.33%	1.37%	5.49%	6.01%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
