Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																						
Дата голосования: 18.09.2016																																																						
																																																						
Наименование Избирательной комиссии:    Абатская																																																						
																																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																																						
																																																						
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	757	107	101	72	50	6	7	4	8	26	4	6	21	4	4	26	7	6	4	4	32	4	3	36	5	11	10	5	30	30	4	5	6	5	15	5	20	6	7	12	23	3	4	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	91	17	25	10	6	1	0	0	0	3	0	3	1	0	0	1	0	0	0	0	3	0	1	3	0	0	4	0	0	3	0	5	0	0	0	0	0	1	0	2	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	59	0	10	0	0	1	1	1	1	0	1	1	2	1	1	1	2	1	1	2	4	1	2	2	1	0	1	2	1	1	1	2	1	2	1	1	2	1	1	0	1	1	1	2									
14	Число погашенных неиспользованных открепительных удостоверений	666	90	76	62	44	5	7	4	8	23	4	3	20	4	4	25	7	6	4	4	29	4	2	33	5	11	6	5	30	27	4	0	6	5	15	5	20	5	7	10	21	3	4	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	8	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	65	15	29	0	6	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0									
		0.44%	0.73%	1.43%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.00%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.72%	0.00%	0.00%	2.38%	2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	47	0	0	0	23	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	4	0	0	1	2	0	0	0	0	2	5	0	0	0	0									
		0.31%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.85%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.11%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.79%	2.04%	0.00%	0.00%	0.00%	0.00%	1.31%	1.93%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	24	0	0	5	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0									
		0.16%	0.00%	0.00%	0.36%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12199	1677	1663	1250	672	107	65	78	143	447	69	90	317	74	56	461	113	106	79	74	512	61	52	601	54	166	169	84	559	332	50	87	89	41	199	92	348	116	129	201	424	61	68	163									
		81.67%	81.21%	82.00%	88.78%	68.71%	82.95%	44.52%	81.25%	86.14%	86.29%	86.25%	76.27%	78.27%	77.89%	71.79%	86.98%	82.48%	86.18%	85.87%	76.29%	82.58%	72.62%	71.23%	84.65%	54.00%	79.81%	88.95%	85.71%	94.91%	79.43%	63.29%	82.08%	70.63%	41.84%	69.10%	90.20%	86.14%	89.23%	84.31%	77.61%	93.19%	89.71%	70.83%	84.02%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	939	165	102	30	106	6	15	5	5	11	3	14	41	16	19	26	11	7	6	10	23	11	12	33	7	12	14	7	8	45	4	4	5	17	50	7	28	3	9	22	9	2	3	6									
		6.29%	7.99%	5.03%	2.13%	10.84%	4.65%	10.27%	5.21%	3.01%	2.12%	3.75%	11.86%	10.12%	16.84%	24.36%	4.91%	8.03%	5.69%	6.52%	10.31%	3.71%	13.10%	16.44%	4.65%	7.00%	5.77%	7.37%	7.14%	1.36%	10.77%	5.06%	3.77%	3.97%	17.35%	17.36%	6.86%	6.93%	2.31%	5.88%	8.49%	1.98%	2.94%	3.13%	3.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1									
		0.05%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	1.04%	0.52%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0									
		0.05%	0.00%	0.00%	0.00%	0.20%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0									
		0.07%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	1.04%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	814	127	116	45	58	7	6	6	9	27	4	6	22	1	3	17	7	6	4	5	54	7	6	28	6	15	7	6	20	20	5	6	18	36	17	3	18	3	4	16	22	2	7	12									
		5.45%	6.15%	5.72%	3.20%	5.93%	5.43%	4.11%	6.25%	5.42%	5.21%	5.00%	5.08%	5.43%	1.05%	3.85%	3.21%	5.11%	4.88%	4.35%	5.15%	8.71%	8.33%	8.22%	3.94%	6.00%	7.21%	3.68%	6.12%	3.40%	4.78%	6.33%	5.66%	14.29%	36.73%	5.90%	2.94%	4.46%	2.31%	2.61%	6.18%	4.84%	2.94%	7.29%	6.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	797	81	118	78	88	6	60	5	8	28	2	7	25	1	0	22	5	4	3	6	31	5	0	46	33	12	0	0	2	3	19	7	6	0	21	0	10	8	7	10	0	3	15	12									
		5.34%	3.92%	5.82%	5.54%	8.99%	4.65%	41.10%	5.21%	4.82%	5.41%	2.50%	5.93%	6.17%	1.05%	0.00%	4.15%	3.65%	3.25%	3.26%	6.19%	5.00%	5.95%	0.00%	6.48%	33.00%	5.77%	0.00%	0.00%	0.34%	0.72%	24.05%	6.60%	4.76%	0.00%	7.29%	0.00%	2.48%	6.15%	4.58%	3.86%	0.00%	4.41%	15.63%	6.19%									
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
