Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Петровск-Забайкальская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720									
14	Число погашенных неиспользованных открепительных удостоверений	283	12	12	14	15	14	15	18	18	17	12	13	12	13	19	17	11	14	13	10	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	0	0	0	2	0	1	0	1	2	2	1	1	1	2	3	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	40	0	1	3	0	2	6	2	4	0	5	4	0	3	0	2	5	1	0	1	1									
		0.88%	0.00%	0.85%	2.75%	0.00%	0.46%	1.95%	0.99%	1.61%	0.00%	1.61%	1.14%	0.00%	0.97%	0.00%	1.35%	1.34%	0.66%	0.00%	0.78%	0.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	187	2	1	10	4	24	8	8	7	6	11	16	10	13	5	6	23	6	11	2	14									
		4.12%	0.98%	0.85%	9.17%	5.19%	5.54%	2.61%	3.96%	2.82%	2.30%	3.55%	4.55%	3.77%	4.22%	3.45%	4.05%	6.17%	3.95%	5.37%	1.55%	7.29%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	118	6	6	5	6	9	8	8	5	10	7	10	7	4	2	2	10	3	2	3	5									
		2.60%	2.93%	5.08%	4.59%	7.79%	2.08%	2.61%	3.96%	2.02%	3.83%	2.26%	2.84%	2.64%	1.30%	1.38%	1.35%	2.68%	1.97%	0.98%	2.33%	2.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1329	72	39	31	29	114	112	52	68	65	74	106	86	73	46	47	99	55	65	36	60									
		29.28%	35.12%	33.05%	28.44%	37.66%	26.33%	36.48%	25.74%	27.42%	24.90%	23.87%	30.11%	32.45%	23.70%	31.72%	31.76%	26.54%	36.18%	31.71%	27.91%	31.25%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	2	0	2	0	2	2	0	4	1	2	2	1	1	0	0	2	1	1	0	0									
		0.51%	0.98%	0.00%	1.83%	0.00%	0.46%	0.65%	0.00%	1.61%	0.38%	0.65%	0.57%	0.38%	0.32%	0.00%	0.00%	0.54%	0.66%	0.49%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	1	1	0	1	2	1	2	4	2	0	1	0	0	0	0	3	0	4	0	0									
		0.48%	0.49%	0.85%	0.00%	1.30%	0.46%	0.33%	0.99%	1.61%	0.77%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	1.95%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1376	85	35	29	19	155	84	77	66	72	88	81	62	109	46	45	110	37	58	59	59									
		30.32%	41.46%	29.66%	26.61%	24.68%	35.80%	27.36%	38.12%	26.61%	27.59%	28.39%	23.01%	23.40%	35.39%	31.72%	30.41%	29.49%	24.34%	28.29%	45.74%	30.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	0	0	1	4	2	1	2	1	0	3	3	2	0	0	4	1	7	0	1									
		0.71%	0.00%	0.00%	0.00%	1.30%	0.92%	0.65%	0.50%	0.81%	0.38%	0.00%	0.85%	1.13%	0.65%	0.00%	0.00%	1.07%	0.66%	3.41%	0.00%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	1	2	1	0	1	3	0	1	2	4	1	2	0	2	0	5	3	1	1	0									
		0.66%	0.49%	1.69%	0.92%	0.00%	0.23%	0.98%	0.00%	0.40%	0.77%	1.29%	0.28%	0.75%	0.00%	1.38%	0.00%	1.34%	1.97%	0.49%	0.78%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	2	0	0	1	1									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.23%	0.33%	0.50%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.68%	0.54%	0.00%	0.00%	0.78%	0.52%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	1	0	0	0	2	3	1	2	4	2	4	3	6	3	0	4	1	2	0	1									
		0.86%	0.49%	0.00%	0.00%	0.00%	0.46%	0.98%	0.50%	0.81%	1.53%	0.65%	1.14%	1.13%	1.95%	2.07%	0.00%	1.07%	0.66%	0.98%	0.00%	0.52%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1084	27	25	20	16	86	64	39	76	84	98	100	75	72	32	37	88	39	44	17	45									
		23.88%	13.17%	21.19%	18.35%	20.78%	19.86%	20.85%	19.31%	30.65%	32.18%	31.61%	28.41%	28.30%	23.38%	22.07%	25.00%	23.59%	25.66%	21.46%	13.18%	23.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	1	0	0	5	2	0	0	0	0	1	0	4	0	1	6	0	1	0	0									
		0.46%	0.00%	0.85%	0.00%	0.00%	1.15%	0.65%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	1.30%	0.00%	0.68%	1.61%	0.00%	0.49%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	135	3	3	2	1	16	9	7	9	8	13	16	9	8	3	4	11	3	4	3	3									
		2.97%	1.46%	2.54%	1.83%	1.30%	3.70%	2.93%	3.47%	3.63%	3.07%	4.19%	4.55%	3.40%	2.60%	2.07%	2.70%	2.95%	1.97%	1.95%	2.33%	1.56%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
