Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Баганская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	192	1	3	3	3	2	4	7	22	13	15	0	8	0	3	11	0	0	9	1	1	10	5	1	3	3	2	0	2	5	3	3	10	3	1	3	3	7	13	3	3	0	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	140	1	0	0	3	2	4	6	20	13	13	0	8	0	3	9	0	0	9	0	0	7	5	1	1	0	2	0	2	1	0	0	10	0	0	0	0	7	13	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	57	0	0	1	1	5	0	0	7	4	3	2	3	1	0	3	1	1	1	1	0	2	1	1	2	1	3	0	1	0	0	1	2	1	0	1	2	0	1	1	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	52	0	3	3	0	0	0	1	2	0	2	0	0	0	0	2	0	0	0	1	1	3	0	0	2	3	0	0	0	4	3	3	0	3	1	3	3	0	0	3	3	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	942	51	1	4	0	3	9	23	56	48	56	17	1	10	4	16	1	12	28	17	14	61	8	5	16	5	11	14	55	108	33	32	66	13	10	22	4	66	35	1	0	4	2					
		9.67%	13.08%	0.70%	5.13%	0.00%	1.18%	3.23%	6.22%	6.05%	7.13%	9.54%	14.17%	0.78%	9.26%	2.68%	5.06%	1.15%	12.24%	7.71%	11.26%	8.33%	16.90%	3.62%	6.85%	12.50%	9.09%	10.28%	14.00%	14.14%	21.47%	18.33%	19.88%	13.31%	13.98%	7.04%	27.50%	3.48%	17.84%	7.37%	1.09%	0.00%	4.94%	2.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	14	0	0	0	0	0	0	1	2	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.22%	0.15%	0.51%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.21%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	1	0	0	0					
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.15%	0.17%	0.00%	0.00%	0.93%	0.67%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.87%	0.27%	0.00%	1.09%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1008	57	4	8	2	24	26	41	112	70	67	11	28	4	12	17	3	3	24	5	3	8	40	12	20	5	10	18	45	27	22	9	47	4	24	13	7	83	56	4	13	10	10					
		10.35%	14.62%	2.80%	10.26%	5.00%	9.45%	9.32%	11.08%	12.10%	10.40%	11.41%	9.17%	21.71%	3.70%	8.05%	5.38%	3.45%	3.06%	6.61%	3.31%	1.79%	2.22%	18.10%	16.44%	15.63%	9.09%	9.35%	18.00%	11.57%	5.37%	12.22%	5.59%	9.48%	4.30%	16.90%	16.25%	6.09%	22.43%	11.79%	4.35%	59.09%	12.35%	14.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	58	0	0	0	0	0	2	15	6	8	8	2	1	0	1	1	0	0	4	1	0	0	1	0	1	0	1	1	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0					
		0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	4.05%	0.65%	1.19%	1.36%	1.67%	0.78%	0.00%	0.67%	0.32%	0.00%	0.00%	1.10%	0.66%	0.00%	0.00%	0.45%	0.00%	0.78%	0.00%	0.93%	1.00%	0.00%	0.20%	1.11%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	1	0	0	0	1	0	1	3	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.14%	0.26%	0.00%	0.00%	0.00%	0.39%	0.00%	0.27%	0.32%	0.15%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	829	29	9	15	0	19	38	27	77	59	56	10	20	4	14	29	5	8	35	9	14	18	25	3	11	3	7	11	43	33	11	13	51	9	9	4	11	18	52	5	1	12	2					
		8.51%	7.44%	6.29%	19.23%	0.00%	7.48%	13.62%	7.30%	8.32%	8.77%	9.54%	8.33%	15.50%	3.70%	9.40%	9.18%	5.75%	8.16%	9.64%	5.96%	8.33%	4.99%	11.31%	4.11%	8.59%	5.45%	6.54%	11.00%	11.05%	6.56%	6.11%	8.07%	10.28%	9.68%	6.34%	5.00%	9.57%	4.86%	10.95%	5.43%	4.55%	14.81%	2.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	541	12	7	1	3	12	26	18	89	43	35	4	2	5	8	20	1	0	18	13	12	17	28	1	15	0	4	1	19	24	6	6	34	3	4	4	3	6	30	4	0	1	2					
		5.55%	3.08%	4.90%	1.28%	7.50%	4.72%	9.32%	4.86%	9.61%	6.39%	5.96%	3.33%	1.55%	4.63%	5.37%	6.33%	1.15%	0.00%	4.96%	8.61%	7.14%	4.71%	12.67%	1.37%	11.72%	0.00%	3.74%	1.00%	4.88%	4.77%	3.33%	3.73%	6.85%	3.23%	2.82%	5.00%	2.61%	1.62%	6.32%	4.35%	0.00%	1.23%	2.94%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	0	0	0	0	0	2	3	3	4	5	2	2	0	1	0	1	1	4	1	0	5	0	0	2	1	1	0	1	1	2	0	1	0	2	0	0	3	0	1	0	0	0					
		0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.81%	0.32%	0.59%	0.85%	1.67%	1.55%	0.00%	0.67%	0.00%	1.15%	1.02%	1.10%	0.66%	0.00%	1.39%	0.00%	0.00%	1.56%	1.82%	0.93%	0.00%	0.26%	0.20%	1.11%	0.00%	0.20%	0.00%	1.41%	0.00%	0.00%	0.81%	0.00%	1.09%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6153	233	122	47	35	193	169	238	559	429	351	74	75	83	103	228	73	74	243	100	125	246	119	50	63	41	73	55	220	302	103	101	293	64	85	37	87	179	295	75	8	52	51					
		63.17%	59.74%	85.31%	60.26%	87.50%	75.98%	60.57%	64.32%	60.37%	63.74%	59.80%	61.67%	58.14%	76.85%	69.13%	72.15%	83.91%	75.51%	66.94%	66.23%	74.40%	68.14%	53.85%	68.49%	49.22%	74.55%	68.22%	55.00%	56.56%	60.04%	57.22%	62.73%	59.07%	68.82%	59.86%	46.25%	75.65%	48.38%	62.11%	81.52%	36.36%	64.20%	75.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	0	0	0	0	2	2	1	9	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0					
		0.26%	0.00%	0.00%	0.00%	0.00%	0.79%	0.72%	0.27%	0.97%	0.59%	0.17%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	1.09%	0.00%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
