Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Сафакулевская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №840	УИК №841	УИК №843	УИК №845	УИК №846	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №863	УИК №864									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	483	17	13	35	15	15	60	17	13	30	10	4	20	5	15	10	5	28	15	10	10	5	15	40	10	30	10	16	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	454	17	13	35	3	15	60	17	13	30	10	4	20	5	15	10	5	28	15	10	2	5	9	40	10	30	10	13	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	5	2	4	6	1	1	2	1	2	4	0	1	2	1	0	1	2	3	2	4	2	3	3	2	4	3	13	10									
14	Число погашенных неиспользованных открепительных удостоверений	29	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	3	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	60	0	1	1	3	2	6	2	1	9	1	1	2	0	1	1	0	0	0	1	1	0	2	2	3	2	0	10	8									
		0.96%	0.00%	0.48%	0.37%	1.01%	1.17%	1.46%	1.01%	0.67%	2.14%	0.98%	1.43%	0.80%	0.00%	1.03%	1.92%	0.00%	0.00%	0.00%	0.43%	1.11%	0.00%	1.29%	0.62%	1.61%	0.72%	0.00%	1.21%	1.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	294	8	12	10	24	14	10	9	4	10	8	1	13	5	9	3	6	14	7	11	9	3	12	16	17	6	2	27	24									
		4.73%	6.30%	5.71%	3.72%	8.11%	8.19%	2.44%	4.55%	2.67%	2.38%	7.84%	1.43%	5.18%	8.62%	9.28%	5.77%	8.82%	5.24%	6.42%	4.72%	10.00%	5.77%	7.74%	4.95%	9.14%	2.17%	1.43%	3.28%	3.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	124	6	2	2	6	6	5	2	2	6	1	3	5	1	3	1	1	3	1	10	2	2	4	10	3	3	2	19	13									
		1.99%	4.72%	0.95%	0.74%	2.03%	3.51%	1.22%	1.01%	1.33%	1.43%	0.98%	4.29%	1.99%	1.72%	3.09%	1.92%	1.47%	1.12%	0.92%	4.29%	2.22%	3.85%	2.58%	3.10%	1.61%	1.08%	1.43%	2.31%	2.12%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3487	60	126	168	169	114	283	108	115	269	66	55	133	27	34	16	33	137	80	131	35	19	84	198	84	187	99	355	302									
		56.08%	47.24%	60.00%	62.45%	57.09%	66.67%	69.02%	54.55%	76.67%	63.90%	64.71%	78.57%	52.99%	46.55%	35.05%	30.77%	48.53%	51.31%	73.39%	56.22%	38.89%	36.54%	54.19%	61.30%	45.16%	67.51%	70.71%	43.08%	49.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	2	0	0	2	2	0	0	1	2	0	0	3	1	0	1	0	1	1	1	0	1	0	1	1	0	0	5	6									
		0.50%	1.57%	0.00%	0.00%	0.68%	1.17%	0.00%	0.00%	0.67%	0.48%	0.00%	0.00%	1.20%	1.72%	0.00%	1.92%	0.00%	0.37%	0.92%	0.43%	0.00%	1.92%	0.00%	0.31%	0.54%	0.00%	0.00%	0.61%	0.98%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	4	3	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1									
		0.29%	0.00%	1.90%	1.12%	0.00%	1.17%	0.24%	0.00%	0.00%	0.24%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.36%	0.00%	0.36%	0.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	437	7	7	13	14	4	28	6	10	32	5	4	19	6	5	5	10	10	4	37	2	7	9	18	14	34	8	76	43									
		7.03%	5.51%	3.33%	4.83%	4.73%	2.34%	6.83%	3.03%	6.67%	7.60%	4.90%	5.71%	7.57%	10.34%	5.15%	9.62%	14.71%	3.75%	3.67%	15.88%	2.22%	13.46%	5.81%	5.57%	7.53%	12.27%	5.71%	9.22%	7.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	0	0	1	0	1	1	2	0	0	1	3	0	0	1	0	1	0	1	2	1	0	0	0	0	0	2	3									
		0.32%	0.00%	0.00%	0.00%	0.34%	0.00%	0.24%	0.51%	1.33%	0.00%	0.00%	1.43%	1.20%	0.00%	0.00%	1.92%	0.00%	0.37%	0.00%	0.43%	2.22%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.49%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	0	3	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	1	2	0	0	0	1	2	1	0	8	5									
		0.45%	0.00%	1.43%	0.00%	0.34%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	1.03%	0.00%	0.00%	0.00%	0.92%	0.86%	0.00%	0.00%	0.00%	0.31%	1.08%	0.36%	0.00%	0.97%	0.82%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.37%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.12%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	1	1	1	1	1	1	0	0	4	4	0	3	0	2	2	0	10	0	0	1	0	0	1	2	1	1	4	9									
		0.80%	0.79%	0.48%	0.37%	0.34%	0.58%	0.24%	0.00%	0.00%	0.95%	3.92%	0.00%	1.20%	0.00%	2.06%	3.85%	0.00%	3.75%	0.00%	0.00%	1.11%	0.00%	0.00%	0.31%	1.08%	0.36%	0.71%	0.49%	1.47%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1020	23	39	59	50	15	57	38	6	60	13	2	41	11	28	19	12	58	9	27	27	14	34	52	40	20	26	150	90									
		16.40%	18.11%	18.57%	21.93%	16.89%	8.77%	13.90%	19.19%	4.00%	14.25%	12.75%	2.86%	16.33%	18.97%	28.87%	36.54%	17.65%	21.72%	8.26%	11.59%	30.00%	26.92%	21.94%	16.10%	21.51%	7.22%	18.57%	18.20%	14.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	1									
		0.11%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	1.08%	0.36%	0.00%	0.00%	0.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	515	13	10	11	20	7	16	27	7	23	2	3	22	4	5	1	3	23	4	8	8	5	6	18	10	15	2	143	99									
		8.28%	10.24%	4.76%	4.09%	6.76%	4.09%	3.90%	13.64%	4.67%	5.46%	1.96%	4.29%	8.76%	6.90%	5.15%	1.92%	4.41%	8.61%	3.67%	3.43%	8.89%	9.62%	3.87%	5.57%	5.38%	5.42%	1.43%	17.35%	16.18%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
