Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Дорогобужская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166									
		1.84%	1.32%	0.00%	0.73%	0.47%	1.54%	1.16%	1.83%	1.55%	0.00%	1.92%	1.35%	2.34%	0.80%	1.45%	1.96%	3.83%	2.01%	2.15%	1.01%	1.60%	2.02%	1.81%	1.82%	2.21%	0.94%	2.19%	2.61%	2.37%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	201	6	0	1	6	4	6	6	4	1	2	3	4	3	2	7	10	14	9	8	8	10	15	4	21	6	13	7	21									
		2.15%	2.63%	0.00%	0.73%	2.79%	3.08%	3.49%	5.50%	2.06%	0.84%	1.92%	2.03%	2.34%	2.40%	2.90%	2.29%	3.48%	3.51%	2.77%	2.70%	1.42%	1.68%	1.70%	1.21%	2.11%	1.13%	2.03%	2.28%	2.37%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	204	2	0	4	3	1	4	3	2	2	3	6	3	0	2	6	3	5	11	3	15	16	23	10	21	15	13	5	23									
		2.18%	0.88%	0.00%	2.92%	1.40%	0.77%	2.33%	2.75%	1.03%	1.68%	2.88%	4.05%	1.75%	0.00%	2.90%	1.96%	1.05%	1.25%	3.38%	1.01%	2.67%	2.69%	2.61%	3.03%	2.11%	2.81%	2.03%	1.63%	2.59%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4263	110	54	88	130	71	87	53	110	89	56	89	69	84	40	143	118	177	143	120	236	269	365	149	450	222	263	120	358									
		45.57%	48.25%	60.00%	64.23%	60.47%	54.62%	50.58%	48.62%	56.70%	74.79%	53.85%	60.14%	40.35%	67.20%	57.97%	46.73%	41.11%	44.36%	44.00%	40.54%	41.99%	45.21%	41.38%	45.15%	45.23%	41.65%	41.16%	39.09%	40.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	57	0	0	2	0	1	0	0	3	0	0	0	0	1	0	1	2	1	3	1	2	6	6	3	4	3	6	3	9									
		0.61%	0.00%	0.00%	1.46%	0.00%	0.77%	0.00%	0.00%	1.55%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.33%	0.70%	0.25%	0.92%	0.34%	0.36%	1.01%	0.68%	0.91%	0.40%	0.56%	0.94%	0.98%	1.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	1	3	1	2									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.36%	0.34%	0.23%	0.00%	0.00%	0.19%	0.47%	0.33%	0.23%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2395	51	25	21	48	33	42	22	43	15	22	28	54	15	10	85	80	110	85	83	158	152	261	80	224	147	171	83	247									
		25.60%	22.37%	27.78%	15.33%	22.33%	25.38%	24.42%	20.18%	22.16%	12.61%	21.15%	18.92%	31.58%	12.00%	14.49%	27.78%	27.87%	27.57%	26.15%	28.04%	28.11%	25.55%	29.59%	24.24%	22.51%	27.58%	26.76%	27.04%	27.85%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	1	4	4	3	3	7	3	8	2	2	1	8									
		0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.52%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.25%	1.23%	1.35%	0.53%	0.50%	0.79%	0.91%	0.80%	0.38%	0.31%	0.33%	0.90%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	0	1	0	1	1	6	1	0	0	0	0	0	1	0	1	2	2	4	2	4	3	4	0	14	4	6	1	2									
		0.64%	0.00%	1.11%	0.00%	0.47%	0.77%	3.49%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.33%	0.70%	0.50%	1.23%	0.68%	0.71%	0.50%	0.45%	0.00%	1.41%	0.75%	0.94%	0.33%	0.23%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	1	1	2	1	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.34%	0.00%	0.10%	0.19%	0.31%	0.33%	0.11%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	102	3	0	0	1	0	1	4	0	2	0	2	1	1	0	4	4	2	4	7	5	5	8	6	10	11	6	1	14									
		1.09%	1.32%	0.00%	0.00%	0.47%	0.00%	0.58%	3.67%	0.00%	1.68%	0.00%	1.35%	0.58%	0.80%	0.00%	1.31%	1.39%	0.50%	1.23%	2.36%	0.89%	0.84%	0.91%	1.82%	1.01%	2.06%	0.94%	0.33%	1.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1366	41	8	16	23	15	20	12	21	10	13	10	18	16	12	41	46	62	37	52	94	87	124	50	157	93	107	45	136									
		14.60%	17.98%	8.89%	11.68%	10.70%	11.54%	11.63%	11.01%	10.82%	8.40%	12.50%	6.76%	10.53%	12.80%	17.39%	13.40%	16.03%	15.54%	11.38%	17.57%	16.73%	14.62%	14.06%	15.15%	15.78%	17.45%	16.74%	14.66%	15.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	0	0	1	1	1	0	0	2	0	1	1	1	0	0	1	2	2	0	1	1	1	7	3	5	1	4	6	4									
		0.49%	0.00%	0.00%	0.73%	0.47%	0.77%	0.00%	0.00%	1.03%	0.00%	0.96%	0.68%	0.58%	0.00%	0.00%	0.33%	0.70%	0.50%	0.00%	0.34%	0.18%	0.17%	0.79%	0.91%	0.50%	0.19%	0.63%	1.95%	0.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	223	7	1	2	0	1	2	3	2	0	1	6	6	2	2	6	4	9	5	8	9	21	18	11	30	15	12	17	23									
		2.38%	3.07%	1.11%	1.46%	0.00%	0.77%	1.16%	2.75%	1.03%	0.00%	0.96%	4.05%	3.51%	1.60%	2.90%	1.96%	1.39%	2.26%	1.54%	2.70%	1.60%	3.53%	2.04%	3.33%	3.02%	2.81%	1.88%	5.54%	2.59%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
