Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Благовещенская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	549	52	12	29	60	28	18	8	7	35	12	3	10	20	31	49	16	6	36	5	20	16	8	3	6	14	45					
		8.07%	8.48%	10.34%	12.13%	10.07%	8.02%	7.79%	7.55%	10.29%	7.85%	14.12%	5.88%	13.89%	5.78%	7.01%	10.14%	5.46%	5.00%	6.29%	7.04%	5.15%	4.82%	6.40%	4.41%	10.34%	8.92%	12.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1423	121	32	61	182	55	29	14	17	111	11	10	22	63	69	116	58	18	83	5	114	68	28	7	16	13	100					
		20.93%	19.74%	27.59%	25.52%	30.54%	15.76%	12.55%	13.21%	25.00%	24.89%	12.94%	19.61%	30.56%	18.21%	15.61%	24.02%	19.80%	15.00%	14.51%	7.04%	29.38%	20.48%	22.40%	10.29%	27.59%	8.28%	26.81%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	143	7	1	9	17	19	2	0	2	4	3	0	3	9	8	9	4	4	8	1	12	3	2	1	1	6	8					
		2.10%	1.14%	0.86%	3.77%	2.85%	5.44%	0.87%	0.00%	2.94%	0.90%	3.53%	0.00%	4.17%	2.60%	1.81%	1.86%	1.37%	3.33%	1.40%	1.41%	3.09%	0.90%	1.60%	1.47%	1.72%	3.82%	2.14%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1129	142	7	58	96	25	24	14	11	70	15	19	9	48	50	71	35	33	124	12	46	67	10	19	9	33	82					
		16.60%	23.16%	6.03%	24.27%	16.11%	7.16%	10.39%	13.21%	16.18%	15.70%	17.65%	37.25%	12.50%	13.87%	11.31%	14.70%	11.95%	27.50%	21.68%	16.90%	11.86%	20.18%	8.00%	27.94%	15.52%	21.02%	21.98%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	10	0	8	7	13	3	2	0	8	0	0	1	2	9	3	3	2	12	0	2	1	1	1	1	0	9					
		1.44%	1.63%	0.00%	3.35%	1.17%	3.72%	1.30%	1.89%	0.00%	1.79%	0.00%	0.00%	1.39%	0.58%	2.04%	0.62%	1.02%	1.67%	2.10%	0.00%	0.52%	0.30%	0.80%	1.47%	1.72%	0.00%	2.41%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3231	269	62	68	221	111	154	66	29	214	42	19	25	195	264	224	174	54	295	48	184	173	70	36	24	89	121					
		47.51%	43.88%	53.45%	28.45%	37.08%	31.81%	66.67%	62.26%	42.65%	47.98%	49.41%	37.25%	34.72%	56.36%	59.73%	46.38%	59.39%	45.00%	51.57%	67.61%	47.42%	52.11%	56.00%	52.94%	41.38%	56.69%	32.44%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	47	9	0	2	4	7	0	0	1	1	2	0	0	2	0	1	0	2	0	0	4	1	5	0	0	0	6					
		0.69%	1.47%	0.00%	0.84%	0.67%	2.01%	0.00%	0.00%	1.47%	0.22%	2.35%	0.00%	0.00%	0.58%	0.00%	0.21%	0.00%	1.67%	0.00%	0.00%	1.03%	0.30%	4.00%	0.00%	0.00%	0.00%	1.61%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
