Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Харовская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779									
		1.04%	1.01%	1.37%	1.21%	1.64%	1.09%	0.98%	0.56%	0.94%	0.00%	0.00%	0.50%	3.21%	0.00%	0.39%	1.55%	0.70%	1.38%	0.00%	0.71%	0.53%	6.33%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	758	99	98	56	39	67	53	18	9	2	10	21	20	17	42	5	78	26	16	14	17	21	30									
		12.72%	14.35%	13.39%	13.53%	10.68%	14.63%	10.41%	10.06%	8.49%	2.35%	6.90%	10.40%	10.70%	11.11%	16.22%	3.88%	18.18%	17.93%	9.36%	10.00%	9.09%	26.58%	15.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	3	1	3	2	0	3	0	2	0	1	1	1	2	0	0	1	1	1	1	0	0	0									
		0.39%	0.43%	0.14%	0.72%	0.55%	0.00%	0.59%	0.00%	1.89%	0.00%	0.69%	0.50%	0.53%	1.31%	0.00%	0.00%	0.23%	0.69%	0.58%	0.71%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	725	97	113	77	55	76	68	8	17	10	8	19	10	13	23	18	26	9	22	17	15	9	15									
		12.17%	14.06%	15.44%	18.60%	15.07%	16.59%	13.36%	4.47%	16.04%	11.76%	5.52%	9.41%	5.35%	8.50%	8.88%	13.95%	6.06%	6.21%	12.87%	12.14%	8.02%	11.39%	7.73%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
