Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Сызранская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №3601	УИК №3602	УИК №3603	УИК №3604	УИК №3605	УИК №3606	УИК №3607	УИК №3608	УИК №3609	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3635	УИК №3636									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	413	5	13	20	10	3	8	10	16	17	20	19	5	8	5	3	20	16	10	8	2	17	12	21	15	10	10	19	14	4	6	11	25	5	11	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	413	5	13	20	10	3	8	10	16	17	20	19	5	8	5	3	20	16	10	8	2	17	12	21	15	10	10	19	14	4	6	11	25	5	11	10	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	298	5	5	10	5	5	2	5	6	3	1	14	0	7	17	4	5	41	24	33	2	15	2	9	9	1	2	8	2	1	4	8	16	10	1	10	6									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	57	0	1	2	1	10	0	1	7	0	0	3	1	2	0	0	1	7	5	0	0	3	0	3	0	0	1	4	0	0	0	2	0	2	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	135	7	2	6	0	0	1	0	3	2	4	3	3	3	2	4	4	8	10	2	0	12	0	1	8	1	4	3	8	1	5	3	3	5	2	5	10									
		1.11%	1.18%	0.37%	0.87%	0.00%	0.00%	0.90%	0.00%	0.77%	0.52%	1.10%	1.02%	3.00%	2.91%	2.38%	7.27%	1.07%	1.18%	1.60%	1.02%	0.00%	1.84%	0.00%	0.32%	2.19%	0.83%	1.49%	0.54%	0.88%	0.74%	2.15%	0.63%	0.69%	2.17%	1.68%	1.26%	1.69%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	317	17	14	17	10	1	5	3	7	9	10	8	3	5	6	2	4	8	16	10	1	18	14	5	12	3	9	9	6	5	4	13	13	4	4	12	30									
		2.60%	2.86%	2.61%	2.46%	3.25%	1.23%	4.50%	1.82%	1.79%	2.32%	2.75%	2.71%	3.00%	4.85%	7.14%	3.64%	1.07%	1.18%	2.56%	5.08%	1.25%	2.76%	9.46%	1.59%	3.29%	2.48%	3.36%	1.61%	0.66%	3.70%	1.72%	2.73%	2.99%	1.74%	3.36%	3.02%	5.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	182	13	11	8	3	0	0	4	15	3	3	4	1	0	1	0	10	12	11	5	4	7	2	3	6	0	4	6	13	2	0	6	4	1	1	5	14									
		1.50%	2.19%	2.05%	1.16%	0.97%	0.00%	0.00%	2.42%	3.85%	0.77%	0.82%	1.36%	1.00%	0.00%	1.19%	0.00%	2.67%	1.78%	1.76%	2.54%	5.00%	1.08%	1.35%	0.95%	1.64%	0.00%	1.49%	1.08%	1.43%	1.48%	0.00%	1.26%	0.92%	0.43%	0.84%	1.26%	2.37%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6545	290	268	412	217	59	45	83	191	246	236	152	52	52	38	31	208	328	277	74	43	363	101	211	193	64	165	311	590	92	114	225	228	91	52	173	270									
		53.77%	48.82%	50.00%	59.62%	70.45%	72.84%	40.54%	50.30%	48.97%	63.40%	64.84%	51.53%	52.00%	50.49%	45.24%	56.36%	55.61%	48.52%	44.25%	37.56%	53.75%	55.76%	68.24%	66.98%	52.88%	52.89%	61.57%	55.73%	64.76%	68.15%	48.93%	47.17%	52.41%	39.57%	43.70%	43.47%	45.76%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	3	5	7	1	1	0	1	3	2	0	4	1	1	1	0	1	3	5	1	1	6	0	0	2	0	0	1	4	0	0	3	0	3	0	1	1									
		0.51%	0.51%	0.93%	1.01%	0.32%	1.23%	0.00%	0.61%	0.77%	0.52%	0.00%	1.36%	1.00%	0.97%	1.19%	0.00%	0.27%	0.44%	0.80%	0.51%	1.25%	0.92%	0.00%	0.00%	0.55%	0.00%	0.00%	0.18%	0.44%	0.00%	0.00%	0.63%	0.00%	1.30%	0.00%	0.25%	0.17%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	0	3	4	0	0	0	0	1	0	1	1	1	0	0	1	2	2	3	0	0	2	1	1	2	0	0	1	0	1	4	2	0	4	0	0	3									
		0.33%	0.00%	0.56%	0.58%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.27%	0.34%	1.00%	0.00%	0.00%	1.82%	0.53%	0.30%	0.48%	0.00%	0.00%	0.31%	0.68%	0.32%	0.55%	0.00%	0.00%	0.18%	0.00%	0.74%	1.72%	0.42%	0.00%	1.74%	0.00%	0.00%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2348	125	110	133	35	8	22	39	87	70	64	56	14	23	19	10	72	145	141	50	17	96	18	49	81	37	40	140	132	17	52	102	103	42	24	72	103									
		19.29%	21.04%	20.52%	19.25%	11.36%	9.88%	19.82%	23.64%	22.31%	18.04%	17.58%	18.98%	14.00%	22.33%	22.62%	18.18%	19.25%	21.45%	22.52%	25.38%	21.25%	14.75%	12.16%	15.56%	22.19%	30.58%	14.93%	25.09%	14.49%	12.59%	22.32%	21.38%	23.68%	18.26%	20.17%	18.09%	17.46%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	0	2	1	9	0	1	2	1	0	0	0	0	0	0	0	2	7	7	1	0	6	0	2	2	0	0	1	10	6	1	4	1	0	0	3	3									
		0.59%	0.00%	0.37%	0.14%	2.92%	0.00%	0.90%	1.21%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	1.04%	1.12%	0.51%	0.00%	0.92%	0.00%	0.63%	0.55%	0.00%	0.00%	0.18%	1.10%	4.44%	0.43%	0.84%	0.23%	0.00%	0.00%	0.75%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	165	11	12	6	2	1	1	2	4	2	1	7	4	0	1	0	2	14	19	2	0	8	1	3	3	2	4	8	10	1	1	8	2	4	0	11	8									
		1.36%	1.85%	2.24%	0.87%	0.65%	1.23%	0.90%	1.21%	1.03%	0.52%	0.27%	2.37%	4.00%	0.00%	1.19%	0.00%	0.53%	2.07%	3.04%	1.02%	0.00%	1.23%	0.68%	0.95%	0.82%	1.65%	1.49%	1.43%	1.10%	0.74%	0.43%	1.68%	0.46%	1.74%	0.00%	2.76%	1.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	26	0	3	2	2	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	2	0	0	0	2	0	0	0	3	0	0	1	1	2	0	2	0									
		0.21%	0.00%	0.56%	0.29%	0.65%	0.00%	0.90%	0.61%	0.00%	0.00%	0.00%	0.00%	1.00%	0.97%	0.00%	0.00%	0.27%	0.00%	0.00%	0.51%	2.50%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.21%	0.23%	0.87%	0.00%	0.50%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	3	11	4	1	1	3	3	4	4	1	2	0	0	3	0	2	10	3	1	0	5	0	2	8	0	1	3	4	2	2	5	7	0	0	6	9									
		0.90%	0.51%	2.05%	0.58%	0.32%	1.23%	2.70%	1.82%	1.03%	1.03%	0.27%	0.68%	0.00%	0.00%	3.57%	0.00%	0.53%	1.48%	0.48%	0.51%	0.00%	0.77%	0.00%	0.63%	2.19%	0.00%	0.37%	0.54%	0.44%	1.48%	0.86%	1.05%	1.61%	0.00%	0.00%	1.51%	1.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1502	95	60	74	23	9	14	22	49	34	32	39	12	11	8	4	43	84	90	32	10	106	3	27	27	10	26	41	112	6	46	70	44	49	32	73	85									
		12.34%	15.99%	11.19%	10.71%	7.47%	11.11%	12.61%	13.33%	12.56%	8.76%	8.79%	13.22%	12.00%	10.68%	9.52%	7.27%	11.50%	12.43%	14.38%	16.24%	12.50%	16.28%	2.03%	8.57%	7.40%	8.26%	9.70%	7.35%	12.29%	4.44%	19.74%	14.68%	10.11%	21.30%	26.89%	18.34%	14.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	4	2	1	0	0	0	0	3	2	1	3	1	0	0	0	2	2	6	1	0	2	1	2	1	1	1	0	2	0	0	6	3	0	1	0	3									
		0.42%	0.67%	0.37%	0.14%	0.00%	0.00%	0.00%	0.00%	0.77%	0.52%	0.27%	1.02%	1.00%	0.00%	0.00%	0.00%	0.53%	0.30%	0.96%	0.51%	0.00%	0.31%	0.68%	0.63%	0.27%	0.83%	0.37%	0.00%	0.22%	0.00%	0.00%	1.26%	0.69%	0.00%	0.84%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	295	11	23	16	5	1	14	3	9	4	9	5	2	5	1	3	7	30	16	10	2	11	2	5	10	0	2	15	17	1	2	6	7	8	2	21	10									
		2.42%	1.85%	4.29%	2.32%	1.62%	1.23%	12.61%	1.82%	2.31%	1.03%	2.47%	1.69%	2.00%	4.85%	1.19%	5.45%	1.87%	4.44%	2.56%	5.08%	2.50%	1.69%	1.35%	1.59%	2.74%	0.00%	0.75%	2.69%	1.87%	0.74%	0.86%	1.26%	1.61%	3.48%	1.68%	5.28%	1.69%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
