Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
"Наименование Избирательной комиссии:    Ставрополь, Октябрьская"																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №1289	УИК №1290	УИК №1291									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	747	25	25	25	25	25	25	25	25	25	25	25	25	27	25	40	40	25	25	25	25	25	25	30	25	25	25	0	35	25	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	407	9	6	12	9	9	12	15	13	6	7	19	15	26	4	33	29	11	16	22	10	10	16	17	15	23	11	0	28	4	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	371	9	3	33	26	12	8	12	6	5	10	18	7	8	10	12	28	11	14	13	10	6	1	7	4	11	8	55	10	1	6	4	3									
14	Число погашенных неиспользованных открепительных удостоверений	340	16	19	13	16	16	13	10	12	19	18	6	10	1	21	7	11	14	9	3	15	15	9	13	10	2	14	0	7	21	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	0	2	2	0	1	2	3	0	2	1	1	2	1	2	1	0	0	1	1	1	3	0	1	1	3	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	338	9	7	2	12	4	19	11	2	6	4	1	11	26	8	14	19	15	11	12	3	16	15	20	17	32	2	2	15	9	11	2	1									
		1.42%	1.20%	1.99%	0.28%	2.86%	1.12%	2.26%	1.34%	0.38%	1.15%	0.73%	0.11%	1.40%	2.12%	1.56%	1.22%	1.64%	2.06%	0.90%	1.37%	0.34%	1.90%	1.45%	2.28%	1.88%	2.77%	0.19%	0.49%	1.47%	1.56%	3.58%	1.04%	1.04%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	428	11	12	5	11	7	27	10	7	12	5	2	9	29	18	22	27	15	0	12	13	21	28	14	12	29	17	5	15	18	9	1	5									
		1.80%	1.47%	3.41%	0.70%	2.63%	1.96%	3.21%	1.22%	1.32%	2.29%	0.91%	0.22%	1.14%	2.37%	3.51%	1.92%	2.33%	2.06%	0.00%	1.37%	1.47%	2.49%	2.71%	1.60%	1.33%	2.51%	1.64%	1.23%	1.47%	3.12%	2.93%	0.52%	5.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	399	20	7	12	14	5	13	14	2	10	3	7	8	22	6	40	18	16	8	16	16	12	14	12	30	24	11	2	18	9	8	1	1									
		1.68%	2.67%	1.99%	1.68%	3.34%	1.40%	1.55%	1.71%	0.38%	1.91%	0.55%	0.76%	1.02%	1.80%	1.17%	3.48%	1.56%	2.20%	0.66%	1.83%	1.81%	1.42%	1.35%	1.37%	3.31%	2.07%	1.06%	0.49%	1.76%	1.56%	2.61%	0.52%	1.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13224	392	236	471	162	183	320	509	336	249	436	696	441	817	291	494	593	435	833	557	423	367	628	506	396	473	635	332	432	254	160	126	41									
		55.63%	52.41%	67.05%	66.06%	38.66%	51.26%	38.05%	61.99%	63.40%	47.52%	79.27%	75.57%	55.96%	66.69%	56.73%	43.03%	51.25%	59.75%	68.22%	63.66%	47.96%	43.48%	60.74%	57.76%	43.76%	40.88%	61.12%	81.57%	42.27%	44.02%	52.12%	65.28%	42.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	296	11	7	12	8	4	10	9	5	5	1	8	2	17	1	17	11	8	0	12	9	16	16	12	22	23	7	1	27	12	1	1	1									
		1.25%	1.47%	1.99%	1.68%	1.91%	1.12%	1.19%	1.10%	0.94%	0.95%	0.18%	0.87%	0.25%	1.39%	0.19%	1.48%	0.95%	1.10%	0.00%	1.37%	1.02%	1.90%	1.55%	1.37%	2.43%	1.99%	0.67%	0.25%	2.64%	2.08%	0.33%	0.52%	1.04%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	2	1	2	1	0	2	1	0	1	0	0	3	3	1	1	2	0	4	0	16	0	0	0	1	0	1	1	3	1	1	2	0									
		0.21%	0.27%	0.28%	0.28%	0.24%	0.00%	0.24%	0.12%	0.00%	0.19%	0.00%	0.00%	0.38%	0.24%	0.19%	0.09%	0.17%	0.00%	0.33%	0.00%	1.81%	0.00%	0.00%	0.00%	0.11%	0.00%	0.10%	0.25%	0.29%	0.17%	0.33%	1.04%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3486	95	55	74	54	64	167	98	70	107	48	76	105	69	53	207	209	87	139	116	141	167	138	122	191	210	156	29	214	130	53	27	15									
		14.67%	12.70%	15.63%	10.38%	12.89%	17.93%	19.86%	11.94%	13.21%	20.42%	8.73%	8.25%	13.32%	5.63%	10.33%	18.03%	18.06%	11.95%	11.38%	13.26%	15.99%	19.79%	13.35%	13.93%	21.10%	18.15%	15.01%	7.13%	20.94%	22.53%	17.26%	13.99%	15.63%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	194	8	2	20	9	4	9	6	3	2	1	1	6	10	3	15	10	5	9	0	7	8	13	8	7	11	2	1	10	2	0	0	2									
		0.82%	1.07%	0.57%	2.81%	2.15%	1.12%	1.07%	0.73%	0.57%	0.38%	0.18%	0.11%	0.76%	0.82%	0.58%	1.31%	0.86%	0.69%	0.74%	0.00%	0.79%	0.95%	1.26%	0.91%	0.77%	0.95%	0.19%	0.25%	0.98%	0.35%	0.00%	0.00%	2.08%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	426	12	4	9	13	6	23	4	9	17	2	4	7	25	14	27	20	18	14	0	37	21	22	16	26	20	1	0	31	20	3	1	0									
		1.79%	1.60%	1.14%	1.26%	3.10%	1.68%	2.73%	0.49%	1.70%	3.24%	0.36%	0.43%	0.89%	2.04%	2.73%	2.35%	1.73%	2.47%	1.15%	0.00%	4.20%	2.49%	2.13%	1.83%	2.87%	1.73%	0.10%	0.00%	3.03%	3.47%	0.98%	0.52%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	31	1	1	1	0	0	1	2	0	0	2	0	4	2	0	1	3	2	0	0	2	1	2	1	0	1	0	0	2	2	0	0	0									
		0.13%	0.13%	0.28%	0.14%	0.00%	0.00%	0.12%	0.24%	0.00%	0.00%	0.36%	0.00%	0.51%	0.16%	0.00%	0.09%	0.26%	0.27%	0.00%	0.00%	0.23%	0.12%	0.19%	0.11%	0.00%	0.09%	0.00%	0.00%	0.20%	0.35%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	344	23	1	10	12	8	21	21	4	17	6	9	7	20	25	11	12	14	9	0	15	11	17	11	15	11	3	0	17	11	1	0	2									
		1.45%	3.07%	0.28%	1.40%	2.86%	2.24%	2.50%	2.56%	0.75%	3.24%	1.09%	0.98%	0.89%	1.63%	4.87%	0.96%	1.04%	1.92%	0.74%	0.00%	1.70%	1.30%	1.64%	1.26%	1.66%	0.95%	0.29%	0.00%	1.66%	1.91%	0.33%	0.00%	2.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2781	105	3	67	81	48	153	91	65	71	23	86	111	54	56	166	133	81	146	121	140	123	75	93	98	164	143	15	126	74	31	19	19									
		11.70%	14.04%	0.85%	9.40%	19.33%	13.45%	18.19%	11.08%	12.26%	13.55%	4.18%	9.34%	14.09%	4.41%	10.92%	14.46%	11.50%	11.13%	11.96%	13.83%	15.87%	14.57%	7.25%	10.62%	10.83%	14.17%	13.76%	3.69%	12.33%	12.82%	10.10%	9.84%	19.79%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	151	8	3	4	4	1	4	8	4	4	0	0	4	6	4	8	9	7	2	0	2	6	23	6	7	8	5	1	8	2	2	0	1									
		0.64%	1.07%	0.85%	0.56%	0.95%	0.28%	0.48%	0.97%	0.75%	0.76%	0.00%	0.00%	0.51%	0.49%	0.78%	0.70%	0.78%	0.96%	0.16%	0.00%	0.23%	0.71%	2.22%	0.68%	0.77%	0.69%	0.48%	0.25%	0.78%	0.35%	0.65%	0.00%	1.04%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1155	31	13	17	24	16	54	31	23	23	11	31	52	91	25	102	57	21	45	29	31	44	42	36	48	100	34	4	77	16	15	10	2									
		4.86%	4.14%	3.69%	2.38%	5.73%	4.48%	6.42%	3.78%	4.34%	4.39%	2.00%	3.37%	6.60%	7.43%	4.87%	8.89%	4.93%	2.88%	3.69%	3.31%	3.51%	5.21%	4.06%	4.11%	5.30%	8.64%	3.27%	0.98%	7.53%	2.77%	4.89%	5.18%	2.08%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
