Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Охотская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	53	5	5	3	5	3	3	5	4	2	0	1	6	0	4	7					
		1.17%	0.86%	1.26%	1.09%	1.92%	1.11%	1.29%	1.37%	1.12%	0.82%	0.0%	0.35%	1.97%	0.0%	1.12%	1.97%					
30	"13. ""Демократическая партия России"""	18	1	0	0	0	0	1	3	2	1	1	0	1	1	2	5					
		0.39%	0.17%	0.0%	0.0%	0.0%	0.0%	0.43%	0.82%	0.56%	0.41%	0.69%	0.0%	0.32%	0.89%	0.56%	1.41%					
31	"14. ""Великая Россия - Евразийский Союз"""	8	1	0	1	1	0	0	1	2	1	0	0	1	0	0	0					
		0.17%	0.17%	0.0%	0.36%	0.38%	0.0%	0.0%	0.27%	0.56%	0.41%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	0	0	0	2	0	0	3	1	0	0	1	0	0	0	0					
		0.15%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.82%	0.28%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	297	34	40	18	29	26	16	16	10	12	9	18	20	3	25	21					
		6.56%	5.86%	10.10%	6.56%	11.15%	9.70%	6.89%	4.40%	2.80%	4.97%	6.29%	6.33%	6.57%	2.67%	7.06%	5.93%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	18	3	1	0	1	0	0	3	2	0	0	1	0	4	0	3					
		0.39%	0.51%	0.25%	0.0%	0.38%	0.0%	0.0%	0.82%	0.56%	0.0%	0.0%	0.35%	0.0%	3.57%	0.0%	0.84%					
35	"18. ""ЛДПР"""	790	120	72	46	55	52	35	52	57	50	51	46	49	20	47	38					
		17.47%	20.68%	18.18%	16.78%	21.15%	19.40%	15.08%	14.32%	15.96%	20.74%	35.66%	16.19%	16.11%	17.85%	13.27%	10.73%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	64	10	5	2	8	3	2	6	6	1	0	1	5	6	4	5					
		1.41%	1.72%	1.26%	0.72%	3.07%	1.11%	0.86%	1.65%	1.68%	0.41%	0.0%	0.35%	1.64%	5.35%	1.12%	1.41%					
37	"20. ""Политическая партия ""Единая Россия"""	1593	167	129	97	75	88	90	109	111	94	39	106	143	45	174	126					
		35.22%	28.79%	32.57%	35.40%	28.84%	32.83%	38.79%	30.02%	31.09%	39.00%	27.27%	37.32%	47.03%	40.17%	49.15%	35.59%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	2	0	0	1	0	1	2	1	2	0	1	0	1	0	2					
		0.28%	0.34%	0.0%	0.0%	0.38%	0.0%	0.43%	0.55%	0.28%	0.82%	0.0%	0.35%	0.0%	0.89%	0.0%	0.56%					
39	"22. ""Развитие предпринимательства"""	10	3	0	0	1	1	2	0	0	0	0	1	0	0	0	2					
		0.22%	0.51%	0.0%	0.0%	0.38%	0.37%	0.86%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.56%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	511	59	63	36	32	32	28	30	66	26	8	23	18	11	37	42					
		11.30%	10.17%	15.90%	13.13%	12.30%	11.94%	12.06%	8.26%	18.48%	10.78%	5.59%	8.09%	5.92%	9.82%	10.45%	11.86%					
																						
41	Против всех	318	62	24	22	13	19	13	34	32	15	9	29	15	10	11	10					
		7.03%	10.68%	6.06%	8.02%	5.0%	7.08%	5.60%	9.36%	8.96%	6.22%	6.29%	10.21%	4.93%	8.92%	3.10%	2.82%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
