Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
"Наименование Избирательной комиссии:    Томск, Ленинская"																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1104	35	20	30	50	30	20	35	30	20	25	40	20	20	30	20	25	20	20	20	40	20	20	20	45	20	30	20	20	25	30	25	55	25	25	20	24	20	40	20	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	872	26	18	20	30	22	14	35	29	17	21	31	19	14	28	19	23	18	16	18	30	18	11	5	34	9	28	15	10	20	27	25	50	25	20	14	23	20	21	16	6	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	770	10	10	18	19	6	8	41	21	4	9	17	31	16	228	16	30	35	4	19	14	9	12	2	4	10	4	6	6	4	10	8	13	8	7	51	4	13	16	5	18	4					
14	Число погашенных неиспользованных открепительных удостоверений	232	9	2	10	20	8	6	0	1	3	4	9	1	6	2	1	2	2	4	2	10	2	9	15	11	11	2	5	10	5	3	0	5	0	5	6	1	0	19	4	14	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4632	173	115	117	134	177	182	150	190	106	128	189	124	126	178	126	132	127	120	122	145	66	66	13	113	30	123	49	47	92	100	86	121	117	56	85	101	118	126	85	75	102					
		13.66%	14.07%	13.37%	13.40%	15.12%	15.46%	14.61%	11.80%	15.21%	13.43%	15.53%	14.79%	12.56%	13.56%	13.33%	14.37%	15.60%	14.25%	14.49%	13.86%	14.53%	13.81%	16.30%	11.11%	12.05%	10.75%	11.78%	12.79%	11.96%	12.40%	12.50%	12.23%	12.50%	14.13%	10.41%	12.96%	13.72%	12.98%	13.39%	12.56%	14.37%	16.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6247	218	146	144	143	182	254	212	184	137	141	206	159	145	237	133	157	144	161	198	159	84	70	32	196	52	224	85	93	163	173	144	206	158	106	160	144	164	161	131	112	129					
		18.42%	17.72%	16.98%	16.49%	16.14%	15.90%	20.39%	16.68%	14.73%	17.36%	17.11%	16.12%	16.11%	15.61%	17.75%	15.17%	18.56%	16.16%	19.44%	22.50%	15.93%	17.57%	17.28%	27.35%	20.90%	18.64%	21.46%	22.19%	23.66%	21.97%	21.63%	20.48%	21.28%	19.08%	19.70%	24.39%	19.57%	18.04%	17.11%	19.35%	21.46%	20.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	595	21	10	18	15	20	28	17	24	13	18	27	28	17	24	13	13	19	15	19	18	11	5	1	11	6	17	3	5	16	11	11	20	15	13	13	10	8	14	9	8	11					
		1.75%	1.71%	1.16%	2.06%	1.69%	1.75%	2.25%	1.34%	1.92%	1.65%	2.18%	2.11%	2.84%	1.83%	1.80%	1.48%	1.54%	2.13%	1.81%	2.16%	1.80%	2.30%	1.23%	0.85%	1.17%	2.15%	1.63%	0.78%	1.27%	2.16%	1.38%	1.56%	2.07%	1.81%	2.42%	1.98%	1.36%	0.88%	1.49%	1.33%	1.53%	1.74%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	9381	332	279	250	271	323	302	382	373	218	225	331	275	238	353	278	246	254	280	206	268	131	104	26	239	87	273	86	105	220	208	208	275	224	163	172	190	237	255	182	145	167					
		27.66%	26.99%	32.44%	28.64%	30.59%	28.21%	24.24%	30.06%	29.86%	27.63%	27.31%	25.90%	27.86%	25.62%	26.44%	31.70%	29.08%	28.51%	33.82%	23.41%	26.85%	27.41%	25.68%	22.22%	25.48%	31.18%	26.15%	22.45%	26.72%	29.65%	26.00%	29.59%	28.41%	27.05%	30.30%	26.22%	25.82%	26.07%	27.10%	26.88%	27.78%	26.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2145	95	25	74	55	61	67	74	98	75	44	110	82	73	87	54	48	60	41	35	83	34	30	4	39	8	45	20	14	23	31	33	49	44	35	30	51	81	80	57	50	46					
		6.33%	7.72%	2.91%	8.48%	6.21%	5.33%	5.38%	5.82%	7.85%	9.51%	5.34%	8.61%	8.31%	7.86%	6.52%	6.16%	5.67%	6.73%	4.95%	3.98%	8.32%	7.11%	7.41%	3.42%	4.16%	2.87%	4.31%	5.22%	3.56%	3.10%	3.88%	4.69%	5.06%	5.31%	6.51%	4.57%	6.93%	8.91%	8.50%	8.42%	9.58%	7.26%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9731	348	255	240	234	341	376	398	334	212	236	373	282	295	407	248	227	264	185	262	285	136	113	36	305	85	321	126	113	206	250	201	263	236	150	167	221	269	270	186	118	157					
		28.69%	28.29%	29.65%	27.49%	26.41%	29.78%	30.18%	31.31%	26.74%	26.87%	28.64%	29.19%	28.57%	31.75%	30.49%	28.28%	26.83%	29.63%	22.34%	29.77%	28.56%	28.45%	27.90%	30.77%	32.52%	30.47%	30.75%	32.90%	28.75%	27.76%	31.25%	28.59%	27.17%	28.50%	27.88%	25.46%	30.03%	29.59%	28.69%	27.47%	22.61%	24.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	461	15	8	14	8	18	11	15	21	17	14	16	19	9	19	13	10	7	11	7	18	11	9	0	15	4	16	5	6	8	7	7	6	15	8	7	6	14	19	14	6	8					
		1.36%	1.22%	0.93%	1.60%	0.90%	1.57%	0.88%	1.18%	1.68%	2.15%	1.70%	1.25%	1.93%	0.97%	1.42%	1.48%	1.18%	0.79%	1.33%	0.80%	1.80%	2.30%	2.22%	0.00%	1.60%	1.43%	1.53%	1.31%	1.53%	1.08%	0.88%	0.99%	0.62%	1.81%	1.49%	1.07%	0.82%	1.54%	2.02%	2.07%	1.15%	1.26%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
