Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Челно-Вершинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №4301	УИК №4302	УИК №4303	УИК №4304	УИК №4305	УИК №4306	УИК №4307	УИК №4308	УИК №4309	УИК №4310	УИК №4311	УИК №4312	УИК №4313	УИК №4314	УИК №4315	УИК №4316	УИК №4317	УИК №4318	УИК №4319	УИК №4320	УИК №4321	УИК №4322	УИК №4323	УИК №4324	УИК №4325	УИК №4326	УИК №4327	УИК №4328									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	264	13	5	5	10	10	2	3	5	6	8	9	4	2	10	6	8	27	19	28	17	12	4	8	11	3	17	6	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	246	13	5	5	10	10	1	0	4	6	8	9	4	2	5	3	8	27	15	28	17	12	4	8	11	2	17	6	6									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	1	2	5	4	11	0	1	1	2	0	0	2	1	3	2	0	5	6	4	5	1	3	5	0	2	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	18	0	0	0	0	0	1	3	1	0	0	0	0	0	5	3	0	0	4	0	0	0	0	0	0	1	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	0	1	0	1	1	1	0	0	0	0	1	0	0	0	2	0	4	0	8	3	4	4	2	1	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	65	3	2	0	3	0	0	0	0	0	0	0	5	0	3	0	2	4	6	17	13	0	4	0	0	3	0	0	0									
		0.52%	0.48%	0.96%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.38%	0.00%	0.59%	0.00%	0.47%	0.42%	0.64%	2.01%	1.40%	0.00%	0.59%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	179	12	0	10	0	7	3	0	1	0	0	4	0	2	5	0	15	5	18	0	10	0	18	0	55	2	10	0	2									
		1.44%	1.93%	0.00%	3.72%	0.00%	1.55%	3.57%	0.00%	0.37%	0.00%	0.00%	0.94%	0.00%	1.85%	0.99%	0.00%	3.50%	0.52%	1.91%	0.00%	1.08%	0.00%	2.64%	0.00%	10.66%	0.56%	2.32%	0.00%	1.19%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	61	2	1	1	0	0	0	0	1	0	0	0	2	1	7	0	0	10	5	21	1	0	1	7	0	1	0	0	0									
		0.49%	0.32%	0.48%	0.37%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.95%	0.93%	1.38%	0.00%	0.00%	1.04%	0.53%	2.49%	0.11%	0.00%	0.15%	1.89%	0.00%	0.28%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10197	502	178	220	578	353	66	99	219	252	335	393	184	90	412	235	356	756	714	690	743	507	517	300	430	338	359	229	142									
		81.86%	80.58%	85.58%	81.78%	82.45%	77.92%	78.57%	83.19%	82.02%	87.20%	85.46%	92.47%	87.62%	83.33%	81.42%	94.00%	82.98%	78.59%	75.80%	81.66%	79.98%	80.48%	75.70%	80.86%	83.33%	93.89%	83.29%	80.07%	84.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	1	0	1	0	1	0	0	0	3	0	1									
		0.12%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.31%	0.11%	0.00%	0.11%	0.00%	0.15%	0.00%	0.00%	0.00%	0.70%	0.00%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	42	2	1	0	2	0	0	1	0	0	0	0	0	0	2	0	1	3	2	0	22	0	6	0	0	0	0	0	0									
		0.34%	0.32%	0.48%	0.00%	0.29%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.23%	0.31%	0.21%	0.00%	2.37%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	538	26	0	7	25	12	8	10	27	7	30	2	10	5	26	4	0	56	27	48	16	35	46	40	28	7	19	9	8									
		4.32%	4.17%	0.00%	2.60%	3.57%	2.65%	9.52%	8.40%	10.11%	2.42%	7.65%	0.47%	4.76%	4.63%	5.14%	1.60%	0.00%	5.82%	2.87%	5.68%	1.72%	5.56%	6.73%	10.78%	5.43%	1.94%	4.41%	3.15%	4.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	1	1	0	1	0	0	0	1	0	0	0	2	2	3	0	2	0	3	0	2	0	0	0	0	0	0	0	0									
		0.14%	0.16%	0.48%	0.00%	0.14%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.95%	1.85%	0.59%	0.00%	0.47%	0.00%	0.32%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	3	1	0	12	0	2	0	0	0	0	0	1									
		0.21%	0.32%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.31%	0.11%	0.00%	1.29%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.23%	0.00%	0.21%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	16	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	7	4	0	11	8	0	0	0	0	0	0	0									
		0.43%	2.57%	0.00%	0.74%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.73%	0.42%	0.00%	1.18%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	820	46	20	23	61	18	7	5	14	29	26	14	2	3	36	8	38	93	88	51	50	50	24	22	0	7	34	40	11									
		6.58%	7.38%	9.62%	8.55%	8.70%	3.97%	8.33%	4.20%	5.24%	10.03%	6.63%	3.29%	0.95%	2.78%	7.11%	3.20%	8.86%	9.67%	9.34%	6.04%	5.38%	7.94%	3.51%	5.93%	0.00%	1.94%	7.89%	13.99%	6.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	5	5	0	21	0	0	0	0	1	2	0	2									
		0.34%	0.16%	0.48%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.52%	0.53%	0.00%	2.26%	0.00%	0.00%	0.00%	0.00%	0.28%	0.46%	0.00%	1.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	301	7	2	4	15	63	0	0	2	0	0	10	1	5	8	3	10	13	56	18	26	30	14	0	0	1	4	8	1									
		2.42%	1.12%	0.96%	1.49%	2.14%	13.91%	0.00%	0.00%	0.75%	0.00%	0.00%	2.35%	0.48%	4.63%	1.58%	1.20%	2.33%	1.35%	5.94%	2.13%	2.80%	4.76%	2.05%	0.00%	0.00%	0.28%	0.93%	2.80%	0.60%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
