Выборы Президента Российской Федерации																																																							
																																																							
"Наименование Избирательной комиссии:    Казань, Кировская"																																																							
																																																							
Итоги голосования 																																																							
																																																							
		Сумма	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161					
11	Число полученных открепительных  удостоверений	4200	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	50	100	100	100	100	100	50	100	100	100	100	100	100	100	100	100	100	50	100	100	100	50	0	0	0	0					
12	Число выданных открепительных удостоверений	1718	37	39	50	48	47	34	54	45	38	11	50	54	41	56	47	19	18	34	65	63	63	52	8	40	43	49	43	10	6	36	30	17	50	72	44	44	47	50	58	2	25	26	50	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1626	35	3	28	23	13	30	36	34	17	11	19	32	66	51	31	24	21	20	60	31	19	17	27	28	41	24	40	29	23	19	23	28	30	29	21	16	37	20	28	25	31	11	25	8	171	61	42	168					
14	Число неиспользованных открепительных удостоверений	2482	63	61	50	52	53	66	46	55	62	89	50	46	59	44	53	81	82	66	35	37	37	48	42	60	57	51	57	90	44	64	70	83	50	28	56	56	53	50	42	48	75	74	50	47	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																							
18	. Глазьев Сергей Юрьевич	1476	42	20	29	39	31	34	26	49	27	21	16	56	40	57	31	28	56	30	35	58	38	53	10	23	24	42	53	19	15	21	40	21	35	39	22	25	63	51	37	11	22	55	24	1	5	0	0	2					
		2.16%	2.02%	1.02%	1.40%	1.74%	2.61%	2.43%	1.28%	2.93%	2.09%	2.29%	0.87%	2.94%	2.32%	3.96%	2.24%	2.93%	4.38%	1.93%	2.54%	3.10%	2.11%	2.95%	3.04%	2.63%	1.30%	2.86%	3.33%	1.87%	3.14%	2.38%	2.75%	2.36%	1.55%	1.84%	1.20%	1.06%	2.54%	2.58%	2.30%	3.45%	1.58%	2.60%	1.05%	0.36%	2.92%	0.00%	0.00%	0.64%					
19	. Малышкин Олег Александрович	889	12	18	38	13	10	25	76	18	55	7	19	12	24	14	12	10	12	19	10	29	7	21	2	7	26	21	18	35	12	5	21	13	27	30	23	31	34	21	20	9	12	24	31	4	0	0	1	1					
		1.30%	0.58%	0.92%	1.83%	0.58%	0.84%	1.78%	3.74%	1.08%	4.27%	0.76%	1.04%	0.63%	1.39%	0.97%	0.87%	1.04%	0.94%	1.22%	0.73%	1.55%	0.39%	1.17%	0.61%	0.80%	1.41%	1.43%	1.13%	3.44%	2.52%	0.57%	1.44%	1.46%	1.20%	1.42%	1.25%	1.31%	1.37%	1.06%	1.24%	2.82%	0.86%	1.13%	1.36%	1.44%	0.00%	0.00%	2.33%	0.32%					
20	. Миронов Сергей Михайлович	748	37	56	13	23	10	12	29	12	29	9	14	19	6	18	7	28	27	20	12	16	22	23	3	11	21	19	4	23	11	7	13	7	26	24	16	20	28	13	10	3	7	20	18	2	0	0	0	0					
		1.10%	1.78%	2.86%	0.63%	1.02%	0.84%	0.86%	1.43%	0.72%	2.25%	0.98%	0.76%	1.00%	0.35%	1.25%	0.51%	2.93%	2.11%	1.28%	0.87%	0.86%	1.22%	1.28%	0.91%	1.26%	1.14%	1.29%	0.25%	2.26%	2.31%	0.79%	0.89%	0.79%	1.15%	1.13%	0.87%	0.85%	1.13%	0.66%	0.62%	0.94%	0.50%	0.95%	0.79%	0.72%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	57485	1841	1566	1872	1991	958	1127	1731	1357	1041	776	1568	1533	1464	1057	1113	801	1006	1242	1181	1376	1527	1437	266	742	1574	1251	1370	803	388	765	1216	730	2029	1929	1494	1984	2110	1815	1381	268	1190	1707	2102	259	148	56	39	304					
		84.26%	88.64%	80.02%	90.39%	88.69%	80.64%	80.39%	85.10%	81.21%	80.76%	84.44%	85.64%	80.60%	84.82%	73.35%	80.30%	83.70%	78.59%	79.72%	85.64%	73.66%	84.65%	80.10%	80.85%	84.99%	85.22%	85.10%	86.00%	79.04%	81.34%	86.73%	83.52%	82.11%	90.02%	90.99%	81.46%	84.10%	84.98%	91.99%	85.88%	84.01%	85.61%	80.67%	91.91%	93.50%	86.55%	87.50%	90.70%	97.44%					
22	. Хакамада Ирина Муцуовна	2482	19	121	44	64	79	2	59	64	36	33	51	115	89	107	74	25	44	58	51	94	69	56	22	37	102	27	81	21	19	27	49	26	52	42	156	190	62	42	30	3	45	54	27	3	7	1	1	2					
		3.64%	0.91%	6.18%	2.12%	2.85%	6.65%	0.14%	2.90%	3.83%	2.79%	3.59%	2.79%	6.05%	5.16%	7.43%	5.34%	2.61%	3.44%	3.72%	3.70%	5.03%	3.82%	3.12%	6.69%	4.24%	5.52%	1.84%	5.08%	2.07%	3.98%	3.06%	3.37%	2.92%	2.31%	1.98%	8.51%	8.05%	2.50%	2.13%	1.87%	0.94%	3.24%	2.55%	1.18%	1.08%	4.09%	1.56%	2.33%	0.64%					
23	. Харитонов Николай Михайлович	3037	83	97	22	69	78	113	61	119	38	50	99	96	67	107	73	24	108	93	43	154	126	122	16	31	88	44	39	71	26	7	75	61	47	40	60	34	91	21	102	15	56	181	73	2	6	7	1	1					
		4.45%	4.00%	4.96%	1.06%	3.07%	6.57%	8.06%	3.00%	7.12%	2.95%	5.44%	5.41%	5.05%	3.88%	7.43%	5.27%	2.51%	8.44%	5.97%	3.12%	8.24%	6.98%	6.80%	4.86%	3.55%	4.76%	2.99%	2.45%	6.99%	5.45%	0.79%	5.15%	6.86%	2.09%	1.89%	3.27%	1.44%	3.66%	1.06%	6.34%	4.70%	4.03%	8.55%	3.19%	0.72%	3.51%	10.94%	2.33%	0.32%					
																																																							
24	Против всех	1290	31	22	38	25	11	52	34	31	10	19	53	60	32	53	69	34	4	74	31	81	6	56	6	20	4	47	12	27	5	12	26	15	20	10	36	25	66	10	15	6	32	55	7	3	2	0	1	2					
		1.89%	1.49%	1.12%	1.83%	1.11%	0.93%	3.71%	1.67%	1.86%	0.78%	2.07%	2.89%	3.15%	1.85%	3.68%	4.98%	3.55%	0.31%	4.75%	2.25%	4.34%	0.33%	3.12%	1.82%	2.29%	0.22%	3.20%	0.75%	2.66%	1.05%	1.36%	1.79%	1.69%	0.89%	0.47%	1.96%	1.06%	2.66%	0.51%	0.93%	1.88%	2.30%	2.60%	0.31%	1.08%	1.17%	0.00%	2.33%	0.64%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
