Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																
Дата голосования: 18.09.2016																																																																
																																																																
Наименование Избирательной комиссии:    Ботлихская																																																																
																																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																																
																																																																
		Сумма	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	188	3	5	4	5	5	3	1	4	4	5	3	1	4	4	6	6	4	3	1	4	1	3	5	3	3	3	5	3	3	3	1	5	5	3	3	3	4	5	3	2	3	3	3	5	4	4	4	3	1	3	5	3	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	146	0	0	0	0	0	0	0	0	10	3	0	0	0	1	1	0	10	0	0	24	0	0	0	0	0	1	0	0	0	0	0	30	0	0	1	0	1	3	0	0	0	0	0	0	0	5	0	2	0	0	0	48	6									
		0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.38%	0.00%	0.00%	0.00%	0.71%	0.09%	0.00%	0.97%	0.00%	0.00%	2.11%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	3.19%	0.00%	0.00%	0.31%	0.00%	0.11%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.74%	0.00%	0.00%	0.00%	90.57%	2.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	128	2	2	0	0	0	0	0	43	0	2	0	0	3	4	4	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	7	0	2	15	0	0	0	0	0	12	1	0	12	0	0	7									
		0.53%	8.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	8.11%	0.00%	0.25%	0.00%	0.00%	1.58%	2.86%	0.35%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.16%	0.00%	0.00%	0.58%	0.00%	3.23%	4.73%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.37%	0.00%	8.00%	0.00%	0.00%	2.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	67	0	1	0	0	0	0	0	0	0	0	0	0	4	0	4	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	13	5	0	0	0	1	0	1	0	7	0	0	2									
		0.28%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%	0.00%	0.35%	0.00%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	2.12%	0.00%	4.10%	2.48%	0.00%	0.00%	0.00%	0.42%	0.00%	0.37%	0.00%	4.67%	0.00%	0.00%	0.85%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21551	23	826	221	1640	627	52	9	457	853	738	44	20	164	135	816	879	884	200	30	1061	145	169	1601	28	24	31	207	132	205	156	15	910	1344	310	309	18	876	1065	212	53	215	175	352	1287	596	221	303	252	29	131	353	0	148									
		89.49%	92.00%	97.18%	97.36%	98.20%	96.91%	100.00%	100.00%	86.23%	94.99%	93.42%	75.86%	100.00%	86.32%	96.43%	71.02%	74.68%	86.08%	85.11%	93.75%	93.07%	100.00%	94.41%	94.68%	93.33%	100.00%	72.09%	53.35%	94.96%	95.35%	91.23%	100.00%	96.81%	84.21%	96.57%	95.37%	100.00%	99.77%	87.87%	89.83%	85.48%	67.82%	86.63%	98.88%	94.49%	99.17%	92.08%	87.07%	92.99%	96.67%	87.33%	83.65%	0.00%	62.71%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	52	11	2	3	0	0	0	0	1	0	0	0	0	0	0	1									
		0.34%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.17%	0.25%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.29%	4.66%	3.23%	0.95%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	3.60%	0.00%	0.00%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	675	0	0	0	0	0	0	0	0	0	10	0	0	9	0	90	191	80	3	0	0	0	0	10	0	0	0	178	7	0	8	0	0	0	0	0	0	0	24	1	3	3	9	2	0	0	1	0	1	0	0	0	0	45									
		2.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	4.74%	0.00%	7.83%	16.23%	7.79%	1.28%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	45.88%	5.04%	0.00%	4.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.98%	0.42%	4.84%	0.95%	4.46%	0.56%	0.00%	0.00%	0.42%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	19.07%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	0	5	0	0	0	0	2	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.49%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	29	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	1.65%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	800	0	9	6	20	10	0	0	14	24	27	8	0	6	0	38	25	35	18	2	14	0	10	32	0	0	6	0	0	10	6	0	0	252	10	6	0	0	21	5	2	16	13	2	49	3	9	0	14	1	0	62	5	10									
		3.32%	0.00%	1.06%	2.64%	1.20%	1.55%	0.00%	0.00%	2.64%	2.67%	3.42%	13.79%	0.00%	3.16%	0.00%	3.31%	2.12%	3.41%	7.66%	6.25%	1.23%	0.00%	5.59%	1.89%	0.00%	0.00%	13.95%	0.00%	0.00%	4.65%	3.51%	0.00%	0.00%	15.79%	3.12%	1.85%	0.00%	0.00%	1.73%	2.12%	3.23%	5.05%	6.44%	0.56%	3.60%	0.50%	3.75%	0.00%	5.17%	3.33%	0.00%	14.69%	9.43%	4.24%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.53%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	181	0	9	0	10	5	0	0	16	8	0	6	0	0	0	3	3	1	0	0	0	0	0	10	0	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	39	0	0	26	2	1	33	0	0	0	0	0	4									
		0.75%	0.00%	1.06%	0.00%	0.60%	0.77%	0.00%	0.00%	3.02%	0.89%	0.00%	10.34%	0.00%	0.00%	0.00%	0.26%	0.25%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	4.65%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.08%	0.00%	0.00%	12.30%	0.00%	0.00%	1.91%	0.33%	0.42%	9.48%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%									
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
