Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Ловозерская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	555	208	21	12	3	42	110	133	2	3	21					
		8.00%	13.20%	8.23%	20.33%	6.66%	5.59%	6.91%	8.65%	0.89%	2.63%	2.68%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	244	69	6	0	1	21	68	48	7	2	22					
		3.52%	4.38%	2.35%	0.0%	2.22%	2.79%	4.27%	3.12%	3.13%	1.75%	2.81%					
22	"5. ""За Русь Святую"""	38	5	1	0	0	5	15	7	1	0	4					
		0.54%	0.31%	0.39%	0.0%	0.0%	0.66%	0.94%	0.45%	0.44%	0.0%	0.51%					
23	"6. ""Объединенная Российская партия ""Русь"""	22	4	0	0	0	4	6	6	0	0	2					
		0.31%	0.25%	0.0%	0.0%	0.0%	0.53%	0.37%	0.39%	0.0%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	12	0	1	0	12	10	9	2	1	17					
		0.92%	0.76%	0.0%	1.69%	0.0%	1.59%	0.62%	0.58%	0.89%	0.87%	2.17%					
25	"8. ""Народно-республиканская партия России"""	24	5	3	0	0	0	5	8	1	0	2					
		0.34%	0.31%	1.17%	0.0%	0.0%	0.0%	0.31%	0.52%	0.44%	0.0%	0.25%					
26	"9. ""Российская экологическая партия ""Зеленые"""	23	5	0	0	0	4	6	6	0	0	2					
		0.33%	0.31%	0.0%	0.0%	0.0%	0.53%	0.37%	0.39%	0.0%	0.0%	0.25%					
27	"10. ""Аграрная партия России"""	171	60	14	0	2	16	37	27	2	3	10					
		2.46%	3.80%	5.49%	0.0%	4.44%	2.13%	2.32%	1.75%	0.89%	2.63%	1.27%					
28	"11. ""Истинные патриоты России"""	13	1	0	0	0	0	0	1	0	3	8					
		0.18%	0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.0%	2.63%	1.02%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	89	20	4	0	0	7	18	21	2	2	15					
		1.28%	1.26%	1.56%	0.0%	0.0%	0.93%	1.13%	1.36%	0.89%	1.75%	1.91%					
30	"13. ""Демократическая партия России"""	9	1	0	0	0	1	2	3	1	1	0					
		0.12%	0.06%	0.0%	0.0%	0.0%	0.13%	0.12%	0.19%	0.44%	0.87%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	1	0	0	0	1	0	1	1	0	0					
		0.05%	0.06%	0.0%	0.0%	0.0%	0.13%	0.0%	0.06%	0.44%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	1	0	0	1	2	1	0	1	0	1					
		0.10%	0.06%	0.0%	0.0%	2.22%	0.26%	0.06%	0.0%	0.44%	0.0%	0.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	632	122	2	1	0	81	170	163	34	11	48					
		9.11%	7.74%	0.78%	1.69%	0.0%	10.78%	10.69%	10.61%	15.24%	9.64%	6.13%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	0	0	0	0	0	3	1	1	1	4					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.06%	0.44%	0.87%	0.51%					
35	"18. ""ЛДПР"""	941	195	38	6	6	94	191	203	59	23	126					
		13.57%	12.38%	14.90%	10.16%	13.33%	12.51%	12.01%	13.21%	26.45%	20.17%	16.11%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	92	23	3	3	1	6	16	22	2	3	13					
		1.32%	1.46%	1.17%	5.08%	2.22%	0.79%	1.00%	1.43%	0.89%	2.63%	1.66%					
37	"20. ""Политическая партия ""Единая Россия"""	2625	524	126	26	28	309	605	520	81	51	355					
		37.87%	33.26%	49.41%	44.06%	62.22%	41.14%	38.05%	33.85%	36.32%	44.73%	45.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	2	1	0	0	1	4	1	1	0	1					
		0.15%	0.12%	0.39%	0.0%	0.0%	0.13%	0.25%	0.06%	0.44%	0.0%	0.12%					
39	"22. ""Развитие предпринимательства"""	16	7	0	0	0	3	4	0	0	0	2					
		0.23%	0.44%	0.0%	0.0%	0.0%	0.39%	0.25%	0.0%	0.0%	0.0%	0.25%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	702	194	22	4	0	62	180	195	14	1	30					
		10.12%	12.31%	8.62%	6.77%	0.0%	8.25%	11.32%	12.69%	6.27%	0.87%	3.83%					
																	
41	Против всех	360	48	6	4	2	43	87	97	7	4	62					
		5.19%	3.04%	2.35%	6.77%	4.44%	5.72%	5.47%	6.31%	3.13%	3.50%	7.92%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
