Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Среднеахтубинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730	УИК №3731	УИК №3732	УИК №3733	УИК №3734	УИК №3735	УИК №3736	УИК №3737	УИК №3738	УИК №3739	УИК №3740	УИК №3741	УИК №3742	УИК №3743	УИК №3744	УИК №3745	УИК №3746	УИК №3747	УИК №3748	УИК №3749	УИК №3750	УИК №3751	УИК №3752	УИК №3753	УИК №3754	УИК №3755	УИК №3756					
14	Число погашенных неиспользованных открепительных удостоверений	78	7	2	7	0	0	0	0	0	0	0	0	2	1	0	0	1	1	2	2	5	0	3	3	2	3	0	0	3	0	0	3	1	5	0	0	0	0	0	5	4	0	0	0	0	2	0	0	0	4	0	2	2	1	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2907	114	78	119	122	80	69	110	54	33	27	126	82	111	124	69	49	83	137	74	13	62	9	22	49	37	7	46	30	32	26	14	25	10	80	33	15	55	12	19	20	30	17	13	65	53	33	18	131	23	36	9	71	46	57	17	11					
		15.53%	22.05%	13.38%	16.44%	16.80%	19.09%	14.08%	21.19%	18.18%	15.57%	13.78%	22.87%	16.30%	17.65%	18.16%	16.55%	16.78%	13.93%	18.98%	14.10%	10.48%	18.79%	8.74%	13.33%	15.17%	10.00%	6.36%	13.03%	16.76%	14.75%	15.38%	11.57%	19.08%	9.62%	11.25%	15.35%	10.00%	22.82%	9.38%	12.34%	17.86%	13.22%	9.39%	8.72%	15.59%	17.49%	12.60%	15.25%	13.17%	12.30%	14.17%	10.98%	14.29%	15.03%	14.43%	10.83%	14.29%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2756	59	80	88	93	74	58	50	53	19	27	82	72	129	126	71	34	103	123	96	18	58	17	19	47	30	11	40	44	23	32	24	19	12	112	36	22	31	13	23	25	18	15	15	57	58	51	24	116	32	41	8	74	53	52	31	18					
		14.72%	11.41%	13.72%	12.15%	12.81%	17.66%	11.84%	9.63%	17.85%	8.96%	13.78%	14.88%	14.31%	20.51%	18.45%	17.03%	11.64%	17.28%	17.04%	18.29%	14.52%	17.58%	16.50%	11.52%	14.55%	8.11%	10.00%	11.33%	24.58%	10.60%	18.93%	19.83%	14.50%	11.54%	15.75%	16.74%	14.67%	12.86%	10.16%	14.94%	22.32%	7.93%	8.29%	10.07%	13.67%	19.14%	19.47%	20.34%	11.66%	17.11%	16.14%	9.76%	14.89%	17.32%	13.16%	19.75%	23.38%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	168	5	3	6	4	6	4	7	3	1	2	7	5	4	13	4	3	6	7	7	3	0	0	1	3	0	0	4	0	1	3	0	3	0	5	0	1	4	2	2	0	1	5	0	3	2	1	0	9	0	5	1	5	5	2	0	0					
		0.90%	0.97%	0.51%	0.83%	0.55%	1.43%	0.82%	1.35%	1.01%	0.47%	1.02%	1.27%	0.99%	0.64%	1.90%	0.96%	1.03%	1.01%	0.97%	1.33%	2.42%	0.00%	0.00%	0.61%	0.93%	0.00%	0.00%	1.13%	0.00%	0.46%	1.78%	0.00%	2.29%	0.00%	0.70%	0.00%	0.67%	1.66%	1.56%	1.30%	0.00%	0.44%	2.76%	0.00%	0.72%	0.66%	0.38%	0.00%	0.90%	0.00%	1.97%	1.22%	1.01%	1.63%	0.51%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4088	132	162	151	179	78	143	129	79	48	32	111	117	152	151	100	84	137	185	116	17	43	18	24	62	80	6	111	33	48	22	30	15	25	166	24	39	29	36	18	23	33	37	16	112	68	54	15	219	35	60	10	86	46	98	29	15					
		21.84%	25.53%	27.79%	20.86%	24.66%	18.62%	29.18%	24.86%	26.60%	22.64%	16.33%	20.15%	23.26%	24.17%	22.11%	23.98%	28.77%	22.99%	25.62%	22.10%	13.71%	13.03%	17.48%	14.55%	19.20%	21.62%	5.45%	31.44%	18.44%	22.12%	13.02%	24.79%	11.45%	24.04%	23.35%	11.16%	26.00%	12.03%	28.13%	11.69%	20.54%	14.54%	20.44%	10.74%	26.86%	22.44%	20.61%	12.71%	22.01%	18.72%	23.62%	12.20%	17.30%	15.03%	24.81%	18.47%	19.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	479	21	23	18	20	3	19	29	10	6	6	9	15	11	16	18	9	18	21	15	2	3	16	4	10	8	0	9	4	7	5	1	1	5	19	3	1	6	1	5	0	0	0	3	15	10	2	8	13	1	4	0	4	3	11	3	5					
		2.56%	4.06%	3.95%	2.49%	2.75%	0.72%	3.88%	5.59%	3.37%	2.83%	3.06%	1.63%	2.98%	1.75%	2.34%	4.32%	3.08%	3.02%	2.91%	2.86%	1.61%	0.91%	15.53%	2.42%	3.10%	2.16%	0.00%	2.55%	2.23%	3.23%	2.96%	0.83%	0.76%	4.81%	2.67%	1.40%	0.67%	2.49%	0.78%	3.25%	0.00%	0.00%	0.00%	2.01%	3.60%	3.30%	0.76%	6.78%	1.31%	0.53%	1.57%	0.00%	0.80%	0.98%	2.78%	1.91%	6.49%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7974	181	222	324	285	166	190	187	91	102	97	211	201	212	240	151	106	239	238	206	67	159	42	93	149	206	85	135	67	98	76	48	64	50	317	117	70	111	61	83	41	141	105	97	162	108	118	50	486	92	106	53	253	151	167	69	28					
		42.60%	35.01%	38.08%	44.75%	39.26%	39.62%	38.78%	36.03%	30.64%	48.11%	49.49%	38.29%	39.96%	33.70%	35.14%	36.21%	36.30%	40.10%	32.96%	39.24%	54.03%	48.18%	40.78%	56.36%	46.13%	55.68%	77.27%	38.24%	37.43%	45.16%	44.97%	39.67%	48.85%	48.08%	44.59%	54.42%	46.67%	46.06%	47.66%	53.90%	36.61%	62.11%	58.01%	65.10%	38.85%	35.64%	45.04%	42.37%	48.84%	49.20%	41.73%	64.63%	50.91%	49.35%	42.28%	43.95%	36.36%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	100	2	1	3	7	3	4	4	0	0	1	3	7	3	6	2	3	3	3	5	2	1	0	2	1	0	0	3	0	1	1	0	1	0	3	0	0	1	1	1	0	3	2	0	1	1	2	1	1	2	0	1	2	0	4	2	0					
		0.53%	0.39%	0.17%	0.41%	0.96%	0.72%	0.82%	0.77%	0.00%	0.00%	0.51%	0.54%	1.39%	0.48%	0.88%	0.48%	1.03%	0.50%	0.42%	0.95%	1.61%	0.30%	0.00%	1.21%	0.31%	0.00%	0.00%	0.85%	0.00%	0.46%	0.59%	0.00%	0.76%	0.00%	0.42%	0.00%	0.00%	0.41%	0.78%	0.65%	0.00%	1.32%	1.10%	0.00%	0.24%	0.33%	0.76%	0.85%	0.10%	1.07%	0.00%	1.22%	0.40%	0.00%	1.01%	1.27%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
