Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Среднеахтубинская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №1486	УИК №1487	УИК №1488	УИК №1489	УИК №1490	УИК №1491	УИК №1492	УИК №1493	УИК №1494	УИК №1495	УИК №1496	УИК №1497	УИК №1498	УИК №1499	УИК №1500	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518					
19	2.Всероссийская политическая партия «Гражданская Сила»	95	5	8	3	7	4	3	4	3	1	3	5	3	2	4	2	3	6	3	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	3	0	0	4	1	1	1	2	0	0	2	4	1	1					
		0.47%	0.93%	1.41%	0.41%	0.98%	0.97%	0.68%	0.71%	0.58%	0.44%	1.65%	0.80%	0.56%	0.30%	0.52%	0.24%	0.53%	0.71%	0.50%	0.23%	0.00%	0.00%	0.00%	0.00%	0.25%	0.47%	0.38%	0.00%	0.00%	0.00%	0.84%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	1.67%	0.00%	0.00%	0.46%	0.31%	0.83%	0.10%	0.46%	0.00%	0.00%	0.62%	0.93%	0.63%	1.33%					
20	3.Политическая партия «Демократическая партия России»	20	0	1	2	0	1	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	0					
		0.10%	0.00%	0.18%	0.28%	0.00%	0.24%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.47%	0.38%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.23%	2.22%	0.00%	0.00%	0.47%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2794	82	91	81	102	63	52	91	43	41	24	66	84	110	127	154	59	134	105	44	11	6	115	5	62	42	29	16	21	13	16	125	22	19	31	29	11	35	48	9	103	35	15	171	63	7	54	26	71	24	7					
		13.92%	15.27%	16.02%	11.16%	14.25%	15.29%	11.79%	16.08%	8.37%	17.90%	13.19%	10.59%	15.67%	16.49%	16.64%	18.76%	10.46%	15.88%	17.47%	9.93%	12.94%	4.38%	17.22%	5.21%	15.46%	19.63%	10.90%	9.25%	15.56%	8.28%	13.45%	16.82%	11.06%	10.27%	9.78%	21.32%	6.92%	19.44%	10.74%	5.26%	11.84%	10.90%	12.50%	17.57%	14.38%	7.78%	10.27%	8.10%	16.51%	15.00%	9.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	56	2	1	4	3	0	0	3	0	0	0	1	2	3	4	5	2	4	5	1	0	2	0	0	0	0	1	0	0	1	0	2	1	0	0	1	1	0	0	0	1	0	0	0	2	2	0	1	0	0	1					
		0.28%	0.37%	0.18%	0.55%	0.42%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.16%	0.37%	0.45%	0.52%	0.61%	0.35%	0.47%	0.83%	0.23%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.64%	0.00%	0.27%	0.50%	0.00%	0.00%	0.74%	0.63%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.46%	2.22%	0.00%	0.31%	0.00%	0.00%	1.33%					
23	6.Политическая партия «Партия социальной справедливости»	16	0	0	0	1	0	0	1	1	1	1	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0					
		0.08%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.18%	0.19%	0.44%	0.55%	0.00%	0.00%	0.00%	0.13%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.23%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1684	53	52	61	78	30	33	49	66	21	21	55	32	71	72	74	49	82	48	27	12	12	57	11	22	25	13	17	16	10	8	57	15	9	27	14	4	15	28	12	85	18	9	51	31	13	43	23	38	10	5					
		8.39%	9.87%	9.15%	8.40%	10.89%	7.28%	7.48%	8.66%	12.84%	9.17%	11.54%	8.83%	5.97%	10.64%	9.44%	9.01%	8.69%	9.72%	7.99%	6.09%	14.12%	8.76%	8.53%	11.46%	5.49%	11.68%	4.89%	9.83%	11.85%	6.37%	6.72%	7.67%	7.54%	4.86%	8.52%	10.29%	2.52%	8.33%	6.26%	7.02%	9.77%	5.61%	7.50%	5.24%	7.08%	14.44%	8.17%	7.17%	8.84%	6.25%	6.67%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1624	42	49	73	83	35	28	46	32	12	12	111	49	65	84	68	39	81	41	33	2	7	36	5	52	7	22	9	13	5	8	61	6	8	21	8	9	7	19	1	84	13	5	96	41	3	28	28	19	9	9					
		8.09%	7.82%	8.63%	10.06%	11.59%	8.50%	6.35%	8.13%	6.23%	5.24%	6.59%	17.82%	9.14%	9.75%	11.01%	8.28%	6.91%	9.60%	6.82%	7.45%	2.35%	5.11%	5.39%	5.21%	12.97%	3.27%	8.27%	5.20%	9.63%	3.18%	6.72%	8.21%	3.02%	4.32%	6.62%	5.88%	5.66%	3.89%	4.25%	0.58%	9.66%	4.05%	4.17%	9.87%	9.36%	3.33%	5.32%	8.72%	4.42%	5.63%	12.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	145	2	3	5	4	5	4	1	3	2	2	2	9	11	14	13	4	5	0	2	4	0	3	1	5	0	2	2	0	2	1	5	1	2	0	1	1	0	2	0	3	4	1	6	3	0	3	0	2	0	0					
		0.72%	0.37%	0.53%	0.69%	0.56%	1.21%	0.91%	0.18%	0.58%	0.87%	1.10%	0.32%	1.68%	1.65%	1.83%	1.58%	0.71%	0.59%	0.00%	0.45%	4.71%	0.00%	0.45%	1.04%	1.25%	0.00%	0.75%	1.16%	0.00%	1.27%	0.84%	0.67%	0.50%	1.08%	0.00%	0.74%	0.63%	0.00%	0.45%	0.00%	0.34%	1.25%	0.83%	0.62%	0.68%	0.00%	0.57%	0.00%	0.47%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12738	319	337	474	415	260	305	335	351	144	111	355	340	382	413	469	380	491	383	318	53	102	420	69	247	130	180	119	79	125	84	449	143	139	225	79	127	113	312	145	547	235	84	584	260	57	379	225	280	113	52					
		63.48%	59.40%	59.33%	65.29%	57.96%	63.11%	69.16%	59.19%	68.29%	62.88%	60.99%	56.98%	63.43%	57.27%	54.13%	57.13%	67.38%	58.18%	63.73%	71.78%	62.35%	74.45%	62.87%	71.88%	61.60%	60.75%	67.67%	68.79%	58.52%	79.62%	70.59%	60.43%	71.86%	75.14%	70.98%	58.09%	79.87%	62.78%	69.80%	84.80%	62.87%	73.21%	70.00%	60.02%	59.36%	63.33%	72.05%	70.09%	65.12%	70.63%	69.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	175	7	12	4	4	5	4	13	3	0	3	4	5	9	8	9	7	5	6	5	2	0	5	0	2	3	2	0	0	1	0	9	0	0	3	0	5	1	1	2	6	0	2	6	4	0	1	2	4	1	0					
		0.87%	1.30%	2.11%	0.55%	0.56%	1.21%	0.91%	2.30%	0.58%	0.00%	1.65%	0.64%	0.93%	1.35%	1.05%	1.10%	1.24%	0.59%	0.99%	1.13%	2.35%	0.00%	0.75%	0.00%	0.50%	1.40%	0.75%	0.00%	0.00%	0.64%	0.00%	1.21%	0.00%	0.00%	0.95%	0.00%	3.14%	0.56%	0.22%	1.17%	0.69%	0.00%	1.67%	0.62%	0.91%	0.00%	0.19%	0.62%	0.93%	0.63%	0.00%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
