Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Погарская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	135	15	15	3	7	2	7	3	2	0	0	6	0	1	3	1	2	0	5	5	0	2	1	0	0	10	2	3	3	0	0	1	0	0	3	1	2	2	4	0	0	0	0	0	0	6	0	3	5	1	1	3	0	2	3	0									
		0.71%	1.84%	1.58%	0.38%	1.52%	0.42%	2.69%	0.69%	0.30%	0.00%	0.00%	1.08%	0.00%	0.80%	2.08%	0.46%	2.13%	0.00%	0.92%	1.04%	0.00%	0.30%	0.31%	0.00%	0.00%	1.86%	0.56%	0.66%	1.40%	0.00%	0.00%	0.27%	0.00%	0.00%	0.82%	0.56%	0.35%	0.44%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.20%	0.00%	0.46%	1.16%	0.48%	0.37%	1.02%	0.00%	0.43%	1.20%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	266	14	15	18	19	5	5	8	11	5	1	6	10	1	3	0	1	4	4	3	2	21	0	1	3	11	4	6	6	0	2	1	0	1	2	0	1	1	3	0	0	9	3	4	2	10	3	0	7	4	4	8	0	8	5	1									
		1.39%	1.72%	1.58%	2.30%	4.12%	1.05%	1.92%	1.83%	1.67%	2.11%	1.06%	1.08%	3.08%	0.80%	2.08%	0.00%	1.06%	3.85%	0.74%	0.63%	0.63%	3.13%	0.00%	0.42%	1.09%	2.04%	1.13%	1.33%	2.79%	0.00%	1.59%	0.27%	0.00%	1.33%	0.54%	0.00%	0.18%	0.22%	0.82%	0.00%	0.00%	2.30%	1.49%	3.20%	0.66%	2.00%	3.57%	0.00%	1.62%	1.92%	1.48%	2.72%	0.00%	1.71%	2.01%	1.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	194	23	25	15	5	9	5	8	2	4	1	4	2	2	0	2	1	0	3	3	7	12	0	1	2	1	5	1	1	0	1	3	3	0	0	0	7	0	5	0	0	2	1	2	2	4	0	0	4	2	2	6	0	5	1	0									
		1.01%	2.83%	2.63%	1.92%	1.08%	1.90%	1.92%	1.83%	0.30%	1.69%	1.06%	0.72%	0.62%	1.60%	0.00%	0.91%	1.06%	0.00%	0.55%	0.63%	2.22%	1.79%	0.00%	0.42%	0.72%	0.19%	1.41%	0.22%	0.47%	0.00%	0.79%	0.80%	1.25%	0.00%	0.00%	0.00%	1.23%	0.00%	1.36%	0.00%	0.00%	0.51%	0.50%	1.60%	0.66%	0.80%	0.00%	0.00%	0.93%	0.96%	0.74%	2.04%	0.00%	1.07%	0.40%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13601	391	501	406	224	225	142	295	513	185	75	366	208	86	87	176	70	75	420	405	258	524	261	200	217	386	255	388	143	58	105	292	191	60	286	137	454	374	256	100	247	307	140	82	204	346	63	548	249	151	207	231	454	343	152	82									
		71.14%	48.03%	52.79%	51.85%	48.59%	47.47%	54.62%	67.51%	77.73%	78.06%	79.79%	66.18%	64.00%	68.80%	60.42%	80.37%	74.47%	72.12%	77.49%	84.38%	81.65%	77.98%	81.31%	83.33%	78.62%	71.61%	71.83%	85.84%	66.51%	93.55%	83.33%	77.45%	79.58%	80.00%	77.93%	77.40%	79.79%	81.84%	69.75%	80.65%	89.17%	78.52%	69.65%	65.60%	66.89%	69.20%	75.00%	83.79%	57.77%	72.60%	76.38%	78.57%	93.99%	73.45%	61.04%	84.54%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	5	3	3	2	3	2	4	1	0	0	1	0	0	1	0	0	0	2	0	0	8	0	0	0	3	3	0	1	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	4	3	1	2	0	0	1	0	0									
		0.32%	0.61%	0.32%	0.38%	0.43%	0.63%	0.77%	0.92%	0.15%	0.00%	0.00%	0.18%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.56%	0.85%	0.00%	0.47%	0.00%	0.79%	0.27%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.61%	0.70%	0.48%	0.74%	0.00%	0.00%	0.21%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	2	2	2	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	2	0	0	0	0	1	0	0									
		0.12%	0.25%	0.21%	0.26%	0.00%	0.42%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.60%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1998	164	140	137	93	108	50	52	62	30	13	73	31	10	15	13	11	8	46	17	7	58	18	12	33	50	38	17	20	1	11	20	11	9	38	17	27	34	34	9	9	27	29	6	65	58	10	35	65	22	20	12	16	49	33	5									
		10.45%	20.15%	14.75%	17.50%	20.17%	22.78%	19.23%	11.90%	9.39%	12.66%	13.83%	13.20%	9.54%	8.00%	10.42%	5.94%	11.70%	7.69%	8.49%	3.54%	2.22%	8.63%	5.61%	5.00%	11.96%	9.28%	10.70%	3.76%	9.30%	1.61%	8.73%	5.31%	4.58%	12.00%	10.35%	9.60%	4.75%	7.44%	9.26%	7.26%	3.25%	6.91%	14.43%	4.80%	21.31%	11.60%	11.90%	5.35%	15.08%	10.58%	7.38%	4.08%	3.31%	10.49%	13.25%	5.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	61	8	7	9	1	5	0	3	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	4	5	2	1	1	0	3	0	0									
		0.32%	0.98%	0.74%	1.15%	0.22%	1.05%	0.00%	0.69%	0.15%	0.00%	0.00%	0.36%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.36%	0.19%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.61%	1.16%	0.96%	0.37%	0.34%	0.00%	0.64%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	1	7	1	1	4	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	5	0	0	1	2	1	0	0	0	0	2	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	0	2	2	0									
		0.22%	0.12%	0.74%	0.13%	0.22%	0.84%	1.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.36%	0.37%	0.28%	0.00%	0.00%	0.00%	0.00%	0.53%	0.42%	0.00%	0.27%	0.00%	0.18%	0.00%	0.27%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.34%	0.00%	0.43%	0.80%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	4	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0									
		0.07%	0.12%	0.42%	0.00%	0.00%	0.21%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	90	6	7	6	3	6	1	4	4	0	0	6	1	1	0	1	0	0	4	1	0	0	0	1	1	1	6	0	0	0	0	2	1	0	1	4	0	3	2	0	0	0	1	0	1	3	0	0	1	3	2	0	0	4	2	0									
		0.47%	0.74%	0.74%	0.77%	0.65%	1.27%	0.38%	0.92%	0.61%	0.00%	0.00%	1.08%	0.31%	0.80%	0.00%	0.46%	0.00%	0.00%	0.74%	0.21%	0.00%	0.00%	0.00%	0.42%	0.36%	0.19%	1.69%	0.00%	0.00%	0.00%	0.00%	0.53%	0.42%	0.00%	0.27%	2.26%	0.00%	0.66%	0.54%	0.00%	0.00%	0.00%	0.50%	0.00%	0.33%	0.60%	0.00%	0.00%	0.23%	1.44%	0.74%	0.00%	0.00%	0.86%	0.80%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1698	111	148	122	72	64	27	36	35	11	3	45	42	21	16	24	4	7	32	19	14	28	14	25	15	62	28	14	35	2	4	53	31	2	27	13	30	31	30	12	4	35	17	10	25	50	7	53	57	19	25	13	8	23	34	9									
		8.88%	13.64%	15.60%	15.58%	15.62%	13.50%	10.38%	8.24%	5.30%	4.64%	3.19%	8.14%	12.92%	16.80%	11.11%	10.96%	4.26%	6.73%	5.90%	3.96%	4.43%	4.17%	4.36%	10.42%	5.43%	11.50%	7.89%	3.10%	16.28%	3.23%	3.17%	14.06%	12.92%	2.67%	7.36%	7.34%	5.27%	6.78%	8.17%	9.68%	1.44%	8.95%	8.46%	8.00%	8.20%	10.00%	8.33%	8.10%	13.23%	9.13%	9.23%	4.42%	1.66%	4.93%	13.65%	9.28%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	7	4	5	1	3	0	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0									
		0.21%	0.86%	0.42%	0.64%	0.22%	0.63%	0.00%	0.00%	0.15%	0.00%	0.00%	0.18%	0.00%	0.80%	0.00%	0.00%	1.06%	0.00%	0.37%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	1.09%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.48%	0.00%	0.34%	0.00%	0.21%	0.40%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	670	46	59	35	24	16	10	17	12	0	1	40	27	0	6	1	4	8	20	25	25	14	26	0	1	7	11	8	5	1	1	2	0	3	5	3	7	12	22	3	17	7	5	20	6	15	1	7	28	2	1	18	5	22	9	0									
		3.50%	5.65%	6.22%	4.47%	5.21%	3.38%	3.85%	3.89%	1.82%	0.00%	1.06%	7.23%	8.31%	0.00%	4.17%	0.46%	4.26%	7.69%	3.69%	5.21%	7.91%	2.08%	8.10%	0.00%	0.36%	1.30%	3.10%	1.77%	2.33%	1.61%	0.79%	0.53%	0.00%	4.00%	1.36%	1.69%	1.23%	2.63%	5.99%	2.42%	6.14%	1.79%	2.49%	16.00%	1.97%	3.00%	1.19%	1.07%	6.50%	0.96%	0.37%	6.12%	1.04%	4.71%	3.61%	0.00%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
