Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Борская 																																																																																		
																																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																		
																																																																																		
		Сумма	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	795	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	40	10	10	10	10	20	10	10	10	15	10	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	234	1	9	6	3	7	5	10	2	6	4	2	0	2	6	4	4	4	14	10	5	2	2	13	4	1	6	14	0	0	6	1	0	0	1	1	0	2	3	0	1	2	0	1	8	2	2	2	5	1	0	2	2	7	10	0	1	2	0	0	3	3	0	5	2	0	1	4	0	1	0	0	0	3	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	244	2	2	5	2	4	4	4	9	2	1	5	2	1	5	2	9	3	0	5	2	6	5	3	2	5	4	3	3	8	4	19	3	2	1	2	2	4	3	1	4	1	4	3	1	1	3	0	3	1	4	3	1	6	4	2	8	1	2	1	6	2	2	0	3	1	1	2	4	3	10	1	0	2	3	2					
14	Число погашенных открепительных удостоверений	561	9	1	4	7	3	5	0	8	4	6	8	10	8	4	6	6	6	26	0	5	8	8	7	6	9	4	1	10	0	4	9	10	10	9	9	10	8	7	10	9	8	10	9	2	8	8	8	5	9	10	8	8	3	10	10	9	8	10	10	7	7	10	5	8	10	9	6	10	9	10	10	10	7	6	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
18	"1. ""ЕДИНЕНИЕ"""	783	18	14	13	14	15	9	9	4	7	6	7	6	15	18	22	14	7	11	24	13	11	11	8	10	5	7	14	10	5	30	6	17	13	10	10	10	14	13	5	13	14	11	8	9	11	20	5	6	11	4	0	8	14	20	2	6	5	4	9	12	31	11	2	4	5	9	15	0	5	5	4	9	15	20	1					
		1.69%	1.77%	1.38%	1.43%	1.73%	2.02%	1.16%	1.31%	0.62%	0.79%	0.66%	1.40%	1.07%	1.48%	2.19%	2.03%	1.31%	1.11%	1.19%	2.35%	1.80%	2.28%	1.60%	0.73%	1.44%	1.10%	1.08%	1.20%	2.40%	2.29%	2.67%	1.26%	3.84%	1.69%	1.03%	2.39%	2.32%	2.09%	1.78%	1.46%	1.87%	1.46%	3.41%	2.96%	1.00%	2.43%	1.74%	1.29%	2.02%	4.66%	1.37%	0.0%	1.75%	1.44%	2.05%	0.70%	2.85%	1.16%	0.97%	1.91%	1.93%	2.48%	3.65%	0.51%	3.73%	1.43%	1.89%	2.72%	0.0%	1.27%	2.16%	1.03%	4.12%	2.65%	2.38%	0.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3532	139	115	96	78	70	89	68	61	68	68	41	42	66	83	95	123	54	82	118	56	31	54	98	59	40	39	104	5	30	98	29	29	52	68	11	32	32	40	14	32	59	7	9	57	46	93	16	23	27	23	11	30	56	68	9	4	25	30	31	31	67	13	13	5	21	18	35	8	15	17	29	9	41	73	4					
		7.66%	13.69%	11.38%	10.63%	9.67%	9.44%	11.49%	9.89%	9.54%	7.70%	7.57%	8.24%	7.51%	6.52%	10.13%	8.77%	11.57%	8.62%	8.87%	11.59%	7.75%	6.43%	7.87%	9.04%	8.53%	8.84%	6.05%	8.95%	1.20%	13.76%	8.75%	6.09%	6.56%	6.78%	7.03%	2.63%	7.44%	4.79%	5.50%	4.09%	4.60%	6.15%	2.17%	3.33%	6.34%	10.19%	8.13%	4.15%	7.77%	11.44%	7.90%	7.48%	6.57%	5.79%	7.00%	3.15%	1.90%	5.80%	7.33%	6.58%	5.0%	5.37%	4.31%	3.35%	4.67%	6.03%	3.79%	6.35%	9.52%	3.81%	7.35%	7.49%	4.12%	7.24%	8.69%	2.66%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1740	40	36	44	38	32	25	30	32	21	35	16	19	40	23	35	36	16	32	36	24	12	19	18	22	17	20	45	16	8	40	21	26	50	28	14	12	26	27	9	37	33	13	4	53	15	39	18	25	13	10	4	16	51	38	10	8	22	23	22	20	53	5	18	7	3	10	21	3	18	17	17	0	23	28	3					
		3.77%	3.94%	3.56%	4.87%	4.71%	4.31%	3.22%	4.36%	5.00%	2.37%	3.89%	3.21%	3.39%	3.95%	2.80%	3.23%	3.38%	2.55%	3.46%	3.53%	3.32%	2.48%	2.76%	1.66%	3.18%	3.76%	3.10%	3.87%	3.84%	3.66%	3.57%	4.41%	5.88%	6.52%	2.89%	3.34%	2.79%	3.89%	3.71%	2.63%	5.32%	3.44%	4.03%	1.48%	5.90%	3.32%	3.41%	4.67%	8.44%	5.50%	3.43%	2.72%	3.50%	5.27%	3.91%	3.50%	3.80%	5.10%	5.62%	4.67%	3.22%	4.25%	1.66%	4.65%	6.54%	0.86%	2.10%	3.81%	3.57%	4.58%	7.35%	4.39%	0.0%	4.06%	3.33%	2.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1523	46	48	42	36	17	36	27	29	49	38	23	14	33	22	52	41	20	43	45	33	26	26	61	32	16	19	39	11	6	32	11	9	23	39	10	10	18	7	1	11	9	1	5	24	14	44	12	8	8	11	6	10	29	25	6	12	10	8	5	16	37	4	3	4	5	14	25	6	6	4	10	2	15	21	3					
		3.30%	4.53%	4.75%	4.65%	4.46%	2.29%	4.65%	3.93%	4.53%	5.54%	4.23%	4.62%	2.50%	3.26%	2.68%	4.80%	3.85%	3.19%	4.65%	4.42%	4.57%	5.39%	3.79%	5.62%	4.63%	3.53%	2.95%	3.35%	2.64%	2.75%	2.85%	2.31%	2.03%	3.00%	4.03%	2.39%	2.32%	2.69%	0.96%	0.29%	1.58%	0.93%	0.31%	1.85%	2.67%	3.10%	3.84%	3.11%	2.70%	3.38%	3.78%	4.08%	2.19%	3.00%	2.57%	2.10%	5.71%	2.32%	1.95%	1.06%	2.58%	2.96%	1.32%	0.77%	3.73%	1.43%	2.95%	4.53%	7.14%	1.52%	1.73%	2.58%	0.91%	2.65%	2.5%	2.0%					
22	"5. ""За Русь Святую"""	467	13	6	12	4	5	7	2	11	7	9	2	6	8	2	8	9	15	4	5	6	3	2	7	5	5	4	8	15	4	10	6	5	5	6	8	5	12	8	7	14	8	5	3	8	5	14	13	6	9	5	2	6	9	12	0	3	3	4	3	3	5	3	5	1	2	3	9	5	1	5	4	1	2	18	2					
		1.01%	1.28%	0.59%	1.32%	0.49%	0.67%	0.90%	0.29%	1.72%	0.79%	1.00%	0.40%	1.07%	0.79%	0.24%	0.73%	0.84%	2.39%	0.43%	0.49%	0.83%	0.62%	0.29%	0.64%	0.72%	1.10%	0.62%	0.68%	3.60%	1.83%	0.89%	1.26%	1.13%	0.65%	0.62%	1.91%	1.16%	1.79%	1.10%	2.04%	2.01%	0.83%	1.55%	1.11%	0.89%	1.10%	1.22%	3.37%	2.02%	3.81%	1.71%	1.36%	1.31%	0.93%	1.23%	0.0%	1.42%	0.69%	0.97%	0.63%	0.48%	0.40%	0.99%	1.29%	0.93%	0.57%	0.63%	1.63%	5.95%	0.25%	2.16%	1.03%	0.45%	0.35%	2.14%	1.33%					
23	"6. ""Объединенная Российская партия ""Русь"""	160	1	4	3	2	3	0	4	3	0	1	1	2	7	3	3	4	3	3	7	1	2	0	2	4	1	3	2	6	2	7	2	0	1	2	4	3	3	3	5	3	5	1	2	0	1	2	2	1	3	1	0	4	2	3	1	1	0	2	0	2	0	1	0	0	1	2	4	1	3	1	1	0	1	1	1					
		0.34%	0.09%	0.39%	0.33%	0.24%	0.40%	0.0%	0.58%	0.46%	0.0%	0.11%	0.20%	0.35%	0.69%	0.36%	0.27%	0.37%	0.47%	0.32%	0.68%	0.13%	0.41%	0.0%	0.18%	0.57%	0.22%	0.46%	0.17%	1.44%	0.91%	0.62%	0.42%	0.0%	0.13%	0.20%	0.95%	0.69%	0.44%	0.41%	1.46%	0.43%	0.52%	0.31%	0.74%	0.0%	0.22%	0.17%	0.51%	0.33%	1.27%	0.34%	0.0%	0.87%	0.20%	0.30%	0.35%	0.47%	0.0%	0.48%	0.0%	0.32%	0.0%	0.33%	0.0%	0.0%	0.28%	0.42%	0.72%	1.19%	0.76%	0.43%	0.25%	0.0%	0.17%	0.11%	0.66%					
24	"7. ""Новый курс - Автомобильная Россия"""	313	6	2	7	4	6	7	4	3	7	13	4	6	11	13	4	3	2	5	4	3	3	4	13	1	2	13	6	4	3	5	1	2	5	10	2	1	6	3	1	6	4	5	3	5	4	9	2	3	1	2	0	7	6	9	0	2	2	2	3	2	10	2	3	0	0	3	7	1	1	0	0	0	5	4	1					
		0.67%	0.59%	0.19%	0.77%	0.49%	0.80%	0.90%	0.58%	0.46%	0.79%	1.44%	0.80%	1.07%	1.08%	1.58%	0.36%	0.28%	0.31%	0.54%	0.39%	0.41%	0.62%	0.58%	1.19%	0.14%	0.44%	2.01%	0.51%	0.96%	1.37%	0.44%	0.21%	0.45%	0.65%	1.03%	0.47%	0.23%	0.89%	0.41%	0.29%	0.86%	0.41%	1.55%	1.11%	0.55%	0.88%	0.78%	0.51%	1.01%	0.42%	0.68%	0.0%	1.53%	0.62%	0.92%	0.0%	0.95%	0.46%	0.48%	0.63%	0.32%	0.80%	0.66%	0.77%	0.0%	0.0%	0.63%	1.27%	1.19%	0.25%	0.0%	0.0%	0.0%	0.88%	0.47%	0.66%					
25	"8. ""Народно-республиканская партия России"""	96	2	0	0	2	1	1	1	1	1	2	4	4	3	2	2	1	1	1	5	2	0	0	0	1	0	1	4	1	0	1	1	0	1	2	0	0	2	0	0	5	0	3	1	0	2	4	0	1	0	0	0	0	2	2	0	0	1	2	1	4	2	7	0	2	0	2	2	0	0	1	0	0	0	2	0					
		0.20%	0.19%	0.0%	0.0%	0.24%	0.13%	0.12%	0.14%	0.15%	0.11%	0.22%	0.80%	0.71%	0.29%	0.24%	0.18%	0.09%	0.15%	0.10%	0.49%	0.27%	0.0%	0.0%	0.0%	0.14%	0.0%	0.15%	0.34%	0.24%	0.0%	0.08%	0.21%	0.0%	0.13%	0.20%	0.0%	0.0%	0.29%	0.0%	0.0%	0.71%	0.0%	0.93%	0.37%	0.0%	0.44%	0.34%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.20%	0.20%	0.0%	0.0%	0.23%	0.48%	0.21%	0.64%	0.16%	2.32%	0.0%	1.86%	0.0%	0.42%	0.36%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.23%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	181	5	8	4	2	4	3	0	3	3	3	2	1	2	8	3	7	3	9	3	3	3	2	0	2	1	4	7	0	2	4	1	1	1	2	0	1	5	0	2	2	3	1	0	2	3	7	2	2	1	2	1	2	4	2	0	1	1	0	3	0	8	1	0	0	2	1	2	0	3	1	0	0	2	7	1					
		0.39%	0.49%	0.79%	0.44%	0.24%	0.53%	0.38%	0.0%	0.46%	0.33%	0.33%	0.40%	0.17%	0.19%	0.97%	0.27%	0.65%	0.47%	0.97%	0.29%	0.41%	0.62%	0.29%	0.0%	0.28%	0.22%	0.62%	0.60%	0.0%	0.91%	0.35%	0.21%	0.22%	0.13%	0.20%	0.0%	0.23%	0.74%	0.0%	0.58%	0.28%	0.31%	0.31%	0.0%	0.22%	0.66%	0.61%	0.51%	0.67%	0.42%	0.68%	0.68%	0.43%	0.41%	0.20%	0.0%	0.47%	0.23%	0.0%	0.63%	0.0%	0.64%	0.33%	0.0%	0.0%	0.57%	0.21%	0.36%	0.0%	0.76%	0.43%	0.0%	0.0%	0.35%	0.83%	0.66%					
27	"10. ""Аграрная партия России"""	1569	17	22	17	19	7	17	12	16	15	19	11	1	24	25	23	25	24	23	23	23	25	20	28	11	7	34	35	4	5	21	15	7	15	20	26	29	28	22	8	34	32	15	17	18	11	29	11	15	4	10	5	8	29	94	14	13	30	44	7	36	72	7	24	11	22	94	33	3	14	9	10	4	21	38	8					
		3.40%	1.67%	2.17%	1.88%	2.35%	0.94%	2.19%	1.74%	2.50%	1.69%	2.11%	2.21%	0.17%	2.37%	3.05%	2.12%	2.35%	3.83%	2.48%	2.25%	3.18%	5.18%	2.91%	2.58%	1.59%	1.54%	5.27%	3.01%	0.96%	2.29%	1.87%	3.15%	1.58%	1.95%	2.06%	6.22%	6.74%	4.19%	3.02%	2.33%	4.89%	3.34%	4.65%	6.29%	2.00%	2.43%	2.53%	2.85%	5.06%	1.69%	3.43%	3.40%	1.75%	3.00%	9.68%	4.91%	6.19%	6.96%	10.75%	1.48%	5.80%	5.77%	2.32%	6.20%	10.28%	6.32%	19.83%	5.98%	3.57%	3.56%	3.89%	2.58%	1.83%	3.71%	4.52%	5.33%					
28	"11. ""Истинные патриоты России"""	41	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	1	0	7	0	3	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	2	0	0	0	1	1	2	1	0	0	0	0	2	1	1	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0					
		0.08%	0.0%	0.0%	0.11%	0.12%	0.0%	0.0%	0.0%	0.0%	0.11%	0.11%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.14%	0.0%	0.28%	0.0%	0.15%	0.0%	1.68%	0.0%	0.26%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.10%	0.31%	0.37%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.34%	0.68%	0.43%	0.10%	0.0%	0.0%	0.0%	0.0%	0.48%	0.21%	0.16%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.11%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	762	21	20	19	7	13	12	15	8	11	17	11	13	22	10	21	16	5	15	15	12	10	13	21	9	18	7	26	12	2	21	6	9	13	21	6	4	9	6	3	6	18	16	3	13	7	9	10	3	0	7	1	2	16	13	5	4	13	7	4	13	17	4	5	3	4	8	5	2	11	5	7	2	12	7	1					
		1.65%	2.06%	1.98%	2.10%	0.86%	1.75%	1.55%	2.18%	1.25%	1.24%	1.89%	2.21%	2.32%	2.17%	1.22%	1.93%	1.50%	0.79%	1.62%	1.47%	1.66%	2.07%	1.89%	1.93%	1.30%	3.98%	1.08%	2.23%	2.88%	0.91%	1.87%	1.26%	2.03%	1.69%	2.17%	1.43%	0.93%	1.34%	0.82%	0.87%	0.86%	1.87%	4.96%	1.11%	1.44%	1.55%	0.78%	2.59%	1.01%	0.0%	2.40%	0.68%	0.43%	1.65%	1.33%	1.75%	1.90%	3.01%	1.71%	0.84%	2.09%	1.36%	1.32%	1.29%	2.80%	1.14%	1.68%	0.90%	2.38%	2.79%	2.16%	1.80%	0.91%	2.12%	0.83%	0.66%					
30	"13. ""Демократическая партия России"""	155	3	3	0	0	2	4	3	3	2	2	0	0	0	3	3	3	0	2	0	3	1	2	5	3	1	1	4	7	1	7	2	1	4	1	1	2	0	1	0	5	1	3	0	4	2	4	2	3	2	2	1	2	4	3	0	0	4	3	5	2	5	0	3	0	1	1	1	0	2	2	0	1	4	3	0					
		0.33%	0.29%	0.29%	0.0%	0.0%	0.26%	0.51%	0.43%	0.46%	0.22%	0.22%	0.0%	0.0%	0.0%	0.36%	0.27%	0.28%	0.0%	0.21%	0.0%	0.41%	0.20%	0.29%	0.46%	0.43%	0.22%	0.15%	0.34%	1.68%	0.45%	0.62%	0.42%	0.22%	0.52%	0.10%	0.23%	0.46%	0.0%	0.13%	0.0%	0.71%	0.10%	0.93%	0.0%	0.44%	0.44%	0.34%	0.51%	1.01%	0.84%	0.68%	0.68%	0.43%	0.41%	0.30%	0.0%	0.0%	0.92%	0.73%	1.06%	0.32%	0.40%	0.0%	0.77%	0.0%	0.28%	0.21%	0.18%	0.0%	0.50%	0.86%	0.0%	0.45%	0.70%	0.35%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	122	2	0	5	2	2	1	2	2	0	2	1	1	4	7	0	0	1	2	0	1	0	4	2	1	0	4	2	3	3	2	1	1	4	1	3	2	3	0	1	3	2	4	0	2	3	1	3	2	1	0	1	3	1	1	0	0	1	1	3	2	6	1	1	0	1	0	0	0	0	1	2	0	0	4	0					
		0.26%	0.19%	0.0%	0.55%	0.24%	0.26%	0.12%	0.29%	0.31%	0.0%	0.22%	0.20%	0.17%	0.39%	0.85%	0.0%	0.0%	0.15%	0.21%	0.0%	0.13%	0.0%	0.58%	0.18%	0.14%	0.0%	0.62%	0.17%	0.72%	1.37%	0.17%	0.21%	0.22%	0.52%	0.10%	0.71%	0.46%	0.44%	0.0%	0.29%	0.43%	0.20%	1.24%	0.0%	0.22%	0.66%	0.08%	0.77%	0.67%	0.42%	0.0%	0.68%	0.65%	0.10%	0.10%	0.0%	0.0%	0.23%	0.24%	0.63%	0.32%	0.48%	0.33%	0.25%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.43%	0.51%	0.0%	0.0%	0.47%	0.0%					
32	"15. ""Партия СЛОН"""	112	1	3	0	1	2	3	1	5	0	2	0	1	2	1	4	3	1	6	2	1	0	1	3	3	0	0	3	6	1	7	0	1	1	2	1	0	1	0	0	0	3	0	2	0	4	1	1	0	0	1	0	0	3	2	0	1	2	2	0	3	4	2	0	1	0	0	2	1	1	0	1	0	1	5	0					
		0.24%	0.09%	0.29%	0.0%	0.12%	0.26%	0.38%	0.14%	0.78%	0.0%	0.22%	0.0%	0.17%	0.19%	0.12%	0.36%	0.28%	0.15%	0.64%	0.19%	0.13%	0.0%	0.14%	0.27%	0.43%	0.0%	0.0%	0.25%	1.44%	0.45%	0.62%	0.0%	0.22%	0.13%	0.20%	0.23%	0.0%	0.14%	0.0%	0.0%	0.0%	0.31%	0.0%	0.74%	0.0%	0.88%	0.08%	0.25%	0.0%	0.0%	0.34%	0.0%	0.0%	0.31%	0.20%	0.0%	0.47%	0.46%	0.48%	0.0%	0.48%	0.32%	0.66%	0.0%	0.93%	0.0%	0.0%	0.36%	1.19%	0.25%	0.0%	0.25%	0.0%	0.17%	0.59%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3850	87	95	61	67	60	59	43	51	86	70	45	55	99	61	96	94	63	80	99	38	39	69	122	86	42	48	115	10	14	104	51	35	79	118	35	31	47	46	31	75	96	17	22	67	51	86	20	18	6	27	11	38	77	79	17	20	34	37	53	28	87	21	46	7	33	18	37	3	41	7	24	10	37	56	13					
		8.35%	8.57%	9.40%	6.75%	8.31%	8.09%	7.62%	6.25%	7.98%	9.73%	7.79%	9.05%	9.83%	9.78%	7.44%	8.86%	8.84%	10.06%	8.65%	9.72%	5.26%	8.09%	10.05%	11.25%	12.44%	9.29%	7.45%	9.90%	2.40%	6.42%	9.28%	10.71%	7.91%	10.31%	12.20%	8.37%	7.20%	7.03%	6.32%	9.06%	10.79%	10.02%	5.27%	8.14%	7.46%	11.30%	7.52%	5.19%	6.08%	2.54%	9.27%	7.48%	8.33%	7.97%	8.13%	5.96%	9.52%	7.88%	9.04%	11.25%	4.51%	6.97%	6.97%	11.88%	6.54%	9.48%	3.79%	6.71%	3.57%	10.43%	3.03%	6.20%	4.58%	6.53%	6.66%	8.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	150	1	1	2	0	2	3	0	3	3	3	1	4	1	3	3	2	1	0	1	2	0	0	2	0	0	1	2	12	2	4	0	1	0	0	0	2	4	3	3	2	6	3	5	3	3	4	1	0	1	5	0	0	2	2	0	2	2	1	0	1	2	0	3	1	4	3	3	2	1	2	4	1	1	6	2					
		0.32%	0.09%	0.09%	0.22%	0.0%	0.26%	0.38%	0.0%	0.46%	0.33%	0.33%	0.20%	0.71%	0.09%	0.36%	0.27%	0.18%	0.15%	0.0%	0.09%	0.27%	0.0%	0.0%	0.18%	0.0%	0.0%	0.15%	0.17%	2.88%	0.91%	0.35%	0.0%	0.22%	0.0%	0.0%	0.0%	0.46%	0.59%	0.41%	0.87%	0.28%	0.62%	0.93%	1.85%	0.33%	0.66%	0.34%	0.25%	0.0%	0.42%	1.71%	0.0%	0.0%	0.20%	0.20%	0.0%	0.95%	0.46%	0.24%	0.0%	0.16%	0.16%	0.0%	0.77%	0.93%	1.14%	0.63%	0.54%	2.38%	0.25%	0.86%	1.03%	0.45%	0.17%	0.71%	1.33%					
