Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Останкинский район																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700					
		0.22%	0.17%	0.00%	0.00%	0.32%	0.28%	0.00%	0.41%	0.36%	0.27%	0.34%	0.44%	0.28%	0.22%	0.21%	0.07%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3466	141	175	178	209	178	208	183	288	286	218	259	136	224	251	277	255					
		17.15%	11.84%	18.29%	14.76%	16.48%	16.57%	19.17%	15.17%	20.70%	19.04%	18.63%	18.78%	12.70%	16.70%	17.43%	18.73%	17.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	870	28	45	73	57	73	67	40	38	69	46	45	52	70	54	53	60					
		4.31%	2.35%	4.70%	6.05%	4.50%	6.80%	6.18%	3.32%	2.73%	4.59%	3.93%	3.26%	4.86%	5.22%	3.75%	3.58%	4.15%					
23	6.Политическая партия «Партия социальной справедливости»	165	8	12	7	5	12	11	8	6	5	12	18	11	9	11	13	17					
		0.82%	0.67%	1.25%	0.58%	0.39%	1.12%	1.01%	0.66%	0.43%	0.33%	1.03%	1.31%	1.03%	0.67%	0.76%	0.88%	1.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	1190	93	47	79	68	62	66	66	74	86	57	83	60	72	81	96	100					
		5.89%	7.81%	4.91%	6.55%	5.36%	5.77%	6.08%	5.47%	5.32%	5.73%	4.87%	6.02%	5.60%	5.37%	5.63%	6.49%	6.92%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1557	94	80	78	110	71	75	81	98	124	84	111	77	78	124	113	159					
		7.71%	7.89%	8.36%	6.47%	8.68%	6.61%	6.91%	6.72%	7.05%	8.26%	7.18%	8.05%	7.19%	5.82%	8.61%	7.64%	11.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	262	13	9	14	12	13	11	8	26	24	20	12	11	19	16	17	37					
		1.30%	1.09%	0.94%	1.16%	0.95%	1.21%	1.01%	0.66%	1.87%	1.60%	1.71%	0.87%	1.03%	1.42%	1.11%	1.15%	2.56%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9085	627	375	551	629	472	434	632	651	640	511	582	514	628	620	635	584					
		44.96%	52.64%	39.18%	45.69%	49.61%	43.95%	40.00%	52.40%	46.80%	42.61%	43.68%	42.20%	47.99%	46.83%	43.06%	42.93%	40.42%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	2033	97	138	134	115	116	132	91	102	154	105	132	125	134	171	162	125					
		10.06%	8.14%	14.42%	11.11%	9.07%	10.80%	12.17%	7.55%	7.33%	10.25%	8.97%	9.57%	11.67%	9.99%	11.88%	10.95%	8.65%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
