Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Камышинская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940									
		0.46%	0.58%	0.37%	0.38%	0.41%	0.32%	0.67%	0.32%	0.39%	1.06%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.80%	0.00%	0.26%	0.79%	1.39%	0.46%	0.00%	0.82%	0.00%	0.82%	0.39%	0.50%	0.00%	1.08%	0.00%	0.32%	0.00%	0.41%	0.50%	0.00%	0.28%	1.52%	0.18%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	648	48	36	37	18	10	15	31	19	26	13	3	16	25	8	2	9	9	1	19	13	6	16	4	7	1	31	15	17	3	37	4	20	8	41	4	11	18	3	25	19									
		4.29%	7.02%	6.70%	7.02%	3.69%	3.23%	3.37%	4.98%	3.73%	5.53%	3.95%	3.45%	9.88%	7.67%	3.90%	2.38%	1.92%	7.20%	0.66%	4.85%	1.70%	8.33%	3.69%	3.31%	1.92%	0.83%	6.33%	5.88%	2.13%	2.54%	4.45%	2.92%	6.35%	2.54%	4.18%	1.99%	2.35%	4.99%	4.55%	4.46%	4.56%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
