Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
"Наименование Избирательной комиссии:    Владимир, Фрунзенская"																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	740	17	38	15	11	15	14	14	19	12	17	19	33	23	24	15	20	21	28	18	14	20	14	21	17	14	13	19	26	17	30	19	19	14	18	12	15	27	20	7	11									
		2.18%	2.26%	2.46%	1.68%	1.21%	1.81%	1.90%	2.01%	2.48%	1.41%	1.93%	2.18%	3.36%	2.39%	2.52%	1.90%	2.29%	2.46%	3.31%	2.16%	1.39%	2.81%	1.76%	2.90%	2.39%	1.98%	1.97%	2.69%	3.49%	1.86%	3.03%	2.38%	1.84%	1.40%	2.04%	1.46%	1.70%	2.69%	2.40%	1.14%	1.74%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	845	10	48	19	19	16	19	19	20	19	30	16	20	20	17	16	21	22	28	14	28	18	19	20	21	14	21	16	18	37	20	21	18	18	25	22	25	29	19	29	14									
		2.49%	1.33%	3.11%	2.13%	2.10%	1.93%	2.59%	2.73%	2.61%	2.22%	3.41%	1.83%	2.03%	2.08%	1.78%	2.03%	2.40%	2.58%	3.31%	1.68%	2.79%	2.53%	2.39%	2.77%	2.96%	1.98%	3.19%	2.26%	2.42%	4.04%	2.02%	2.63%	1.75%	1.79%	2.83%	2.67%	2.83%	2.89%	2.28%	4.73%	2.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	1156	33	44	23	34	23	29	14	24	35	26	35	38	37	28	24	33	25	26	30	29	22	21	24	23	16	29	24	36	20	40	22	37	40	29	32	42	39	31	20	19									
		3.40%	4.38%	2.85%	2.58%	3.75%	2.78%	3.95%	2.01%	3.13%	4.10%	2.96%	4.01%	3.87%	3.84%	2.94%	3.05%	3.77%	2.93%	3.07%	3.60%	2.89%	3.09%	2.64%	3.32%	3.24%	2.26%	4.40%	3.39%	4.84%	2.19%	4.04%	2.76%	3.59%	3.99%	3.28%	3.89%	4.76%	3.89%	3.72%	3.26%	3.01%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13632	292	707	350	377	412	280	299	289	316	379	324	366	347	358	295	321	345	291	366	396	266	318	275	270	318	241	276	294	409	360	287	403	407	328	320	333	402	359	329	327									
		40.11%	38.78%	45.79%	39.24%	41.61%	49.76%	38.10%	42.96%	37.73%	37.00%	43.12%	37.11%	37.23%	36.03%	37.57%	37.44%	36.69%	40.49%	34.36%	43.94%	39.44%	37.36%	40.00%	38.04%	38.03%	44.98%	36.57%	39.04%	39.52%	44.70%	36.36%	35.96%	39.13%	40.58%	37.10%	38.88%	37.76%	40.12%	43.10%	53.67%	51.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	434	9	18	14	15	10	9	8	11	10	14	18	17	13	9	5	11	11	6	6	8	16	7	11	8	15	12	8	12	10	11	15	20	11	11	16	5	10	3	6	5									
		1.28%	1.20%	1.17%	1.57%	1.66%	1.21%	1.22%	1.15%	1.44%	1.17%	1.59%	2.06%	1.73%	1.35%	0.94%	0.63%	1.26%	1.29%	0.71%	0.72%	0.80%	2.25%	0.88%	1.52%	1.13%	2.12%	1.82%	1.13%	1.61%	1.09%	1.11%	1.88%	1.94%	1.10%	1.24%	1.94%	0.57%	0.99%	0.36%	0.98%	0.79%									
24	"6. Политическая партия ""Гражданская Платформа"""	201	17	4	7	6	3	1	4	8	6	10	3	13	9	4	6	8	4	8	2	5	7	1	3	6	2	4	4	3	7	7	4	3	4	7	1	4	1	3	1	1									
		0.59%	2.26%	0.26%	0.78%	0.66%	0.36%	0.14%	0.57%	1.04%	0.70%	1.14%	0.34%	1.32%	0.93%	0.42%	0.76%	0.91%	0.47%	0.94%	0.24%	0.50%	0.98%	0.13%	0.41%	0.85%	0.28%	0.61%	0.57%	0.40%	0.77%	0.71%	0.50%	0.29%	0.40%	0.79%	0.12%	0.45%	0.10%	0.36%	0.16%	0.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5719	117	266	129	126	170	145	101	134	158	162	140	140	150	147	133	130	123	176	127	178	115	106	144	128	113	105	110	118	163	176	149	179	161	155	146	151	160	196	104	88									
		16.83%	15.54%	17.23%	14.46%	13.91%	20.53%	19.73%	14.51%	17.49%	18.50%	18.43%	16.04%	14.24%	15.58%	15.42%	16.88%	14.86%	14.44%	20.78%	15.25%	17.73%	16.15%	13.33%	19.92%	18.03%	15.98%	15.93%	15.56%	15.86%	17.81%	17.78%	18.67%	17.38%	16.05%	17.53%	17.74%	17.12%	15.97%	23.53%	16.97%	13.95%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	406	18	22	10	8	6	9	3	11	5	12	15	17	10	10	10	7	17	7	10	18	10	9	7	4	6	9	10	8	11	15	11	16	12	9	10	13	13	2	3	3									
		1.19%	2.39%	1.42%	1.12%	0.88%	0.72%	1.22%	0.43%	1.44%	0.59%	1.37%	1.72%	1.73%	1.04%	1.05%	1.27%	0.80%	1.99%	0.83%	1.20%	1.79%	1.40%	1.13%	0.97%	0.56%	0.85%	1.37%	1.41%	1.08%	1.20%	1.52%	1.38%	1.55%	1.20%	1.02%	1.22%	1.47%	1.30%	0.24%	0.49%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	591	17	21	14	12	9	17	9	13	20	19	23	45	22	11	11	18	18	11	13	25	10	13	15	14	9	7	10	15	9	16	11	20	25	17	12	6	15	9	4	6									
		1.74%	2.26%	1.36%	1.57%	1.32%	1.09%	2.31%	1.29%	1.70%	2.34%	2.16%	2.63%	4.58%	2.28%	1.15%	1.40%	2.06%	2.11%	1.30%	1.56%	2.49%	1.40%	1.64%	2.07%	1.97%	1.27%	1.06%	1.41%	2.02%	0.98%	1.62%	1.38%	1.94%	2.49%	1.92%	1.46%	0.68%	1.50%	1.08%	0.65%	0.95%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	65	1	4	1	5	0	2	0	1	0	2	0	2	12	0	1	2	1	1	3	0	2	3	0	0	1	1	1	1	0	3	0	4	1	0	3	1	4	1	0	1									
		0.19%	0.13%	0.26%	0.11%	0.55%	0.00%	0.27%	0.00%	0.13%	0.00%	0.23%	0.00%	0.20%	1.25%	0.00%	0.13%	0.23%	0.12%	0.12%	0.36%	0.00%	0.28%	0.38%	0.00%	0.00%	0.14%	0.15%	0.14%	0.13%	0.00%	0.30%	0.00%	0.39%	0.10%	0.00%	0.36%	0.11%	0.40%	0.12%	0.00%	0.16%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1008	30	38	27	25	6	24	14	25	33	19	36	59	32	34	25	22	25	25	21	32	22	27	9	22	13	12	20	26	24	34	23	40	40	28	26	27	40	9	9	5									
		2.97%	3.98%	2.46%	3.03%	2.76%	0.72%	3.27%	2.01%	3.26%	3.86%	2.16%	4.12%	6.00%	3.32%	3.57%	3.17%	2.51%	2.93%	2.95%	2.52%	3.19%	3.09%	3.40%	1.24%	3.10%	1.84%	1.82%	2.83%	3.49%	2.62%	3.43%	2.88%	3.88%	3.99%	3.17%	3.16%	3.06%	3.99%	1.08%	1.47%	0.79%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4770	96	154	137	113	84	87	107	118	133	103	112	143	180	147	116	148	117	127	105	116	115	126	90	102	94	110	114	93	97	164	139	149	148	136	101	145	150	113	53	88									
		14.04%	12.75%	9.97%	15.36%	12.47%	10.14%	11.84%	15.37%	15.40%	15.57%	11.72%	12.83%	14.55%	18.69%	15.42%	14.72%	16.91%	13.73%	14.99%	12.61%	11.55%	16.15%	15.85%	12.45%	14.37%	13.30%	16.69%	16.12%	12.50%	10.60%	16.57%	17.42%	14.47%	14.76%	15.38%	12.27%	16.44%	14.97%	13.57%	8.65%	13.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	164	7	10	1	7	1	3	3	3	5	2	3	3	8	6	7	2	3	2	4	2	4	5	0	2	1	6	7	2	14	3	4	4	8	3	5	2	3	1	3	5									
		0.48%	0.93%	0.65%	0.11%	0.77%	0.12%	0.41%	0.43%	0.39%	0.59%	0.23%	0.34%	0.31%	0.83%	0.63%	0.89%	0.23%	0.35%	0.24%	0.48%	0.20%	0.56%	0.63%	0.00%	0.28%	0.14%	0.91%	0.99%	0.27%	1.53%	0.30%	0.50%	0.39%	0.80%	0.34%	0.61%	0.23%	0.30%	0.12%	0.49%	0.79%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3526	69	135	127	126	55	84	90	75	82	74	115	76	81	113	105	116	96	91	97	127	72	101	89	77	80	75	73	74	78	91	82	97	93	102	106	99	82	47	29	45									
		10.38%	9.16%	8.74%	14.24%	13.91%	6.64%	11.43%	12.93%	9.79%	9.60%	8.42%	13.17%	7.73%	8.41%	11.86%	13.32%	13.26%	11.27%	10.74%	11.64%	12.65%	10.11%	12.70%	12.31%	10.85%	11.32%	11.38%	10.33%	9.95%	8.52%	9.19%	10.28%	9.42%	9.27%	11.54%	12.88%	11.22%	8.18%	5.64%	4.73%	7.13%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
