Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Шкотовская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	207	24	3	19	5	9	1	22	20	11	22	15	12	11	19	3	7	4					
		1.96%	3.20%	1.01%	5.60%	1.23%	3.32%	0.53%	2.14%	1.81%	2.73%	2.06%	1.86%	1.56%	1.45%	1.70%	1.24%	1.18%	0.94%					
19	2.Всероссийская политическая партия «Гражданская Сила»	73	5	0	0	7	2	0	4	11	1	10	4	9	4	8	2	5	1					
		0.69%	0.67%	0.00%	0.00%	1.72%	0.74%	0.00%	0.39%	0.99%	0.25%	0.94%	0.50%	1.17%	0.53%	0.72%	0.83%	0.84%	0.24%					
20	3.Политическая партия «Демократическая партия России»	13	1	0	0	1	0	0	1	3	0	3	1	0	1	2	0	0	0					
		0.12%	0.13%	0.00%	0.00%	0.25%	0.00%	0.00%	0.10%	0.27%	0.00%	0.28%	0.12%	0.00%	0.13%	0.18%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1129	51	13	32	39	29	20	170	115	39	140	113	74	53	111	21	72	37					
		10.69%	6.80%	4.39%	9.44%	9.56%	10.70%	10.70%	16.50%	10.42%	9.68%	13.12%	14.02%	9.61%	7.00%	9.95%	8.68%	12.16%	8.73%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	77	7	3	4	3	11	0	6	4	4	6	5	1	1	12	3	7	0					
		0.73%	0.93%	1.01%	1.18%	0.74%	4.06%	0.00%	0.58%	0.36%	0.99%	0.56%	0.62%	0.13%	0.13%	1.08%	1.24%	1.18%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	27	5	0	1	0	0	0	2	5	1	2	1	0	3	3	0	3	1					
		0.26%	0.67%	0.00%	0.29%	0.00%	0.00%	0.00%	0.19%	0.45%	0.25%	0.19%	0.12%	0.00%	0.40%	0.27%	0.00%	0.51%	0.24%					
24	7.Политическая партия «Либерально-демократическая партия России»	1313	96	41	53	50	36	9	108	122	67	129	90	103	106	133	38	60	72					
		12.43%	12.80%	13.85%	15.63%	12.25%	13.28%	4.81%	10.49%	11.05%	16.63%	12.09%	11.17%	13.38%	14.00%	11.92%	15.70%	10.14%	16.98%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	931	71	21	44	38	21	11	99	99	33	84	84	52	54	85	16	73	46					
		8.81%	9.47%	7.09%	12.98%	9.31%	7.75%	5.88%	9.61%	8.97%	8.19%	7.87%	10.42%	6.75%	7.13%	7.62%	6.61%	12.33%	10.85%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	116	11	2	3	12	5	1	10	10	3	17	12	7	7	7	1	4	4					
		1.10%	1.47%	0.68%	0.88%	2.94%	1.85%	0.53%	0.97%	0.91%	0.74%	1.59%	1.49%	0.91%	0.92%	0.63%	0.41%	0.68%	0.94%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6469	460	207	178	244	153	143	597	681	239	634	464	498	507	722	153	339	250					
		61.25%	61.33%	69.93%	52.51%	59.80%	56.46%	76.47%	57.96%	61.68%	59.31%	59.42%	57.57%	64.68%	66.97%	64.70%	63.22%	57.26%	58.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	85	7	2	1	4	4	2	1	15	4	7	3	6	6	5	0	12	6					
		0.80%	0.93%	0.68%	0.29%	0.98%	1.48%	1.07%	0.10%	1.36%	0.99%	0.66%	0.37%	0.78%	0.79%	0.45%	0.00%	2.03%	1.42%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
