Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
"Наименование Избирательной комиссии:    Владимир, Октябрьская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1755	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	275	40	40	40	40	40	40	0	40	40	40	40	40	40	40	0	40	0	40	0	40	40	40	40	0	20	20	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1053	28	32	21	11	25	21	37	23	14	23	17	22	12	27	13	19	32	262	29	24	23	22	23	15	0	24	26	17	26	17	16	27	0	26	0	8	0	14	24	38	14	0	1	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3113	15	29	27	13	25	17	16	26	18	7	18	22	6	21	12	20	24	15	30	23	17	32	33	14	0	16	17	23	22	31	14	21	0	45	0	19	1693	24	7	9	13	10	10	4	26	5	5	619	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	702	12	8	19	29	15	19	3	17	26	17	23	18	28	13	27	21	8	13	11	16	17	18	17	25	0	16	14	23	14	23	24	13	0	14	0	32	0	26	16	2	26	0	19	20	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	626	27	24	18	17	24	14	22	37	18	19	18	18	14	22	11	18	12	16	23	9	13	15	18	11	0	15	15	13	14	15	17	25	0	19	0	10	0	10	11	15	9	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	12093	374	422	239	348	362	366	329	369	304	336	348	279	317	252	279	299	369	149	340	331	296	340	316	219	36	288	321	324	432	348	241	292	35	200	117	90	149	280	232	280	168	11	17	26	4	13	13	163	33	195	202					
		20.57%	29.26%	28.49%	22.25%	30.34%	28.02%	27.13%	27.88%	30.45%	25.63%	29.07%	26.54%	26.40%	28.30%	22.66%	28.10%	25.91%	26.28%	15.94%	26.07%	27.51%	25.43%	26.42%	25.65%	24.55%	2.57%	25.51%	25.46%	25.49%	28.57%	26.63%	21.58%	25.39%	1.80%	22.32%	7.07%	25.64%	8.27%	25.04%	21.56%	23.73%	25.69%	11.83%	15.74%	20.16%	15.38%	18.84%	23.21%	7.01%	2.72%	6.75%	7.99%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5864	150	168	146	136	180	192	160	144	190	141	162	160	133	184	140	194	129	212	195	140	136	131	151	128	53	142	176	128	188	168	134	179	62	123	0	55	4	172	154	130	92	13	10	19	4	20	10	3	4	13	6					
		9.97%	11.74%	11.34%	13.59%	11.86%	13.93%	14.23%	13.56%	11.88%	16.02%	12.20%	12.36%	15.14%	11.88%	16.55%	14.10%	16.81%	9.19%	22.67%	14.95%	11.64%	11.68%	10.18%	12.26%	14.35%	3.79%	12.58%	13.96%	10.07%	12.43%	12.85%	11.99%	15.57%	3.18%	13.73%	0.00%	15.67%	0.22%	15.38%	14.31%	11.02%	14.07%	13.98%	9.26%	14.73%	15.38%	28.99%	17.86%	0.13%	0.33%	0.45%	0.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	599	26	17	14	17	19	20	19	15	10	21	14	27	18	17	10	16	16	17	16	12	12	14	20	6	3	8	14	11	16	14	17	17	0	17	0	3	3	23	19	24	7	0	1	5	0	0	1	2	0	1	0					
		1.02%	2.03%	1.15%	1.30%	1.48%	1.47%	1.48%	1.61%	1.24%	0.84%	1.82%	1.07%	2.55%	1.61%	1.53%	1.01%	1.39%	1.14%	1.82%	1.23%	0.99%	1.03%	1.09%	1.62%	0.67%	0.21%	0.71%	1.11%	0.87%	1.06%	1.07%	1.52%	1.48%	0.00%	1.90%	0.00%	0.85%	0.17%	2.06%	1.77%	2.03%	1.07%	0.00%	0.93%	3.88%	0.00%	0.00%	1.79%	0.09%	0.00%	0.03%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10182	315	305	271	288	317	292	257	277	248	267	336	245	251	217	239	252	381	235	314	286	308	321	313	236	28	275	296	228	249	343	261	283	27	218	13	90	5	274	262	294	111	10	17	35	9	9	4	18	10	21	21					
		17.32%	24.65%	20.59%	25.23%	25.11%	24.54%	21.65%	21.78%	22.85%	20.91%	23.10%	25.63%	23.18%	22.41%	19.51%	24.07%	21.84%	27.14%	25.13%	24.08%	23.77%	26.46%	24.94%	25.41%	26.46%	2.00%	24.36%	23.47%	17.94%	16.47%	26.24%	23.37%	24.61%	1.39%	24.33%	0.79%	25.64%	0.28%	24.51%	24.35%	24.92%	16.97%	10.75%	15.74%	27.13%	34.62%	13.04%	7.14%	0.77%	0.82%	0.73%	0.83%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2961	73	96	71	78	90	66	83	74	87	55	95	77	82	36	66	107	128	53	107	115	113	121	110	81	8	65	87	67	60	74	69	78	8	99	0	12	3	65	47	103	30	3	2	4	2	1	2	3	1	1	3					
		5.04%	5.71%	6.48%	6.61%	6.80%	6.97%	4.89%	7.03%	6.11%	7.34%	4.76%	7.25%	7.28%	7.32%	3.24%	6.65%	9.27%	9.12%	5.67%	8.21%	9.56%	9.71%	9.40%	8.93%	9.08%	0.57%	5.76%	6.90%	5.27%	3.97%	5.66%	6.18%	6.78%	0.41%	11.05%	0.00%	3.42%	0.17%	5.81%	4.37%	8.73%	4.59%	3.23%	1.85%	3.10%	7.69%	1.45%	3.57%	0.13%	0.08%	0.03%	0.12%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25952	312	443	313	253	298	385	305	304	319	305	336	244	304	370	245	271	358	242	290	288	267	326	291	196	1255	330	344	465	537	330	273	278	1808	219	1520	96	1632	283	327	322	225	56	58	35	6	26	25	2128	1166	2653	2290					
		44.15%	24.41%	29.91%	29.14%	22.06%	23.07%	28.54%	25.85%	25.08%	26.90%	26.38%	25.63%	23.08%	27.14%	33.27%	24.67%	23.48%	25.50%	25.88%	22.24%	23.94%	22.94%	25.33%	23.62%	21.97%	89.71%	29.23%	27.28%	36.59%	35.52%	25.25%	24.44%	24.17%	92.77%	24.44%	91.84%	27.35%	90.62%	25.31%	30.39%	27.29%	34.40%	60.22%	53.70%	27.13%	23.08%	37.68%	44.64%	91.49%	96.05%	91.86%	90.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	356	2	9	10	11	6	8	4	10	10	12	6	15	2	7	5	10	11	14	13	14	14	12	16	14	7	9	5	6	8	12	11	8	2	6	3	1	5	6	8	10	10	0	1	0	1	0	0	1	0	1	0					
		0.61%	0.16%	0.61%	0.93%	0.96%	0.46%	0.59%	0.34%	0.83%	0.84%	1.04%	0.46%	1.42%	0.18%	0.63%	0.50%	0.87%	0.78%	1.50%	0.99%	1.16%	1.20%	0.93%	1.30%	1.57%	0.50%	0.80%	0.40%	0.47%	0.53%	0.92%	0.98%	0.70%	0.10%	0.67%	0.18%	0.28%	0.28%	0.54%	0.74%	0.85%	1.53%	0.00%	0.93%	0.00%	3.85%	0.00%	0.00%	0.04%	0.00%	0.03%	0.00%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
