Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Удомельская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1217									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	108	5	5	10	5	8	7	8	8	5	8	6	6	14	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	2	2	0	2	2									
		0.79%	0.85%	0.57%	0.98%	0.87%	1.22%	0.85%	0.89%	0.90%	0.95%	1.20%	0.76%	0.62%	1.28%	0.36%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.76%	1.04%	0.00%	0.97%	1.55%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	143	4	5	15	8	11	4	12	9	6	6	17	12	17	0	1	0	0	0	0	1	0	3	1	3	1	0	2	0	2	3	0	0	0									
		1.05%	0.68%	0.57%	1.47%	1.39%	1.67%	0.48%	1.34%	1.02%	1.15%	0.90%	2.17%	1.23%	1.55%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	1.30%	0.81%	1.17%	1.82%	0.00%	1.54%	0.00%	0.76%	1.55%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	2	1	1	0	1	0	1	4	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1									
		0.12%	0.34%	0.11%	0.10%	0.00%	0.15%	0.00%	0.11%	0.45%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.38%	0.00%	0.00%	0.00%	0.78%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	215	12	24	23	11	15	9	17	6	10	21	13	19	15	1	2	3	0	0	0	0	2	2	0	1	3	0	2	1	1	0	0	0	2									
		1.58%	2.05%	2.75%	2.25%	1.92%	2.28%	1.09%	1.90%	0.68%	1.91%	3.16%	1.66%	1.95%	1.37%	0.36%	0.87%	2.22%	0.00%	0.00%	0.00%	0.00%	2.08%	0.87%	0.00%	0.39%	5.45%	0.00%	1.54%	0.45%	0.38%	0.00%	0.00%	0.00%	1.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2858	150	199	241	112	149	170	188	248	114	121	194	194	244	43	34	21	20	19	11	9	7	44	17	54	5	19	34	35	42	37	19	38	26									
		20.96%	25.60%	22.82%	23.56%	19.51%	22.68%	20.58%	21.03%	28.05%	21.76%	18.20%	24.71%	19.96%	22.22%	15.41%	14.72%	15.56%	13.99%	9.50%	14.67%	13.24%	7.29%	19.13%	13.71%	21.01%	9.09%	15.20%	26.15%	15.63%	16.03%	19.17%	16.81%	18.36%	20.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	1	3	5	0	7	1	1	2	1	2	5	2	1	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	2	0	2	0									
		0.31%	0.17%	0.34%	0.49%	0.00%	1.07%	0.12%	0.11%	0.23%	0.19%	0.30%	0.64%	0.21%	0.09%	0.36%	0.00%	0.74%	0.00%	0.00%	1.33%	0.00%	0.00%	0.43%	0.00%	0.39%	0.00%	0.80%	0.00%	0.45%	0.00%	1.04%	0.00%	0.97%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1546	52	115	123	95	97	103	118	101	62	87	86	129	124	28	27	6	7	7	6	6	4	24	11	20	1	5	12	11	24	14	7	20	14									
		11.34%	8.87%	13.19%	12.02%	16.55%	14.76%	12.47%	13.20%	11.43%	11.83%	13.08%	10.96%	13.27%	11.29%	10.04%	11.69%	4.44%	4.90%	3.50%	8.00%	8.82%	4.17%	10.43%	8.87%	7.78%	1.82%	4.00%	9.23%	4.91%	9.16%	7.25%	6.19%	9.66%	10.85%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
