Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Асекеевская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	1	0	5	6	1	2	0	3	9	1	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0									
		0.32%	0.46%	0.00%	0.45%	0.53%	0.46%	0.60%	0.00%	1.72%	1.01%	0.68%	0.32%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	265	3	3	45	14	7	8	3	3	10	8	14	0	9	3	1	8	2	3	4	1	5	0	10	2	2	19	4	1	0	0	5	0	68	0									
		2.45%	1.38%	1.70%	4.03%	1.23%	3.23%	2.40%	0.74%	1.72%	1.12%	5.41%	4.44%	0.00%	3.90%	3.30%	0.89%	3.51%	2.08%	1.40%	3.96%	0.22%	1.91%	0.00%	2.89%	0.50%	1.90%	18.81%	0.99%	1.41%	0.00%	0.00%	1.61%	0.00%	19.60%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	97	2	1	23	17	5	6	3	1	6	4	3	0	3	0	1	3	2	2	6	1	0	0	0	1	2	0	0	0	0	0	2	0	0	3									
		0.90%	0.92%	0.57%	2.06%	1.49%	2.30%	1.80%	0.74%	0.57%	0.67%	2.70%	0.95%	0.00%	1.30%	0.00%	0.89%	1.32%	2.08%	0.93%	5.94%	0.22%	0.00%	0.00%	0.00%	0.25%	1.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	2.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7096	143	110	371	468	97	254	363	130	632	89	182	255	119	34	65	135	46	163	70	439	212	86	204	322	44	70	367	55	261	687	209	80	221	113									
		65.66%	65.90%	62.50%	33.18%	40.98%	44.70%	76.28%	89.19%	74.71%	70.93%	60.14%	57.78%	70.64%	51.52%	37.36%	58.04%	59.21%	47.92%	75.81%	69.31%	95.43%	80.92%	86.87%	58.96%	80.30%	41.90%	69.31%	91.29%	77.46%	76.09%	90.16%	67.20%	91.95%	63.69%	82.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	0	10	0	0	0	3	0	4	0	3	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0									
		0.25%	0.46%	0.00%	0.89%	0.00%	0.00%	0.00%	0.74%	0.00%	0.45%	0.00%	0.95%	0.00%	0.43%	1.10%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0									
		0.13%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	1.75%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.50%	0.00%	0.99%	0.00%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1481	37	22	216	261	52	39	12	21	99	25	46	54	51	32	35	44	30	20	10	2	13	4	68	16	16	6	16	3	60	39	59	7	58	8									
		13.70%	17.05%	12.50%	19.32%	22.85%	23.96%	11.71%	2.95%	12.07%	11.11%	16.89%	14.60%	14.96%	22.08%	35.16%	31.25%	19.30%	31.25%	9.30%	9.90%	0.43%	4.96%	4.04%	19.65%	3.99%	15.24%	5.94%	3.98%	4.23%	17.49%	5.12%	18.97%	8.05%	16.71%	5.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	0	0	3	9	0	0	0	0	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
		0.20%	0.00%	0.00%	0.27%	0.79%	0.00%	0.00%	0.00%	0.00%	0.22%	1.35%	0.63%	0.00%	0.00%	1.10%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	2	0	15	0	1	0	0	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0									
		0.28%	0.92%	0.00%	1.34%	0.00%	0.46%	0.00%	0.00%	0.00%	0.22%	0.68%	0.00%	0.00%	0.43%	1.10%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.00%	0.09%	0.00%	0.00%	0.30%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	0	1	9	12	0	1	0	1	11	0	1	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1									
		0.39%	0.00%	0.57%	0.81%	1.05%	0.00%	0.30%	0.00%	0.57%	1.23%	0.00%	0.32%	0.00%	0.00%	2.20%	0.00%	0.00%	1.04%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1442	27	31	348	316	44	16	10	10	87	14	53	52	40	14	7	30	14	22	11	11	25	9	63	43	37	3	10	11	21	32	19	0	0	12									
		13.34%	12.44%	17.61%	31.13%	27.67%	20.28%	4.80%	2.46%	5.75%	9.76%	9.46%	16.83%	14.40%	17.32%	15.38%	6.25%	13.16%	14.58%	10.23%	10.89%	2.39%	9.54%	9.09%	18.21%	10.72%	35.24%	2.97%	2.49%	15.49%	6.12%	4.20%	6.11%	0.00%	0.00%	8.76%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	39	0	3	12	0	3	2	1	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0									
		0.36%	0.00%	1.70%	1.07%	0.00%	1.38%	0.60%	0.25%	0.57%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	1.90%	0.00%	0.25%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	115	1	2	29	23	7	2	6	1	15	3	2	0	2	0	0	1	0	1	0	2	5	0	0	4	1	0	2	0	0	0	6	0	0	0									
		1.06%	0.46%	1.14%	2.59%	2.01%	3.23%	0.60%	1.47%	0.57%	1.68%	2.03%	0.63%	0.00%	0.87%	0.00%	0.00%	0.44%	0.00%	0.47%	0.00%	0.43%	1.91%	0.00%	0.00%	0.99%	0.95%	0.00%	0.50%	0.00%	0.00%	0.00%	1.93%	0.00%	0.00%	0.00%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
