Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Весьегонская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123									
		18.42%	19.56%	20.41%	21.22%	10.53%	20.25%	15.07%	16.02%	14.53%	14.29%	30.21%	20.94%	21.19%	7.79%	18.75%	1.37%	10.75%	12.86%	12.90%	18.82%	16.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	1	1	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0									
		0.17%	0.18%	0.12%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	28	5	9	3	0	2	0	1	0	0	0	2	1	1	0	0	2	0	2	0	0									
		0.68%	0.92%	1.09%	0.42%	0.00%	1.23%	0.00%	0.49%	0.00%	0.00%	0.00%	0.85%	0.85%	1.30%	0.00%	0.00%	1.08%	0.00%	2.15%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	0	2	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0									
		0.19%	0.00%	0.12%	0.00%	0.00%	1.23%	1.37%	0.97%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	8	8	1	0	4	0	3	2	0	0	2	0	1	0	0	2	1	0	1	0									
		0.80%	1.48%	0.97%	0.14%	0.00%	2.45%	0.00%	1.46%	1.71%	0.00%	0.00%	0.85%	0.00%	1.30%	0.00%	0.00%	1.08%	1.43%	0.00%	0.59%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	571	65	137	126	18	27	5	18	10	10	0	37	16	15	11	19	8	9	19	16	5									
		13.91%	11.99%	16.55%	17.48%	23.68%	16.56%	6.85%	8.74%	8.55%	10.20%	0.00%	15.81%	13.56%	19.48%	11.46%	26.03%	4.30%	12.86%	20.43%	9.41%	7.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	6	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.15%	0.18%	0.00%	0.42%	1.32%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	487	86	117	107	3	10	6	20	12	13	2	24	9	0	7	15	15	5	9	25	2									
		11.86%	15.87%	14.13%	14.84%	3.95%	6.13%	8.22%	9.71%	10.26%	13.27%	2.08%	10.26%	7.63%	0.00%	7.29%	20.55%	8.06%	7.14%	9.68%	14.71%	2.94%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
