Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Конаковская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1119	20	25	20	29	15	5	10	25	10	10	20	24	23	25	20	20	26	20	20	20	50	20	20	0	20	20	20	20	20	20	37	30	20	20	25	20	20	20	20	20	20	10	30	30	30	20	30	30	20	20	20	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	791	18	25	15	26	12	1	5	20	1	10	19	24	19	19	14	13	24	18	17	15	45	16	16	0	16	3	6	7	11	9	31	27	12	20	25	8	10	7	8	8	6	9	30	19	16	6	26	18	20	20	9	2	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	964	11	10	5	3	15	5	206	17	12	11	6	0	17	16	7	19	10	12	18	11	16	15	6	7	17	22	7	22	9	27	40	7	20	9	15	5	20	49	17	13	12	14	5	13	7	4	15	21	3	11	14	73	3	15					
14	Число погашенных неиспользованных открепительных удостоверений	328	2	0	5	3	3	4	5	5	9	0	1	0	4	6	6	7	2	2	3	5	5	4	4	0	4	17	14	13	9	11	6	3	8	0	0	12	10	13	12	12	14	1	0	11	14	14	4	12	0	0	11	8	7	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	1	2	1	0	0	0	3	1	0	0	1	0	1	0	1	1	0	1	0	1	0	2	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	4	0	1	0	2	0	0	0	2	0	1	2	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8417	225	242	160	189	114	30	83	206	34	157	204	205	202	239	308	279	255	287	174	294	302	293	250	24	157	139	123	117	141	166	101	142	125	82	130	64	68	114	67	238	91	18	264	301	127	36	216	149	184	109	103	50	28	11					
		22.99%	26.53%	27.44%	21.39%	23.60%	20.47%	21.43%	23.71%	23.46%	19.43%	22.33%	24.49%	23.98%	25.19%	26.76%	31.72%	28.41%	27.10%	31.16%	25.66%	31.99%	25.57%	31.47%	29.14%	26.67%	21.81%	23.13%	25.05%	20.03%	22.96%	24.20%	11.23%	14.75%	14.43%	16.14%	15.13%	12.65%	17.00%	18.01%	11.17%	22.54%	17.53%	9.52%	27.70%	30.87%	24.76%	17.56%	21.24%	16.78%	28.09%	17.50%	18.73%	25.00%	15.30%	5.31%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4557	118	136	117	141	83	14	29	138	34	92	109	88	100	95	113	136	119	115	118	136	192	104	120	9	77	68	50	59	72	67	87	124	121	64	112	75	53	85	78	133	64	15	82	87	51	24	101	77	70	77	69	17	21	21					
		12.45%	13.92%	15.42%	15.64%	17.60%	14.90%	10.00%	8.29%	15.72%	19.43%	13.09%	13.09%	10.29%	12.47%	10.64%	11.64%	13.85%	12.65%	12.49%	17.40%	14.80%	16.26%	11.17%	13.99%	10.00%	10.69%	11.31%	10.18%	10.10%	11.73%	9.77%	9.68%	12.88%	13.97%	12.60%	13.04%	14.82%	13.25%	13.43%	13.00%	12.59%	12.33%	7.94%	8.60%	8.92%	9.94%	11.71%	9.93%	8.67%	10.69%	12.36%	12.55%	8.50%	11.48%	10.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	440	11	15	10	8	2	5	2	10	0	5	12	14	4	12	13	11	11	8	4	14	21	12	13	2	8	14	6	10	8	8	9	14	9	8	9	1	5	1	8	17	4	4	17	11	5	2	14	12	7	4	1	2	1	2					
		1.20%	1.30%	1.70%	1.34%	0.99%	0.36%	3.57%	0.57%	1.14%	0.00%	0.71%	1.44%	1.64%	0.50%	1.34%	1.34%	1.12%	1.17%	0.87%	0.59%	1.52%	1.78%	1.29%	1.52%	2.22%	1.11%	2.33%	1.22%	1.71%	1.30%	1.17%	1.00%	1.45%	1.04%	1.57%	1.05%	0.20%	1.25%	0.16%	1.33%	1.61%	0.77%	2.12%	1.78%	1.13%	0.97%	0.98%	1.38%	1.35%	1.07%	0.64%	0.18%	1.00%	0.55%	0.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8513	209	202	162	175	127	30	93	221	41	185	233	276	186	220	220	251	216	232	144	189	286	228	211	17	205	158	82	114	148	164	130	218	149	95	117	73	69	99	166	333	143	18	214	191	118	58	298	245	142	152	132	52	50	26					
		23.26%	24.65%	22.90%	21.66%	21.85%	22.80%	21.43%	26.57%	25.17%	23.43%	26.32%	27.97%	32.28%	23.19%	24.64%	22.66%	25.56%	22.95%	25.19%	21.24%	20.57%	24.22%	24.49%	24.59%	18.89%	28.47%	26.29%	16.70%	19.52%	24.10%	23.91%	14.46%	22.64%	17.21%	18.70%	13.62%	14.43%	17.25%	15.64%	27.67%	31.53%	27.55%	9.52%	22.46%	19.59%	23.00%	28.29%	29.30%	27.59%	21.68%	24.40%	24.00%	26.00%	27.32%	12.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1324	25	18	26	17	22	9	20	30	16	35	39	44	40	51	37	28	57	39	42	25	68	49	33	2	49	17	18	27	28	12	18	11	12	8	12	6	11	25	13	7	20	2	34	37	23	10	55	38	14	8	14	7	5	11					
		3.62%	2.95%	2.04%	3.48%	2.12%	3.95%	6.43%	5.71%	3.42%	9.14%	4.98%	4.68%	5.15%	4.99%	5.71%	3.81%	2.85%	6.06%	4.23%	6.19%	2.72%	5.76%	5.26%	3.85%	2.22%	6.81%	2.83%	3.67%	4.62%	4.56%	1.75%	2.00%	1.14%	1.39%	1.57%	1.40%	1.19%	2.75%	3.95%	2.17%	0.66%	3.85%	1.06%	3.57%	3.79%	4.48%	4.88%	5.41%	4.28%	2.14%	1.28%	2.55%	3.50%	2.73%	5.31%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12641	245	252	254	257	203	50	117	255	47	218	218	210	246	263	264	258	267	225	183	241	277	223	208	35	206	198	204	248	209	259	533	432	427	227	477	270	190	300	253	311	188	129	321	334	184	73	316	350	222	265	219	71	75	134					
		34.54%	28.89%	28.57%	33.96%	32.08%	36.45%	35.71%	33.43%	29.04%	26.86%	31.01%	26.17%	24.56%	30.67%	29.45%	27.19%	26.27%	28.37%	24.43%	26.99%	26.22%	23.45%	23.95%	24.24%	38.89%	28.61%	32.95%	41.55%	42.47%	34.04%	37.76%	59.29%	44.86%	49.31%	44.69%	55.53%	53.36%	47.50%	47.39%	42.17%	29.45%	36.22%	68.25%	33.68%	34.26%	35.87%	35.61%	31.07%	39.41%	33.89%	42.54%	39.82%	35.50%	40.98%	64.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	173	6	1	6	2	1	1	5	6	0	7	3	7	4	4	3	4	3	3	5	3	13	2	2	1	2	3	3	3	0	3	4	5	6	4	2	8	0	2	4	2	1	2	8	1	1	1	5	2	4	1	1	1	2	0					
		0.47%	0.71%	0.11%	0.80%	0.25%	0.18%	0.71%	1.43%	0.68%	0.00%	0.99%	0.36%	0.82%	0.50%	0.45%	0.31%	0.41%	0.32%	0.33%	0.74%	0.33%	1.10%	0.21%	0.23%	1.11%	0.28%	0.50%	0.61%	0.51%	0.00%	0.44%	0.44%	0.52%	0.69%	0.79%	0.23%	1.58%	0.00%	0.32%	0.67%	0.19%	0.19%	1.06%	0.84%	0.10%	0.19%	0.49%	0.49%	0.23%	0.61%	0.16%	0.18%	0.50%	1.09%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
