Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																		
Дата голосования: 02.12.2007																																																																		
																																																																		
Наименование Избирательной комиссии:    Конаковская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1260	15	30	25	15	15	15	15	20	20	20	20	20	25	25	20	25	25	25	25	20	20	10	10	0	50	35	25	15	45	25	25	15	15	60	20	20	20	20	20	5	35	20	25	80	40	20	30	15	5	15	10	5	20	25	20	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	887	11	24	22	11	13	6	3	9	13	17	13	20	15	22	17	16	13	25	25	17	18	1	4	0	39	35	17	8	41	25	14	5	15	45	10	13	3	5	9	1	30	15	18	80	29	4	19	10	1	15	3	0	15	15	11	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	619	3	11	6	3	5	13	1	7	5	13	7	7	15	16	13	3	14	7	11	15	3	8	23	1	5	12	9	4	3	9	17	11	3	9	5	7	1	5	26	1	20	9	7	8	13	7	9	32	1	11	11	4	16	10	12	106	0	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	373	4	6	3	4	2	9	12	11	7	3	7	0	10	3	3	9	12	0	0	3	2	9	6	0	11	0	8	7	4	0	11	10	0	15	10	7	17	15	11	4	5	5	7	0	11	16	11	5	4	0	7	5	5	10	9	5	5	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	2	0	2	1	0	1	2	0	0	1	1	0	2	1	0	0	2	0	3	1	2	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
18	1.Политическая партия «Аграрная партия России»	1464	31	36	34	27	12	21	8	31	33	59	43	42	45	47	48	32	21	47	42	53	35	6	9	2	41	33	27	10	39	34	32	7	23	25	27	16	23	23	24	6	19	24	36	20	34	5	24	13	2	22	5	5	32	26	20	14	3	6	0					
		3.66%	3.46%	3.65%	4.12%	3.01%	1.94%	3.14%	2.80%	3.61%	3.80%	5.95%	4.44%	4.38%	4.28%	4.38%	4.42%	3.70%	2.94%	4.98%	3.71%	5.25%	3.95%	4.76%	3.70%	2.50%	4.36%	3.21%	4.28%	4.50%	4.13%	3.58%	3.96%	4.07%	2.88%	2.98%	4.13%	2.78%	3.85%	3.76%	2.98%	4.80%	1.52%	2.39%	4.68%	4.17%	4.16%	0.87%	5.27%	2.39%	1.45%	3.32%	4.46%	5.05%	2.50%	4.23%	3.03%	4.28%	1.38%	3.43%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	414	7	18	11	4	7	9	2	14	13	14	8	14	17	14	8	13	16	7	21	14	17	2	7	0	14	9	4	1	9	12	10	0	1	3	10	4	2	8	3	1	10	8	5	4	2	2	3	3	0	5	1	1	7	3	5	4	0	3	0					
		1.04%	0.78%	1.83%	1.33%	0.45%	1.13%	1.35%	0.70%	1.63%	1.50%	1.41%	0.83%	1.46%	1.62%	1.31%	0.74%	1.50%	2.24%	0.74%	1.86%	1.39%	1.92%	1.59%	2.88%	0.00%	1.49%	0.87%	0.63%	0.45%	0.95%	1.26%	1.24%	0.00%	0.13%	0.36%	1.53%	0.70%	0.34%	1.31%	0.37%	0.80%	0.80%	0.80%	0.65%	0.83%	0.24%	0.35%	0.66%	0.55%	0.00%	0.76%	0.89%	1.01%	0.55%	0.49%	0.76%	1.22%	0.00%	1.71%	0.00%					
20	3.Политическая партия «Демократическая партия России»	36	0	0	0	0	1	1	0	1	2	2	0	2	0	3	0	1	0	2	3	2	0	0	1	0	0	1	0	0	2	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.16%	0.15%	0.00%	0.12%	0.23%	0.20%	0.00%	0.21%	0.00%	0.28%	0.00%	0.12%	0.00%	0.21%	0.27%	0.20%	0.00%	0.00%	0.41%	0.00%	0.00%	0.10%	0.00%	0.00%	0.21%	0.00%	0.00%	0.58%	0.00%	0.12%	0.15%	0.17%	0.00%	0.00%	0.12%	0.00%	0.00%	0.10%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.89%	0.00%	0.16%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5250	124	118	128	116	87	114	39	162	160	169	143	100	153	146	161	131	77	127	144	165	123	26	43	14	129	118	73	38	190	158	119	17	151	101	101	68	83	71	107	14	80	110	93	55	68	36	25	27	5	75	12	9	125	77	61	49	18	16	1					
		13.14%	13.82%	11.97%	15.50%	12.92%	14.10%	17.04%	13.64%	18.86%	18.41%	17.05%	14.76%	10.43%	14.56%	13.62%	14.83%	15.16%	10.77%	13.45%	12.73%	16.35%	13.88%	20.63%	17.70%	17.50%	13.72%	11.47%	11.57%	17.12%	20.11%	16.65%	14.71%	9.88%	18.88%	12.05%	15.47%	11.83%	13.90%	11.62%	13.28%	11.20%	6.41%	10.97%	12.08%	11.46%	8.31%	6.29%	5.49%	4.95%	3.62%	11.33%	10.71%	9.09%	9.77%	12.54%	9.23%	14.98%	8.26%	9.14%	2.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	264	6	3	12	4	10	1	2	8	6	8	9	14	8	9	9	9	4	7	14	8	11	1	4	0	3	5	6	0	5	12	9	1	4	1	1	0	1	1	2	2	1	1	4	1	2	1	2	6	2	8	1	2	5	2	0	4	1	1	0					
		0.66%	0.67%	0.30%	1.45%	0.45%	1.62%	0.15%	0.70%	0.93%	0.69%	0.81%	0.93%	1.46%	0.76%	0.84%	0.83%	1.04%	0.56%	0.74%	1.24%	0.79%	1.24%	0.79%	1.65%	0.00%	0.32%	0.49%	0.95%	0.00%	0.53%	1.26%	1.11%	0.58%	0.50%	0.12%	0.15%	0.00%	0.17%	0.16%	0.25%	1.60%	0.08%	0.10%	0.52%	0.21%	0.24%	0.17%	0.44%	1.10%	1.45%	1.21%	0.89%	2.02%	0.39%	0.33%	0.00%	1.22%	0.46%	0.57%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	116	3	4	1	0	1	2	0	4	3	3	5	2	6	3	7	4	1	3	6	5	2	1	1	0	3	1	0	0	5	5	4	1	2	1	1	1	2	2	1	2	0	0	4	1	2	1	0	1	0	2	1	0	2	0	1	2	0	1	0					
		0.29%	0.33%	0.41%	0.12%	0.00%	0.16%	0.30%	0.00%	0.47%	0.35%	0.30%	0.52%	0.21%	0.57%	0.28%	0.64%	0.46%	0.14%	0.32%	0.53%	0.50%	0.23%	0.79%	0.41%	0.00%	0.32%	0.10%	0.00%	0.00%	0.53%	0.53%	0.49%	0.58%	0.25%	0.12%	0.15%	0.17%	0.34%	0.33%	0.12%	1.60%	0.00%	0.00%	0.52%	0.21%	0.24%	0.17%	0.00%	0.18%	0.00%	0.30%	0.89%	0.00%	0.16%	0.00%	0.15%	0.61%	0.00%	0.57%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3735	84	110	103	88	64	76	29	90	96	89	100	88	111	123	104	102	84	119	152	87	102	10	18	7	80	82	56	20	69	66	69	15	66	51	56	47	50	41	53	7	114	77	65	52	99	38	38	41	7	53	7	9	98	56	69	15	23	10	0					
		9.35%	9.36%	11.16%	12.47%	9.80%	10.37%	11.36%	10.14%	10.48%	11.05%	8.98%	10.32%	9.18%	10.56%	11.47%	9.58%	11.81%	11.75%	12.61%	13.44%	8.62%	11.51%	7.94%	7.41%	8.75%	8.51%	7.97%	8.87%	9.01%	7.30%	6.95%	8.53%	8.72%	8.25%	6.09%	8.58%	8.17%	8.38%	6.71%	6.58%	5.60%	9.13%	7.68%	8.44%	10.83%	12.10%	6.64%	8.35%	7.52%	5.07%	8.01%	6.25%	9.09%	7.66%	9.12%	10.44%	4.59%	10.55%	5.71%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3587	79	94	84	94	52	71	23	88	96	104	106	114	119	136	130	102	72	101	107	119	90	8	27	7	72	107	40	28	82	74	88	30	67	89	60	43	48	62	44	4	56	55	42	23	63	45	40	28	9	41	4	1	89	37	46	23	17	5	2					
		8.98%	8.81%	9.53%	10.17%	10.47%	8.43%	10.61%	8.04%	10.24%	11.05%	10.49%	10.94%	11.89%	11.32%	12.69%	11.97%	11.81%	10.07%	10.70%	9.46%	11.79%	10.16%	6.35%	11.11%	8.75%	7.66%	10.40%	6.34%	12.61%	8.68%	7.80%	10.88%	17.44%	8.38%	10.62%	9.19%	7.48%	8.04%	10.15%	5.46%	3.20%	4.49%	5.48%	5.45%	4.79%	7.70%	7.87%	8.79%	5.14%	6.52%	6.19%	3.57%	1.01%	6.96%	6.03%	6.96%	7.03%	7.80%	2.86%	4.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	505	14	13	11	13	8	16	3	8	9	21	18	12	23	10	27	8	14	13	21	23	18	1	0	1	9	11	3	0	18	8	13	1	7	6	10	6	2	8	4	0	8	14	7	2	10	4	4	3	0	7	3	1	14	3	7	0	5	2	0					
		1.26%	1.56%	1.32%	1.33%	1.45%	1.30%	2.39%	1.05%	0.93%	1.04%	2.12%	1.86%	1.25%	2.19%	0.93%	2.49%	0.93%	1.96%	1.38%	1.86%	2.28%	2.03%	0.79%	0.00%	1.25%	0.96%	1.07%	0.48%	0.00%	1.90%	0.84%	1.61%	0.58%	0.88%	0.72%	1.53%	1.04%	0.34%	1.31%	0.50%	0.00%	0.64%	1.40%	0.91%	0.42%	1.22%	0.70%	0.88%	0.55%	0.00%	1.06%	2.68%	1.01%	1.09%	0.49%	1.06%	0.00%	2.29%	1.14%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23704	533	572	426	543	363	344	175	437	430	496	503	544	547	548	562	434	407	504	572	506	459	67	128	48	557	650	406	122	496	556	434	93	453	547	376	382	370	379	546	88	946	697	508	309	524	437	314	408	110	443	76	71	881	397	448	206	149	130	47					
		59.32%	59.42%	58.01%	51.57%	60.47%	58.83%	51.42%	61.19%	50.87%	49.48%	50.05%	51.91%	56.73%	52.05%	51.12%	51.75%	50.23%	56.92%	53.39%	50.57%	50.15%	51.81%	53.17%	52.67%	60.00%	59.26%	63.17%	64.34%	54.95%	52.49%	58.59%	53.65%	54.07%	56.63%	65.27%	57.58%	66.43%	61.98%	62.03%	67.74%	70.40%	75.80%	69.49%	65.97%	64.38%	64.06%	76.40%	69.01%	74.86%	79.71%	66.92%	67.86%	71.72%	68.88%	64.66%	67.78%	62.99%	68.35%	74.29%	94.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	532	11	13	11	2	10	8	4	8	15	16	23	15	17	22	21	18	12	8	32	14	17	1	4	1	24	9	9	2	18	16	25	4	8	1	4	3	10	9	14	0	7	8	1	5	6	0	3	11	2	2	0	0	6	9	3	7	2	1	0					
		1.33%	1.23%	1.32%	1.33%	0.22%	1.62%	1.20%	1.40%	0.93%	1.73%	1.61%	2.37%	1.56%	1.62%	2.05%	1.93%	2.08%	1.68%	0.85%	2.83%	1.39%	1.92%	0.79%	1.65%	1.25%	2.55%	0.87%	1.43%	0.90%	1.90%	1.69%	3.09%	2.33%	1.00%	0.12%	0.61%	0.52%	1.68%	1.47%	1.74%	0.00%	0.56%	0.80%	0.13%	1.04%	0.73%	0.00%	0.66%	2.02%	1.45%	0.30%	0.00%	0.00%	0.47%	1.47%	0.45%	2.14%	0.92%	0.57%	0.00%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
