Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    район Нагатино-Садовники																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848	УИК №1849	УИК №1850	УИК №1851	УИК №1852	УИК №1853	УИК №1854	УИК №1855	УИК №1856	УИК №1857	УИК №1858	УИК №1859	УИК №1860	УИК №1861	УИК №1862	УИК №3728	УИК №3729	УИК №3730	УИК №3731									
		2.46%	2.29%	2.71%	3.24%	1.83%	2.08%	2.91%	1.98%	3.51%	2.03%	3.57%	2.42%	0.00%	2.80%	1.91%	3.34%	1.28%	2.97%	1.92%	3.83%	2.74%	1.75%	2.42%	2.36%	2.78%	2.02%	0.93%	2.31%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	581	57	32	21	20	20	17	22	21	35	28	27	0	29	18	22	27	26	21	25	22	28	25	20	0	6	3	9									
		2.96%	4.83%	3.61%	2.62%	2.16%	2.97%	2.61%	2.90%	3.20%	3.23%	3.03%	3.44%	0.00%	3.86%	1.56%	4.90%	3.45%	2.97%	2.87%	2.59%	3.02%	4.90%	3.02%	1.68%	0.00%	1.51%	1.40%	2.59%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	51	2	2	1	2	1	1	3	4	0	1	0	0	1	0	0	1	0	0	4	1	23	0	2	0	0	0	2									
		0.26%	0.17%	0.23%	0.12%	0.22%	0.15%	0.15%	0.40%	0.61%	0.00%	0.11%	0.00%	0.00%	0.13%	0.00%	0.00%	0.13%	0.00%	0.00%	0.41%	0.14%	4.02%	0.00%	0.17%	0.00%	0.00%	0.00%	0.58%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1616	117	89	68	77	61	57	69	76	114	98	60	1	96	40	33	42	70	90	74	73	58	54	58	2	13	5	21									
		8.24%	9.91%	10.05%	8.47%	8.31%	9.06%	8.74%	9.09%	11.59%	10.53%	10.61%	7.63%	0.44%	12.78%	3.48%	7.35%	5.36%	7.99%	12.31%	7.66%	10.01%	10.14%	6.52%	4.89%	2.78%	3.27%	2.34%	6.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2256	79	105	61	99	73	85	99	84	120	122	111	2	106	120	56	69	87	109	131	81	92	118	107	9	58	35	38									
		11.50%	6.69%	11.85%	7.60%	10.68%	10.85%	13.04%	13.04%	12.80%	11.08%	13.20%	14.12%	0.87%	14.11%	10.43%	12.47%	8.81%	9.93%	14.91%	13.56%	11.11%	16.08%	14.25%	9.01%	12.50%	14.61%	16.36%	10.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	115	11	5	4	8	5	2	5	5	5	1	7	1	2	3	4	1	5	4	9	2	5	5	6	1	2	1	6									
		0.59%	0.93%	0.56%	0.50%	0.86%	0.74%	0.31%	0.66%	0.76%	0.46%	0.11%	0.89%	0.44%	0.27%	0.26%	0.89%	0.13%	0.57%	0.55%	0.93%	0.27%	0.87%	0.60%	0.51%	1.39%	0.50%	0.47%	1.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1027	38	35	44	67	42	40	52	37	46	67	40	3	54	59	29	21	46	38	67	59	26	29	40	3	17	17	11									
		5.24%	3.22%	3.95%	5.48%	7.23%	6.24%	6.13%	6.85%	5.64%	4.25%	7.25%	5.09%	1.31%	7.19%	5.13%	6.46%	2.68%	5.25%	5.20%	6.94%	8.09%	4.55%	3.50%	3.37%	4.17%	4.28%	7.94%	3.17%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
