Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Тернейская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920					
30	"13. ""Демократическая партия России"""	16	1	0	0	3	2	2	4	0	1	0	1	0	0	1	0	1	0	0					
		0.30%	0.32%	0.0%	0.0%	0.81%	0.58%	0.56%	0.84%	0.0%	0.16%	0.0%	0.59%	0.0%	0.0%	0.71%	0.0%	0.56%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	6	0	0	0	0	1	0	1	0	2	1	0	0	0	1	0	0	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.21%	0.0%	0.32%	0.32%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	326	12	13	36	31	16	25	30	36	35	22	16	18	4	3	3	15	3	8					
		6.22%	3.90%	6.13%	7.2%	8.40%	4.69%	7.00%	6.31%	6.58%	5.64%	7.21%	9.58%	10.40%	3.03%	2.14%	1.07%	8.42%	4.41%	12.5%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	0	1	0	0	2	0	1	2	1	0	1	0	0	0	3	0	1	0					
		0.22%	0.0%	0.47%	0.0%	0.0%	0.58%	0.0%	0.21%	0.36%	0.16%	0.0%	0.59%	0.0%	0.0%	0.0%	1.07%	0.0%	1.47%	0.0%					
35	"18. ""ЛДПР"""	1087	89	64	114	78	101	86	84	100	113	47	42	34	19	21	52	25	8	10					
		20.77%	28.99%	30.18%	22.8%	21.13%	29.61%	24.08%	17.68%	18.28%	18.22%	15.40%	25.14%	19.65%	14.39%	14.99%	18.70%	14.04%	11.76%	15.62%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	97	5	3	11	18	10	3	5	8	14	6	0	0	2	1	2	7	0	2					
		1.85%	1.62%	1.41%	2.2%	4.87%	2.93%	0.84%	1.05%	1.46%	2.25%	1.96%	0.0%	0.0%	1.51%	0.71%	0.71%	3.93%	0.0%	3.12%					
37	"20. ""Политическая партия ""Единая Россия"""	1859	92	67	138	117	83	113	206	233	247	138	36	48	34	78	111	69	18	31					
		35.52%	29.96%	31.60%	27.6%	31.70%	24.34%	31.65%	43.36%	42.59%	39.83%	45.24%	21.55%	27.74%	25.75%	55.71%	39.92%	38.76%	26.47%	48.43%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	0	0	0	0	0	0	2	1	2	1	3	0	1	0	0	0	0	0					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.18%	0.32%	0.32%	1.79%	0.0%	0.75%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	1	1	3	1	0	0	2	0	4	0	0	0	0	0	1	0	1	0					
		0.26%	0.32%	0.47%	0.6%	0.27%	0.0%	0.0%	0.42%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	1.47%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	653	39	14	56	34	42	69	53	62	77	28	24	25	46	9	42	12	16	5					
		12.47%	12.70%	6.60%	11.2%	9.21%	12.31%	19.32%	11.15%	11.33%	12.41%	9.18%	14.37%	14.45%	34.84%	6.42%	15.10%	6.74%	23.52%	7.81%					
																									
41	Против всех	291	20	7	34	20	19	12	32	18	32	6	7	18	5	11	27	9	11	3					
		5.56%	6.51%	3.30%	6.8%	5.42%	5.57%	3.36%	6.73%	3.29%	5.16%	1.96%	4.19%	10.40%	3.78%	7.85%	9.71%	5.05%	16.17%	4.68%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
