Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
"Наименование Избирательной комиссии:    Махачкала, Советская"																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	29	0	2	0	0	1	1	0	0	0	0	2	1	0	1	4	0	0	2	2	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	271	5	3	5	5	4	4	5	5	5	5	3	4	5	4	1	5	5	3	3	5	5	4	5	5	5	5	4	5	3	5	5	5	5	5	1	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5	4	5	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	98	0	11	1	2	2	2	2	7	2	33	2	2	1	2	2	2	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1					
		0.11%	0.00%	1.13%	0.08%	0.13%	0.10%	0.13%	0.13%	0.73%	0.10%	2.19%	0.12%	0.13%	0.20%	0.12%	0.09%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.11%	0.08%	0.00%	0.00%	0.09%	0.08%	0.11%	0.00%	0.00%	0.00%	0.00%	0.10%	0.10%	0.12%	0.10%	0.00%	0.09%	0.10%	0.09%	0.10%	0.09%	0.08%	0.06%	0.10%	0.08%	0.00%	0.00%	0.04%	0.00%	0.05%	0.00%	0.09%	0.00%	0.09%	0.09%	0.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	18	0	1	0	0	0	0	0	3	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0					
		0.02%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.40%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.05%	0.00%	0.09%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	1	3	1	1	1	1	1	6	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0					
		0.06%	0.05%	0.31%	0.08%	0.06%	0.05%	0.06%	0.06%	0.63%	0.05%	0.07%	0.06%	0.06%	0.00%	0.06%	0.00%	0.06%	0.06%	0.00%	0.07%	0.06%	0.06%	0.00%	0.08%	0.06%	0.11%	0.08%	0.07%	0.05%	0.00%	0.08%	0.11%	0.04%	0.07%	0.06%	0.00%	0.10%	0.10%	0.12%	0.10%	0.00%	0.09%	0.10%	0.09%	0.00%	0.09%	0.00%	0.00%	0.00%	0.08%	0.05%	0.00%	0.04%	0.06%	0.05%	0.06%	0.09%	0.05%	0.00%	0.09%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3232	70	73	44	58	73	56	58	229	75	135	63	56	18	61	81	60	61	60	55	64	62	76	24	32	34	44	52	48	41	46	34	51	51	59	23	38	37	30	38	53	41	37	39	37	40	23	60	35	43	69	40	63	57	30	56	39	54	39	41	66					
		3.63%	3.63%	7.52%	3.61%	3.63%	3.63%	3.64%	3.63%	23.85%	3.62%	8.97%	3.63%	3.61%	3.67%	3.61%	3.64%	3.64%	3.64%	3.64%	3.65%	3.62%	3.63%	3.62%	1.92%	1.88%	3.62%	3.61%	3.64%	2.55%	3.63%	3.60%	3.66%	2.12%	3.64%	3.62%	0.80%	3.65%	3.59%	3.61%	3.62%	3.63%	3.67%	3.67%	3.61%	3.62%	3.64%	1.89%	3.66%	3.65%	3.64%	3.63%	1.95%	2.71%	3.65%	1.60%	3.61%	3.66%	2.50%	3.64%	3.67%	4.37%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	0	7	0	0	0	0	0	8	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
		0.05%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	85589	1857	871	1174	1535	1934	1481	1539	687	1992	1280	1670	1491	471	1625	2144	1587	1616	1588	1452	1705	1646	2023	1224	1667	904	1174	1376	1837	1088	1230	894	2356	1348	1569	2835	1000	991	798	1009	1407	1073	968	1039	984	1058	1195	1579	922	1135	1828	2009	2261	1502	1848	1492	1026	2103	1030	1074	1388					
		96.02%	96.32%	89.70%	96.23%	96.18%	96.22%	96.17%	96.19%	71.56%	96.23%	85.05%	96.20%	96.19%	96.12%	96.15%	96.27%	96.18%	96.31%	96.36%	96.29%	96.33%	96.31%	96.38%	97.92%	98.06%	96.17%	96.23%	96.29%	97.40%	96.28%	96.24%	96.13%	97.80%	96.29%	96.32%	99.16%	96.15%	96.21%	96.14%	96.19%	96.37%	96.06%	96.03%	96.20%	96.19%	96.18%	97.95%	96.28%	96.24%	96.19%	96.26%	98.05%	97.16%	96.28%	98.30%	96.26%	96.16%	97.41%	96.26%	96.06%	91.92%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	9	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0					
		0.01%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
