Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Мурашинская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1707	182	176	147	175	194	169	98	111	157	46	50	10	64	46	16	66									
		37.61%	39.48%	35.99%	35.08%	40.32%	34.34%	47.34%	46.45%	29.76%	31.85%	36.22%	39.68%	31.25%	41.03%	41.44%	48.48%	43.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	13	1	2	0	3	1	4	0	0	0	0	0	0	0	1	0	1									
		0.29%	0.22%	0.41%	0.00%	0.69%	0.18%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.66%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	3	0	0	3	1	1	3	0	0	0	0	0	1	0	1									
		0.29%	0.00%	0.61%	0.00%	0.00%	0.53%	0.28%	0.47%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.66%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1429	147	141	136	135	181	89	48	140	158	47	33	15	61	36	7	55									
		31.48%	31.89%	28.83%	32.46%	31.11%	32.04%	24.93%	22.75%	37.53%	32.05%	37.01%	26.19%	46.88%	39.10%	32.43%	21.21%	36.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	28	3	3	5	1	2	2	4	3	4	0	1	0	0	0	0	0									
		0.62%	0.65%	0.61%	1.19%	0.23%	0.35%	0.56%	1.90%	0.80%	0.81%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	27	1	2	3	7	8	1	1	0	2	1	0	0	0	0	0	1									
		0.59%	0.22%	0.41%	0.72%	1.61%	1.42%	0.28%	0.47%	0.00%	0.41%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	2	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0									
		0.15%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.41%	0.00%	0.79%	0.00%	0.00%	0.00%	3.03%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	3	3	7	5	6	3	3	6	5	1	3	0	0	0	0	1									
		1.01%	0.65%	0.61%	1.67%	1.15%	1.06%	0.84%	1.42%	1.61%	1.01%	0.79%	2.38%	0.00%	0.00%	0.00%	0.00%	0.66%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	601	58	69	51	50	83	53	23	46	76	15	22	5	18	16	3	13									
		13.24%	12.58%	14.11%	12.17%	11.52%	14.69%	14.85%	10.90%	12.33%	15.42%	11.81%	17.46%	15.63%	11.54%	14.41%	9.09%	8.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	3	1	4	1	4	3	2	4	2	0	2	0	1	0	0	0									
		0.59%	0.65%	0.20%	0.95%	0.23%	0.71%	0.84%	0.95%	1.07%	0.41%	0.00%	1.59%	0.00%	0.64%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	197	26	28	21	14	28	9	9	16	24	5	2	0	3	7	1	4									
		4.34%	5.64%	5.73%	5.01%	3.23%	4.96%	2.52%	4.27%	4.29%	4.87%	3.94%	1.59%	0.00%	1.92%	6.31%	3.03%	2.63%									
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
